ablation,n_features,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,sigma68_ns_ci_low,sigma68_ns_ci_high,delta_sigma68_vs_full_ns
drop_saturation_mask_features,72,-0.364786098575709,4.061681355087502,6.186253628536293,0.2310647639956092,0.04884742041712404,3.642757760298337,4.629535625056103,-0.003285540512750096
full_fast_ridge_diagnostic,75,-0.3669848814267791,4.064966895600252,6.18063111467396,0.2339919502378339,0.04903036955726308,3.6558897819114367,4.721307035882353,0.0
drop_pileup_tail_features,63,-0.38284356475571335,4.0780062436440065,6.204830902795083,0.2349066959385291,0.04903036955726308,3.5985406128736193,4.668255388809797,0.013039348043754728
drop_pretrigger_pedestal_features,68,-0.37683719334697763,4.192590382640225,6.227462087288053,0.23380900109769484,0.04848152213684596,3.7946619019327104,4.75744682757718,0.1276234870399735
cfd_time_warp_only,6,-0.6391710618652349,4.553157313801622,6.478442097603446,0.2753384559092572,0.05799487742407611,4.169572817667131,5.1364044655244445,0.4881904182013699
