axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
curvature_energy_bin,compact_waveform_transformer,3,smooth,4.684813021797883,curved,6.5612033913629215,1.8763903695650388
curvature_energy_bin,1d_cnn,3,moderate,4.691161573687881,curved,6.348818711847665,1.6576571381597835
curvature_energy_bin,derivative_gate_transformer_new,3,smooth,4.6081665918890256,curved,5.38146819531775,0.7733016034287248
curvature_energy_bin,ridge,3,smooth,3.7647053641343877,curved,4.22017915749238,0.4554737933579922
curvature_energy_bin,gradient_boosted_trees,3,smooth,3.193638947527612,curved,3.514652044862685,0.3210130973350731
curvature_energy_bin,mlp,3,smooth,3.870534983939037,curved,3.945697133530736,0.07516214959169876
curvature_energy_bin,traditional_time_warped_template_cfd,3,moderate,0.9332573414437548,smooth,0.9385743283910635,0.005316986947308644
derivative_onset_bin,1d_cnn,3,nominal,4.717782706559096,slow,6.8500671905901225,2.132284484031026
derivative_onset_bin,gradient_boosted_trees,3,sharp,2.8863712660559164,slow,4.161274320581445,1.2749030545255282
derivative_onset_bin,compact_waveform_transformer,3,sharp,5.700404428364806,slow,6.613522132461097,0.9131177040962912
derivative_onset_bin,derivative_gate_transformer_new,3,sharp,4.913582589190871,slow,5.698344158707853,0.7847615695169816
derivative_onset_bin,ridge,3,sharp,3.773910023495919,slow,4.411368806260566,0.6374587827646474
derivative_onset_bin,mlp,3,sharp,3.8176984466987722,slow,4.4477618210043826,0.6300633743056103
derivative_onset_bin,traditional_time_warped_template_cfd,3,nominal,0.8718175679831255,slow,0.9543301376861157,0.08251256970299026
energy_bin,1d_cnn,4,q3,4.145897929578222,q1_low,6.264355823820058,2.1184578942418355
energy_bin,compact_waveform_transformer,4,q2,4.744700983953647,q3,6.208216776417485,1.4635157924638378
energy_bin,derivative_gate_transformer_new,4,q2,4.6206501465556915,q1_low,5.2516469917389905,0.630996845183299
energy_bin,ridge,4,q2,3.815795189955898,q4_high,4.172311037201339,0.3565158472454404
energy_bin,gradient_boosted_trees,4,q2,3.2762653171903935,q4_high,3.482782389917705,0.20651707272731157
energy_bin,mlp,4,q2,3.8801907757709646,q4_high,4.011822131980717,0.13163135620975197
energy_bin,traditional_time_warped_template_cfd,4,q2,0.8977674537382363,q4_high,0.9867546475757258,0.08898719383748954
late_tail_morphology,compact_waveform_transformer,4,compact,5.76910198707518,late_derivative_bump,7.425734369562729,1.6566323824875493
late_tail_morphology,1d_cnn,4,diffuse_tail,4.775491070231427,late_derivative_bump,6.401112733621887,1.6256216633904605
late_tail_morphology,gradient_boosted_trees,4,late_derivative_bump,3.0607623112396194,late_rising_tail,3.977834367036057,0.9170720557964378
late_tail_morphology,derivative_gate_transformer_new,4,diffuse_tail,4.52467263385801,compact,5.292968327589693,0.7682956937316829
late_tail_morphology,ridge,4,diffuse_tail,3.604803444728036,late_rising_tail,4.312808335845328,0.7080048911172918
late_tail_morphology,mlp,4,compact,3.8710076960958144,late_rising_tail,4.212391407662462,0.3413837115666478
late_tail_morphology,traditional_time_warped_template_cfd,4,diffuse_tail,0.81275545701313,late_rising_tail,0.986897926463346,0.17414246945021594
pedestal_drift_bin,derivative_gate_transformer_new,3,mid,4.489424657489929,high,6.3552681574276075,1.8658434999376787
pedestal_drift_bin,compact_waveform_transformer,3,mid,5.371184394778653,high,7.053664375561607,1.6824799807829542
pedestal_drift_bin,1d_cnn,3,mid,4.76141616638181,high,6.348762478823149,1.5873463124413387
pedestal_drift_bin,mlp,3,low,3.6910980124429544,high,4.233546654297159,0.5424486418542047
pedestal_drift_bin,gradient_boosted_trees,3,low,3.202242601755027,high,3.70440264808975,0.5021600463347227
pedestal_drift_bin,ridge,3,mid,3.865875523236068,high,4.311976905595406,0.44610138235933805
