method,value,ci_low,ci_high,n_pair_residuals,s03c_report_value,delta_ns,pass
analytic_timewalk,1.5510917109777833,1.3782730063297275,1.8977284939728976,11460,1.5510917109777833,0.0,True
ml_ridge_on_template_phase,1.5369230041797883,1.3473097260633549,1.8047087378559865,11460,1.5369230041797883,0.0,True
template_phase_base,2.7414145300852155,2.6808109129566127,2.9861718468144893,11460,2.7414145300852155,0.0,True
