heldout_run,Index,stave,robust_single_end_var_ns2,robust_two_end_var_ns2,s05c_event_var_ns2,s05c_run_corr_floor_ns2,s05c_uncorr_event_var_ns2,s05c_two_end_var_ns2,s05c_two_end_sigma_ns
52,1,B4,0.7516633438983917,0.37583167194919587,33.853204729867436,0.6728309154873219,33.18037381438011,17.263017822677377,4.154878797591739
52,2,B6,0.04,0.04,34.58445201983076,0.6955757678865372,33.888876251944225,17.64001389385865,4.200001654030466
52,3,B8,4.441180728207325,2.2205903641036624,42.7265510079346,0.7227148254171054,42.003836182517496,21.724632916675855,4.660969096301311
53,0,B2,9.40458106635282,4.70229053317641,153.909342349609,4.962587728281535,148.94675462132747,79.43596503894527,8.912685624375252
53,1,B4,0.5512700428389512,0.2756350214194756,32.26060589611799,0.686504990817005,31.57410090530098,16.473555443467497,4.058762797142436
53,2,B6,0.04,0.04,33.07032992430201,0.702165858684022,32.36816406561799,16.886247891493017,4.109288002987016
53,3,B8,4.105290628012456,2.052645314006228,41.20071299400652,0.6919628338999781,40.508750160106544,20.94633791395325,4.576716936183977
54,0,B2,9.57767041815943,4.788835209079715,154.08935370324318,3.9643438990675017,150.12500980417568,79.02684880115534,8.889704652076768
54,1,B4,0.5925145130593896,0.2962572565296948,32.184235288033435,0.5377253100964601,31.646509977936976,16.36098029906495,4.044870863088827
54,2,B6,0.04,0.04,33.04280315161216,0.5697791138226012,32.473024037789564,16.806291132717384,4.099547674160819
54,3,B8,4.118282800562844,2.059141400281422,41.0332807115166,0.5005270331052689,40.53275367841133,20.766903872310934,4.557071852879975
55,0,B2,10.702004527401497,5.351002263700749,159.88058246111197,5.769365438226816,154.11121702288514,82.82497394966938,9.100822707297917
55,1,B4,0.8405054570445434,0.4202527285222717,33.198216781763975,0.8425183506832413,32.35569843108073,17.02036756622361,4.125574816461775
55,2,B6,0.04,0.04,34.024621900948425,0.8421731812579552,33.18244871969047,17.43339754110319,4.175332027648004
55,3,B8,4.054376576751522,2.027188288375761,42.16640353410091,0.8309377896871639,41.335465744413746,21.498670661894035,4.63666589931753
56,0,B2,8.509137942746024,4.254568971373012,153.39651165644705,5.7160404018702815,147.68047125457676,79.55627602915867,8.919432494792405
56,1,B4,0.43914252656876673,0.21957126328438337,32.07660356014276,0.8282038470704445,31.248399713072313,16.452403703606603,4.056156272088959
56,2,B6,0.20162135493007316,0.10081067746503658,32.85638292640267,0.8311307964260573,32.02525212997661,16.84375686141436,4.104114625764534
56,3,B8,3.9243086611390137,1.9621543305695068,40.77396215150361,0.8119258765260048,39.962036274977606,20.792944014014807,4.559928071144852
57,0,B2,11.629984613107553,5.814992306553776,161.41564464735308,5.547235062268758,155.86840958508432,83.48143985481092,9.136817818847595
57,1,B4,0.5785075503088053,0.28925377515440265,33.483410695308955,0.8078180885321178,32.67559260677684,17.14561439192054,4.140726312124546
57,2,B6,0.04,0.04,34.32155682261119,0.8010653751921005,33.52049144741909,17.561311098901644,4.190621803372578
57,3,B8,4.542144496427247,2.2710722482136236,42.46675897260307,0.7808675798431696,41.6858913927599,21.623813276223117,4.6501412103529844
58,0,B2,11.865458860193193,5.932729430096597,165.07468764216011,5.4823636325433185,159.5923240096168,85.27852563735172,9.234637276978004
58,1,B4,0.7370795783655502,0.3685397891827751,33.6299376363364,0.7987697537269016,32.8311678826095,17.21435369503165,4.149018401385037
58,2,B6,0.04,0.04,34.79990588412982,0.7906244869217136,34.009281397208106,17.795265185525768,4.218443455295539
58,3,B8,4.432764858616269,2.2163824293081347,42.5594091380149,0.7607190593330115,41.79869007868189,21.660064098673956,4.654037397644539
59,0,B2,14.942566426267604,7.471283213133802,185.65544105584735,5.418444042087493,180.23699701375986,95.53694254896742,9.774300105325569
59,1,B4,0.7556754001955022,0.3778377000977511,37.86425343386955,0.7871135141824095,37.07713991968714,19.32568347402598,4.396098665183253
59,2,B6,0.04,0.04,38.596608082304485,0.7821130823792203,37.814494999925266,19.689360582341852,4.437269496249
59,3,B8,5.354878917566699,2.6774394587833497,47.382140863097575,0.7459419513147745,46.6361989117828,24.064041407206172,4.905511329841791
60,0,B2,55.14582507561664,27.57291253780832,190.87227803250974,5.389894469317457,185.4823835631923,98.1310862509136,9.90611357954842
60,1,B4,0.04,0.04,37.579579035060924,0.7830083315060192,36.796570703554906,19.18129368328347,4.379645383279732
60,2,B6,0.04,0.04,38.91002291289068,0.7745488712703344,38.13547404162035,19.842285892080508,4.454468081834295
60,3,B8,18.738732081860334,9.369366040930167,46.31109657648698,0.7486858452258917,45.56241073126109,23.529891210856437,4.850761920652923
61,0,B2,66.16544933900008,33.08272466950004,198.6342017650997,5.434534811697598,193.1996669534021,102.03436828839865,10.10120627887574
61,1,B4,0.04,0.04,39.325519038363716,0.798258318949629,38.52726071941409,20.061888678656672,4.479049975012187
61,2,B6,0.04,0.04,40.04189250613068,0.771903015840874,39.2699894902898,20.406897760985775,4.5173994466933935
61,3,B8,24.722838699242697,12.361419349621348,47.25388511357321,0.7305930440330958,46.52329206954012,23.992239078803156,4.898187325817904
62,0,B2,38.58038489913775,19.290192449568874,191.23735538815342,5.421708733260388,185.81564665489304,98.32953206070691,9.916124851004394
62,1,B4,0.04,0.04,39.35642531408282,0.7885894007604122,38.567835913322405,20.072507357421614,4.480235189967332
62,2,B6,0.04,0.04,39.68969661286141,0.7829815488262998,38.90671506403511,20.236339080843855,4.498481864011886
62,3,B8,18.326261996140758,9.163130998070379,48.33711222256004,0.7425149654138606,47.59459725714618,24.53981359398695,4.953767616066275
63,0,B2,10.984861157500465,5.492430578750232,169.89812966722775,5.4634694734293605,164.43466019379838,87.68079957032855,9.363802623417932
63,1,B4,0.8276654096115066,0.4138327048057533,34.82484159504171,0.7871717621843966,34.03766983285731,17.806006678613052,4.219716421587243
63,2,B6,0.04,0.04,35.48070373481024,0.7938538243203558,34.68684991048988,18.137278779565296,4.258788416858168
63,3,B8,4.352487541277772,2.176243770638886,43.09223068211425,0.7619810946670587,42.33024958744719,21.927105888390656,4.6826387740664615
65,0,B2,12.455308392762149,6.227654196381074,164.71842773316578,5.489133229592065,159.22929450357373,85.10378048137893,9.225171027215644
65,1,B4,1.0261982753612608,0.5130991376806304,34.04725174569454,0.79334423967276,33.253907506021775,17.420297992683647,4.173763049417594
65,2,B6,0.04,0.04,34.90700445954691,0.7826359457375174,34.124368513809394,17.844820202642214,4.224312985876191
65,3,B8,4.219772045484301,2.1098860227421503,43.031067489004116,0.7964268322324604,42.23464065677165,21.913747160618286,4.681212146508454
