method,n_conditioning_cells,weighted_conditional_cov_delta_ns2,delta_ci_low_ns2,delta_ci_high_ns2,weighted_common_covariance_fraction,fraction_ci_low,fraction_ci_high
cnn_1d,18,107.86022638419057,37.789637728852334,248.96966965195202,0.5316851022244701,0.22468058282358797,0.8716053231803083
gradient_boosted_trees,18,54.88109331367356,24.163976128070235,152.425326356649,0.3588484356421444,-0.3197763188876185,0.8293907079521079
ml_shuffled_target_control,18,106.46353188438631,29.093222878785568,277.0830170445365,0.6052464320876533,0.3800443263715278,0.8101576710046389
mlp,18,93.25341639758118,29.30108346257976,221.28919982961173,0.6034829204135915,0.332362674195794,0.8968592802357495
pair_median,18,106.09633378231365,35.37754776058717,226.14736038441345,0.4464405774656594,-0.2656207334952282,0.9068480899285484
pool_label_control,18,106.09633378231365,40.57405179608848,309.3732529637543,0.44644057746565957,-0.0771195984031942,0.9185988092287184
pretrigger_support_gated_cnn_new,18,101.80119017866923,53.66089807104284,292.91449774909825,0.3869123183568659,-0.26727494648075156,0.885154786983076
ridge,18,21.620740653974064,-1.977127055935843,67.80054560918943,-0.47722815958941833,-0.8662347390190719,0.12903224885558592
traditional_atom_stratified_ridge,18,28.235502549545874,-1.8932048285336147,97.85226175187638,-0.4225121633622842,-0.8629125946754437,0.14595982998197807
