method,conditioning_cell,n_b2_rows,n_downstream_rows,n_runs,b2_mean_abs_pair_cov_ns2,downstream_mean_abs_pair_cov_ns2,conditional_cov_delta_ns2,common_covariance_fraction
pair_median,sample_i_analysis|pre=adaptive_lowering|sat=none|amp=low|anom=anomaly_like,276,148,13,2657.1242087806545,,,
pair_median,sample_i_analysis|pre=adaptive_lowering|sat=none|amp=low|anom=nominal,448,184,13,3.200860268927135,1.1548345441288947,2.0460257247982403,0.6392111972710472
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=high|anom=anomaly_like,944,324,13,1059.1173403478851,,,
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=high|anom=nominal,858,243,13,39.29807469966166,,,
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=low|anom=anomaly_like,783,714,14,1264.6539399731062,2.630150665961216,1262.0237893071449,0.9979202605686602
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=low|anom=nominal,656,438,14,16.550165056787293,1.0296086999619338,15.52055635682536,0.9377886144078251
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=mid|anom=anomaly_like,870,719,14,1030.3033145030286,8.477206872658776,1021.8261076303697,0.9917721250108296
pair_median,sample_i_analysis|pre=quiet_or_shape|sat=none|amp=mid|anom=nominal,908,577,14,5.262913441950086,1.0407952062296248,4.222118235720461,0.8022397256368375
pair_median,sample_ii_analysis|pre=adaptive_lowering|sat=none|amp=high|anom=nominal,1094,174,7,53.07259622765714,1.6581091475797394,51.4144870800774,0.968757715554988
pair_median,sample_ii_analysis|pre=adaptive_lowering|sat=none|amp=low|anom=anomaly_like,1610,1192,7,314.79977967561916,63.36872751961759,251.43105215600156,0.798701487069289
pair_median,sample_ii_analysis|pre=adaptive_lowering|sat=none|amp=low|anom=nominal,3833,1637,7,97.34409594079366,1.611698725983988,95.73239721480968,0.9834432822000396
pair_median,sample_ii_analysis|pre=adaptive_lowering|sat=none|amp=mid|anom=anomaly_like,620,293,7,174.56588707139593,19.877497867644486,154.68838920375146,0.8861318313611023
pair_median,sample_ii_analysis|pre=adaptive_lowering|sat=none|amp=mid|anom=nominal,2015,748,7,83.36029881587812,1.324279895010614,82.0360189208675,0.9841137818143428
pair_median,sample_ii_analysis|pre=quiet_or_shape|sat=none|amp=high|anom=anomaly_like,1208,412,7,288.30849948067856,349.7848901015499,-61.476390620871314,-0.21323128083843138
pair_median,sample_ii_analysis|pre=quiet_or_shape|sat=none|amp=high|anom=nominal,11491,3070,7,2.7636798195867525,5.64727376972312,-2.8835939501363677,-1.0433892991871778
pair_median,sample_ii_analysis|pre=quiet_or_shape|sat=none|amp=low|anom=anomaly_like,1101,718,7,759.7110082726803,69.40309217517081,690.3079160975094,0.9086454040820476
pair_median,sample_ii_analysis|pre=quiet_or_shape|sat=none|amp=low|anom=nominal,7402,5841,7,38.862733337394715,1.4394027041236017,37.423330633271114,0.9629618768287054
