method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
1d_cnn,curvature_energy_bin,curved,1409,0.19473690494077367,6.577736661917256,9.318388516270714,0.44215755855216465,0.15613910574875797,0.9483896883772669,0.3491967793257807,0.44215755855216465
compact_waveform_transformer,curvature_energy_bin,curved,1409,-2.486499040967166,5.955709357452997,7.907709518983545,0.43222143364088006,0.1603974449964514,1.036263394382289,0.3491967793257807,0.43222143364088006
gradient_boosted_trees,curvature_energy_bin,curved,1409,-0.7564383431245942,3.3714911857286047,4.334054564514601,0.15613910574875797,0.031227821149751596,1.0081838114676325,0.3491967793257807,0.15613910574875797
mlp,curvature_energy_bin,curved,1409,-0.8986006824100157,3.9576400181433207,4.813741958967528,0.21930447125621008,0.0468417317246274,0.9966742640152679,0.3491967793257807,0.21930447125621008
ridge,curvature_energy_bin,curved,1409,-0.5914379369746676,3.863706605123319,5.029824375280769,0.22711142654364797,0.0468417317246274,1.001188693243906,0.3491967793257807,0.22711142654364797
shape_time_gate_transformer_new,curvature_energy_bin,curved,1409,-0.07216900367907009,5.785505458134788,8.956641706187222,0.39034776437189495,0.1483321504613201,0.923650391112102,0.3491967793257807,0.39034776437189495
traditional_median_template_cfd_timewalk_shape,curvature_energy_bin,curved,1409,0.5046716344658932,1.0345797447102252,1.0105727290679,0.0,0.0,0.9954554534027409,0.3491967793257807,0.0
1d_cnn,curvature_energy_bin,moderate,1820,1.1986139585881883,4.7587346964168855,6.237580905855828,0.32857142857142857,0.09945054945054944,1.0288204790335287,0.11648833553446385,0.32857142857142857
compact_waveform_transformer,curvature_energy_bin,moderate,1820,3.1679616471601184,6.179423879423295,6.728185301985712,0.4774725274725275,0.11318681318681319,1.0397826673917565,0.11648833553446385,0.4774725274725275
gradient_boosted_trees,curvature_energy_bin,moderate,1820,-0.34828099161243753,3.180436528927339,3.7948786881851273,0.14560439560439561,0.026373626373626374,1.0098781013189744,0.11648833553446385,0.14560439560439561
