axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
curvature_energy_bin,1d_cnn,3,moderate,4.7587346964168855,curved,6.577736661917256,1.8190019655003704
curvature_energy_bin,compact_waveform_transformer,3,smooth,4.7486199921058745,moderate,6.179423879423295,1.4308038873174205
curvature_energy_bin,shape_time_gate_transformer_new,3,smooth,4.754304746529533,curved,5.785505458134788,1.0312007116052548
curvature_energy_bin,mlp,3,smooth,3.6551074149268157,curved,3.9576400181433207,0.302532603216505
curvature_energy_bin,ridge,3,smooth,3.715939936080428,moderate,4.001443869005562,0.2855039329251339
curvature_energy_bin,gradient_boosted_trees,3,moderate,3.180436528927339,curved,3.3714911857286047,0.19105465680126565
curvature_energy_bin,traditional_median_template_cfd_timewalk_shape,3,moderate,0.8543773770948577,curved,1.0345797447102252,0.18020236761536745
derivative_onset_bin,1d_cnn,3,nominal,4.920733711309914,slow,6.949631803906281,2.028898092596367
derivative_onset_bin,shape_time_gate_transformer_new,3,nominal,4.783925471007181,slow,6.603676737246603,1.8197512662394226
derivative_onset_bin,gradient_boosted_trees,3,sharp,2.9173048526505174,slow,4.176796936860754,1.2594920842102364
derivative_onset_bin,mlp,3,sharp,3.397778635913379,slow,4.092990245013881,0.6952116091005016
derivative_onset_bin,ridge,3,nominal,3.560251791955438,slow,4.145536544730457,0.5852847527750189
derivative_onset_bin,compact_waveform_transformer,3,sharp,6.035914304163379,slow,6.359248688993938,0.32333438483055943
derivative_onset_bin,traditional_median_template_cfd_timewalk_shape,3,slow,0.8608141818293806,nominal,0.914609555929435,0.053795374100054416
energy_bin,1d_cnn,4,q3,4.299466973346602,q4_high,6.765738477690691,2.466271504344089
energy_bin,shape_time_gate_transformer_new,4,q2,4.563127115470279,q1_low,6.022956539318373,1.4598294238480936
energy_bin,compact_waveform_transformer,4,q2,5.146841537216366,q3,6.214852908556386,1.0680113713400203
energy_bin,ridge,4,q4_high,3.6630914464300943,q3,4.228659119832939,0.5655676734028443
energy_bin,traditional_median_template_cfd_timewalk_shape,4,q2,0.7343400104056642,q4_high,1.1030057301161786,0.36866571971051443
energy_bin,gradient_boosted_trees,4,q2,3.142139334671544,q1_low,3.4152654013092505,0.27312606663770644
energy_bin,mlp,4,q1_low,3.62156754370247,q3,3.7619913913701133,0.14042384766764338
late_tail_morphology,1d_cnn,4,compact,4.948477086122632,late_derivative_bump,7.324305023516638,2.375827937394006
late_tail_morphology,gradient_boosted_trees,4,diffuse_tail,2.723919985883243,late_rising_tail,4.292292537607715,1.5683725517244715
late_tail_morphology,compact_waveform_transformer,4,diffuse_tail,5.707117072865531,late_derivative_bump,7.240504042224311,1.53338696935878
late_tail_morphology,shape_time_gate_transformer_new,4,diffuse_tail,4.343528417092105,late_rising_tail,5.599528550136457,1.2560001330443518
late_tail_morphology,mlp,4,diffuse_tail,3.375127754258857,late_rising_tail,4.431594959063434,1.0564672048045765
late_tail_morphology,ridge,4,diffuse_tail,3.459700302710052,compact,3.738825981508331,0.279125678798279
late_tail_morphology,traditional_median_template_cfd_timewalk_shape,4,late_rising_tail,0.8293078809278449,late_derivative_bump,1.0269923285335083,0.1976844476056634
peak_phase_bin,compact_waveform_transformer,3,mid_phase,5.5915618790559325,early_phase,6.583139218352114,0.9915773392961817
peak_phase_bin,shape_time_gate_transformer_new,3,mid_phase,4.98914214468472,late_phase,5.561305478325845,0.5721633336411243
peak_phase_bin,ridge,3,late_phase,3.679956340412896,early_phase,4.120286589445471,0.44033024903257534
peak_phase_bin,mlp,3,mid_phase,3.6244596434769365,early_phase,3.965494126193051,0.3410344827161147
peak_phase_bin,gradient_boosted_trees,3,late_phase,3.2366470338377056,early_phase,3.3791142834741064,0.14246724963640078
peak_phase_bin,traditional_median_template_cfd_timewalk_shape,3,mid_phase,0.9033893407319498,early_phase,0.9412806695587769,0.03789132882682711
peak_phase_bin,1d_cnn,3,mid_phase,5.499039112307232,early_phase,5.531111223468373,0.03207211116114106
pedestal_drift_bin,shape_time_gate_transformer_new,3,mid,4.725432269671415,high,6.502954666011508,1.7775223963400935
pedestal_drift_bin,1d_cnn,3,mid,5.070375809484597,high,6.624439350607677,1.5540635411230799
pedestal_drift_bin,compact_waveform_transformer,3,mid,5.54652672804674,high,6.715237714184468,1.1687109861377278
pedestal_drift_bin,ridge,3,mid,3.740621835053304,low,3.969843498542783,0.22922166348947925
pedestal_drift_bin,gradient_boosted_trees,3,mid,3.263945976866439,high,3.485287686241926,0.22134170937548703
pedestal_drift_bin,traditional_median_template_cfd_timewalk_shape,3,low,0.901050725360685,high,0.963627610883556,0.062576885522871
pedestal_drift_bin,mlp,3,low,3.726081272025887,mid,3.737677449093189,0.011596177067302094
pid_sideband,shape_time_gate_transformer_new,3,low_duplicate,4.654363498957373,high_duplicate,8.608354448052332,3.9539909490949583
pid_sideband,1d_cnn,3,central,5.130089879578598,high_duplicate,7.572345134603616,2.4422552550250174
pid_sideband,compact_waveform_transformer,3,central,5.4638298394680955,low_duplicate,6.404825310793076,0.9409954713249808
pid_sideband,ridge,3,low_duplicate,3.388520860630603,central,4.047528126505069,0.6590072658744663
pid_sideband,gradient_boosted_trees,3,low_duplicate,3.250930248764064,high_duplicate,3.523429027199147,0.2724987784350832
pid_sideband,mlp,3,low_duplicate,3.6635031759075067,high_duplicate,3.8314019224835594,0.16789874657605264
pid_sideband,traditional_median_template_cfd_timewalk_shape,3,central,0.9074771871736436,high_duplicate,0.9683693532003024,0.06089216602665881
pileup_separation_bin,compact_waveform_transformer,4,late,0.0,mid,6.206647730483194,6.206647730483194
pileup_separation_bin,1d_cnn,4,late,0.0,none,5.630874630773066,5.630874630773066
pileup_separation_bin,shape_time_gate_transformer_new,4,late,0.0,mid,5.3407562792073975,5.3407562792073975
pileup_separation_bin,mlp,4,late,0.0,none,3.839031999957567,3.839031999957567
pileup_separation_bin,ridge,4,late,0.0,none,3.732748216203673,3.732748216203673
pileup_separation_bin,gradient_boosted_trees,4,late,0.0,none,3.5708084147594685,3.5708084147594685
pileup_separation_bin,traditional_median_template_cfd_timewalk_shape,4,late,0.0,close,0.9541158844200692,0.9541158844200692
pulse_shape_class,1d_cnn,3,nominal,4.285057155843697,late_tail,6.186004928959905,1.9009477731162079
pulse_shape_class,shape_time_gate_transformer_new,3,nominal,4.482989728631999,compact,6.174479783385747,1.6914900547537481
pulse_shape_class,gradient_boosted_trees,3,nominal,3.0545358848641024,late_tail,3.8019098754382448,0.7473739905741423
pulse_shape_class,mlp,3,nominal,3.492589299657374,late_tail,4.198754754029333,0.7061654543719591
pulse_shape_class,compact_waveform_transformer,3,nominal,5.744573029007448,compact,6.438711688577539,0.6941386595700907
pulse_shape_class,ridge,3,nominal,3.5321312901176594,compact,4.001003688579918,0.4688723984622589
pulse_shape_class,traditional_median_template_cfd_timewalk_shape,3,late_tail,0.9019156744678927,compact,1.0058143929904835,0.1038987185225908
q_template_error_bin,shape_time_gate_transformer_new,3,template_like,3.243220493917669,shape_outlier,6.905798208037454,3.662577714119785
q_template_error_bin,1d_cnn,3,template_like,4.28005403640091,shape_outlier,7.244386422025096,2.9643323856241865
q_template_error_bin,compact_waveform_transformer,3,template_like,4.326024781252591,shape_outlier,6.946933545863423,2.6209087646108324
q_template_error_bin,ridge,3,template_like,2.9902977989349004,moderate_shape,4.253885907777941,1.2635881088430407
q_template_error_bin,gradient_boosted_trees,3,template_like,3.010664689917248,shape_outlier,4.031370063337377,1.020705373420129
q_template_error_bin,mlp,3,template_like,3.382122798331503,shape_outlier,4.120706850292714,0.7385840519612108
q_template_error_bin,traditional_median_template_cfd_timewalk_shape,3,shape_outlier,0.8604642881385035,template_like,0.9112495685050648,0.05078528036656127
saturation_onset_bin,1d_cnn,2,near_saturation,4.880704969695241,linear,5.781500649571537,0.9007956798762962
saturation_onset_bin,shape_time_gate_transformer_new,2,near_saturation,4.717716603441797,linear,5.538920064485712,0.8212034610439147
saturation_onset_bin,ridge,2,near_saturation,3.7085747252063044,linear,3.999348056508694,0.2907733313023897
saturation_onset_bin,compact_waveform_transformer,2,near_saturation,6.043458694742744,linear,6.282337961364339,0.23887926662159487
saturation_onset_bin,mlp,2,near_saturation,3.66914846289678,linear,3.8020131502508203,0.13286468735404044
saturation_onset_bin,traditional_median_template_cfd_timewalk_shape,2,near_saturation,0.8708776823150812,linear,0.954547722591505,0.08367004027642377
saturation_onset_bin,gradient_boosted_trees,2,linear,3.321032430949904,near_saturation,3.397129263896086,0.07609683294618197
