method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
traditional_median_template_cfd_timewalk_shape,sample_i_analysis,1230,-0.34628948192000286,0.9114386920443222,0.8946629036706176,0.0,0.0,0.9952289056789572,0.2063339080843315,0.0
gradient_boosted_trees,sample_i_analysis,1230,0.6096989131939923,2.522392100824215,5.011273123708764,0.2008130081300813,0.09268292682926829,1.0153091901449554,0.2063339080843315,0.2008130081300813
mlp,sample_i_analysis,1230,0.5502506296248959,3.405877991381481,5.233251278042058,0.22601626016260162,0.09349593495934959,1.0062111536169325,0.2063339080843315,0.22601626016260162
ridge,sample_i_analysis,1230,0.5757196932466817,4.696158388324886,6.232057486626715,0.2764227642276423,0.11463414634146342,1.0098944231759586,0.2063339080843315,0.2764227642276423
shape_time_gate_transformer_new,sample_i_analysis,1230,0.2534679037888554,6.154238826661465,7.497124015731062,0.4105691056910569,0.14146341463414633,0.9776686692681541,0.2063339080843315,0.4105691056910569
1d_cnn,sample_i_analysis,1230,0.6882007276010524,6.787401818612644,7.91353145668466,0.47317073170731705,0.17154471544715447,1.0206524168609845,0.2063339080843315,0.47317073170731705
compact_waveform_transformer,sample_i_analysis,1230,1.1207706405119398,6.878043707598755,7.238405323926287,0.45284552845528453,0.16829268292682928,1.0351569117422383,0.2063339080843315,0.45284552845528453
traditional_median_template_cfd_timewalk_shape,sample_i_calib,597,-0.1422601240540473,1.124545531965826,1.0337304910004435,0.0,0.0,0.9969771407934869,0.19830155525986995,0.0
gradient_boosted_trees,sample_i_calib,597,1.199933927225592,2.716443721607867,3.927787221625952,0.11055276381909548,0.010050251256281407,1.0170338755703487,0.19830155525986995,0.11055276381909548
mlp,sample_i_calib,597,1.1503282422754388,3.0964509347829994,3.339026975869268,0.1440536013400335,0.006700167504187605,1.0116641354326814,0.19830155525986995,0.1440536013400335
ridge,sample_i_calib,597,0.8403910153018188,3.912285619882152,3.6757016205736543,0.2529313232830821,0.005025125628140704,1.0259537329371502,0.19830155525986995,0.2529313232830821
shape_time_gate_transformer_new,sample_i_calib,597,0.46079505948987,5.3627471119752155,7.5532535417410855,0.35175879396984927,0.06867671691792294,0.9831617068306382,0.19830155525986995,0.35175879396984927
1d_cnn,sample_i_calib,597,1.91084892102187,5.790092857242524,7.3638855656553455,0.39028475711892796,0.11390284757118928,1.0271987290412388,0.19830155525986995,0.39028475711892796
compact_waveform_transformer,sample_i_calib,597,2.1725377149395015,5.8072196639931795,7.329782896051187,0.4321608040201005,0.1407035175879397,1.0477699592682022,0.19830155525986995,0.4321608040201005
traditional_median_template_cfd_timewalk_shape,sample_ii_analysis,2459,0.5373287779702807,0.7521387418180576,0.8115784458196055,0.0,0.0,0.995305342455776,0.17167263897794266,0.0
gradient_boosted_trees,sample_ii_analysis,2459,-1.3357372432152648,3.4170652271760167,3.4977777116089643,0.14030093533956894,0.0056933712891419274,1.0060274541379377,0.17167263897794266,0.14030093533956894
ridge,sample_ii_analysis,2459,-0.44149305543542283,3.683903607056297,3.7272613679250695,0.17649450996339974,0.011386742578283855,1.0121385216920493,0.17167263897794266,0.17649450996339974
mlp,sample_ii_analysis,2459,-1.269954622070605,3.9336528615152178,4.121759526260793,0.2041480276535177,0.010166734444896299,0.997735067555699,0.17167263897794266,0.2041480276535177
shape_time_gate_transformer_new,sample_ii_analysis,2459,0.1290879291647542,5.096277758040532,6.9453237591825925,0.33346888979259864,0.08336722244814966,0.9620430613935775,0.17167263897794266,0.33346888979259864
1d_cnn,sample_ii_analysis,2459,0.2501411749607474,5.234919206107498,6.670735671620889,0.33468889792598616,0.07808052053680357,1.0094762030747986,0.17167263897794266,0.33468889792598616
compact_waveform_transformer,sample_ii_analysis,2459,1.1151655528045943,6.21766750766337,7.091927412582307,0.44001626677511185,0.0931272875152501,1.0289742522604914,0.17167263897794266,0.44001626677511185
traditional_median_template_cfd_timewalk_shape,sample_ii_calib,640,0.6798659774469566,0.4365430522496593,0.5597520900643339,0.0,0.0,0.9932954846748698,0.15652790780479997,0.0
gradient_boosted_trees,sample_ii_calib,640,-1.292426077267779,3.0834004809213518,3.309122942249792,0.084375,0.0109375,1.0223092066039448,0.15652790780479997,0.084375
ridge,sample_ii_calib,640,-0.7394213606067024,3.196073429198772,3.399859334292723,0.1125,0.003125,1.0256676946616712,0.15652790780479997,0.1125
mlp,sample_ii_calib,640,-1.5248721849218376,3.6536765466561727,3.580400972170796,0.13125,0.0046875,1.0101726515970804,0.15652790780479997,0.13125
1d_cnn,sample_ii_calib,640,-0.19637940371339369,4.678036930654882,6.278325113150103,0.2828125,0.0546875,1.028074004559301,0.15652790780479997,0.2828125
shape_time_gate_transformer_new,sample_ii_calib,640,0.2411906726032793,4.70865633975053,5.6599567306053,0.290625,0.0359375,0.9867810034854119,0.15652790780479997,0.290625
compact_waveform_transformer,sample_ii_calib,640,1.2874222626286276,5.709316751993411,5.8509755217174515,0.390625,0.059375,1.0624916490446858,0.15652790780479997,0.390625
