run,current_nA,raw_entries,eventno_span,trigger_sum,trigger_entry_density,entries_per_eventno,selected_multiplicity_per_event,selected_event_fraction,downstream_allhit_fraction,current_nA_z,current_nA_train_center,current_nA_train_scale,trigger_entry_density_z,trigger_entry_density_train_center,trigger_entry_density_train_scale,entries_per_eventno_z,entries_per_eventno_train_center,entries_per_eventno_train_scale,selected_multiplicity_per_event_z,selected_multiplicity_per_event_train_center,selected_multiplicity_per_event_train_scale,downstream_allhit_fraction_z,downstream_allhit_fraction_train_center,downstream_allhit_fraction_train_scale,heldout_run,selector,stratum_train_runs,heldout_stratum
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-171.4812268401266,0.9999909985327609,1.27299970508556e-05,-171.4812268401266,0.9999909985327609,1.27299970508556e-05,0.5141759878227756,0.45093510542691445,0.07893280667730754,-1.1673295897911011,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.6891365969854578,0.45093510542691445,0.07893280667730754,1.2189614091002352,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.26759889774403195,0.45093510542691445,0.07893280667730754,1.873661946719852,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,-3.592896702541638,0.9999909985327609,1.27299970508556e-05,-3.592896702541638,0.9999909985327609,1.27299970508556e-05,0.8634708402519055,0.45093510542691445,0.07893280667730754,2.344778491262447,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.7217175699396204,0.45093510542691445,0.07893280667730754,1.7345972738794333,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,-1.414213562373095,0.9999909985327609,1.27299970508556e-05,-1.414213562373095,0.9999909985327609,1.27299970508556e-05,0.7249260039799299,0.45093510542691445,0.07893280667730754,0.011486132199862699,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,0.7071067811865475,0.9999909985327609,1.27299970508556e-05,-1.4140626009653863,0.45093510542691445,0.07893280667730754,-1.230447541300098,0.009915373594792031,0.006662370290010848,58,median_first4,59 63 65,low_rate
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-84.23854882508273,0.9999817536561112,2.5804226991325024e-05,-84.23854882508273,0.9999817536561112,2.5804226991325024e-05,-0.4069062913665944,0.4996836728907299,0.02006165496107352,-12.070248649917188,0.023135820790399286,0.0017396186095491994,59,median_first4,60 61 62,mid_rate
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.7071067811851134,0.9999817536561112,2.5804226991325024e-05,0.7071067811851134,0.9999817536561112,2.5804226991325024e-05,0.2814781896733966,0.4996836728907299,0.02006165496107352,-2.931260272198113,0.023135820790399286,0.0017396186095491994,59,median_first4,60 61 62,mid_rate
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.7071067811851134,0.9999817536561112,2.5804226991325024e-05,0.7071067811851134,0.9999817536561112,2.5804226991325024e-05,-1.377066620611786,0.4996836728907299,0.02006165496107352,-0.4238960794102545,0.023135820790399286,0.0017396186095491994,59,median_first4,60 61 62,mid_rate
