method,base_method,drift_order,n,pred_mean_ns,target_mean_ns,heldout_run,selector,stratum_train_runs,heldout_stratum
s02e_binned_timewalk_drift0,s02b_template,0,381,-4.344194333970144,-4.080687251234634,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,382,1.4944793272169863,1.6424540752703738,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,381,2.7420464894526413,3.2917086843339227,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,381,3.6905185739692548,3.5900348740778414,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,382,5.599995844900827,5.871367331152892,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,382,-10.018464594264664,-10.300524014791202,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,381,-4.369524440160699,-4.101585744281412,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,382,1.7529455914674075,1.6531428158533334,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,381,2.9513431598884403,3.128356674712934,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,381,3.8787948835953863,3.76326583983759,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,382,5.744640735472795,5.864648189847451,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,382,-476.99428461678446,-10.300524014791202,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,381,-471.33267001336276,-4.226944269469676,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,382,179.77157240210937,1.9254072626322596,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,381,181.68757626825195,4.075877329824743,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,381,292.5182747018244,2.931816357699827,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,382,294.86387403683693,5.6016467828423915,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,382,-4.428083750706048,-4.640211772274379,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,381,-3.7886725993452264,-4.460293060627972,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,382,1.1939611424070211,1.428133942931796,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,381,2.076294819680495,2.2635575299753654,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,381,2.4705330062246267,2.6706342964348426,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,382,2.634504294960496,2.7394196362456014,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,382,-4.9377932615535505,-4.545970934578045,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,381,-4.321098971800181,-4.502815627449193,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,382,1.4460675398315848,1.3782677072220701,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,381,2.3290318650039232,2.2586626529790124,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,381,2.707541113934927,2.56524515160331,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,382,2.87362564187027,2.8474516056603254,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,382,-156.4836760360225,1.3634785684247996,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,381,-155.524771169647,2.4321151132022725,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,382,-72.48659790531832,2.5201887012317488,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,381,-72.30357446135874,2.722539225479043,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,381,228.11407932441836,-4.5529483019359205,59,median_first4,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,382,228.7274584443734,-4.483798159708933,59,median_first4,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,-5.886866301054798,-5.708245211821443,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,-2.6463062298724562,-3.5748593597766076,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,0.6312984137131336,0.8691249977622051,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,1.7865428919521313,1.7082041320372632,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,2.4786176463474776,2.5663704378368486,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,3.912496730391054,4.139405003961726,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,-6.2863651787781425,-5.69652694377804,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,-3.065292042914841,-3.5944758448480574,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,0.9227523727231428,0.8576383143725628,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,2.0817498657580322,1.6871712819039844,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,2.7653783567535664,2.619274387656066,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,4.194061742867961,4.126918804693475,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,-267.37253294451085,-5.69652694377804,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,-264.1274037041532,-3.6158573240119507,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,120.58005082306076,0.6987447676878342,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,122.50678041202067,2.5634673390946396,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,143.46548424902565,2.187789752718751,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,145.18485992906,3.8623824082887572,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,-4.278498780112394,-4.296410200541289,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,-3.4004430830555994,-4.159547341844297,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,0.7529678741418171,1.0373810890901796,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,1.8960355384587773,1.9856320760323611,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,2.2989012191176053,2.6259324726784072,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,404,2.607226425651765,2.8070119045846362,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,-5.158843269064904,-4.278464655986833,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,-4.310222452024992,-4.181385362635273,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,1.1428126113856454,1.0346626989713432,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,2.320849594885989,2.0142000314452964,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,2.7708254408378297,2.567243025607737,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,404,3.059609734848423,2.843744262597732,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,-378.2238486318547,0.9999350616298357,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,-376.8870774708102,2.0432518933130117,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,-291.83889017946683,2.5563761290104656,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,-291.54852515694955,2.8224652379213504,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,668.5205765656385,-4.278464655986833,60,median_first4,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,404,669.3867856505849,-4.143563665887823,60,median_first4,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,467,-6.819535717111286,-6.218185295958592,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,466,-3.3366354303834536,-3.0998015531246543,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,467,1.0660313248794868,0.6655977994721254,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,466,2.0843501005703806,1.6968486142133186,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,466,2.8708200697545974,2.5336930683817895,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,467,4.426513169483554,4.4242686520898395,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,467,-6.369658461984518,-6.218185295958592,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,466,-2.8812477427479157,-3.121265119141136,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,467,0.7567823857432255,0.6984972874505444,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,466,1.8475802336724294,1.7539701815950939,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,466,2.7055706764503573,2.502263364941705,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,467,4.325825597964976,4.38714992035736,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,467,-146.16725715975457,-6.218185295958592,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,466,-142.6474386899866,-3.092217974375656,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,467,47.1054115195061,1.867843404682211,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,466,48.99320349587585,3.9406467155860465,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,466,95.55625447631645,0.5307388004816869,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,467,97.35175182792204,2.9741275991382623,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,467,-4.705210254045044,-3.6095396311503576,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,466,-4.019307549773501,-3.2644036027882977,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,467,1.158156368954612,0.7039825414973536,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,466,2.1927039599093723,1.8197564187624606,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,466,2.5475612225702564,2.0587529582276365,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,467,2.75804423788394,2.292766317109004,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,467,-4.458837962579703,-3.6277409159469314,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,466,-3.7765748630814806,-3.2461632594406584,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,467,1.0420824753606694,0.7039825414973536,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,466,2.075890762322865,1.8351284149143599,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,466,2.46299199674604,2.1178620189875668,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,467,2.6814664536326243,2.218444748541739,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,467,-113.57743492402403,1.967060495260077,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,466,-113.35189380217624,2.259383881682406,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,467,-62.466118137117995,0.6879823478817042,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,466,-61.30904692678524,1.9570164988407004,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,466,174.97350963554123,-3.6327093933986596,61,median_first4,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,467,175.6591250520435,-3.237483956632155,61,median_first4,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,-7.424267125884289,-7.284196031079996,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,403,-3.895312786474155,-3.9750307301414103,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,1.1235306692735116,1.2834781661624346,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,403,2.2403754438726633,2.3947395687386064,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,403,3.013116097720258,2.993453521647728,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,404,4.784670306186706,4.59105343130691,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,-7.5451847981612135,-7.317812375911568,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,403,-3.9926903926440143,-3.9821469882631266,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,1.2591300607008087,1.364332130403772,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,403,2.3253138190980436,2.3349511436718475,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,403,3.078989149547179,3.0190872279983796,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,404,4.84875887702369,4.5849846328517065,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,-29.87279691201364,1.1989772651844854,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,403,-28.01567751035177,3.1294638856161114,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,-18.88427455343494,2.7436854864516063,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,403,-16.875242724934257,4.185810043895673,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,403,45.006741835859266,-7.320081474556835,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,404,48.56868970758532,-3.9378671064550117,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,404,-4.461817389111028,-4.476752690392405,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,403,-3.831804689172117,-4.381048671669825,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,404,1.1190932428228018,1.3639981345379428,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,403,2.0764088782948353,2.2817153917571966,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,403,2.450752803764382,2.5453773427147035,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,404,2.6824652938192024,2.667814562514671,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,404,-4.6678474955335245,-4.443336848808246,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,403,-4.0466961433189335,-4.40098351276342,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,404,1.2347722017593827,1.364081651767444,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,403,2.166265169353885,2.26149074427105,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,403,2.5195012571005453,2.5625781173256743,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,404,2.7627791645754636,2.6572170891698597,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,404,-49.6945476661506,-4.4414804131646815,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,403,-49.06641514923734,-4.342754582144855,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,404,10.968860744144028,2.5596159052149305,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,403,11.210272572489266,2.698294258161889,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,403,37.7534512071486,1.300167520012706,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,404,38.83268182082888,2.2253051020090977,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,-5.185653269658369,-5.001661049047494,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,-3.4367202940161676,-3.4585814825555996,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,0.6590408180609661,0.4063628621957733,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,2.0126813601423263,2.190141108866706,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,2.635651580390244,2.6885009725951217,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,185,3.1943312767709617,3.175237587945498,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,-5.189603442332222,-5.008910639185971,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,-3.405672547874327,-3.451331892417122,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,0.6434854083480477,0.4063628621957733,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,2.0025826816507584,2.1923914630371297,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,2.627065866911894,2.682009447253452,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,185,3.1863924534060866,3.1794787591167437,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,-5.493389937017846,-1.9488566274954113,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,-3.824833710629763,0.16010336750834173,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,-2.929240204334357,-1.2173399810542205,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,-2.2145382391069,-2.443551120739076,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,6.760521335986608,2.353986013686647,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,185,7.540584236465617,3.0956583480937225,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,-4.140398341549005,-3.5049280108621623,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,-3.474192436789678,-4.068052402584858,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,1.0018251332787471,1.2057660590828836,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,1.8842720558153627,1.8012561576162318,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,2.2098339555499056,2.24169353819182,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,185,2.441427247591389,2.324264658556074,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,-4.15115290762558,-3.496819902754055,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,-3.4680054385109145,-4.076160510692967,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,1.0017456164444822,1.0503606536774779,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,1.880515886691424,1.9597835399229282,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,2.20324590777582,2.2475182177958133,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,185,2.4397272213919083,2.3153180020507906,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,-9.428519840221103,-3.4887117946459467,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,-8.743471993411761,-4.045468551402708,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,2.044038342488547,1.037329790710376,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,3.0552326272628876,1.9751676285482136,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,6.323264506481655,2.1770576796112437,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,185,6.617415503853181,2.3446252471788096,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,-5.467911425073938,-5.01637696579676,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,-3.5639477548034524,-3.5479847240621463,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,1.0380423206553628,0.9644760720385417,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,2.16723095896708,2.069352378886618,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,2.907803110684073,2.3531801176935434,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,33,3.490760368303313,3.177353121240201,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,33,-8.49300115515048,-5.05277466772887,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,33,-6.494272227437122,-3.511587022130037,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,33,1.7659039415399291,1.0083204162097252,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,33,2.8174133874064573,1.9779155172849814,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,33,3.455958969939875,2.5776313020808845,65,median_first4,58 59 63,low_rate
