feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector,stratum_train_runs,heldout_stratum
B8_entries_per_eventno_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,-25.37928101497396,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,-12.270933061414944,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p2,10.82895712681771,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p2,7.433623133331207,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p2,18.517170645065413,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p2,12.460300145208937,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_trigger_entry_density_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_entries_per_eventno_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p2,-29.58402870804386,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p2,-19.838877237312424,s02e_binned_timewalk_drift2,s02b_template,2,8388,3225,61,dynamic_range,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_intercept,-1.625630782552158,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp,-4.251366809166671,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp2,2.1727594051808414,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_inv_amp,-1.8300152885970948,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_peak_sample,0.6181242713559219,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_area_over_amp,-1.7259853438972401,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_template_sse,-0.013170162924912052,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_intercept,-21.217189746695226,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp,39.939910546918696,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp2,-19.52902303780568,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_inv_amp,0.7986667217907288,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_peak_sample,0.3717731439440002,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_area_over_amp,-0.261668770139027,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_template_sse,-0.5171915350381073,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_intercept,22.84282089028765,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp,-40.33967915345233,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp2,16.84994116292361,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_inv_amp,0.058862854365595754,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_peak_sample,0.40309974607315047,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_area_over_amp,2.0664739582856737,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_template_sse,1.0518974086471358,s02e_global_timewalk_drift0,template_phase,0,8388,3225,61,dynamic_range,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_intercept,-1.4171835835400894,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp,-4.08174364863555,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp2,2.0745246992111523,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_inv_amp,-1.8255020327810068,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_peak_sample,0.6191718082184525,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_area_over_amp,-1.7230528262935405,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_template_sse,-0.014291182935357371,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_intercept,-22.06080404252778,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp,42.25392428987352,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp2,-20.746996822586205,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_inv_amp,0.8615505295580792,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_peak_sample,0.377849133777526,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_area_over_amp,-0.24012609666032758,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_template_sse,-0.5323674462969114,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_intercept,23.47798796531912,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp,-41.06248827987171,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp2,17.229384740311584,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_inv_amp,0.041216658662948526,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_peak_sample,0.4016993744656356,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_area_over_amp,2.066897596982011,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_template_sse,1.0589434431942795,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,0.02814890693855508,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,0.039591248009312574,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,-0.03513107880409815,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,0.0032893992057145592,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,-0.015874969558380424,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,-0.04450188585619862,s02e_global_timewalk_drift1,template_phase,1,8388,3225,61,dynamic_range,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_intercept,-0.8267448698473167,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp,-4.078843336598745,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_log_amp2,2.0730418973687486,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_inv_amp,-1.825428462052842,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_peak_sample,0.6191697030220449,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_area_over_amp,-1.7230540826428187,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_template_sse,-0.014334943988872164,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_intercept,-13.219352090913475,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp,42.366165961478195,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_log_amp2,-20.802919239237003,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_inv_amp,0.8644237945478095,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_peak_sample,0.37769695605988435,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_area_over_amp,-0.23994838741376742,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_template_sse,-0.5336272866540402,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_intercept,14.04609732674772,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp,-41.120154183275204,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_log_amp2,17.25860313765141,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_inv_amp,0.04020814351752488,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_peak_sample,0.40180941652220215,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_area_over_amp,2.067529132164771,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_template_sse,1.0596389754160485,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,-0.36842472393421893,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,-0.1587825030673883,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,-6.141870115838199,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,-2.8591677364630703,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,6.4949332675924945,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,3.0198515302935385,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p2,-0.4437535255982371,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p2,-0.32179358624069204,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p2,-7.009378632686638,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p2,-4.757422087497187,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p2,7.461771210075613,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p2,5.085062229895397,s02e_global_timewalk_drift2,template_phase,2,8388,3225,61,dynamic_range,59 60 62,high_rate
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_intercept,49.64010750844334,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp,-206.20330568441295,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp2,103.30466540587514,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_inv_amp,-7.391374258413287,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_peak_sample,0.031079848983116755,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_area_over_amp,-3.1659844574988156,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_template_sse,0.7499187159031884,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_intercept,1.0202338664076724,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp,-146.1038425779332,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp2,93.85831469150348,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_inv_amp,-2.5721350429256287,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_peak_sample,-2.2107526346582955,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_area_over_amp,-3.0966431447605354,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_template_sse,-1.0643368315896105,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_intercept,-50.66034112022065,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_log_amp,-34.15604673098197,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_log_amp2,30.813568056099303,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_inv_amp,-1.1252896066086462,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_peak_sample,-0.9101103010594829,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_area_over_amp,-2.1845021019951623,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_template_sse,-0.7088665859108576,s02e_binned_timewalk_drift0,s02b_template,0,8790,2823,62,dynamic_range,59 60 61,mid_rate
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_intercept,53.326764186545624,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp,-219.6240901725983,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp2,110.4068629112064,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_inv_amp,-7.660500599523663,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_peak_sample,-0.009043798222244548,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_area_over_amp,-3.234255116546409,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_template_sse,0.7930389838679736,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_intercept,-4.176957944153858,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp,-141.15405746814258,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp2,91.21999873292623,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_inv_amp,-2.4933921462429254,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_peak_sample,-2.191946103550361,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_area_over_amp,-3.0802283005235713,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_template_sse,-1.0783001251689621,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_intercept,-49.14980559949795,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_log_amp,-43.47525851476135,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_log_amp2,35.93587782343188,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_inv_amp,-1.3957666565160445,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_peak_sample,-0.9518472522835736,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_area_over_amp,-2.278239713623559,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_template_sse,-0.6398356548191589,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_trigger_entry_density_z_p1,0.007973555752453605,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_entries_per_eventno_z_p1,0.007973555781027762,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_selected_multiplicity_per_event_z_p1,0.23201514698087775,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_downstream_allhit_fraction_z_p1,-0.20874748951312083,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_trigger_entry_density_z_p1,0.031737701228934635,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_entries_per_eventno_z_p1,0.031737701250458696,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_selected_multiplicity_per_event_z_p1,-0.12539521250846877,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_downstream_allhit_fraction_z_p1,0.060163198308427375,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_trigger_entry_density_z_p1,0.01344987581361172,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_entries_per_eventno_z_p1,0.01344987511834109,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_selected_multiplicity_per_event_z_p1,0.5113951991984657,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
B8_downstream_allhit_fraction_z_p1,-0.4540810339585123,s02e_binned_timewalk_drift1,s02b_template,1,8790,2823,62,dynamic_range,59 60 61,mid_rate
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_intercept,18.473813374020096,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp,-220.00482340650964,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_log_amp2,110.59679031679454,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_inv_amp,-7.66674752256306,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_peak_sample,-0.008768316904439126,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_area_over_amp,-3.2325796219951046,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B4_template_sse,0.7955743791625949,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_intercept,-1.4631737029568388,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp,-141.11752163320477,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_log_amp2,91.20173816879134,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_inv_amp,-2.492903167739848,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
B6_peak_sample,-2.1919863700182907,s02e_binned_timewalk_drift2,s02b_template,2,8790,2823,62,dynamic_range,59 60 61,mid_rate
