stave,bin,n_train_pulses,amp_low_adc,amp_high_adc,seed_cfd20_median_samples,seed_iqr_samples,aligned_cfd20_sigma68_samples,heldout_run,selector,stratum_train_runs,heldout_stratum
B4,0,300,,1800.5,4.37971472408592,3.3039812773438335,0.06495506105772293,58,median_first4,59 63 65,low_rate
B4,1,299,1800.5,2186.0,4.894240837696335,2.0702904545209466,0.03751688527589658,58,median_first4,59 63 65,low_rate
B4,2,300,2186.0,2574.25,5.028340206381082,1.5321539490300309,0.00693741122430648,58,median_first4,59 63 65,low_rate
B4,3,300,2574.25,,5.027693818840762,1.2189901156934975,0.007245084323975793,58,median_first4,59 63 65,low_rate
B6,0,300,,1843.25,5.403235597874001,2.5632309421341555,0.06188768082722556,58,median_first4,59 63 65,low_rate
B6,1,299,1843.25,2244.5,5.3267252195734,2.5685550162679776,0.053735820417345224,58,median_first4,59 63 65,low_rate
B6,2,300,2244.5,2628.25,5.378144079662812,1.8476284293038314,0.06330283528754843,58,median_first4,59 63 65,low_rate
B6,3,300,2628.25,,5.428701650165017,1.8126297014355215,0.07485743094228287,58,median_first4,59 63 65,low_rate
B8,0,300,,2687.5,5.37731131502953,2.8888973227981523,0.060830474230321424,58,median_first4,59 63 65,low_rate
B8,1,299,2687.5,3203.5,5.401855670103092,1.872403171876421,0.06918900117336244,58,median_first4,59 63 65,low_rate
B8,2,300,3203.5,3900.25,5.279208395615346,1.7679884881703642,0.06485801701306462,58,median_first4,59 63 65,low_rate
B8,3,300,3900.25,,5.2912654758856466,1.656306549185716,0.07726495607867817,58,median_first4,59 63 65,low_rate
B4,0,637,,2036.25,3.517706576728499,3.4182322794607565,0.08888721110387386,59,median_first4,60 61 62,mid_rate
B4,1,637,2036.25,2452.0,5.011045828437132,2.203696852394247,0.004628871288519054,59,median_first4,60 61 62,mid_rate
B4,2,636,2452.0,2757.0,5.060539548790432,1.1076895279702847,0.012237749625329995,59,median_first4,60 61 62,mid_rate
B4,3,638,2757.0,,4.946516325519269,1.3447743966218304,0.026451233888633033,59,median_first4,60 61 62,mid_rate
B6,0,637,,2161.875,5.29765625,3.697746999835607,0.05087437011817039,59,median_first4,60 61 62,mid_rate
B6,1,637,2161.875,2573.75,5.4445434298440984,2.403616597982095,0.06461481597051189,59,median_first4,60 61 62,mid_rate
B6,2,636,2573.75,2908.5,5.423030462184874,1.7922984392159589,0.0721785717885246,59,median_first4,60 61 62,mid_rate
B6,3,638,2908.5,,5.280020955750722,1.5901422388443296,0.05924973231058539,59,median_first4,60 61 62,mid_rate
B8,0,637,,2876.125,5.1308550185873605,3.5571394628537485,0.02284635935161814,59,median_first4,60 61 62,mid_rate
B8,1,637,2876.125,3404.0,5.426209322779243,1.937871516101298,0.07488615461847171,59,median_first4,60 61 62,mid_rate
B8,2,637,3404.0,4196.0,5.378900445765231,1.5674271042690435,0.08435542066931392,59,median_first4,60 61 62,mid_rate
B8,3,637,4196.0,,5.192131371878207,1.7728679858522134,0.05875880903714015,59,median_first4,60 61 62,mid_rate
B4,0,626,,1899.25,3.9177575387278676,3.345579842024786,0.039071219229326326,60,median_first4,59 61 62,high_rate
B4,1,624,1899.25,2322.5,5.065822633110769,2.1119574105805854,0.013620735112126903,60,median_first4,59 61 62,high_rate
B4,2,626,2322.5,2656.0,5.04716372635394,1.5359297161541803,0.01010507405449168,60,median_first4,59 61 62,high_rate
B4,3,627,2656.0,,5.006139677666923,1.2428346814240752,0.006027421770983832,60,median_first4,59 61 62,high_rate
B6,0,626,,2015.25,5.338145735615775,3.4867982485820432,0.054859142962400576,60,median_first4,59 61 62,high_rate
B6,1,625,2015.25,2419.0,5.411463414634146,2.490182277143444,0.06113923482465782,60,median_first4,59 61 62,high_rate
B6,2,626,2419.0,2779.75,5.420964229212467,1.8132224784579116,0.06844286579284908,60,median_first4,59 61 62,high_rate
B6,3,626,2779.75,,5.3779083885209715,1.645011680657456,0.07137942745327308,60,median_first4,59 61 62,high_rate
B8,0,626,,2788.5,5.167019077374336,3.4410255818208606,0.02952395817232878,60,median_first4,59 61 62,high_rate
B8,1,625,2788.5,3299.5,5.42621359223301,1.8645004480286733,0.0723833543488052,60,median_first4,59 61 62,high_rate
B8,2,626,3299.5,4054.75,5.4137275600794155,1.7198889108674857,0.08272200825099985,60,median_first4,59 61 62,high_rate
B8,3,626,4054.75,,5.232855738452171,1.7440208700995545,0.06922694476134073,60,median_first4,59 61 62,high_rate
B4,0,594,,1960.5,3.8914038594530074,3.378347295695252,0.04746299003684286,61,median_first4,59 60 62,high_rate
B4,1,595,1960.5,2401.75,5.012045169385194,2.273256872877254,0.004522217161695359,61,median_first4,59 60 62,high_rate
B4,2,594,2401.75,2730.75,5.023892499226356,1.4797404938501284,0.005890715773948809,61,median_first4,59 60 62,high_rate
B4,3,595,2730.75,,4.94421768707483,1.4513470004097404,0.026493921521102803,61,median_first4,59 60 62,high_rate
B6,0,595,,2037.125,5.360126582278481,3.5425069633761943,0.05850557861446701,61,median_first4,59 60 62,high_rate
B6,1,594,2037.125,2460.25,5.385301407827626,2.4418987025353722,0.06260179176359054,61,median_first4,59 60 62,high_rate
B6,2,594,2460.25,2816.25,5.4333832445378185,1.7992410261991265,0.0694131991711498,61,median_first4,59 60 62,high_rate
B6,3,595,2816.25,,5.2956521739130435,1.6776122376608127,0.0579275543880637,61,median_first4,59 60 62,high_rate
B8,0,595,,2801.5,5.237220259128386,3.2696510880757996,0.039401783231667,61,median_first4,59 60 62,high_rate
B8,1,594,2801.5,3343.5,5.387647378502383,2.2197266941271527,0.07015335608371576,61,median_first4,59 60 62,high_rate
B8,2,594,3343.5,4117.875,5.349697054698457,1.705840009331445,0.07526139195552273,61,median_first4,59 60 62,high_rate
B8,3,595,4117.875,,5.216568914956012,1.7984237559681389,0.06512918092460661,61,median_first4,59 60 62,high_rate
B4,0,626,,1968.5,3.8765094676670238,3.349969926601613,0.05103603111152322,62,median_first4,59 60 61,mid_rate
B4,1,625,1968.5,2419.0,5.012723214285714,2.1782960317460316,0.004671927698552221,62,median_first4,59 60 61,mid_rate
B4,2,627,2419.0,2744.75,5.044423791821561,1.273068695654643,0.009529103586116482,62,median_first4,59 60 61,mid_rate
B4,3,626,2744.75,,4.935902437549144,1.4083452468418578,0.03184515816479605,62,median_first4,59 60 61,mid_rate
B6,0,626,,2099.75,5.3399607944365926,3.499539615577155,0.05500215601776448,62,median_first4,59 60 61,mid_rate
B6,1,625,2099.75,2521.0,5.384134615384616,2.4268232682326825,0.059948595232559854,62,median_first4,59 60 61,mid_rate
B6,2,627,2521.0,2878.625,5.433003300330033,1.8537985306616847,0.07099074224159288,62,median_first4,59 60 61,mid_rate
B6,3,626,2878.625,,5.281675644631834,1.572664395637521,0.05774870145762678,62,median_first4,59 60 61,mid_rate
B8,0,626,,2818.375,5.207067282058118,3.4787267403753033,0.03599005836892033,62,median_first4,59 60 61,mid_rate
B8,1,626,2818.375,3363.25,5.407485514638445,1.802204425478123,0.07439924561739497,62,median_first4,59 60 61,mid_rate
B8,2,626,3363.25,4141.75,5.3691844990888935,1.6583767806180745,0.08055781814583396,62,median_first4,59 60 61,mid_rate
B8,3,626,4141.75,,5.208143440024411,1.7092728348710033,0.06328762585228853,62,median_first4,59 60 61,mid_rate
B4,0,226,,1806.125,4.48522682419809,3.285281281823856,0.07958153742855023,63,median_first4,58 59 65,low_rate
B4,1,225,1806.125,2211.5,5.0259681093394075,1.990128689910693,0.006616095834243474,63,median_first4,58 59 65,low_rate
B4,2,225,2211.5,2595.25,5.056548856548857,1.780148087206911,0.012016137386688506,63,median_first4,58 59 65,low_rate
B4,3,226,2595.25,,5.060004514665634,1.133015051754893,0.013990468540817425,63,median_first4,58 59 65,low_rate
B6,0,226,,1866.25,5.423958883373817,2.4529306195357385,0.0637576662474646,63,median_first4,58 59 65,low_rate
B6,1,225,1866.25,2266.75,5.355361596009975,2.706926795875583,0.05424326024142935,63,median_first4,58 59 65,low_rate
B6,2,225,2266.75,2649.75,5.454326923076923,1.8446242499851486,0.07062326481171408,63,median_first4,58 59 65,low_rate
B6,3,226,2649.75,,5.46090331752668,1.608003780500331,0.07927335975143013,63,median_first4,58 59 65,low_rate
B8,0,226,,2688.125,5.421820965845778,2.7986333247872865,0.06659336809112881,63,median_first4,58 59 65,low_rate
B8,1,225,2688.125,3199.75,5.404263959390863,2.015607773871986,0.06469083742772432,63,median_first4,58 59 65,low_rate
B8,2,225,3199.75,3879.875,5.422304283604136,1.9903656243112593,0.08817234969112023,63,median_first4,58 59 65,low_rate
B8,3,226,3879.875,,5.314724608222411,1.437803359457532,0.08544785857257242,63,median_first4,58 59 65,low_rate
B4,0,301,,1807.5,4.345627980922099,3.3178721174004195,0.06173750489943197,65,median_first4,58 59 63,low_rate
B4,1,301,1807.5,2206.0,4.885217391304348,2.1611093579317884,0.03936141401103921,65,median_first4,58 59 63,low_rate
B4,2,302,2206.0,2581.125,5.0275571086491775,1.5593824719792628,0.006759828316562615,65,median_first4,58 59 63,low_rate
B4,3,302,2581.125,,5.031831789970662,1.1979339840590608,0.0081099256887887,65,median_first4,58 59 63,low_rate
B6,0,302,,1852.625,5.39660686285235,2.7919483177435476,0.060297446167954794,65,median_first4,58 59 63,low_rate
B6,1,300,1852.625,2263.5,5.337013568966368,2.69327795624363,0.05431685385788913,65,median_first4,58 59 63,low_rate
B6,2,300,2263.5,2640.5,5.35178146606718,1.9367551856774408,0.05962590606173185,65,median_first4,58 59 63,low_rate
B6,3,304,2640.5,,5.452713905640115,1.648712244407149,0.07877644483975642,65,median_first4,58 59 63,low_rate
B8,0,302,,2698.0,5.37937117838531,2.946673024102818,0.06123352965898327,65,median_first4,58 59 63,low_rate
B8,1,301,2698.0,3216.25,5.398765432098766,2.307003480645502,0.06893651989996963,65,median_first4,58 59 63,low_rate
B8,2,301,3216.25,3915.125,5.288330871491876,1.8274107419952275,0.0655904059570922,65,median_first4,58 59 63,low_rate
B8,3,302,3915.125,,5.297929874133059,1.5990276604918532,0.08061794401824635,65,median_first4,58 59 63,low_rate
B4,0,358,,1482.5,1.6857393285447584,0.4196367040471466,0.8489267403142469,58,dynamic_range,59 63 65,low_rate
B4,1,357,1482.5,2033.5,4.825,2.3360799560881897,0.05901731904673455,58,dynamic_range,59 63 65,low_rate
B4,2,358,2033.5,2478.75,4.968171397436029,1.740757534403831,0.013888258815405816,58,dynamic_range,59 63 65,low_rate
B4,3,358,2478.75,,5.0338513635852795,1.1870774635512087,0.00824501023682405,58,dynamic_range,59 63 65,low_rate
B6,0,358,,1574.25,1.76236988077808,2.93151633077534,0.8812743089728924,58,dynamic_range,59 63 65,low_rate
B6,1,357,1574.25,2106.0,5.373376623376624,2.6691527035056444,0.05759027205328649,58,dynamic_range,59 63 65,low_rate
B6,2,358,2106.0,2556.5,5.3481419623155695,2.2429306247666254,0.05842709102448289,58,dynamic_range,59 63 65,low_rate
B6,3,358,2556.5,,5.446311780344618,1.8187863520054228,0.07494080730493688,58,dynamic_range,59 63 65,low_rate
B8,0,358,,2192.5,1.700271903323263,3.6957965912553177,,58,dynamic_range,59 63 65,low_rate
B8,1,357,2192.5,3048.0,5.385513513513514,2.5671644117160035,0.06342883174061711,58,dynamic_range,59 63 65,low_rate
B8,2,358,3048.0,3776.0,5.2898142907077705,1.7568814944965425,0.06131361433589472,58,dynamic_range,59 63 65,low_rate
B8,3,358,3776.0,,5.302778954668684,1.7075610975030666,0.07999242307530084,58,dynamic_range,59 63 65,low_rate
B4,0,743,,1714.25,1.6815186246418339,0.3813358684032041,0.8468487306032861,59,dynamic_range,60 61 62,mid_rate
B4,1,742,1714.25,2335.5,4.9529596746865465,2.902763946604945,0.021820756417786163,59,dynamic_range,60 61 62,mid_rate
B4,2,741,2335.5,2711.5,5.050706880301602,1.344736842105263,0.010502373057506276,59,dynamic_range,60 61 62,mid_rate
B4,3,745,2711.5,,4.946089850249584,1.4193947053127411,0.026515921057277164,59,dynamic_range,60 61 62,mid_rate
B6,0,741,,1904.0,1.7601340033500836,3.1808436302590626,0.8798313281115218,59,dynamic_range,60 61 62,mid_rate
B6,1,743,1904.0,2451.0,5.410396716826265,2.554475287207907,0.0633372165889522,59,dynamic_range,60 61 62,mid_rate
B6,2,744,2451.0,2847.25,5.426484473415609,1.8643553004535265,0.06979596761548441,59,dynamic_range,60 61 62,mid_rate
B6,3,743,2847.25,,5.285782366957903,1.6089469735195236,0.057914789190208656,59,dynamic_range,60 61 62,mid_rate
B8,0,743,,2456.5,1.695422369042001,2.3723620122653726,0.8486259081708094,59,dynamic_range,60 61 62,mid_rate
B8,1,742,2456.5,3226.5,5.402715849551292,2.2635608989299536,0.06634599665561089,59,dynamic_range,60 61 62,mid_rate
B8,2,743,3226.5,4045.75,5.411801730920535,1.715138312666113,0.08540048647711758,59,dynamic_range,60 61 62,mid_rate
B8,3,743,4045.75,,5.204050632911392,1.7666261006490063,0.0612139868017607,59,dynamic_range,60 61 62,mid_rate
B4,0,729,,1632.875,1.6928406466512702,0.4038706545245907,0.8519381363530398,60,dynamic_range,59 61 62,high_rate
B4,1,729,1632.875,2199.25,4.982477341389728,2.680684845345567,0.011118089621261618,60,dynamic_range,59 61 62,high_rate
B4,2,729,2199.25,2614.125,5.031674208144796,1.772743193962854,0.007665512470156344,60,dynamic_range,59 61 62,high_rate
B4,3,729,2614.125,,5.03348623853211,1.226574199281381,0.008278579221760634,60,dynamic_range,59 61 62,high_rate
B6,0,729,,1778.125,1.793717277486911,3.5810170814430267,0.8957790450610223,60,dynamic_range,59 61 62,high_rate
B6,1,729,1778.125,2302.75,5.386725663716814,2.847391206426266,0.0593824568094441,60,dynamic_range,59 61 62,high_rate
B6,2,729,2302.75,2727.625,5.4004756242568375,1.95018407960199,0.0644259403878108,60,dynamic_range,59 61 62,high_rate
B6,3,729,2727.625,,5.396786389413989,1.5850155497322813,0.07177584287605385,60,dynamic_range,59 61 62,high_rate
