method,n_runs,dynamic_minus_median_mean_ns,ci_low,ci_high,min_run_delta_ns,max_run_delta_ns
S02 train-best global template (template_phase),7,-0.08678968413424475,-0.180377392073795,-0.020677352325129128,-0.3421215277714573,0.033031388442541054
S02b global timewalk no covariate,7,0.13006481247251506,0.08361831747232072,0.18159785900701478,0.059965867212052215,0.22514019702813082
S02e global current/rate selected,7,0.13006481247251506,0.08398250179108628,0.18257616114717928,0.059965867212052215,0.22514019702813082
S02 ML ridge,7,0.42713534436224926,0.2763383441121821,0.5868377076971966,0.07952012353496407,0.8322953215707145
S02b binned timewalk no covariate,7,2.0588792643155793,1.59587507110083,2.5266195198190067,1.2804194880995432,2.9160200355831285
S02e binned current/rate selected,7,2.0588792643155793,1.615721955318786,2.5409022909079453,1.2804194880995432,2.9160200355831285
