heldout_run,check,value,pass,selector,stratum_train_runs,heldout_stratum
62,train_heldout_run_overlap,0.0,True,median_first4,59 60 61,mid_rate
62,train_heldout_event_id_overlap,0.0,True,median_first4,59 60 61,mid_rate
62,covariate_basis_contains_run_one_hot,0.0,True,median_first4,59 60 61,mid_rate
62,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,59 60 61,mid_rate
62,covariates_derived_before_timing_labels,1.0,True,median_first4,59 60 61,mid_rate
62,covariate_basis_uses_heldout_targets,0.0,True,median_first4,59 60 61,mid_rate
62,final_fit_train_rows_only,1.0,True,median_first4,59 60 61,mid_rate
62,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,59 60 61,mid_rate
62,binned_selected_shuffled_target_sigma68_ns,3.9641948555036026,True,median_first4,59 60 61,mid_rate
62,global_selected_shuffled_target_sigma68_ns,2.8542470373512723,True,median_first4,59 60 61,mid_rate
62,forbidden_heldout_oracle_binned_sigma68_ns,2.9206319713620337,True,median_first4,59 60 61,mid_rate
62,ml_shuffled_target_sigma68_ns,3.238906116469171,True,median_first4,59 60 61,mid_rate
63,train_heldout_run_overlap,0.0,True,median_first4,58 59 65,low_rate
63,train_heldout_event_id_overlap,0.0,True,median_first4,58 59 65,low_rate
63,covariate_basis_contains_run_one_hot,0.0,True,median_first4,58 59 65,low_rate
63,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,58 59 65,low_rate
63,covariates_derived_before_timing_labels,1.0,True,median_first4,58 59 65,low_rate
63,covariate_basis_uses_heldout_targets,0.0,True,median_first4,58 59 65,low_rate
63,final_fit_train_rows_only,1.0,True,median_first4,58 59 65,low_rate
63,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,58 59 65,low_rate
63,binned_selected_shuffled_target_sigma68_ns,3.228789515076996,True,median_first4,58 59 65,low_rate
63,global_selected_shuffled_target_sigma68_ns,2.6355080974728002,True,median_first4,58 59 65,low_rate
63,forbidden_heldout_oracle_binned_sigma68_ns,2.328908943797438,False,median_first4,58 59 65,low_rate
63,ml_shuffled_target_sigma68_ns,3.4350301786505755,True,median_first4,58 59 65,low_rate
65,train_heldout_run_overlap,0.0,True,median_first4,58 59 63,low_rate
65,train_heldout_event_id_overlap,0.0,True,median_first4,58 59 63,low_rate
65,covariate_basis_contains_run_one_hot,0.0,True,median_first4,58 59 63,low_rate
65,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,58 59 63,low_rate
65,covariates_derived_before_timing_labels,1.0,True,median_first4,58 59 63,low_rate
65,covariate_basis_uses_heldout_targets,0.0,True,median_first4,58 59 63,low_rate
65,final_fit_train_rows_only,1.0,True,median_first4,58 59 63,low_rate
65,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,58 59 63,low_rate
65,binned_selected_shuffled_target_sigma68_ns,3.301374408886544,True,median_first4,58 59 63,low_rate
65,global_selected_shuffled_target_sigma68_ns,2.5824571814852013,True,median_first4,58 59 63,low_rate
65,forbidden_heldout_oracle_binned_sigma68_ns,2.2792611104496165,True,median_first4,58 59 63,low_rate
65,ml_shuffled_target_sigma68_ns,3.2159843601447964,True,median_first4,58 59 63,low_rate
58,train_heldout_run_overlap,0.0,True,dynamic_range,59 63 65,low_rate
58,train_heldout_event_id_overlap,0.0,True,dynamic_range,59 63 65,low_rate
58,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,59 63 65,low_rate
58,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,59 63 65,low_rate
58,covariates_derived_before_timing_labels,1.0,True,dynamic_range,59 63 65,low_rate
58,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,59 63 65,low_rate
58,final_fit_train_rows_only,1.0,True,dynamic_range,59 63 65,low_rate
58,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,59 63 65,low_rate
58,binned_selected_shuffled_target_sigma68_ns,3.9376800972755834,False,dynamic_range,59 63 65,low_rate
58,global_selected_shuffled_target_sigma68_ns,2.6774540923266748,True,dynamic_range,59 63 65,low_rate
58,forbidden_heldout_oracle_binned_sigma68_ns,3.673059072356151,True,dynamic_range,59 63 65,low_rate
58,ml_shuffled_target_sigma68_ns,2.991590864525978,True,dynamic_range,59 63 65,low_rate
59,train_heldout_run_overlap,0.0,True,dynamic_range,60 61 62,mid_rate
59,train_heldout_event_id_overlap,0.0,True,dynamic_range,60 61 62,mid_rate
59,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,60 61 62,mid_rate
59,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,60 61 62,mid_rate
59,covariates_derived_before_timing_labels,1.0,True,dynamic_range,60 61 62,mid_rate
59,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,60 61 62,mid_rate
59,final_fit_train_rows_only,1.0,True,dynamic_range,60 61 62,mid_rate
59,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,60 61 62,mid_rate
59,binned_selected_shuffled_target_sigma68_ns,4.440277393476561,False,dynamic_range,60 61 62,mid_rate
59,global_selected_shuffled_target_sigma68_ns,3.0038784008146817,True,dynamic_range,60 61 62,mid_rate
59,forbidden_heldout_oracle_binned_sigma68_ns,4.136582491776686,True,dynamic_range,60 61 62,mid_rate
59,ml_shuffled_target_sigma68_ns,3.2186879667552466,True,dynamic_range,60 61 62,mid_rate
60,train_heldout_run_overlap,0.0,True,dynamic_range,59 61 62,high_rate
60,train_heldout_event_id_overlap,0.0,True,dynamic_range,59 61 62,high_rate
60,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,59 61 62,high_rate
60,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,59 61 62,high_rate
60,covariates_derived_before_timing_labels,1.0,True,dynamic_range,59 61 62,high_rate
60,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,59 61 62,high_rate
60,final_fit_train_rows_only,1.0,True,dynamic_range,59 61 62,high_rate
60,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,59 61 62,high_rate
60,binned_selected_shuffled_target_sigma68_ns,3.4129477822333647,False,dynamic_range,59 61 62,high_rate
60,global_selected_shuffled_target_sigma68_ns,2.7494465221277573,True,dynamic_range,59 61 62,high_rate
60,forbidden_heldout_oracle_binned_sigma68_ns,3.273092093582979,True,dynamic_range,59 61 62,high_rate
60,ml_shuffled_target_sigma68_ns,3.2867474124887046,True,dynamic_range,59 61 62,high_rate
61,train_heldout_run_overlap,0.0,True,dynamic_range,59 60 62,high_rate
61,train_heldout_event_id_overlap,0.0,True,dynamic_range,59 60 62,high_rate
61,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,59 60 62,high_rate
61,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,59 60 62,high_rate
61,covariates_derived_before_timing_labels,1.0,True,dynamic_range,59 60 62,high_rate
61,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,59 60 62,high_rate
61,final_fit_train_rows_only,1.0,True,dynamic_range,59 60 62,high_rate
61,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,59 60 62,high_rate
61,binned_selected_shuffled_target_sigma68_ns,3.2581371695006194,False,dynamic_range,59 60 62,high_rate
61,global_selected_shuffled_target_sigma68_ns,2.7187253540700773,True,dynamic_range,59 60 62,high_rate
61,forbidden_heldout_oracle_binned_sigma68_ns,3.3036300763339908,True,dynamic_range,59 60 62,high_rate
61,ml_shuffled_target_sigma68_ns,2.786884146090387,True,dynamic_range,59 60 62,high_rate
62,train_heldout_run_overlap,0.0,True,dynamic_range,59 60 61,mid_rate
62,train_heldout_event_id_overlap,0.0,True,dynamic_range,59 60 61,mid_rate
62,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,59 60 61,mid_rate
62,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,59 60 61,mid_rate
62,covariates_derived_before_timing_labels,1.0,True,dynamic_range,59 60 61,mid_rate
62,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,59 60 61,mid_rate
62,final_fit_train_rows_only,1.0,True,dynamic_range,59 60 61,mid_rate
62,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,59 60 61,mid_rate
62,binned_selected_shuffled_target_sigma68_ns,3.934852931944544,False,dynamic_range,59 60 61,mid_rate
62,global_selected_shuffled_target_sigma68_ns,3.0600944160757235,True,dynamic_range,59 60 61,mid_rate
62,forbidden_heldout_oracle_binned_sigma68_ns,4.022156971516582,True,dynamic_range,59 60 61,mid_rate
62,ml_shuffled_target_sigma68_ns,3.2818906836371124,True,dynamic_range,59 60 61,mid_rate
63,train_heldout_run_overlap,0.0,True,dynamic_range,58 59 65,low_rate
63,train_heldout_event_id_overlap,0.0,True,dynamic_range,58 59 65,low_rate
63,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,58 59 65,low_rate
63,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,58 59 65,low_rate
63,covariates_derived_before_timing_labels,1.0,True,dynamic_range,58 59 65,low_rate
63,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,58 59 65,low_rate
63,final_fit_train_rows_only,1.0,True,dynamic_range,58 59 65,low_rate
63,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,58 59 65,low_rate
63,binned_selected_shuffled_target_sigma68_ns,3.9946529427247146,False,dynamic_range,58 59 65,low_rate
63,global_selected_shuffled_target_sigma68_ns,2.461282185731461,True,dynamic_range,58 59 65,low_rate
63,forbidden_heldout_oracle_binned_sigma68_ns,3.597976280929857,True,dynamic_range,58 59 65,low_rate
63,ml_shuffled_target_sigma68_ns,3.431613934827332,True,dynamic_range,58 59 65,low_rate
65,train_heldout_run_overlap,0.0,True,dynamic_range,58 59 63,low_rate
65,train_heldout_event_id_overlap,0.0,True,dynamic_range,58 59 63,low_rate
65,covariate_basis_contains_run_one_hot,0.0,True,dynamic_range,58 59 63,low_rate
65,covariate_basis_contains_chronological_run_z,0.0,True,dynamic_range,58 59 63,low_rate
65,covariates_derived_before_timing_labels,1.0,True,dynamic_range,58 59 63,low_rate
65,covariate_basis_uses_heldout_targets,0.0,True,dynamic_range,58 59 63,low_rate
65,final_fit_train_rows_only,1.0,True,dynamic_range,58 59 63,low_rate
65,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range,58 59 63,low_rate
65,binned_selected_shuffled_target_sigma68_ns,4.027565710637491,False,dynamic_range,58 59 63,low_rate
65,global_selected_shuffled_target_sigma68_ns,2.627066375918627,True,dynamic_range,58 59 63,low_rate
65,forbidden_heldout_oracle_binned_sigma68_ns,3.7959861558189143,True,dynamic_range,58 59 63,low_rate
65,ml_shuffled_target_sigma68_ns,3.356686612442467,True,dynamic_range,58 59 63,low_rate
