heldout_run,check,value,pass,selector,stratum_train_runs,heldout_stratum
58,train_heldout_run_overlap,0.0,True,median_first4,59 63 65,low_rate
58,train_heldout_event_id_overlap,0.0,True,median_first4,59 63 65,low_rate
58,covariate_basis_contains_run_one_hot,0.0,True,median_first4,59 63 65,low_rate
58,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,59 63 65,low_rate
58,covariates_derived_before_timing_labels,1.0,True,median_first4,59 63 65,low_rate
58,covariate_basis_uses_heldout_targets,0.0,True,median_first4,59 63 65,low_rate
58,final_fit_train_rows_only,1.0,True,median_first4,59 63 65,low_rate
58,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,59 63 65,low_rate
58,binned_selected_shuffled_target_sigma68_ns,3.124565153836593,True,median_first4,59 63 65,low_rate
58,global_selected_shuffled_target_sigma68_ns,2.6017939226446694,True,median_first4,59 63 65,low_rate
58,forbidden_heldout_oracle_binned_sigma68_ns,2.346779221060249,False,median_first4,59 63 65,low_rate
58,ml_shuffled_target_sigma68_ns,3.0453702215236826,True,median_first4,59 63 65,low_rate
59,train_heldout_run_overlap,0.0,True,median_first4,60 61 62,mid_rate
59,train_heldout_event_id_overlap,0.0,True,median_first4,60 61 62,mid_rate
59,covariate_basis_contains_run_one_hot,0.0,True,median_first4,60 61 62,mid_rate
59,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,60 61 62,mid_rate
59,covariates_derived_before_timing_labels,1.0,True,median_first4,60 61 62,mid_rate
59,covariate_basis_uses_heldout_targets,0.0,True,median_first4,60 61 62,mid_rate
59,final_fit_train_rows_only,1.0,True,median_first4,60 61 62,mid_rate
59,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,60 61 62,mid_rate
59,binned_selected_shuffled_target_sigma68_ns,5.89440973815957,True,median_first4,60 61 62,mid_rate
59,global_selected_shuffled_target_sigma68_ns,2.9747527616729226,True,median_first4,60 61 62,mid_rate
59,forbidden_heldout_oracle_binned_sigma68_ns,4.199273038855054,False,median_first4,60 61 62,mid_rate
59,ml_shuffled_target_sigma68_ns,2.921446713821371,True,median_first4,60 61 62,mid_rate
60,train_heldout_run_overlap,0.0,True,median_first4,59 61 62,high_rate
60,train_heldout_event_id_overlap,0.0,True,median_first4,59 61 62,high_rate
60,covariate_basis_contains_run_one_hot,0.0,True,median_first4,59 61 62,high_rate
60,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,59 61 62,high_rate
60,covariates_derived_before_timing_labels,1.0,True,median_first4,59 61 62,high_rate
60,covariate_basis_uses_heldout_targets,0.0,True,median_first4,59 61 62,high_rate
60,final_fit_train_rows_only,1.0,True,median_first4,59 61 62,high_rate
60,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,59 61 62,high_rate
60,binned_selected_shuffled_target_sigma68_ns,3.3284616309996817,True,median_first4,59 61 62,high_rate
60,global_selected_shuffled_target_sigma68_ns,2.9336626798883843,True,median_first4,59 61 62,high_rate
60,forbidden_heldout_oracle_binned_sigma68_ns,2.35491414403889,False,median_first4,59 61 62,high_rate
60,ml_shuffled_target_sigma68_ns,3.2689326969979096,True,median_first4,59 61 62,high_rate
61,train_heldout_run_overlap,0.0,True,median_first4,59 60 62,high_rate
61,train_heldout_event_id_overlap,0.0,True,median_first4,59 60 62,high_rate
61,covariate_basis_contains_run_one_hot,0.0,True,median_first4,59 60 62,high_rate
61,covariate_basis_contains_chronological_run_z,0.0,True,median_first4,59 60 62,high_rate
61,covariates_derived_before_timing_labels,1.0,True,median_first4,59 60 62,high_rate
61,covariate_basis_uses_heldout_targets,0.0,True,median_first4,59 60 62,high_rate
61,final_fit_train_rows_only,1.0,True,median_first4,59 60 62,high_rate
61,normalized_waveform_exact_hash_overlap,0.0,True,median_first4,59 60 62,high_rate
61,binned_selected_shuffled_target_sigma68_ns,3.100034027238135,False,median_first4,59 60 62,high_rate
61,global_selected_shuffled_target_sigma68_ns,2.8048984743660657,True,median_first4,59 60 62,high_rate
61,forbidden_heldout_oracle_binned_sigma68_ns,2.4384066638608672,True,median_first4,59 60 62,high_rate
61,ml_shuffled_target_sigma68_ns,2.83595084331343,True,median_first4,59 60 62,high_rate
