passes,shrinkage,mean_fold_res68,median_fold_res68,n_folds
2,0.6,0.38237860247142086,0.39631115757212476,4
6,0.35,0.38420902212305397,0.39807173626846015,4
4,0.5,0.384454515804296,0.3985226517336799,4
