run,sample,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_25pct,chi2_ndf_unit_frac,prediction_order_violation_rate
31,sample_iii_calibration,traditional_bins,229,0.1071183337148096,0.36911377412350344,0.6618559928236325,0.4759825327510917,3.2151889990408637,0.446475796251581
31,sample_iii_calibration,ml_monotonic_residual,229,0.012116145882213847,0.35349111589665405,0.6071219859867011,0.43231441048034935,2.9498159132818005,0.4004829251466023
32,sample_iii_calibration,traditional_bins,207,0.07463223808044439,0.3848126368397542,0.6877737378394038,0.4975845410628019,3.194423752168001,0.477138296873533
32,sample_iii_calibration,ml_monotonic_residual,207,-0.00490264099506138,0.3711234337420044,0.6299770011255964,0.4927536231884058,2.8814602577315753,0.43850342690827154
33,sample_iii_calibration,traditional_bins,8,-0.38399901671604253,0.5387578139631836,0.9131344298174842,0.125,2.872647069248719,0.42857142857142855
33,sample_iii_calibration,ml_monotonic_residual,8,-0.4285112042096406,0.5883460224112139,0.8384344810930551,0.125,2.03082554611782,0.42857142857142855
34,sample_iii_calibration,traditional_bins,16,-0.0970848323346378,0.3853716891764546,1.159445332579852,0.5,9.051924855934342,0.46218487394957986
34,sample_iii_calibration,ml_monotonic_residual,16,-0.15043998373553485,0.41313073398962336,1.058950777483755,0.5,6.5701689566430845,0.46218487394957986
35,sample_iii_calibration,traditional_bins,221,0.008402725208175348,0.3264801335588137,0.4718741986862522,0.5384615384615384,2.0890024248355266,0.4346340660245328
35,sample_iii_calibration,ml_monotonic_residual,221,-0.06434100156978356,0.3293532324360007,0.4177152856595521,0.5158371040723982,1.60855855748509,0.42257347493208197
36,sample_iii_calibration,traditional_bins,295,-0.0013324838428306438,0.3692102138101487,0.5196200264830438,0.5152542372881356,1.9807257509487446,0.4668605187851934
36,sample_iii_calibration,ml_monotonic_residual,295,-0.06719672891945835,0.36562456109231256,0.46772255750432956,0.4711864406779661,1.6364619329908285,0.4278823963814271
37,sample_iii_calibration,traditional_bins,292,-0.041247591208797556,0.33911105766853006,0.4524687871650632,0.5068493150684932,1.7803006406721285,0.458388281838734
37,sample_iii_calibration,ml_monotonic_residual,292,-0.10765791078623282,0.3463275183477962,0.4137726402323844,0.4554794520547945,1.4274126435730283,0.4180717784476262
39,sample_iii_calibration,traditional_bins,324,-0.0027835316586159457,0.32790958128782566,0.4527383246618188,0.5154320987654321,1.906278306358619,0.4537543510691198
39,sample_iii_calibration,ml_monotonic_residual,324,-0.07603115583019379,0.34525988077385245,0.41028336128423526,0.49691358024691357,1.4121329191256322,0.4147764219867651
40,sample_iii_calibration,traditional_bins,265,-0.0526512860393455,0.3365176407898104,0.4861769995712041,0.47547169811320755,2.087243642875198,0.4671319869557755
40,sample_iii_calibration,ml_monotonic_residual,265,-0.1296288422639217,0.3609719103019093,0.4395248867339672,0.44528301886792454,1.482586788610704,0.4060586990102409
41,sample_iii_calibration,traditional_bins,295,0.024216618987424776,0.32353105447513747,0.6857429497357328,0.511864406779661,4.492527621835661,0.4288219683858313
41,sample_iii_calibration,ml_monotonic_residual,295,-0.0454487050330864,0.34089016558193014,0.6324287968288176,0.49491525423728816,3.441868937016064,0.40936887042806047
42,sample_iii_calibration,traditional_bins,279,0.03028032715240035,0.37176808361434294,0.6296742286003489,0.4946236559139785,2.8687165049950134,0.46578947368421053
42,sample_iii_calibration,ml_monotonic_residual,279,-0.03400548496282921,0.37625257165537845,0.5839939981506649,0.4946236559139785,2.409116563805491,0.4346233230134159
44,sample_iii_analysis,traditional_bins,30,-0.07425718799524546,0.38693254453772036,0.4527172966182812,0.5,1.3689376131488145,0.3586206896551724
44,sample_iii_analysis,ml_monotonic_residual,30,-0.12477075278999675,0.3500347311845617,0.4200398596566141,0.36666666666666664,1.439987536590414,0.35402298850574715
45,sample_iii_analysis,traditional_bins,302,0.02486973134098533,0.3632703337583001,0.5190525864700315,0.5,2.0415633145426675,0.4839959494562585
45,sample_iii_analysis,ml_monotonic_residual,302,-0.03106456708277304,0.3511426047811532,0.4686778992156677,0.5033112582781457,1.781483877610993,0.44917007880949233
47,sample_iii_analysis,traditional_bins,92,-0.018731450087371485,0.2836230573855088,0.35448840483216126,0.5869565217391305,1.5621437648943373,0.41640755800047835
47,sample_iii_analysis,ml_monotonic_residual,92,-0.08061400262177108,0.31170354660232324,0.32913898234767075,0.5217391304347826,1.1150007423440442,0.37622578330542933
48,sample_iii_analysis,traditional_bins,260,-0.007988543410750872,0.3201227831032071,0.4700255106280648,0.5384615384615384,2.155806077562831,0.45962492941421224
