run,sample,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_25pct,chi2_ndf_unit_frac,prediction_order_violation_rate
48,sample_iii_analysis,ml_monotonic_residual,260,-0.07786831719990744,0.33462946409570854,0.43081749593718066,0.49615384615384617,1.6575182101982884,0.43468957113561385
49,sample_iii_analysis,traditional_bins,288,-0.00965109528406595,0.35322936362617313,0.5223689051219947,0.5,2.1869609885302603,0.41460875460003876
49,sample_iii_analysis,ml_monotonic_residual,288,-0.07709235838630416,0.37351395416102806,0.46975555385436096,0.4618055555555556,1.5817221054149389,0.38006004261088516
50,sample_iii_analysis,traditional_bins,61,0.026758438920444043,0.45052137983370677,0.5636069558162242,0.36065573770491804,1.5650271554272268,0.39420448332422087
50,sample_iii_analysis,ml_monotonic_residual,61,-0.019027293863698117,0.40262451678838773,0.5070991976572576,0.3442622950819672,1.5863003263589863,0.37834882449425916
51,sample_iii_analysis,traditional_bins,25,-0.20057872965091486,0.4599995153590522,0.6344029511302987,0.28,1.9020224596243642,0.47333333333333333
51,sample_iii_analysis,ml_monotonic_residual,25,-0.239826726808331,0.48524546507299704,0.6008462862574746,0.28,1.533217585302505,0.4066666666666667
52,sample_iii_analysis,traditional_bins,6,-0.1422028299126837,0.4304014240255386,0.5458131295106898,0.16666666666666666,1.6082018510449094,0.6666666666666666
52,sample_iii_analysis,ml_monotonic_residual,6,-0.2093430064694124,0.46107562251215845,0.5099594479852111,0.3333333333333333,1.223283061246271,0.6666666666666666
53,sample_iii_analysis,traditional_bins,17,0.25406939301391174,0.7057778713010873,2.728100265435586,0.11764705882352941,14.941169086570229,0.4632352941176471
53,sample_iii_analysis,ml_monotonic_residual,17,0.1788082266006202,0.6465598324146501,2.542459107952901,0.29411764705882354,15.462884507622437,0.45588235294117646
54,sample_iii_analysis,traditional_bins,18,0.01195998307486305,0.4578883382581809,1.8309842418697377,0.3333333333333333,15.990058314280796,0.42483660130718953
54,sample_iii_analysis,ml_monotonic_residual,18,-0.04525946989395757,0.48469494982135203,1.6864103456914312,0.4444444444444444,12.10568938242222,0.39215686274509803
55,sample_iii_analysis,traditional_bins,27,-0.23009679968391886,0.5025426679671638,0.8487270062032042,0.2222222222222222,2.8522668921410745,0.36752136752136755
55,sample_iii_analysis,ml_monotonic_residual,27,-0.27005960441428867,0.5305258697310951,0.7960314317999468,0.18518518518518517,2.251372209373705,0.358974358974359
56,sample_iii_analysis,traditional_bins,68,0.10855715377997595,0.4262102081961327,0.9917931443878597,0.35294117647058826,5.414950728892593,0.3912087912087912
56,sample_iii_analysis,ml_monotonic_residual,68,0.027625175373760052,0.4373077309863454,0.9054422566087739,0.39705882352941174,4.286938050652583,0.3556043956043956
57,sample_iii_analysis,traditional_bins,276,-0.04434160020182863,0.34589791963080896,0.5041349858284818,0.5,2.124211594869569,0.4788535569266466
57,sample_iii_analysis,ml_monotonic_residual,276,-0.10301344275673291,0.36492737233210865,0.4731651031573971,0.4855072463768116,1.6811734942134215,0.45253915519696253
58,sample_iv_analysis,traditional_bins,34,0.037828734390421094,0.41950546016158236,0.5883568689985698,0.4411764705882353,1.9670093332675644,0.44563279857397503
58,sample_iv_analysis,ml_monotonic_residual,34,-0.030449943762677144,0.4251885481391108,0.5167665662670622,0.47058823529411764,1.4771537389491054,0.42245989304812837
59,sample_iv_analysis,traditional_bins,9,-0.22852635587227388,0.33807356641038494,0.3379440223760718,0.4444444444444444,0.9992337808829345,0.75
59,sample_iv_analysis,ml_monotonic_residual,9,-0.2665262693329387,0.37659839335932815,0.34649673648723384,0.3333333333333333,0.8465280852055111,0.75
60,sample_iv_analysis,traditional_bins,10,0.9531960511936338,1.5850495101697504,2.4416955158779823,0.3,2.372997860853036,0.4888888888888889
60,sample_iv_analysis,ml_monotonic_residual,10,0.8545246740993727,1.431743147946536,2.242268382542496,0.1,2.452702984753707,0.4444444444444444
61,sample_iv_analysis,traditional_bins,6,-0.2036896310659574,0.25089775422755745,0.9277416214748062,0.6666666666666666,13.672896735185434,0.4
61,sample_iv_analysis,ml_monotonic_residual,6,-0.2582894263636056,0.3009821788254533,0.8351856776599101,0.3333333333333333,7.699889855670794,0.4
62,sample_iv_analysis,traditional_bins,8,-0.01947723783114398,0.4939208556442011,0.5038995040954131,0.5,1.0408140182942136,0.5357142857142857
62,sample_iv_analysis,ml_monotonic_residual,8,-0.08281370418454091,0.423931927770008,0.48920193695625275,0.375,1.3316315732803514,0.5357142857142857
63,sample_iv_analysis,traditional_bins,39,-0.14784960013541537,0.35916495276227356,0.37889570915491333,0.38461538461538464,1.1128880287682537,0.2851351351351351
63,sample_iv_analysis,ml_monotonic_residual,39,-0.20494960720547326,0.37038256656123114,0.35007912219015974,0.358974358974359,0.8933699683679099,0.23108108108108108
64,sample_iv_calibration,traditional_bins,35,-0.033533293341331843,0.46802050171678383,0.7095480953967539,0.37142857142857144,2.2984439717964946,0.35294117647058826
64,sample_iv_calibration,ml_monotonic_residual,35,-0.09514550211070714,0.4222397485830184,0.6357726267769145,0.3142857142857143,2.2671769746896024,0.2991596638655462
65,sample_iv_analysis,traditional_bins,13,-0.05609526212391899,0.3283468019199557,0.4615726916375772,0.5384615384615384,1.9761259969851532,0.24358974358974358
65,sample_iv_analysis,ml_monotonic_residual,13,-0.16180400080037358,0.36220647961584357,0.415593495684275,0.38461538461538464,1.3165127011420759,0.19230769230769232
