b_s00_expected_selected_pulses,b_s00_reproduced_selected_pulses,b_s00_delta,b_s00_pass,expected_n_ab_rows,reproduced_n_ab_rows,n_ab_rows_pass,expected_charge_transfer_ridge_res68,reproduced_charge_transfer_ridge_res68,charge_transfer_ridge_res68_delta,charge_transfer_ridge_res68_pass,p04c_shuffled_target_res68
640737,640737,0,True,4055,4055,True,0.519271,0.5192709757631775,-2.423682254892867e-08,True,0.5210411563476088
