sample,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_25pct,chi2_ndf_unit_frac,prediction_order_violation_rate
sample_iii_analysis,traditional_bins,1470,-0.010700030012017428,0.35869187171555916,0.6440080607048059,0.48299319727891155,3.223588040658942,0.46333893961236583
sample_iii_analysis,ml_monotonic_residual,1470,-0.07614120432527254,0.36539669681120185,0.5921305066774333,0.4639455782312925,2.6260660139489014,0.42681485931711227
sample_iii_calibration,traditional_bins,2431,0.008402725208175348,0.34856951132466124,0.5713016960828413,0.5026737967914439,2.686285894626692,0.4709176626028467
sample_iii_calibration,ml_monotonic_residual,2431,-0.064083959216437,0.3538762845360755,0.5218752781722403,0.476758535582065,2.174856119892255,0.4297348570170038
sample_iv_analysis,traditional_bins,119,-0.03771228771228748,0.3827547750324404,0.8598431431413024,0.4369747899159664,5.0465807851869755,0.44200626959247646
sample_iv_analysis,ml_monotonic_residual,119,-0.10224997302446046,0.38813021467505965,0.7862397949312832,0.3697478991596639,4.103506617422155,0.41621544599601024
sample_iv_calibration,traditional_bins,35,-0.033533293341331843,0.46802050171678383,0.7095480953967539,0.37142857142857144,2.2984439717964946,0.35294117647058826
sample_iv_calibration,ml_monotonic_residual,35,-0.09514550211070714,0.4222397485830184,0.6357726267769145,0.3142857142857143,2.2671769746896024,0.2991596638655462
