heldout_run,scope,n_pulses,sigma_t_median_ns,sigma_t_p16_ns,sigma_t_p84_ns,weight_median,weight_p16,weight_p84
58,train,11241,1.049098717501447,0.6115380165874865,1.5575008515565523,1.0003429862843787,0.45386329620567,2.9439791051967785
58,heldout,219,1.0877852755034123,0.7185590720440407,11.936169077454368,0.9304548245516647,0.1,2.1323765560999357
59,train,9171,1.0324694884607655,0.6066052473528517,1.536853259146872,1.0328260691399702,0.4661405012606959,2.992053265693191
59,heldout,2289,1.1143144688820803,0.6416842589613265,1.6779696122273533,0.8866783498919304,0.3910330644303495,2.673861381773059
60,train,9036,1.0759722944016032,0.6340173652913207,1.6067617425369356,0.9509977377605462,0.4264603699474415,2.7389200353941656
60,heldout,2424,0.9721120772859346,0.532307157469827,1.3717084083797313,1.1650622867736553,0.585137669819683,3.8856243466519986
61,train,8661,1.055497561477331,0.6124516329890387,1.5933289192645788,0.9882508013102038,0.43368137726978845,2.935202491795379
61,heldout,2799,1.027640128006581,0.613503006489929,1.486840165440045,1.0425563423121615,0.4980272871575026,2.9251534730548743
62,train,9039,1.0461967219922985,0.6114148582176565,1.5720696581692133,1.0059002911909545,0.4454901457623156,2.945165272303548
62,heldout,2421,1.058035081272731,0.6178813124468683,1.5503052810660942,0.9835161779328473,0.45808618820164315,2.883842402824928
63,train,10350,1.0406918261583789,0.6071252905963148,1.5470879921902616,1.0165701682588748,0.4599934176809948,2.986929756292826
63,heldout,1110,1.1363756288859594,0.670382743948623,1.7721896246148243,0.8525853935032218,0.35055974631713793,2.4498496908082843
65,train,11262,1.0464637366111489,0.6104954234489547,1.5544247140094416,1.0053870286837001,0.4556614203468906,2.9540430584105613
65,heldout,198,1.2605153846518888,0.7791999476328649,2.437438864916752,0.6929237971501343,0.18560093327299151,1.8134302195515037
