heldout_run,model,variant,label,train_rows,train_seconds,n_parameters,train_loss,analytic_candidate,analytic_alpha,n_features
58,ridge,unweighted,ridge_unweighted,11241,0.008033990859985352,26,,amp_only,100.0,26
58,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,11241,0.4262545108795166,120,,amp_only,100.0,26
58,mlp,unweighted,mlp_unweighted,11241,0.31812429428100586,3841,3.525207996368408,amp_only,100.0,26
58,cnn,unweighted,cnn_unweighted,11241,1.2072653770446777,337,4.597781181335449,amp_only,100.0,26
58,tcn,unweighted,tcn_unweighted,11241,1.5622212886810303,337,4.59814453125,amp_only,100.0,26
58,ridge,noise_weighted,ridge_noise_weighted,11241,0.0332188606262207,26,,amp_only,100.0,26
58,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,11241,0.7626230716705322,120,,amp_only,100.0,26
58,mlp,noise_weighted,mlp_noise_weighted,11241,0.3105292320251465,3841,7.936460971832275,amp_only,100.0,26
58,cnn,noise_weighted,cnn_noise_weighted,11241,1.1728222370147705,337,13.682546615600586,amp_only,100.0,26
58,tcn,noise_weighted,tcn_noise_weighted,11241,1.4819533824920654,337,13.683615684509277,amp_only,100.0,26
59,ridge,unweighted,ridge_unweighted,9171,0.005968809127807617,26,,amp_only,100.0,26
59,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,9171,0.5289359092712402,120,,amp_only,100.0,26
59,mlp,unweighted,mlp_unweighted,9171,0.18699312210083008,3841,4.705789089202881,amp_only,100.0,26
59,cnn,unweighted,cnn_unweighted,9171,0.8874361515045166,337,7.229931354522705,amp_only,100.0,26
59,tcn,unweighted,tcn_unweighted,9171,1.175004243850708,337,7.227908134460449,amp_only,100.0,26
59,ridge,noise_weighted,ridge_noise_weighted,9171,0.006513357162475586,26,,amp_only,100.0,26
59,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,9171,0.5756993293762207,120,,amp_only,100.0,26
59,mlp,noise_weighted,mlp_noise_weighted,9171,0.2258291244506836,3841,7.486940383911133,amp_only,100.0,26
59,cnn,noise_weighted,cnn_noise_weighted,9171,0.8738844394683838,337,10.759197235107422,amp_only,100.0,26
59,tcn,noise_weighted,tcn_noise_weighted,9171,1.1011364459991455,337,10.732440948486328,amp_only,100.0,26
60,ridge,unweighted,ridge_unweighted,9036,0.0063114166259765625,26,,amp_only,100.0,26
60,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,9036,0.5404620170593262,120,,amp_only,100.0,26
60,mlp,unweighted,mlp_unweighted,9036,0.20459747314453125,3841,2.7671871185302734,amp_only,100.0,26
60,cnn,unweighted,cnn_unweighted,9036,0.9351704120635986,337,4.033624649047852,amp_only,100.0,26
60,tcn,unweighted,tcn_unweighted,9036,1.1418044567108154,337,4.006628036499023,amp_only,100.0,26
60,ridge,noise_weighted,ridge_noise_weighted,9036,0.007084846496582031,26,,amp_only,100.0,26
60,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,9036,0.5489428043365479,120,,amp_only,100.0,26
60,mlp,noise_weighted,mlp_noise_weighted,9036,0.20682954788208008,3841,2.697147846221924,amp_only,100.0,26
60,cnn,noise_weighted,cnn_noise_weighted,9036,0.9052231311798096,337,3.375671625137329,amp_only,100.0,26
60,tcn,noise_weighted,tcn_noise_weighted,9036,1.221052646636963,337,3.371349811553955,amp_only,100.0,26
61,ridge,unweighted,ridge_unweighted,8661,0.005579471588134766,26,,amp_only,100.0,26
61,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,8661,0.513808012008667,120,,amp_only,100.0,26
61,mlp,unweighted,mlp_unweighted,8661,0.17673468589782715,3841,2.2579846382141113,amp_only,100.0,26
61,cnn,unweighted,cnn_unweighted,8661,0.7363760471343994,337,2.739712715148926,amp_only,100.0,26
61,tcn,unweighted,tcn_unweighted,8661,0.9541363716125488,337,2.7371630668640137,amp_only,100.0,26
61,ridge,noise_weighted,ridge_noise_weighted,8661,0.005742311477661133,26,,amp_only,100.0,26
61,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,8661,0.5003023147583008,120,,amp_only,100.0,26
61,mlp,noise_weighted,mlp_noise_weighted,8661,0.17792177200317383,3841,4.616612434387207,amp_only,100.0,26
61,cnn,noise_weighted,cnn_noise_weighted,8661,0.7270121574401855,337,7.523770332336426,amp_only,100.0,26
61,tcn,noise_weighted,tcn_noise_weighted,8661,0.9470391273498535,337,7.441196918487549,amp_only,100.0,26
62,ridge,unweighted,ridge_unweighted,9039,0.006274700164794922,26,,amp_only,100.0,26
62,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,9039,0.5052075386047363,120,,amp_only,100.0,26
62,mlp,unweighted,mlp_unweighted,9039,0.1938786506652832,3841,3.979551076889038,amp_only,100.0,26
62,cnn,unweighted,cnn_unweighted,9039,0.865203857421875,337,5.388090133666992,amp_only,100.0,26
62,tcn,unweighted,tcn_unweighted,9039,1.0617163181304932,337,5.37739372253418,amp_only,100.0,26
62,ridge,noise_weighted,ridge_noise_weighted,9039,0.020308971405029297,26,,amp_only,100.0,26
62,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,9039,0.5144040584564209,120,,amp_only,100.0,26
62,mlp,noise_weighted,mlp_noise_weighted,9039,0.1795485019683838,3841,4.187986373901367,amp_only,100.0,26
62,cnn,noise_weighted,cnn_noise_weighted,9039,0.8298754692077637,337,6.014547348022461,amp_only,100.0,26
62,tcn,noise_weighted,tcn_noise_weighted,9039,1.0279576778411865,337,6.009522914886475,amp_only,100.0,26
63,ridge,unweighted,ridge_unweighted,10350,0.014789819717407227,26,,amp_only,100.0,26
63,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,10350,0.6401593685150146,120,,amp_only,100.0,26
63,mlp,unweighted,mlp_unweighted,10350,0.24746251106262207,3841,3.9276745319366455,amp_only,100.0,26
63,cnn,unweighted,cnn_unweighted,10350,1.0170009136199951,337,4.912807941436768,amp_only,100.0,26
63,tcn,unweighted,tcn_unweighted,10350,1.2754817008972168,337,4.893745422363281,amp_only,100.0,26
63,ridge,noise_weighted,ridge_noise_weighted,10350,0.01271677017211914,26,,amp_only,100.0,26
63,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,10350,0.2417740821838379,120,,amp_only,100.0,26
63,mlp,noise_weighted,mlp_noise_weighted,10350,0.22736358642578125,3841,5.994668006896973,amp_only,100.0,26
63,cnn,noise_weighted,cnn_noise_weighted,10350,0.9880332946777344,337,7.391145706176758,amp_only,100.0,26
63,tcn,noise_weighted,tcn_noise_weighted,10350,1.265068769454956,337,7.383029460906982,amp_only,100.0,26
65,ridge,unweighted,ridge_unweighted,11262,0.022141218185424805,26,,amp_only,100.0,26
65,gradient_boosted_trees,unweighted,gradient_boosted_trees_unweighted,11262,0.37570977210998535,120,,amp_only,100.0,26
65,mlp,unweighted,mlp_unweighted,11262,0.29719090461730957,3841,3.0113725662231445,amp_only,100.0,26
65,cnn,unweighted,cnn_unweighted,11262,1.0286056995391846,337,3.7777798175811768,amp_only,100.0,26
65,tcn,unweighted,tcn_unweighted,11262,1.417778491973877,337,3.776215076446533,amp_only,100.0,26
65,ridge,noise_weighted,ridge_noise_weighted,11262,0.018143415451049805,26,,amp_only,100.0,26
65,gradient_boosted_trees,noise_weighted,gradient_boosted_trees_noise_weighted,11262,0.6984415054321289,120,,amp_only,100.0,26
65,mlp,noise_weighted,mlp_noise_weighted,11262,0.26895952224731445,3841,7.195086479187012,amp_only,100.0,26
65,cnn,noise_weighted,cnn_noise_weighted,11262,1.066627025604248,337,9.34444808959961,amp_only,100.0,26
65,tcn,noise_weighted,tcn_noise_weighted,11262,1.3402655124664307,337,9.335512161254883,amp_only,100.0,26
