sample,noise_sigma_adc
0,26.567168436813358
1,25.26920061721801
2,24.55608564949036
3,32.09014244155884
4,48.881779091262814
5,170.5024386474609
6,157.99453948974607
7,191.59624179039
8,133.57380675258636
9,124.03442323150634
10,116.65458808135986
11,116.46582443389892
12,103.9831495651245
13,92.30610228881837
14,100.28417160644533
15,93.98723893432616
16,99.70921617736816
17,105.84681730957033
