method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,candidate,alpha,fold,n_features
,,,0,,1.6290091719955535,,,,,60,analytic_cv,amp_rise_shape,0.01,-1.0,14.0
,,,2799,,2.1342596615817033,,,,,60,analytic_cv,amp_rise_shape,0.1,0.0,14.0
,,,2838,,1.4051024267516923,,,,,60,analytic_cv,amp_rise_shape,0.1,1.0,14.0
,,,3399,,1.3488040125831913,,,,,60,analytic_cv,amp_rise_shape,0.1,2.0,14.0
,,,0,,1.629388700305529,,,,,60,analytic_cv,amp_rise_shape,0.1,-1.0,14.0
,,,2799,,2.1415786925535873,,,,,60,analytic_cv,amp_rise_shape,1.0,0.0,14.0
,,,2838,,1.4200498327051774,,,,,60,analytic_cv,amp_rise_shape,1.0,1.0,14.0
,,,3399,,1.3514099081684963,,,,,60,analytic_cv,amp_rise_shape,1.0,2.0,14.0
,,,0,,1.6376794778090868,,,,,60,analytic_cv,amp_rise_shape,1.0,-1.0,14.0
,,,2799,,2.1356691801686902,,,,,60,analytic_cv,amp_rise_shape,10.0,0.0,14.0
,,,2838,,1.4245792119244634,,,,,60,analytic_cv,amp_rise_shape,10.0,1.0,14.0
,,,3399,,1.356261225059706,,,,,60,analytic_cv,amp_rise_shape,10.0,2.0,14.0
,,,0,,1.6388365390509534,,,,,60,analytic_cv,amp_rise_shape,10.0,-1.0,14.0
,,,2799,,2.1018787226807687,,,,,60,analytic_cv,amp_rise_shape,100.0,0.0,14.0
,,,2838,,1.4021961695138274,,,,,60,analytic_cv,amp_rise_shape,100.0,1.0,14.0
,,,3399,,1.3326038227628145,,,,,60,analytic_cv,amp_rise_shape,100.0,2.0,14.0
,,,0,,1.6122262383191368,,,,,60,analytic_cv,amp_rise_shape,100.0,-1.0,14.0
,,,2799,,2.2386782598910835,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0
,,,2838,,1.5641935318243665,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0
,,,3399,,1.4367658226314686,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0
,,,0,,1.7465458714489728,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0
,,,2799,,2.2359238250244826,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0
,,,2838,,1.5662093011458904,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0
,,,3399,,1.469331948129701,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0
,,,0,,1.7571550247666916,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0
,,,2799,,2.229768354465978,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0
,,,2838,,1.57021558955551,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0
,,,3399,,1.4702812896090067,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0
,,,0,,1.7567550778768315,,,,,60,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0
,,,2799,,2.2198121531474153,,,,,60,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0
,,,2838,,1.52783411864501,,,,,60,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0
,,,3399,,1.4327638249236654,,,,,60,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0
,,,0,,1.7268033655720305,,,,,60,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0
,,,2799,,2.221193313542839,,,,,60,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0
,,,2838,,1.497848543551061,,,,,60,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0
,,,3399,,1.4236386517674018,,,,,60,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0
,,,0,,1.7142268362871007,,,,,60,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0
,,,2799,,2.2094720670540844,,,,,60,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0
,,,2838,,1.4865928980742509,,,,,60,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0
,,,3399,,1.4345653813605623,,,,,60,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0
,,,0,,1.7102101154962994,,,,,60,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0
le500,2.0,train,8661,-1.5125403677058387,4.287462140050292,6.868092235708249,0.22514721163837895,251.9732328173552,1.060692816262501,61,traditional_scan,,,,
le500,2.0,heldout,2799,-1.0015033271560299,3.750141281051537,6.899220858130814,0.16863165416220077,225.12879175335092,1.4688045970529275,61,traditional_scan,,,,
cfd10,2.0,train,8661,-2.8195406833895156,3.280196409799009,6.758889486821187,0.04629950352153331,288.67194827882116,17.34817457190008,61,traditional_scan,,,,
cfd10,2.0,heldout,2799,-2.4411486120889947,3.0683003496926986,6.894338554395546,0.041443372633083245,284.83416828984224,6.014619584522845,61,traditional_scan,,,,
cfd20,2.0,train,8661,-2.951019243100781,3.215891684102064,6.070611551398162,0.06627410229765617,327.4779818764924,17.79654979227865,61,traditional_scan,,,,
cfd20,2.0,heldout,2799,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177,61,traditional_scan,,,,
cfd30,2.0,train,8661,-2.8593488007100305,3.32265607029411,6.224948868169467,0.09871839279528923,288.72568821321255,16.115069554452745,61,traditional_scan,,,,
cfd30,2.0,heldout,2799,-2.289964445912908,3.0050369787378557,6.45912111840082,0.06823865666309396,222.16742225485945,3.3089928398545894,61,traditional_scan,,,,
cfd40,2.0,train,8661,-2.6322082828378868,3.4804281558810346,6.363440043843314,0.12435053688950468,222.1857641131447,11.15336767441656,61,traditional_scan,,,,
cfd40,2.0,heldout,2799,-1.9754947996279029,3.1386247745618814,6.3804191778651465,0.09396212933190425,229.1585275650671,2.5722014092374734,61,traditional_scan,,,,
cfd50,2.0,train,8661,-2.3380723407807196,3.686485111330704,7.035994224547034,0.1539083246738252,1.4285718299890404,6.825504070949829,61,traditional_scan,,,,
cfd50,2.0,heldout,2799,-1.6418683241891827,3.299647906643221,6.55035565826186,0.1157556270096463,193.7539193736445,2.1445458618463786,61,traditional_scan,,,,
template_phase,2.0,train,8661,-3.851319537264338,2.81458639785723,3.294771258362884,0.09075164530654659,1.3429979226783326,98.94622762076955,61,traditional_scan,,,,
template_phase,2.0,heldout,2799,-2.62917279571446,2.7035130270822876,3.207161448714155,0.04287245444801715,35.06647989599802,64.50674400250192,61,traditional_scan,,,,
of_1_9,2.0,train,8661,-3.4114547409214993,3.4337051088497104,3.8261055782985793,0.16233691259669783,194.25395650949724,13.430902754509173,61,traditional_scan,,,,
of_1_9,2.0,heldout,2799,-2.867950525962236,3.2131809082737934,3.7871568181899797,0.14612361557699177,4.34238976940543,3.162680837969231,61,traditional_scan,,,,
of_2_10,2.0,train,8661,-3.525687813725071,3.465844856438472,3.8699101591885867,0.16868721856598545,94.16017536443918,12.065583231771019,61,traditional_scan,,,,
of_2_10,2.0,heldout,2799,-2.8963262868826405,3.3315403692840295,3.867078726013672,0.15398356555912826,3.7801378694840633,2.4752301387078486,61,traditional_scan,,,,
of_3_11,2.0,train,8661,-3.739734119470633,3.4590995768934065,3.8655037045638254,0.17053458030250548,1.3327452243796658,12.506578991849434,61,traditional_scan,,,,
of_3_11,2.0,heldout,2799,-3.0063803631566444,3.2762058795226983,3.9152622793456078,0.14183637013219008,3.6397962869389784,2.912172481005004,61,traditional_scan,,,,
,,,2622,,1.4772577033133407,,,,,61,analytic_cv,amp_only,0.0,0.0,6.0
,,,2640,,1.5310107712930519,,,,,61,analytic_cv,amp_only,0.0,1.0,6.0
,,,3399,,1.5856495039668363,,,,,61,analytic_cv,amp_only,0.0,2.0,6.0
,,,0,,1.531305992857743,,,,,61,analytic_cv,amp_only,0.0,-1.0,6.0
,,,2622,,1.4773979840022484,,,,,61,analytic_cv,amp_only,0.01,0.0,6.0
,,,2640,,1.532271485928891,,,,,61,analytic_cv,amp_only,0.01,1.0,6.0
,,,3399,,1.5860753962088614,,,,,61,analytic_cv,amp_only,0.01,2.0,6.0
,,,0,,1.5319149553800002,,,,,61,analytic_cv,amp_only,0.01,-1.0,6.0
,,,2622,,1.4784057266955903,,,,,61,analytic_cv,amp_only,0.1,0.0,6.0
,,,2640,,1.5371802897805704,,,,,61,analytic_cv,amp_only,0.1,1.0,6.0
,,,3399,,1.5903669213201115,,,,,61,analytic_cv,amp_only,0.1,2.0,6.0
,,,0,,1.5353176459320907,,,,,61,analytic_cv,amp_only,0.1,-1.0,6.0
,,,2622,,1.4834696598520782,,,,,61,analytic_cv,amp_only,1.0,0.0,6.0
,,,2640,,1.5686654707749967,,,,,61,analytic_cv,amp_only,1.0,1.0,6.0
,,,3399,,1.6007747437362168,,,,,61,analytic_cv,amp_only,1.0,2.0,6.0
,,,0,,1.5509699581210974,,,,,61,analytic_cv,amp_only,1.0,-1.0,6.0
,,,2622,,1.4788179776967223,,,,,61,analytic_cv,amp_only,10.0,0.0,6.0
,,,2640,,1.5713696747362575,,,,,61,analytic_cv,amp_only,10.0,1.0,6.0
,,,3399,,1.5942608373478793,,,,,61,analytic_cv,amp_only,10.0,2.0,6.0
,,,0,,1.5481494965936198,,,,,61,analytic_cv,amp_only,10.0,-1.0,6.0
,,,2622,,1.4271665884093654,,,,,61,analytic_cv,amp_only,100.0,0.0,6.0
,,,2640,,1.5165144764107599,,,,,61,analytic_cv,amp_only,100.0,1.0,6.0
,,,3399,,1.534389012644507,,,,,61,analytic_cv,amp_only,100.0,2.0,6.0
,,,0,,1.4926900258215439,,,,,61,analytic_cv,amp_only,100.0,-1.0,6.0
,,,2622,,1.592354024115127,,,,,61,analytic_cv,amp_rise_shape,0.0,0.0,14.0
,,,2640,,1.5979557226492926,,,,,61,analytic_cv,amp_rise_shape,0.0,1.0,14.0
,,,3399,,1.6497069030829945,,,,,61,analytic_cv,amp_rise_shape,0.0,2.0,14.0
,,,0,,1.6133388832824715,,,,,61,analytic_cv,amp_rise_shape,0.0,-1.0,14.0
,,,2622,,1.5921985300269796,,,,,61,analytic_cv,amp_rise_shape,0.01,0.0,14.0
,,,2640,,1.598616063876522,,,,,61,analytic_cv,amp_rise_shape,0.01,1.0,14.0
,,,3399,,1.649397278597825,,,,,61,analytic_cv,amp_rise_shape,0.01,2.0,14.0
,,,0,,1.6134039575004424,,,,,61,analytic_cv,amp_rise_shape,0.01,-1.0,14.0
,,,2622,,1.5937421869718178,,,,,61,analytic_cv,amp_rise_shape,0.1,0.0,14.0
,,,2640,,1.606551791268474,,,,,61,analytic_cv,amp_rise_shape,0.1,1.0,14.0
,,,3399,,1.6551011869063224,,,,,61,analytic_cv,amp_rise_shape,0.1,2.0,14.0
,,,0,,1.6184650550488715,,,,,61,analytic_cv,amp_rise_shape,0.1,-1.0,14.0
,,,2622,,1.5811332592724188,,,,,61,analytic_cv,amp_rise_shape,1.0,0.0,14.0
,,,2640,,1.6236227662523324,,,,,61,analytic_cv,amp_rise_shape,1.0,1.0,14.0
,,,3399,,1.6622498914055766,,,,,61,analytic_cv,amp_rise_shape,1.0,2.0,14.0
,,,0,,1.6223353056434426,,,,,61,analytic_cv,amp_rise_shape,1.0,-1.0,14.0
,,,2622,,1.563137185022324,,,,,61,analytic_cv,amp_rise_shape,10.0,0.0,14.0
,,,2640,,1.6416287235226736,,,,,61,analytic_cv,amp_rise_shape,10.0,1.0,14.0
,,,3399,,1.6631241378444697,,,,,61,analytic_cv,amp_rise_shape,10.0,2.0,14.0
,,,0,,1.6226300154631559,,,,,61,analytic_cv,amp_rise_shape,10.0,-1.0,14.0
,,,2622,,1.5050019803867232,,,,,61,analytic_cv,amp_rise_shape,100.0,0.0,14.0
,,,2640,,1.6139549659318035,,,,,61,analytic_cv,amp_rise_shape,100.0,1.0,14.0
,,,3399,,1.6376659671509821,,,,,61,analytic_cv,amp_rise_shape,100.0,2.0,14.0
,,,0,,1.5855409711565027,,,,,61,analytic_cv,amp_rise_shape,100.0,-1.0,14.0
,,,2622,,1.760017548507097,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0
,,,2640,,1.8129622224830273,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0
,,,3399,,1.6476938880690861,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0
,,,0,,1.7402245530197369,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0
,,,2622,,1.7479541138718275,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0
,,,2640,,1.8199772349279688,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0
,,,3399,,1.6662753080996795,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0
,,,0,,1.7447355522998251,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0
,,,2622,,1.7487234506136433,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0
,,,2640,,1.8204889579971095,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0
,,,3399,,1.6685507327117939,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0
,,,0,,1.7459210471075155,,,,,61,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0
,,,2622,,1.7465733563668961,,,,,61,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0
,,,2640,,1.7847283665947038,,,,,61,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0
,,,3399,,1.6476522189963427,,,,,61,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0
,,,0,,1.7263179806526476,,,,,61,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0
,,,2622,,1.7585836087236495,,,,,61,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0
,,,2640,,1.738977643656041,,,,,61,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0
,,,3399,,1.6545346231579783,,,,,61,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0
,,,0,,1.7173652918458897,,,,,61,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0
,,,2622,,1.709618538141734,,,,,61,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0
,,,2640,,1.6989210329682605,,,,,61,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0
,,,3399,,1.6745791266848409,,,,,61,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0
,,,0,,1.694372899264945,,,,,61,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0
le500,2.0,train,9039,-1.3490973123262258,4.13739769471975,7.146792108106569,0.2079876092488107,221.85676788032296,1.138100089927566,62,traditional_scan,,,,
le500,2.0,heldout,2421,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,62,traditional_scan,,,,
cfd10,2.0,train,9039,-2.721596778621766,3.21094184023658,7.2232401092506615,0.04535899988936829,246.1078216074418,17.29671394959677,62,traditional_scan,,,,
cfd10,2.0,heldout,2421,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,62,traditional_scan,,,,
cfd20,2.0,train,9039,-2.7843149997452485,3.1319676380430206,6.49757966383908,0.05730722425047018,305.2684310726605,13.644868695099893,62,traditional_scan,,,,
cfd20,2.0,heldout,2421,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,62,traditional_scan,,,,
cfd30,2.0,train,9039,-2.6674612901991424,3.2227790597701786,6.481884215563005,0.08762031198141387,260.4337335730429,12.751026295826158,62,traditional_scan,,,,
cfd30,2.0,heldout,2421,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,62,traditional_scan,,,,
cfd40,2.0,train,9039,-2.4308725884946867,3.384797906728197,6.55784878407913,0.11306560460227902,205.80233258937204,8.699934967759187,62,traditional_scan,,,,
cfd40,2.0,heldout,2421,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,62,traditional_scan,,,,
cfd50,2.0,train,9039,-2.11159357706142,3.5659697823593675,7.150068599901101,0.14216174355570307,201.75463941814164,5.659205151621052,62,traditional_scan,,,,
cfd50,2.0,heldout,2421,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,62,traditional_scan,,,,
template_phase,2.0,train,9039,-3.5526224943040106,2.776311247151998,3.3085451516778104,0.07268503153003651,1.3590462823793215,113.35715620083671,62,traditional_scan,,,,
template_phase,2.0,heldout,2421,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379,62,traditional_scan,,,,
of_1_9,2.0,train,9039,-3.2009274524330493,3.4374501688806998,3.8323077856328918,0.1606372386325921,166.39823514062266,12.612980981959204,62,traditional_scan,,,,
of_1_9,2.0,heldout,2421,-3.312612921323314,3.3870816059720563,3.8101888121479193,0.1536555142503098,139.14346473985378,3.91797192444721,62,traditional_scan,,,,
of_2_10,2.0,train,9039,-3.3329278473202706,3.480226837458318,3.8745909900552093,0.1667219825201903,133.98219609329894,11.927608089712113,62,traditional_scan,,,,
of_2_10,2.0,heldout,2421,-3.4666018114128363,3.4441004047292827,3.8473653115793143,0.16067740603056588,130.402489779072,3.4858125167711074,62,traditional_scan,,,,
of_3_11,2.0,train,9039,-3.5090894064560842,3.459891165039536,3.873777599607407,0.1611903971678283,93.49598760849683,13.683932538467264,62,traditional_scan,,,,
of_3_11,2.0,heldout,2421,-3.6733531520679676,3.416976760062025,3.9203085487055196,0.16026435357290375,1.3456516402234602,3.768037595601343,62,traditional_scan,,,,
,,,2799,,2.12911762406726,,,,,62,analytic_cv,amp_only,0.0,0.0,6.0
,,,2841,,1.3115925821404686,,,,,62,analytic_cv,amp_only,0.0,1.0,6.0
,,,3399,,1.3532868190065894,,,,,62,analytic_cv,amp_only,0.0,2.0,6.0
,,,0,,1.5979990084047726,,,,,62,analytic_cv,amp_only,0.0,-1.0,6.0
,,,2799,,2.1309372285583206,,,,,62,analytic_cv,amp_only,0.01,0.0,6.0
,,,2841,,1.3088315932367691,,,,,62,analytic_cv,amp_only,0.01,1.0,6.0
,,,3399,,1.3538419472828909,,,,,62,analytic_cv,amp_only,0.01,2.0,6.0
,,,0,,1.597870256359327,,,,,62,analytic_cv,amp_only,0.01,-1.0,6.0
,,,2799,,2.140822810944883,,,,,62,analytic_cv,amp_only,0.1,0.0,6.0
,,,2841,,1.3034863575443496,,,,,62,analytic_cv,amp_only,0.1,1.0,6.0
,,,3399,,1.3661763392606514,,,,,62,analytic_cv,amp_only,0.1,2.0,6.0
,,,0,,1.6034951692499613,,,,,62,analytic_cv,amp_only,0.1,-1.0,6.0
,,,2799,,2.1401671769560244,,,,,62,analytic_cv,amp_only,1.0,0.0,6.0
,,,2841,,1.3262420453335486,,,,,62,analytic_cv,amp_only,1.0,1.0,6.0
,,,3399,,1.4167908197011845,,,,,62,analytic_cv,amp_only,1.0,2.0,6.0
,,,0,,1.6277333473302527,,,,,62,analytic_cv,amp_only,1.0,-1.0,6.0
,,,2799,,2.134071913840817,,,,,62,analytic_cv,amp_only,10.0,0.0,6.0
,,,2841,,1.3361498030234429,,,,,62,analytic_cv,amp_only,10.0,1.0,6.0
,,,3399,,1.4170454565074428,,,,,62,analytic_cv,amp_only,10.0,2.0,6.0
,,,0,,1.6290890577905675,,,,,62,analytic_cv,amp_only,10.0,-1.0,6.0
,,,2799,,2.1030651453786486,,,,,62,analytic_cv,amp_only,100.0,0.0,6.0
,,,2841,,1.2614382029445388,,,,,62,analytic_cv,amp_only,100.0,1.0,6.0
,,,3399,,1.3469846727077788,,,,,62,analytic_cv,amp_only,100.0,2.0,6.0
,,,0,,1.5704960070103222,,,,,62,analytic_cv,amp_only,100.0,-1.0,6.0
,,,2799,,2.1377140391341887,,,,,62,analytic_cv,amp_rise_shape,0.0,0.0,14.0
,,,2841,,1.356342742785273,,,,,62,analytic_cv,amp_rise_shape,0.0,1.0,14.0
,,,3399,,1.3768578643388942,,,,,62,analytic_cv,amp_rise_shape,0.0,2.0,14.0
,,,0,,1.623638215419452,,,,,62,analytic_cv,amp_rise_shape,0.0,-1.0,14.0
,,,2799,,2.1387674626121145,,,,,62,analytic_cv,amp_rise_shape,0.01,0.0,14.0
,,,2841,,1.3549110732852183,,,,,62,analytic_cv,amp_rise_shape,0.01,1.0,14.0
,,,3399,,1.3788665616600204,,,,,62,analytic_cv,amp_rise_shape,0.01,2.0,14.0
,,,0,,1.6241816991857843,,,,,62,analytic_cv,amp_rise_shape,0.01,-1.0,14.0
,,,2799,,2.1417725869741546,,,,,62,analytic_cv,amp_rise_shape,0.1,0.0,14.0
,,,2841,,1.3629284177956842,,,,,62,analytic_cv,amp_rise_shape,0.1,1.0,14.0
,,,3399,,1.3805338115877064,,,,,62,analytic_cv,amp_rise_shape,0.1,2.0,14.0
,,,0,,1.6284116054525148,,,,,62,analytic_cv,amp_rise_shape,0.1,-1.0,14.0
,,,2799,,2.133433949061296,,,,,62,analytic_cv,amp_rise_shape,1.0,0.0,14.0
,,,2841,,1.3613596886289896,,,,,62,analytic_cv,amp_rise_shape,1.0,1.0,14.0
,,,3399,,1.4007932709086452,,,,,62,analytic_cv,amp_rise_shape,1.0,2.0,14.0
,,,0,,1.6318623028663104,,,,,62,analytic_cv,amp_rise_shape,1.0,-1.0,14.0
,,,2799,,2.1202144931131905,,,,,62,analytic_cv,amp_rise_shape,10.0,0.0,14.0
,,,2841,,1.3644734323231127,,,,,62,analytic_cv,amp_rise_shape,10.0,1.0,14.0
,,,3399,,1.4204603178045132,,,,,62,analytic_cv,amp_rise_shape,10.0,2.0,14.0
,,,0,,1.6350494144136054,,,,,62,analytic_cv,amp_rise_shape,10.0,-1.0,14.0
,,,2799,,2.0907996040065964,,,,,62,analytic_cv,amp_rise_shape,100.0,0.0,14.0
,,,2841,,1.325418763640259,,,,,62,analytic_cv,amp_rise_shape,100.0,1.0,14.0
,,,3399,,1.3979025952045339,,,,,62,analytic_cv,amp_rise_shape,100.0,2.0,14.0
,,,0,,1.6047069876171296,,,,,62,analytic_cv,amp_rise_shape,100.0,-1.0,14.0
,,,2799,,2.2416839891859146,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0
,,,2841,,1.509797108240996,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0
,,,3399,,1.4685559998348967,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0
,,,0,,1.7400123657539357,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0
,,,2799,,2.2538860677675916,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0
,,,2841,,1.50155031046404,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0
,,,3399,,1.472396191543514,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0
,,,0,,1.742610856591715,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0
,,,2799,,2.255919247574264,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0
,,,2841,,1.495975562913599,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0
,,,3399,,1.4740009333577828,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0
,,,0,,1.7419652479485486,,,,,62,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0
,,,2799,,2.2388842707371444,,,,,62,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0
,,,2841,,1.4745765669571171,,,,,62,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0
,,,3399,,1.4566640615692974,,,,,62,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0
,,,0,,1.7233749664211864,,,,,62,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0
,,,2799,,2.226188357359466,,,,,62,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0
,,,2841,,1.452612364873545,,,,,62,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0
,,,3399,,1.458510350423195,,,,,62,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0
,,,0,,1.7124370242187352,,,,,62,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0
,,,2799,,2.2025669003484802,,,,,62,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0
,,,2841,,1.4361913693487487,,,,,62,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0
,,,3399,,1.475062676025951,,,,,62,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0
,,,0,,1.7046069819077267,,,,,62,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0
le500,2.0,train,10350,-1.3586769599300457,4.130086289966432,6.8213326289005805,0.20714975845410627,222.09195903083128,1.1391331036901275,63,traditional_scan,,,,
le500,2.0,heldout,1110,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,63,traditional_scan,,,,
cfd10,2.0,train,10350,-2.715561075070255,3.2231364051533062,6.80848679467583,0.04463768115942029,320.726026590193,19.605265961712217,63,traditional_scan,,,,
cfd10,2.0,heldout,1110,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,63,traditional_scan,,,,
cfd20,2.0,train,10350,-2.7864908292375095,3.1242645730659313,6.16216829951675,0.057004830917874394,289.26470608378787,15.455538172141283,63,traditional_scan,,,,
cfd20,2.0,heldout,1110,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,63,traditional_scan,,,,
cfd30,2.0,train,10350,-2.685840819226202,3.2267608464810174,6.2514534247349625,0.08927536231884058,267.33727089844774,14.432396629587474,63,traditional_scan,,,,
cfd30,2.0,heldout,1110,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,63,traditional_scan,,,,
cfd40,2.0,train,10350,-2.451788590258566,3.386902345949777,6.335876110637654,0.1132367149758454,189.09422019412008,10.459719160194517,63,traditional_scan,,,,
cfd40,2.0,heldout,1110,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,63,traditional_scan,,,,
cfd50,2.0,train,10350,-2.1366796872021183,3.575320247027155,6.771280308962895,0.14347826086956522,202.5710016168593,7.120508776982332,63,traditional_scan,,,,
cfd50,2.0,heldout,1110,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,63,traditional_scan,,,,
template_phase,2.0,train,10350,-3.524984349437311,2.7624921747186413,3.2852600809794676,0.07256038647342995,1.4112900572333398,131.669053691962,63,traditional_scan,,,,
template_phase,2.0,heldout,1110,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828,63,traditional_scan,,,,
of_1_9,2.0,train,10350,-3.170537098102354,3.38627229042713,3.8166929711544517,0.15681159420289856,165.1695352548591,11.790364758271172,63,traditional_scan,,,,
of_1_9,2.0,heldout,1110,-3.206599544767329,3.604826933548911,3.8391146962395295,0.16306306306306306,1.0863256186759014,2.254953731032266,63,traditional_scan,,,,
