axis,level,n_positive,traditional_failure_rate,failure_rate_ci_low,failure_rate_ci_high,time_rms_ns,charge_fractional_bias,charge_fractional_res68,bad_recovery_odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high
amplitude_ratio,0.25,150,0.8,0.7466666666666667,0.8533333333333334,21.380649022490505,0.038076681505315284,0.16401895073338177,2.2039978481836973,1.6458844448445835,3.155364314400459
amplitude_ratio,0.50,142,0.7112676056338029,0.7014925373134329,0.72,18.093244486290853,0.001820563711349755,0.11307838713254459,1.193161625432036,1.1551956048119731,1.2218597063621532
amplitude_ratio,0.75,133,0.631578947368421,0.6285714285714286,0.6349206349206349,14.806061727082884,-0.012129856552113578,0.11520690189660998,0.7473351021738118,0.6980988230809548,0.8010514285714285
amplitude_ratio,1.00,175,0.5942857142857143,0.5862068965517241,0.6022727272727273,15.216426097787647,-0.019809255851359134,0.08190880266176512,0.5764824373662344,0.493599171977992,0.6693999927753495
separation_ns,5,142,0.6830985915492958,0.6307692307692307,0.7272727272727273,21.769197594556147,0.017802572268617062,0.1267720274345034,1.0045714285714287,0.6799068641718111,1.4542766846773372
separation_ns,10,66,0.6818181818181818,0.6666666666666666,0.6944444444444444,17.754470015919576,0.023885738778808865,0.08912539513446663,0.989919290522219,0.8481812030801946,1.1430337612933903
separation_ns,15,61,0.6557377049180327,0.5714285714285714,0.7272727272727273,18.03977073516632,0.001820563711349755,0.1071651749298987,0.8692135821506121,0.6353667654307313,1.1639858481963745
separation_ns,20,74,0.7972972972972973,0.65625,0.9047619047619048,16.704592941586426,0.018957208205497254,0.10746835502111912,1.9330449588145966,0.9404927940492794,4.5854014598540145
separation_ns,30-40,130,0.7153846153846154,0.6617647058823529,0.7741935483870968,15.253554406469357,-0.02641042562715097,0.11190516751023093,1.2171248025276462,0.8087101684096824,1.9181574626220723
separation_ns,50-60,127,0.5905511811023622,0.5230769230769231,0.6612903225806451,14.256480774193852,-0.026862110109003,0.12197690922311422,0.5997437540038437,0.4565293233082707,0.8105060746438248
saturation_boundary,below_saturation_proxy,558,0.6863799283154122,0.6690909090909091,0.7031802120141343,17.56566839529807,-0.0022359437754174176,0.11980778152842379,1.3605870020964361,1.1493782929399368,1.6727943837301875
saturation_boundary,near_saturation_proxy,42,0.6190476190476191,0.5882352941176471,0.64,16.983124475462194,0.009215239119209077,0.06096330299280096,0.7349768875192604,0.597802102712759,0.8700355715281088
baseline_excursion,lt20,169,0.6390532544378699,0.5647058823529412,0.7142857142857143,15.497029733449779,-0.0033360538496823608,0.10733356983701302,0.7636209197912874,0.5381139727355881,1.119497832806645
baseline_excursion,20-50,258,0.6666666666666666,0.6299212598425197,0.7022900763358778,17.949667881598813,0.009092035259245616,0.10893225073812562,0.8858533617280194,0.581468177212858,1.3298568717729955
baseline_excursion,50-80,98,0.7653061224489796,0.76,0.7708333333333334,18.75980544070178,-0.0076398864441347995,0.1293893707244224,1.6183888305823235,1.4449873380008937,1.8102092904543134
baseline_excursion,ge80,75,0.72,0.6388888888888888,0.7948717948717948,18.71240100082329,-0.012073910731652211,0.18056969499591652,1.2157459196022635,0.863746440641882,1.769093459135535
peak_sample_phase,nominal,26,0.7307692307692307,0.6666666666666666,0.7857142857142857,23.33845431809855,0.0286739352927276,0.12845246454841958,1.22842509603073,0.9718503786430047,1.5408866039383062
peak_sample_phase,late,173,0.6358381502890174,0.6091954022988506,0.6627906976744186,18.786465861836614,0.0006485870200939317,0.07176735826192876,0.7466118070800415,0.6995030547878999,0.8002610416403519
peak_sample_phase,edge,401,0.6982543640897756,0.6915422885572139,0.705,16.457845720201917,-0.00442745253342305,0.13072861503776004,1.2568282568282567,1.1264895442110632,1.3969510695844602
residual_tail_shape,fast_tail,217,0.5944700460829493,0.5673076923076923,0.6194690265486725,16.80874434344528,-0.0008311597564299649,0.08829448554142355,0.5399256775129158,0.5121693639074952,0.5628106806695655
residual_tail_shape,balanced_tail,229,0.7030567685589519,0.6929824561403509,0.7130434782608696,16.16876826058272,-0.006703737300506964,0.11321205231852158,1.1717164299666614,1.1323544617929893,1.209870585654749
residual_tail_shape,slow_tail,154,0.7727272727272727,0.7560975609756098,0.7916666666666666,20.322857830846647,0.0032511709674355894,0.16832458308772438,1.813459067658966,1.7844082780791641,1.8801313628899836
