method,family,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high
amplitude_binned_asymmetric_template_fit,traditional,0.7010932832269011,0.6900027777777779,17.52470031780755,12.396261371776145,-0.0011020487411117288,0.11604568918450028,0.02,1200,600,0.69520278216563,0.709794975995745,17.30787638633881,17.735997185182935,-0.004271073591533359,0.0010162307812544556,0.11437177104521673,0.11716528562410672,0.013333333333333334,0.02666666666666667
ridge_logistic_plus_ridge_regression,ml,0.8353569116369727,0.8236166666666667,8.550455318664344,6.4437140271401745,-0.01720167155744436,0.07183113044817624,0.30833333333333335,1200,600,0.8163109380145357,0.8537220472412678,8.484195044324027,8.615891144939201,-0.020901398102075867,-0.014414806145041571,0.06857878175032989,0.07433549786357606,0.30666666666666664,0.31
hist_gradient_boosted_trees,ml,0.8840996900267728,0.869525,7.2671899547017365,4.229759085681938,-0.009502401829094446,0.060563094130655616,0.2733333333333333,1200,600,0.8819625251339386,0.8872375528484167,6.861415740966915,7.641297402813332,-0.01672997881114255,-0.0019569357070497078,0.05494527416189623,0.06734552995565134,0.2633333333333333,0.2833333333333333
compact_mlp_classifier_regressor,ml,0.8421110126086868,0.8310583333333335,9.101093421572102,7.073685358584028,-0.002392470890637514,0.07306776100460603,0.32166666666666666,1200,600,0.8242628123454849,0.8625667008537916,9.05088325657878,9.152266779100605,-0.009453075442058282,0.0012274122416756842,0.06684006427586431,0.07670649965501103,0.31333333333333335,0.33
one_dimensional_cnn,nn,0.7877863140976755,0.7842944444444444,10.85825598063337,9.43274731072837,-0.041987021070584184,0.07871655053092227,0.41833333333333333,1200,600,0.7768650523953357,0.7964724521868778,10.693890312831314,11.013847951526886,-0.04858331164124553,-0.04068265991911966,0.07436637176738153,0.08485102099070174,0.4066666666666667,0.43
attention_waveform_encoder,new_architecture,0.8096818607237553,0.8052527777777778,11.338150178029833,9.189525840262586,-0.04695253419110781,0.08896567507475195,0.29333333333333333,1200,600,0.7953016186094221,0.8215071625193493,11.329611931730014,11.34676283905306,-0.05050012291269976,-0.04159869137004691,0.08372359451527436,0.08966995106262896,0.29,0.2966666666666667
