method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.023113700812691026,0.04025337031633583,0.29118947394958444,"[0.03909063074416809, 0.04166270646397291]","[-0.02687653319684303, -0.018014970753221716]","[0.2568443095349381, 0.3391867736235445]"
gradient_boosted_trees,ml_tree,332852,-0.015787186893895227,0.054644061178510756,0.2659598586813479,"[0.04630124694856067, 0.07158043296537639]","[-0.019561943349272727, -0.007036605802555663]","[0.23217124768603611, 0.3180690499172531]"
range_gated_residual_mlp_new,neural_physics_residual,332852,0.002550813637886247,0.05964215928806313,0.2646267977068294,"[0.0519108659442977, 0.07265999321341542]","[-0.003809931037204002, 0.011639299641855004]","[0.23166538484614316, 0.3055935202710917]"
ridge,ml_linear,332852,-0.020505419642741086,0.09739160802587103,0.38417410796205964,"[0.08582062347476088, 0.1244965435362138]","[-0.031124954236400045, 0.0014110399341481306]","[0.34860560289025627, 0.4361831928320558]"
1d_cnn,neural_waveform,332852,0.02034076869281241,0.09844767176138398,0.427068110925083,"[0.0810540765984085, 0.13887120750298126]","[0.01569488284746353, 0.02446265702872313]","[0.3744185409186292, 0.5113595734162124]"
attention_transformer_new,neural_attention,332852,0.029922397480961562,0.11955886978800315,0.46619368666575384,"[0.109589557514652, 0.13959686272892774]","[0.02179765595562293, 0.0425978292892081]","[0.43498797981363724, 0.5138841565435653]"
mlp,neural_tabular,332852,0.029891381914285392,0.1642689807300548,0.6368340019746107,"[0.11594106056627754, 0.25172027125876384]","[0.024614748873119045, 0.038898333297817896]","[0.5532436459894249, 0.763692432709338]"
old_power_law,traditional_empirical,332852,-0.2976703866545237,0.4623615639310573,2.111640759257019,"[0.44663903226893303, 0.573437512587428]","[-0.3516335854168301, -0.11349686761374789]","[1.9710852897705116, 2.205063149429585]"
