component,n_pairs,median_ns,sigma68_ns,rms_ns,core_sigma_ns,core_chi2_ndf,central_abs_lt_1ns,central_abs_lt_2ns,log_amp_sum_median,log_amp_diff_median,peak_left_median,peak_right_median,tail_left_median,tail_right_median
run63,28,-0.31352281316334896,1.8243369124501525,1.5905917070810784,3.4157949194572854,0.4073495563233495,0.4642857142857143,0.7142857142857143,15.029244759420276,0.02847847037989837,7.0,7.5,0.3809051043622671,0.41717533770925985
non_run63,99,-0.6804262448392961,1.679947713573198,1.7763682233153673,3.2254281857279934,1.0105109249854456,0.43434343434343436,0.696969696969697,15.129186913302132,0.17212012604177662,7.0,8.0,0.3933914187078744,0.44668979037852513
all_sample_iv,127,-0.5260384564236205,1.7936260637771233,1.7370391554518416,1.9921764037756304,1.5356428333968881,0.4094488188976378,0.7086614173228346,15.11733467431784,0.13242703028146874,7.0,8.0,0.3922266514806378,0.44176136363636365
