run,event,stave,channel,baseline,amplitude,duplicate_amplitude,peak_sample,area,positive_area,tail_fraction,pretrigger_slope,cfd20_sample,cfd50_sample,cfd80_sample,rise_time_sample,late_peak_sample,pileup_separation_sample,late_peak_prominence,flat_top_samples,w00,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,target_onset_residual_ns,raw_cfd50_residual_ns,split,energy_bin,pedestal_drift_abs,pedestal_drift_bin,pulse_shape_class,pileup_separation_bin,saturation_onset_bin,pid_sideband,d1_00,d1_01,d1_02,d1_03,d1_04,d1_05,d1_06,d1_07,d1_08,d1_09,d1_10,d1_11,d1_12,d1_13,d1_14,d1_15,d1_16,d2_00,d2_01,d2_02,d2_03,d2_04,d2_05,d2_06,d2_07,d2_08,d2_09,d2_10,d2_11,d2_12,d2_13,d2_14,d2_15,max_rise_slope,max_fall_slope,onset_slope_sum,late_slope_sum,curvature_peak,curvature_energy,derivative_centroid,curvature_centroid,pretrigger_derivative_rms,late_curvature_rms,derivative_onset_bin,curvature_energy_bin,late_tail_morphology,event_key,slew_hysteresis_index,pedestal_memory_index,shape_residual_proxy,slew_hysteresis_bin,pedestal_memory_bin,shape_residual_bin
42,3811,B2,0,6761.0,4481.0,19.0,6,39353.0,39361.0,0.3032189222834786,24.0,3.876706827309237,4.444990892531876,4.93471766848816,1.0580108411789229,10,4,0.8207989288105334,1,-0.000223164472216,0.000223164472216,-0.0015621513055121,0.0051327828609685,0.2274045971881276,0.8399910734211113,1.0,0.8852934612809641,0.7217139031466191,0.8127650078107566,0.8207989288105334,0.807185896005356,0.7386744030350368,0.6460611470653872,0.404374023655434,0.3302834188797143,0.2860968533809417,0.2579781298817228,-0.2910390658285378,-0.3541347545934048,heldout,q4_high,4.0,low,nominal,mid,linear,central,0.000446328944432,-0.0017853157777281,0.0066949341664806,0.2222718143271591,0.6125864762329837,0.1600089265788886,-0.1147065387190359,-0.163579558134345,0.0910511046641374,0.0080339209997768,-0.0136130328051774,-0.0685114929703191,-0.0926132559696496,-0.2416871234099531,-0.0740906047757197,-0.0441865654987725,-0.0281187234992189,-0.0022316447221602,0.0084802499442088,0.2155768801606784,0.3903146619058245,-0.452577549654095,-0.2747154652979245,-0.048873019415309,0.2546306627984824,-0.0830171836643606,-0.0216469538049542,-0.0548984601651416,-0.0241017629993305,-0.1490738674403035,0.1675965186342334,0.0299040392769471,0.0160678419995536,0.6125864762329837,-0.2416871234099531,1.0015621513055122,0.0080339209997768,0.452577549654095,0.608835410648775,7.129376650212377,6.003763987792473,0.1111901166355776,0.0890644747526334,sharp,curved,compact,42:3811:B2,-0.9840848796618734,0.1111901166355776,0.1693540319827228,mid,high,mid
42,9439,B2,0,6750.5,2493.5,6.5,7,18133.0,18139.0,0.2033188158112354,6.0,4.009445585215606,4.777464065708418,5.648717948717949,1.639272363502343,9,2,0.8187286946059755,1,-0.0010026067776218,0.0010026067776218,-0.0014036494886705,0.0014036494886705,0.1963104070583517,0.5869260076198115,0.9153799879687188,1.0,0.932624824543814,0.8187286946059755,0.7192701022658913,0.6238219370362944,0.5031080810106277,0.3559254060557449,0.2219771405654702,0.1453779827551634,0.1257268899137758,0.126930018046922,1.0363485132351524,2.970596977172022,heldout,q2,6.5,low,compact,close,linear,central,0.0020052135552436,-0.0024062562662923,0.002807298977341,0.1949067575696811,0.3906156005614598,0.3284539803489071,0.0846200120312813,-0.0673751754561861,-0.1138961299378383,-0.0994585923400842,-0.0954481652295968,-0.1207138560256667,-0.1471826749548827,-0.1339482654902747,-0.0765991578103068,-0.0196510928413876,0.0012031281331461,-0.0044114698215359,0.0052135552436334,0.19209945859234,0.1957088429917786,-0.0621616202125526,-0.2438339683176258,-0.1519951874874674,-0.0465209544816522,0.0144375375977541,0.0040104271104873,-0.0252656907960698,-0.0264688189292159,0.0132344094646079,0.0573491076799679,0.0569480649689191,0.0208542209745337,0.3906156005614598,-0.1471826749548827,1.0014036494886709,0.0012031281331461,0.2438339683176258,0.1725421327052502,7.313792368364955,5.704366499642091,0.0974760688893636,0.0348406318916027,sharp,smooth,compact,42:9439:B2,-0.9975999990049937,0.0974760688893636,0.266939245960802,mid,high,high
42,13787,B2,0,6746.5,2952.5,8.5,8,22690.0,22698.0,0.2760595647193585,-3.0,4.735570469798658,5.524961890243903,6.3361075544174135,1.6005370846187557,9,0,0.9708721422523284,1,-0.0008467400508044,0.0011854360711261,0.0008467400508044,-0.0018628281117696,0.0143945808636748,0.2667231160033869,0.7110922946655377,0.9756138865368332,1.0,0.9708721422523284,0.8746824724809483,0.7500423370025402,0.6572396274343777,0.5285351397121084,0.3825571549534293,0.2541913632514818,0.171549534292972,0.1281964436917866,8.29759735906567,10.445575222526866,heldout,q2,10.5,low,nominal,none,linear,central,0.0020321761219305,-0.0003386960203217,-0.002709568162574,0.0162574089754445,0.2523285351397121,0.4443691786621507,0.2645215918712955,0.0243861134631667,-0.0291278577476714,-0.0961896697713802,-0.1246401354784081,-0.0928027095681625,-0.1287044877222692,-0.1459779847586791,-0.1283657917019475,-0.0826418289585097,-0.0433530906011854,-0.0023708721422523,-0.0023708721422523,0.0189669771380186,0.2360711261642675,0.1920406435224386,-0.1798475867908552,-0.2401354784081287,-0.0535139712108382,-0.0670618120237087,-0.0284504657070279,0.0318374259102456,-0.0359017781541067,-0.0172734970364098,0.0176121930567316,0.0457239627434377,0.0392887383573242,0.4443691786621507,-0.1459779847586791,1.00186282811177,0.0,0.2401354784081287,0.1977062450125864,8.293852532900667,6.125840807174889,0.00830496178509,0.0324143644017187,sharp,smooth,compact,42:13787:B2,-0.9999999990018593,0.00830496178509,0.24177513365346578,low,mid,high
42,12808,B2,0,6780.0,8288.0,201.5,5,63753.0,63789.0,0.3081879320886046,357.0,3.2881181472365184,3.844484224658761,4.519396926645404,1.231278779408886,9,4,0.5444015444015444,1,0.0015685328185328,-0.0015685328185328,-0.0027750965250965,0.0446428571428571,0.5838561776061776,1.0,0.9070945945945946,0.6657818532818532,0.5803571428571429,0.5444015444015444,0.5121862934362934,0.4846766409266409,0.4069739382239382,0.380550193050193,0.3456805019305019,0.4080598455598455,0.4376206563706564,0.3930984555984556,-6.176925866555725,-6.359201433324557,heldout,q4_high,23.0,mid,nominal,mid,near_saturation,central,-0.0031370656370656,-0.0012065637065637,0.0474179536679536,0.5392133204633205,0.4161438223938224,-0.0929054054054053,-0.2413127413127413,-0.0854247104247103,-0.0359555984555984,-0.032215250965251,-0.0275096525096524,-0.0777027027027026,-0.0264237451737451,-0.0348696911196911,0.0623793436293436,0.0295608108108108,-0.0445222007722008,0.0019305019305019,0.0486245173745173,0.4917953667953668,-0.123069498069498,-0.5090492277992278,-0.148407335907336,0.155888030888031,0.0494691119691118,0.0037403474903474,0.0047055984555985,-0.0501930501930502,0.0512789575289575,-0.0084459459459459,0.0972490347490347,-0.0328185328185327,-0.0740830115830116,0.5392133204633205,-0.2413127413127413,1.0027750965250966,0.0919401544401544,0.5090492277992278,0.5885600436645623,5.782028051808604,5.152421931025491,0.2706523435479199,0.0551168549458778,sharp,curved,late_derivative_bump,42:12808:B2,-0.8320290965616823,0.2706523435479199,0.14907866499851008,high,high,mid
42,3456,B2,0,8469.5,1223.5,2635.5,4,-8145.0,5134.5,-1.7345408511052682,2726.0,1.7020644095788606,2.0102291325695583,2.6109656301145665,0.908901220535706,9,0,-0.3044544340008173,2,-1.2337556191254595,-0.494891704127503,0.494891704127503,0.9942787086228034,1.0,0.8651409889660809,0.5553739272578668,0.2611360850020433,0.0257458111973845,-0.3044544340008173,-0.6338373518594197,-0.9076420106252554,-1.0686554965263588,-1.1479362484675113,-1.163465467919902,-1.2125051082958724,-1.298324478953821,-1.388230486309767,-22.0374632431323,-24.70175235421658,heldout,q1_low,1712.5,high,compact,none,near_saturation,high_duplicate,0.7388639149979567,0.989783408255006,0.4993870044953004,0.0057212913771965,-0.134859011033919,-0.3097670617082141,-0.2942378422558235,-0.2353902738046587,-0.3302002451982019,-0.3293829178586023,-0.2738046587658357,-0.1610134859011034,-0.0792807519411524,-0.0155292194523906,-0.0490396403759705,-0.0858193706579486,-0.0899060073559459,0.2509194932570494,-0.4903964037597057,-0.4936657131181038,-0.1405803024111156,-0.174908050674295,0.0155292194523906,0.0588475684511647,-0.0948099713935431,0.0008173273395995,0.0555782590927666,0.1127911728647322,0.0817327339599509,0.0637515324887618,-0.0335104209235799,-0.0367797302819781,-0.0040866366979972,0.989783408255006,-0.3302002451982019,0.505108295872497,0.0,0.4936657131181038,0.639252187235765,4.800530503978779,3.7957364341085262,0.6661477301576609,0.064417928654341,slow,curved,compact,42:3456:B2,-0.9999999980202265,0.6661477301576609,0.19977080856971285,mid,high,mid
42,6999,B2,0,6792.0,3317.0,22.0,7,26429.0,26459.0,0.2949091046524812,-39.0,5.033521657250471,5.65819209039548,6.404488330341113,1.370966673090642,10,3,0.9879409104612602,2,0.0141694302080192,-0.0024118179077479,-0.0066324992463069,0.0024118179077479,0.0132649984926138,0.1839011154657823,0.6641543563460959,1.0,0.9819113656918904,0.899608079589991,0.9879409104612602,0.8769972867048538,0.7141995779318662,0.5628580042206813,0.41483268013265,0.2815797407295749,0.2125414531202894,0.1664154356346096,11.277109233583804,11.77787722404264,heldout,q3,35.0,high,nominal,close,near_saturation,central,-0.0165812481157672,-0.0042206813385589,0.0090443171540548,0.0108531805848658,0.1706361169731685,0.4802532408803135,0.3358456436539041,-0.0180886343081096,-0.0823032861018993,0.0883328308712692,-0.1109436237564064,-0.1627977087729876,-0.1513415737111848,-0.1480253240880313,-0.1332529394030751,-0.0690382876092855,-0.0461260174856798,0.0123605667772083,0.0132649984926138,0.0018088634308109,0.1597829363883026,0.309617123907145,-0.1444075972264094,-0.3539342779620138,-0.0642146517937896,0.1706361169731685,-0.1992764546276756,-0.0518540850165811,0.0114561350618027,0.0033162496231535,0.0147723846849562,0.0642146517937895,0.0229122701236056,0.4802532408803135,-0.1627977087729876,1.006632499246307,0.0883328308712692,0.3539342779620138,0.3484975081547456,8.349459979286879,6.450943396226414,0.0110944033371463,0.0822964233040669,sharp,moderate,late_derivative_bump,42:6999:B2,-0.8386563868992777,0.0110944033371463,0.09098387051130657,high,mid,low
42,14302,B2,0,6764.5,3924.5,16.5,7,33223.0,33241.0,0.3485153876237177,-57.0,4.928998699609883,5.50528802880288,6.0904982618771735,1.1614995622672906,11,4,0.9146388074914,1,0.0149063574977704,-0.0003822142948146,-0.0042043572429608,0.0003822142948146,0.0179640718562874,0.2139126003312524,0.7800993757166518,1.0,0.910816664543254,0.7706714231112244,0.8947636641610396,0.9146388074914,0.9008790928780736,0.694738183208052,0.4712702255064339,0.3464135558669894,0.2822015543381322,0.2564657918206141,10.23187965717792,10.24883660811664,heldout,q3,7.5,low,nominal,mid,linear,central,-0.015288571792585,-0.0038221429481462,0.0045865715377755,0.0175818575614727,0.1959485284749649,0.5661867753853994,0.2199006242833482,-0.089183335456746,-0.1401452414320295,0.1240922410498152,0.0198751433303605,-0.0137597146133264,-0.2061409096700216,-0.2234679577016181,-0.1248566696394445,-0.0642120015288571,-0.0257357625175181,0.0114664288444387,0.0084087144859217,0.0129952860236972,0.1783666709134921,0.3702382469104344,-0.3462861511020512,-0.3090839597400943,-0.0509619059752834,0.2642374824818447,-0.1042170977194546,-0.033634857943687,-0.1923811950566951,-0.0173270480315964,0.0986112880621735,0.0606446681105873,0.0384762390113389,0.5661867753853994,-0.2234679577016181,1.004204357242961,0.1439673843801757,0.3702382469104344,0.5213132881221993,8.134176587301592,6.872311991252583,0.0120260920289608,0.0957568653285659,sharp,moderate,late_derivative_bump,42:14302:B2,-0.7492232572258487,0.0120260920289608,0.08183190945614716,high,mid,low
42,4886,B2,0,6753.0,7714.0,5.0,6,59535.0,59552.0,0.3406602632993014,23.0,4.125395600154381,4.571979930528753,5.05869432580842,0.9332987256540396,9,3,0.6047446201711174,1,-0.0020741508944775,0.0001296344309048,-0.0001296344309048,0.0009074410163339,0.1157635467980295,0.7875291677469536,1.0,0.8476795436868032,0.6278195488721805,0.6047446201711174,0.5661135597614726,0.5394088669950738,0.4836660617059891,0.4274047186932849,0.4032927145449831,0.3966813585688359,0.4599429608504018,0.458905885403163,2.195848662622897,0.9157556253753718,heldout,q4_high,4.0,low,nominal,close,near_saturation,low_duplicate,0.0022037853253824,-0.0002592688618096,0.0010370754472387,0.1148561057816956,0.671765620948924,0.2124708322530464,-0.1523204563131968,-0.2198599948146227,-0.023074928701063,-0.0386310604096448,-0.0267046927663987,-0.0557428052890847,-0.0562613430127041,-0.0241120041483017,-0.0066113559761472,0.0632616022815659,-0.0010370754472388,-0.0024630541871921,0.0012963443090484,0.1138190303344568,0.5569095151672284,-0.4592947886958776,-0.3647912885662432,-0.0675395385014259,0.1967850661135596,-0.0155561317085817,0.011926367643246,-0.0290381125226859,-0.0005185377236194,0.0321493388644024,0.0175006481721545,0.0698729582577132,-0.0642986777288047,0.671765620948924,-0.2198599948146227,1.000129634430905,0.0632616022815659,0.5569095151672284,0.7220051808062529,5.992316050915865,5.203920553794397,0.0574411099538527,0.0402529893027185,nominal,curved,compact,42:4886:B2,-0.8810191385107666,0.0574411099538527,0.2825238021402007,mid,high,high
42,3103,B2,0,6757.5,5613.5,13.5,6,49394.0,49402.0,0.3373547629650621,25.0,3.742395693135936,4.345893141945774,4.793540669856459,1.051144976720524,9,3,0.7108755678275586,1,-0.0009797808853656,0.0004453549478934,-0.0004453549478934,0.003473768593569,0.2681927496214483,0.9383628752115436,1.0,0.8475104658412755,0.6791662955375434,0.7108755678275586,0.701434042932217,0.682194709183219,0.6050592322080698,0.5699652623140643,0.531308452836911,0.549657076690122,0.3984145363854992,0.3145096642023693,-1.6341504075615545,-1.3451122604544263,heldout,q4_high,0.5,low,nominal,close,linear,central,0.0014251358332591,-0.0008907098957869,0.0039191235414625,0.2647189810278792,0.6701701255900954,0.0616371247884564,-0.1524895341587244,-0.1683441703037321,0.0317092722900151,-0.0094415248953415,-0.019239333748998,-0.0771354769751492,-0.0350939698940054,-0.0386568094771533,0.018348623853211,-0.1512425403046227,-0.0839048721831299,-0.002315845729046,0.0048098334372494,0.2607998574864166,0.4054511445622161,-0.608533000801639,-0.2141266589471808,-0.0158546361450077,0.2000534425937473,-0.0411507971853567,-0.0097978088536564,-0.0578961432261512,0.0420415070811437,-0.0035628395831478,0.0570054333303643,-0.1695911641578337,0.0673376681214928,0.6701701255900954,-0.1683441703037321,1.0004453549478936,0.018348623853211,0.608533000801639,0.7323377570972787,6.741508118338479,5.72598334295374,0.1323766622388871,0.0772503227362441,nominal,curved,compact,42:3103:B2,-0.9639797157874979,0.1323766622388871,0.29285637843122647,mid,high,high
42,1361,B2,0,6736.5,7225.5,16.5,6,58594.0,58610.0,0.3458283569356765,12.0,3.901262626262626,4.42208814270724,4.876998950682057,0.9757363244194308,9,3,0.6218946785689572,1,0.0007611929970244,-0.0007611929970244,-0.0014531866306829,0.0024219777178049,0.22164556086084,0.8811154937374576,1.0,0.8186976679814546,0.5724863331257353,0.6218946785689572,0.5955989204899315,0.5917237561414435,0.511590893363781,0.4527714345028025,0.4270292713307037,0.4538786243166562,0.4994118054113902,0.4605217631997785,-0.0454810762946467,-0.5831622528397595,heldout,q4_high,20.5,mid,nominal,close,near_saturation,central,-0.0015223859940488,-0.0006919936336585,0.0038751643484879,0.219223583143035,0.6594699328766175,0.1188845062625424,-0.1813023320185454,-0.2462113348557193,0.0494083454432219,-0.0262957580790257,-0.003875164348488,-0.0801328627776624,-0.0588194588609785,-0.0257421631720988,0.0268493529859525,0.0455331810947339,-0.0388900422116116,0.0008303923603902,0.0045671579821465,0.215348418794547,0.4402463497335824,-0.540585426614075,-0.3001868382810878,-0.0649090028371739,0.2956196802989412,-0.0757041035222476,0.0224205937305377,-0.0762576984291744,0.0213134039166839,0.0330772956888796,0.0525915161580513,0.0186838281087814,-0.0844232233063456,0.6594699328766175,-0.2462113348557193,1.001453186630683,0.0723825340806865,0.540585426614075,0.7380018869863348,6.147250193648335,5.470555623999015,0.1096321038965125,0.0508618884930893,sharp,curved,compact,42:1361:B2,-0.8651888121856653,0.1096321038965125,0.29852050832028265,high,high,high
