ablation,n_features,fit_rows,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_derivative_features,33,6000,4.232374154822075,3.5880270106187857,4.773372371300234,-0.9992001568817708,0.27021587998536406,-0.022274091760527526
full_derivative_gradient_boosted_trees,76,6000,4.254648246582603,3.6451683375236255,4.764254372003839,-0.9653400339089089,0.27277716794731066,0.0
amplitude_cfd_no_derivative,5,6000,4.8718613846419245,4.031615631143808,5.849231265272053,-0.6089573314980158,0.3205268935236004,0.6172131380593218
derivative_only,43,6000,4.898066484996507,4.225177970229259,5.900140841372459,-0.6765847831245054,0.32510062202707646,0.6434182384139042
onset_derivative_window_only,14,6000,5.160978674546888,4.461868033810023,6.252877016011331,-1.021366943168868,0.3640687888766923,0.906330427964285
late_tail_curvature_window_only,17,6000,5.9912227499836685,5.330464412689835,6.9802295539766765,-0.23279444925146664,0.3911452616172704,1.7365745034010658
pretrigger_derivative_only,7,6000,17.641119058871787,16.276000425001886,18.372082266045368,-4.827576989334576,0.6353823637028906,13.386470812289184
