method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_derivative,-0.8496654081184727,-2.081060951847692,0.5066262663193462,2.6242955166467707,2.0958019900001403,3.101143900929061,4.089212646262539,2.3827885015627133,6.222299501107777,0.16611781924624955,0.10894938674391808,0.22761465580088366,0.04079765825100622,0.0042494911692869805,0.10598730113755923
ridge,traditional_cfd_template_derivative,-0.7430686703307552,-1.5557132993922795,0.2605220235496037,3.029866919430355,2.466508426686809,3.867087794883064,4.35320934230532,2.613638940914907,6.431431485239176,0.22155140870837908,0.15469953915996754,0.29387344310872343,0.04445664105378705,0.007426212265544266,0.11127397552383718
mlp,traditional_cfd_template_derivative,-1.336300841278808,-2.322322794829131,-0.0979643308859798,3.3102220671739344,2.691892741543952,3.8568107878736844,4.466097767928297,2.934932610201126,6.350508676168903,0.24496889864617635,0.19511562972854973,0.2933621651464786,0.050493962678375415,0.011868474642941138,0.11426478666910822
derivative_gate_transformer_new,traditional_cfd_template_derivative,-1.4819855688550831,-2.6522395227684394,-0.31838102516164635,3.752237064942115,3.243281046118465,4.795418786247591,5.614898750198917,3.9987853085250933,7.735695392169919,0.3159531650201244,0.27242472630600995,0.372679013946747,0.07372850347603366,0.03415833337745983,0.1466745913419564
1d_cnn,traditional_cfd_template_derivative,0.07261664618820449,-0.8766962690101034,1.1127863036339039,4.33725825041112,3.739500574074342,5.243828755894216,6.538835344153897,5.274393163631178,7.965438697888488,0.3446761800219539,0.29385781865392907,0.404435694365311,0.12111233077204538,0.08357213631952293,0.17324706562991424
compact_waveform_transformer,traditional_cfd_template_derivative,-0.5346579314091399,-1.2841560803035454,0.30247584871578537,5.295381126232675,4.8232573747093275,6.14331233725612,6.320688077944185,5.165746818592679,7.751864520446745,0.420234174899378,0.39767145715845004,0.4403945194300127,0.11873399195023783,0.07608774574533093,0.17147523135547088
