stratum,value,method,amplitude_bias,amplitude_sigma68,width50_bias_samples,width50_sigma68_samples,tail_fraction_bias,tail_fraction_sigma68,energy_bias,energy_sigma68,n_accepted_positive,amplitude_bias_ci_low,amplitude_bias_ci_high,amplitude_sigma68_ci_low,amplitude_sigma68_ci_high,width50_bias_samples_ci_low,width50_bias_samples_ci_high,width50_sigma68_samples_ci_low,width50_sigma68_samples_ci_high,tail_fraction_bias_ci_low,tail_fraction_bias_ci_high,tail_fraction_sigma68_ci_low,tail_fraction_sigma68_ci_high,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high
saturation_depth,0,1d_cnn,0.009982339361797888,0.09590147642788445,0.0,1.0,-0.004832209918929187,0.06983224358227408,0.010106244174097355,0.09584737154832505,265,-0.0045009601982802065,0.019727832412223666,0.08172847814139067,0.1044569360103822,0.0,0.0,1.0,1.0,-0.009288861173598506,-0.0007940228383404024,0.058594564067203314,0.07515869266122599,-0.000750341085143479,0.02080573740777946,0.0880469909288808,0.10590918485493249
saturation_depth,1-2,1d_cnn,-0.010898425720450099,0.12381534372220848,2.5,1.0,-0.06149183959687393,0.07658577113196272,0.019704258861866195,0.03655824304231193,6,-0.05558401339051246,0.04667163908540061,0.0,0.16335128097627902,1.0,3.0,0.0,1.0,-0.11817254597439303,0.021699058561707507,0.0,0.12821422871451735,0.00897545330452128,0.05027809462507235,0.0,0.10018593257045748
saturation_depth,3-5,1d_cnn,-0.14775852821487742,0.06735283631112077,2.0,2.04,-0.026014372260040552,0.07218266199286712,-0.10208364703501618,0.25481818499472303,3,-0.2080075471585969,-0.00991096977294758,0.0,0.06735283631112077,-3.0,3.0,0.0,2.04,-0.1789184789683748,0.03338346806946968,0.0,0.07218266199286712,-0.782011249493439,-0.032545999508959464,0.0,0.2548181849947231
saturation_depth,6+,1d_cnn,-0.05403207146103174,0.033205515526893326,1.0,0.0,0.11830890423484886,0.0038807654747371467,-0.1282990255283175,0.028043282516223463,2,-0.10286371194175722,-0.005200430980306252,0.0,0.033205515526893326,1.0,1.0,0.0,0.0,0.11260189618376482,0.1240159122859329,0.0,0.0038807654747371467,-0.16953914687570495,-0.08705890418093006,0.0,0.028043282516223463
saturation_depth,0,analytic_clipped_template_sideband_traditional,0.06473810227669499,0.10332457596025188,-1.0,1.0,0.028545395736027546,0.04500000894998057,0.0369216499005043,0.10137022980729846,173,0.055118878526683124,0.10420201150534039,0.08621184077047897,0.11986592879391055,-1.0,0.0,1.0,1.5,0.024128749436184843,0.033223701781314716,0.03822254469861192,0.05161764992683479,0.020614215500025394,0.06413456904145147,0.07993482045753059,0.11809227423935718
saturation_depth,1-2,analytic_clipped_template_sideband_traditional,0.056561424534027516,0.0013949937128884676,-1.0,1.3599999999999999,0.06374501306267355,0.03605404694015746,-0.1586300235274965,0.16785388028242054,2,0.054509963191544476,0.058612885876510555,0.0,0.0013949937128884676,-3.0,1.0,0.0,1.3599999999999999,0.010724355797736118,0.11676567032761098,0.0,0.03605404694015746,-0.4054739651192914,0.08821391806429842,0.0,0.16785388028242054
saturation_depth,3-5,analytic_clipped_template_sideband_traditional,0.18196633990653482,0.05383481280117301,-2.0,1.3599999999999999,-0.029342874680850867,0.02163010297947584,-0.1631718875046862,0.17558708465130857,2,0.10279749755186865,0.261135182261201,0.0,0.05383481280117301,-4.0,0.0,0.0,1.3599999999999999,-0.06115184965066828,0.002466100288966544,0.0,0.02163010297947584,-0.42138818846249293,0.09504441345312054,0.0,0.17558708465130857
saturation_depth,6+,analytic_clipped_template_sideband_traditional,0.2297984297933073,0.0,-2.0,0.0,0.06310247087815946,0.0,0.16505713623226384,0.0,1,0.2297984297933073,0.2297984297933073,0.0,0.0,-2.0,-2.0,0.0,0.0,0.06310247087815946,0.06310247087815946,0.0,0.0,0.16505713623226384,0.16505713623226384,0.0,0.0
saturation_depth,0,gradient_boosted_trees,-0.0008546340523391829,0.0744670227343088,0.0,1.0,-0.00184404360100765,0.046301183038277294,0.010600814251327468,0.07468412324650996,276,-0.01635189021221893,0.00477244522359674,0.06715764113849433,0.07928898968402849,0.0,0.0,1.0,1.0,-0.010861482973565817,0.0075624690442265274,0.04245369326349924,0.05018436055596413,0.000670633470792926,0.017583903294154584,0.06824032720428841,0.08129709868406673
saturation_depth,1-2,gradient_boosted_trees,0.015165494060098553,0.05454466089424016,0.0,0.6000000000000001,-0.029640619017779868,0.07551491588519492,0.0400095608126958,0.03595244628777049,6,-0.02133462972972252,0.039277657083976486,0.0,0.08105871506137553,0.0,1.5,0.0,1.0,-0.07822009118947382,0.06089097106799979,0.0,0.10014899223913543,0.009375756603717372,0.06668992059517152,0.0,0.03693874372895621
saturation_depth,3-5,gradient_boosted_trees,-0.23796828923820598,0.11019019912324365,1.0,0.6799999999999999,0.029118282934159412,0.0380624843585316,-0.14725496662401508,0.09771448393686114,3,-0.2599940987396889,0.06409472221102777,0.0,0.11019019912324365,0.0,2.0,0.0,0.6799999999999999,-0.06980599626006956,0.04214248714737634,0.0,0.0380624843585316,-0.19724526509580662,0.0901502758949615,0.0,0.09771448393686116
saturation_depth,6+,gradient_boosted_trees,-0.1149487034763951,0.00830259932093274,-0.5,0.33999999999999997,0.005589850572514876,0.0018219805654681195,-0.11552166658905716,0.009724585554877097,2,-0.1271584083601197,-0.10273899859267048,0.0,0.00830259932093274,-1.0,0.0,0.0,0.33999999999999997,0.0029104673880029353,0.008269233757026817,0.0,0.0018219805654681195,-0.12982252769917052,-0.10122080547894378,0.0,0.009724585554877097
saturation_depth,0,mlp,0.016853925965781707,0.10304654827061333,0.0,1.5,0.0008180483389313986,0.07918393973458579,0.010023300445886741,0.09766740516701443,259,-0.0075508311452016814,0.039865936260886005,0.09126703603253748,0.10992608477484933,0.0,0.0,1.0,1.5,-0.0102353909866858,0.010467631779004338,0.06858152060957182,0.08667355822868006,-0.009632194638327317,0.02594751758734078,0.08402996482484451,0.11406927292075822
saturation_depth,1-2,mlp,0.015425443497797061,0.09043842969675965,0.0,1.3000000000000003,-0.014120085026068985,0.10721960542949333,0.050664770018739744,0.07116604255099748,6,-0.08008840863153535,0.19772990074890615,0.0,0.26411439520715435,-0.5,1.0,0.0,2.5,-0.07440954972361602,0.1885675935304973,0.0,0.2460096891204721,-0.12682795016752577,0.07531445511593447,0.0,0.10256709818628693
saturation_depth,3-5,mlp,-0.19641331662324651,0.048683320486849924,2.0,0.6799999999999999,0.09154328543680179,0.07851015263126006,-0.17585915572216615,0.01529130119378544,3,-0.2950879566746704,-0.15190171994864127,0.0,0.048683320486849924,2.0,4.0,0.0,0.6799999999999999,-0.01383848831508172,0.2170737253062714,0.0,0.07851015263126006,-0.20370038141168992,-0.1587259661358504,0.0,0.01529130119378544
saturation_depth,6+,mlp,-0.08430249482314069,0.00925800939224243,0.5,0.33999999999999997,0.036494049812036244,0.0321013401961857,-0.10692571702909295,0.026455733353856446,2,-0.09791721451761484,-0.07068777512866653,0.0,0.00925800939224243,0.0,1.0,0.0,0.33999999999999997,-0.010713803417648604,0.08370190304172109,0.0,0.0321013401961857,-0.14583120725535245,-0.06802022680283347,0.0,0.026455733353856446
saturation_depth,0,ridge,0.007596747341132132,0.06902128892771917,0.0,1.0,0.0021541416415055137,0.05168309375746875,0.0013764801196634662,0.06608308984506694,279,-0.005590969744476986,0.018552815944059654,0.05882843795515832,0.08288247447075309,0.0,0.0,1.0,1.0,-0.003944571600769986,0.006142528534525182,0.042897502484344235,0.05850550008926601,-0.0067279775579908805,0.009789194888740091,0.05332016387363934,0.07611098044899386
saturation_depth,1-2,ridge,-0.07373111990042552,0.049890172296638335,0.0,0.20000000000000007,-0.03770876222380459,0.08301860851894724,-0.029033929725739135,0.04330088956322105,6,-0.14286737093441199,-0.040555423095245326,0.0,0.07417117209883087,0.0,0.5,0.0,0.52,-0.06169404360986752,0.07245840837493289,0.0,0.104175840298392,-0.13200277328630378,-0.01586947626967485,0.0,0.1090470425977141
saturation_depth,3-5,ridge,-0.1466192150089582,0.07397480802705199,1.0,2.38,-0.11839618173915784,0.15458566976019225,-0.203252498487322,0.2792474383173713,3,-0.21998210791721293,-0.002409143131765897,0.0,0.07397480802705199,-5.0,2.0,0.0,2.38,-0.369842226613777,0.08482150797502375,0.0,0.15458566976019228,-0.8300613922876232,-0.008745397236531033,0.0,0.2792474383173713
saturation_depth,6+,ridge,-0.1322041010031726,0.014433799213685636,0.5,0.33999999999999997,0.018404125155725426,0.010772963462176016,-0.1423900975626613,0.02020254706284319,2,-0.15343027631741615,-0.110977925688929,0.0,0.014433799213685636,0.0,1.0,0.0,0.33999999999999997,0.0025615318289959887,0.03424671848245486,0.0,0.010772963462176016,-0.17209972559625422,-0.11268046952906838,0.0,0.02020254706284319
saturation_depth,0,saturation_residual_fusion_new,-0.004444629936770026,0.07573034378537286,0.0,1.0,-0.001997811902037072,0.0428529200600493,0.010280723316533263,0.07138065352200978,279,-0.013296518616744055,-0.0008686770192813175,0.07038980625182091,0.08425180115044391,0.0,0.0,1.0,1.0,-0.008189699766510072,0.0023475503339512316,0.03941505601523026,0.04528924176809348,-0.000917501808270667,0.015719594975154082,0.06631626257692805,0.08136377628833799
saturation_depth,1-2,saturation_residual_fusion_new,0.033012089295167774,0.05217381363835752,1.0,0.7000000000000002,-0.022628833681814287,0.07599204714497643,0.03252213230256437,0.05425542087853752,6,-0.022468469059387642,0.11803197337479032,0.0,0.10316432698703529,0.0,2.0,0.0,1.18,-0.06886535793214354,0.0524892558487936,0.0,0.1001132081029347,0.02533982460622408,0.1395644245174929,0.0,0.06077082386978706
saturation_depth,3-5,saturation_residual_fusion_new,-0.21472931687304211,0.11226859690146254,0.0,1.02,0.02744750513928529,0.03993881547826504,-0.11234900636836699,0.08919875560480678,3,-0.2362032220697471,0.09399853352278982,0.0,0.11226859690146254,-1.0,2.0,0.0,1.02,-0.08540087129146068,0.03206623305637768,0.0,0.03993881547826504,-0.19427065596163448,0.06807862522897376,0.0,0.0891987556048068
saturation_depth,6+,saturation_residual_fusion_new,-0.1359207107867746,0.009283345761402897,-0.5,0.33999999999999997,0.011984121101702105,0.0024783158268787946,-0.14137261888889824,0.011144544874231402,2,-0.14957268984766123,-0.12226873172588798,0.0,0.009283345761402897,-1.0,0.0,0.0,0.33999999999999997,0.008339539003350938,0.015628703200053273,0.0,0.0024783158268787946,-0.15776165546865029,-0.12498358230914616,0.0,0.011144544874231402
saturation_depth,0,tiny_sequence_transformer,-0.02179606900913001,0.09369818707986616,-1.0,2.0,-0.06710147920375598,0.07623332422119099,0.0044662773176875155,0.13355578203155982,250,-0.03891551900359934,-0.007796727130653989,0.09096629192315575,0.09819255225051021,-1.0,0.0,1.5,2.0,-0.07351279822233925,-0.05435863356382575,0.06405605439313222,0.0896318936810961,-0.014645243109385234,0.029461210083660455,0.12661661266594698,0.14972122146989902
saturation_depth,1-2,tiny_sequence_transformer,-0.007921825816295735,0.09031804564192156,0.0,0.78,-0.05667431079008001,0.04978333888143434,0.04958933211501898,0.061156908438815084,4,-0.04069319040371046,0.18666295610957198,0.0,0.11342301080119122,-0.5,0.0,0.0,1.5,-0.11400227840054977,-0.001237282574264531,0.0,0.05702367832099947,0.01589204255468531,0.18700007781357886,0.0,0.06987343892302922
saturation_depth,3-5,tiny_sequence_transformer,-0.3222217882440474,0.09792329275855052,0.0,2.04,-0.0476553820556459,0.029844626052603625,-0.3317370654017029,0.2356399668730762,3,-0.3933688639409484,-0.10535917935697621,0.0,0.09792329275855055,-5.0,1.0,0.0,2.04,-0.08052707970226303,0.007251232217159398,0.0,0.029844626052603625,-0.7815159970190563,-0.08845727092177326,0.0,0.2356399668730762
saturation_depth,6+,tiny_sequence_transformer,-0.246592226430863,0.0019432156161635072,1.0,0.0,-0.030888115947927453,0.004303502930841939,-0.3005458857169935,0.009819822863744138,2,-0.2494498964546329,-0.24373455640709313,0.0,0.0019432156161635072,1.0,1.0,0.0,0.0,-0.03721679672857736,-0.024559435167277543,0.0,0.004303502930841939,-0.3149868016930878,-0.2861049697408992,0.0,0.009819822863744138
channel,B2,1d_cnn,-0.0063570647212294155,0.12279478697228037,0.0,1.5,-0.07586547724091255,0.07010261153890883,-0.008429570909473577,0.16491196085771315,50,-0.018789151295463276,-0.0007851305444824096,0.10040225586669171,0.1629884115971102,0.0,1.0,1.0,2.0,-0.11116247028363307,-0.05373669360410649,0.060799195308275024,0.09895143259752773,-0.06197405882742697,0.03638120008427874,0.1294860517593317,0.30364117232605764
channel,B4,1d_cnn,0.063798634263488,0.07921144643238467,0.0,1.0,-0.030210161570046856,0.06447346746808726,0.08106442027216255,0.09477338646559691,73,0.03866659420325556,0.08957548870317758,0.06829583580818786,0.11224898893918857,0.0,1.0,1.0,1.0,-0.04037289846725728,-0.017067931255321033,0.049920212316215594,0.07483029471714182,0.06004762324615179,0.08307249757594914,0.09090736029878452,0.12695419967911925
channel,B6,1d_cnn,-0.007801112899301269,0.08198292934138873,0.0,1.0,-0.0003501033176365187,0.04994083796420293,-0.005237299306996263,0.07915521176341447,68,-0.04245947941407166,0.029842711744029277,0.07003360718673604,0.10025085570819325,0.0,0.0,1.0,1.0,-0.01096041223419797,0.011643448465763512,0.03551903529044772,0.05591242764914147,-0.0360328941220804,0.04977548778812765,0.06282551546165106,0.09243663627411594
channel,B8,1d_cnn,-0.0004856273988625539,0.08297389427125021,0.0,1.0,0.02724654982735608,0.044112207663108305,-0.013141211781161436,0.06490565529125443,85,-0.021054140015832754,0.017884621720341342,0.06142993172293998,0.08774802875088125,0.0,0.0,1.0,1.0,0.006363176206272914,0.04760262212779398,0.03550043001776643,0.05594304136452967,-0.020356044450381597,-0.012264987248026982,0.0581469732947585,0.07459480343496307
channel,B2,analytic_clipped_template_sideband_traditional,0.1190825116410161,0.0670195958131532,-3.0,2.5,0.09565126202302782,0.05585542406954982,-0.02378741358863654,0.15234321389616884,31,0.10221759413424145,0.14688203861161944,0.03979550222796903,0.10636932715635798,-4.0,-3.0,2.0,2.6799999999999997,0.06513023248748728,0.10930457008138578,0.03542279739382215,0.08874663884870268,-0.027191886096159364,0.010467353027120945,0.10364141175117884,0.2325183913394145
channel,B4,analytic_clipped_template_sideband_traditional,0.029623735091422083,0.11636066895740016,-2.0,1.0,0.07939531226407015,0.03132719875765756,-0.014025140387175082,0.06831361420267595,22,-0.03376742572579901,0.16731715251601945,0.059173174182039684,0.13111623315939966,-3.0,-1.0,0.5,1.1600000000000001,0.06192975811476875,0.1020313310522073,0.021822353285427754,0.044032431813218864,-0.03823292652009374,0.028334955654401757,0.05306515547478632,0.11561491557839548
channel,B6,analytic_clipped_template_sideband_traditional,0.005878330154756113,0.05788817996779755,-1.0,1.0,0.021860007703061513,0.021737229662526936,-0.00460265548009735,0.06157055701500309,43,-0.01922522407086796,0.028707967218008387,0.04124175627857142,0.07571948143181878,-1.0,0.0,0.5,1.0,0.012897877128166091,0.03369484260312261,0.019526804411746545,0.030422040202930496,-0.031226855294993035,0.008009548306318143,0.04849407393644642,0.0911812796455759
channel,B8,analytic_clipped_template_sideband_traditional,0.10360152672318161,0.11321578497877607,0.0,0.5,0.012664161443417477,0.022219767068100006,0.09649172614845786,0.07836121170213288,82,0.08247634664099021,0.15400138583001008,0.07831723446084247,0.13628316904210477,0.0,0.0,0.5,1.0,0.007491225365575338,0.029594248835726256,0.016116738904766774,0.03033106438498596,0.0904240662650483,0.119864282652376,0.06572913892611834,0.09967857067444133
channel,B2,gradient_boosted_trees,-0.034683806149373414,0.08009553015095136,0.0,1.0,-0.04768451285456943,0.05682660871568952,0.007876481732445269,0.08659287262870759,61,-0.05328185977054501,-0.02115819341443157,0.052061735614872824,0.2522639402588873,0.0,0.0,1.0,1.5,-0.052631589883575525,-0.02401790023805725,0.05199819764970297,0.06447783611132991,-0.016665822901382056,0.05392358554170491,0.057857840939575605,0.2512248581467383
channel,B4,gradient_boosted_trees,0.015117514774211097,0.07960800080619013,0.0,1.0,-0.022787547902883953,0.04120548849974842,0.049606365318152656,0.06911580073749465,81,0.006175900119742488,0.05253457128930115,0.06565014586121179,0.09209109753712857,0.0,1.0,1.0,1.0,-0.028354477034601866,0.0010982971270485113,0.03190298592073725,0.058812546359788054,0.03698690324898358,0.07438747167907181,0.05889031485530027,0.0887016359869792
channel,B6,gradient_boosted_trees,0.004401084821658928,0.06574508572362206,0.0,1.0,0.00041395205055649864,0.035048984678917726,0.0070310192373775554,0.06426704258765578,56,-0.025804067089117894,0.011814322315740308,0.049627007318227265,0.07538530927193222,0.0,0.0,0.5,1.0,-0.00871082273616608,0.012567359080749574,0.02519101371739739,0.04053910708880507,-0.02643809244916942,0.013695383087107292,0.046780405126095756,0.08432126919738242
channel,B8,gradient_boosted_trees,-0.009815053503255006,0.06577449685386773,0.0,1.0,0.022334693510987158,0.029135784894170784,-0.021235658716325583,0.05461103110475502,89,-0.02756255540757272,0.010645476187042877,0.05455735461513109,0.07220754541063513,0.0,0.0,0.5,1.0,0.015545426608820856,0.03076177267952196,0.02749345299092372,0.03325322441392223,-0.03408041030638416,-0.002179478947784956,0.04508714846025702,0.06505952270056858
channel,B2,mlp,-0.011577435496712163,0.13706298826847607,0.0,2.0,-0.02972034040711774,0.10398458395012919,-0.023413711421631095,0.13820615884941803,54,-0.061121242186115254,0.01859053621098541,0.11037976330897989,0.27712284138444754,-1.0,0.0,1.08,3.0,-0.04724287205468236,-0.01383848831508172,0.07068187176580398,0.13056055157470609,-0.03750403853450572,0.046028522243958446,0.09413848686779919,0.28130376245330413
channel,B4,mlp,0.04393158167565664,0.11068408254604659,0.0,1.0,-0.017923006629980254,0.06426516942261234,0.04382233828579986,0.10802894476464586,76,0.01704814490252296,0.06363895415129084,0.0766904701132979,0.13967501514644903,0.0,0.0,1.0,1.5,-0.040667723003588785,-0.012173301675520332,0.03916903342001549,0.0962318170292571,0.025099384690807466,0.053715512595736876,0.07312070792389012,0.15209523793047597
channel,B6,mlp,0.009305661668707626,0.07494961801224745,0.0,1.5,0.0001641455458009089,0.06415368634609749,0.01707974368547398,0.07947499883695933,56,0.00667629800816815,0.015047254497838013,0.056808729625094215,0.10132242885154702,0.0,0.0,1.0,1.5,-0.01368467004162212,0.003309117911223236,0.047767388750406536,0.08128907259793997,-0.005006271725910233,0.02601369749490832,0.05168524352774183,0.09486634440548802
channel,B8,mlp,0.0023444866811247623,0.09144782458920968,0.0,1.0,0.03160553397135496,0.05971609368480718,-0.02271095546325728,0.07399816300930198,84,-0.0297966298926708,0.03944037753256163,0.06687356748243439,0.10099126771025177,0.0,0.0,1.0,1.0599999999999996,0.008247319418700383,0.04720707976221339,0.045468324010434186,0.06688625743132745,-0.04163441458278126,0.0021864053065140535,0.05638081237316976,0.09819418997689416
channel,B2,ridge,-0.048868980129082265,0.08637217626371335,0.0,1.0,-0.06261636996866635,0.06972019175209476,-0.01470847554472586,0.11900334931640977,58,-0.054776390921750955,-0.03705088730367611,0.07021476509201295,0.0995340188692874,-1.0,0.0,0.5,1.4219999999999964,-0.06751571568916082,-0.05586194708061715,0.04428241460999414,0.0776718730807767,-0.01763600634542905,-0.00991044306133932,0.08568541237561736,0.1426653667713661
channel,B4,ridge,0.020419730584477134,0.051947949460261746,0.0,1.0,-0.013857956442153152,0.03874364283245656,0.03592772600803924,0.05030455460773242,83,0.007596747341132132,0.03506536589998135,0.04527517746554795,0.07824792117499885,0.0,0.0,1.0,1.0,-0.03778875518531375,-0.005851402776893777,0.03301169643934995,0.050043982789656154,0.02246275600389725,0.05077563931540575,0.043374769596346126,0.07416335942850164
channel,B6,ridge,0.0010404989831838906,0.06858189132352666,0.0,1.0,0.006580756605214344,0.024258000783737375,0.0021183345827240773,0.061042993639483886,62,-0.02046808158792557,0.014892994386040742,0.042543666724642965,0.0916007211585279,0.0,0.0,0.5,1.0,-0.004346536734227691,0.010054529439183134,0.01571791265030871,0.04141786206878373,-0.020459479583458992,0.01798128642935032,0.03669792619317261,0.08220179975508791
channel,B8,ridge,0.014404624681988202,0.06891562606968557,0.0,1.0,0.028001953726204398,0.032481577208124286,-0.008745397236531033,0.05346122621812517,87,0.0008732704913304691,0.024351687954431853,0.0489976867399283,0.07868674252821406,0.0,0.0,1.0,1.0,0.01991423221166866,0.04238297427415594,0.02675830357175893,0.040556627520876645,-0.013658532457000286,-0.004879745297558562,0.04103410378771182,0.07742651308391252
channel,B2,saturation_residual_fusion_new,-0.03595358262823679,0.10002451235183882,0.0,1.5,-0.05421551221273713,0.06486035985256004,0.012549467489666195,0.10745492894096034,61,-0.04016456324312577,-0.03286728278884419,0.07015941254560888,0.23368197858451392,0.0,0.024999999999977263,0.5,2.0,-0.06279170610572837,-0.030615388185649683,0.06276822964490673,0.0716942114207382,-0.000948829934648962,0.038415715697730064,0.08026044039776767,0.2116930485381126
channel,B4,saturation_residual_fusion_new,0.012105875353938958,0.07771139571863284,0.0,1.0,-0.01459896504606828,0.03461886813415029,0.03755009036908339,0.081189899046309,83,-0.006070753195740651,0.03666589716495998,0.05895457707777055,0.10568756642646225,0.0,0.0,0.5,1.0,-0.03082156121009964,-0.0038610059006304875,0.02851468036251719,0.045380967057903954,0.025926941961916555,0.051680280843816005,0.06714467542245098,0.08598139119197129
channel,B6,saturation_residual_fusion_new,-0.0034699121764162977,0.052558471063667477,0.0,0.9399999999999977,0.0015479178398566384,0.033393321511049505,0.000392005489694323,0.05253262025431024,58,-0.016924269424173938,0.01552714745182148,0.04122584529226656,0.06940374818414244,0.0,0.0,0.5,1.08,-0.0028261052453955604,0.015754051516273473,0.02233825322662491,0.038945637320105,-0.027224127346528272,0.017087579843295786,0.037479350128244014,0.0672082129214422
channel,B8,saturation_residual_fusion_new,-0.00437150406326905,0.0824541019564701,0.0,1.0,0.013077617738155412,0.031156226012503615,-0.011485150526932879,0.059511363796732025,88,-0.02164256157307166,0.011770360655287988,0.06760825862752691,0.08755822851841634,0.0,0.0,0.5,1.0,0.00386550557086085,0.0267040165587899,0.025317749550246592,0.03258782335902194,-0.017782504668454487,-0.008953008021490452,0.04743170686193894,0.07065129189701554
channel,B2,tiny_sequence_transformer,-0.05727164775338845,0.1263915582936855,-2.0,2.0,-0.11719060368428036,0.0922180843146542,-0.07654856877413897,0.283475550697818,47,-0.0785811508408647,-0.013657356730712767,0.10954296109897368,0.30369345884423304,-3.0,-1.0,1.5,2.5,-0.17250123369211245,-0.09815219560799654,0.07398249757081735,0.10584950098013725,-0.1459747316461567,-0.0029192532449606647,0.23746177904217358,0.3462647507598838
channel,B4,tiny_sequence_transformer,0.01060924923819254,0.0806522587338936,0.0,1.5,-0.10324591686349671,0.09719288087597902,0.037437108566385484,0.16790051191792632,69,0.0016465115624273337,0.024068513487877755,0.06776995220695867,0.09272599710786561,-1.0,0.0,1.0,2.0,-0.13899956564663685,-0.08421353782781238,0.07485335366588851,0.10197949846668576,0.012158645842795827,0.07211059515335935,0.10808409176573736,0.21060110864560985
channel,B6,tiny_sequence_transformer,-0.04407391737515924,0.08799262089176006,-1.0,1.1999999999999993,-0.07161003290059642,0.052332566082925726,-0.016123630876970586,0.11884681454212184,61,-0.09950182815942978,0.00519408273526223,0.07368304379325283,0.09780233501766278,-1.0,-1.0,1.0,1.8600000000000003,-0.10231010543118357,-0.051964006590909925,0.04107307008442707,0.057961356758919134,-0.046738881855512886,0.029461210083660455,0.10178269040717461,0.13432845560073015
channel,B8,tiny_sequence_transformer,-0.032932979790266124,0.07960571418000054,0.0,1.0199999999999996,-0.0314095648937206,0.05321015118370043,0.005719328841959516,0.08412122980324904,82,-0.05830340431183628,-0.02179606900913001,0.0686128529844259,0.09871773111803478,-1.0,0.0,0.5,1.5,-0.0476553820556459,-0.018217511814198558,0.03984532016272961,0.06488648908686939,-0.01515557379547385,0.013102143594376392,0.06392306710844886,0.10134362391137833
