method,amplitude_bias,amplitude_sigma68,width50_bias_samples,width50_sigma68_samples,tail_fraction_bias,tail_fraction_sigma68,energy_bias,energy_sigma68,n_accepted_positive,amplitude_bias_ci_low,amplitude_bias_ci_high,amplitude_sigma68_ci_low,amplitude_sigma68_ci_high,width50_bias_samples_ci_low,width50_bias_samples_ci_high,width50_sigma68_samples_ci_low,width50_sigma68_samples_ci_high,tail_fraction_bias_ci_low,tail_fraction_bias_ci_high,tail_fraction_sigma68_ci_low,tail_fraction_sigma68_ci_high,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high
ridge,0.004763281989580053,0.07166413882842947,0.0,1.0,0.0018202397551150828,0.052389619513063646,-0.0016839451315261765,0.06667130409598927,290,-0.0060022270974523645,0.017280730326074713,0.0605734418076267,0.08269197707291741,0.0,0.0,1.0,1.0,-0.0028735919775825652,0.005326690888056626,0.04555440876628339,0.05858967167188516,-0.007765522675069522,0.007571332874849684,0.05428793732788065,0.07652726558891387
saturation_residual_fusion_new,-0.004758535559230904,0.07762379657801108,0.0,1.0,-0.001522008366571903,0.04459140287271042,0.01075970349681762,0.0732206043412304,290,-0.015940155903169283,-0.0021404728104153967,0.07165210548481106,0.08698234200292035,0.0,0.0,1.0,1.0,-0.005932051114723918,0.0025536558050198166,0.04193540958125881,0.04597212384303671,-0.004931693286758346,0.017087579843295786,0.0696008103920638,0.0813965089976316
gradient_boosted_trees,-0.0011178510553438192,0.07453803035844725,0.0,1.0,-0.0005130291586602498,0.04686121849691044,0.010691807203989583,0.07637578032927253,287,-0.01726510572512353,0.0045209692893243445,0.06643957174075832,0.08034616566657685,0.0,0.0,1.0,1.0,-0.009774000830470834,0.0075624690442265274,0.042763484417416175,0.05034259899619822,0.0006583085948806228,0.017583903294154584,0.06918916334323637,0.08172331743091459
1d_cnn,0.00746886206616843,0.09668169119653347,0.0,1.0,-0.005117299644053053,0.07060060702967846,0.00761207325216713,0.09704295743861793,276,-0.004522138451768815,0.017884621720341342,0.08640739303632855,0.10432039598869017,0.0,0.0,1.0,1.0,-0.008027526925491957,-0.0037115243406833365,0.06414256021831305,0.0767151358079201,-0.0007734820214328054,0.014896219866143234,0.08889567731962772,0.10582866206527944
mlp,0.014557422014591984,0.10477114107750565,0.0,1.5,0.0011653418178468322,0.07893737250963787,0.007999944237822982,0.09851006245902938,270,-0.012824300257330279,0.02908513566527049,0.09324705329744173,0.11262238776034633,0.0,0.0,1.0,1.5,-0.00860405304378209,0.0074764173282598585,0.06925586345474401,0.08628651003846666,-0.011126819186358298,0.024419821086845536,0.08622047172824823,0.12303988303338037
analytic_clipped_template_sideband_traditional,0.06575913160669428,0.10473933987808898,-1.0,1.3399999999999999,0.027711042823244103,0.045363796647203,0.037105769421394236,0.1024565081910642,178,0.05577571667539016,0.10495687681476606,0.08629000801246384,0.12075733573266872,-1.0,0.0,1.0,1.5,0.0237486669366046,0.03272839989172183,0.03814869858004566,0.052737484279278934,0.02069360884380931,0.06251020534311189,0.08330361408885169,0.11746936996477383
tiny_sequence_transformer,-0.024800797062381145,0.09475415134865203,-1.0,1.8599999999999994,-0.06534769171670873,0.07458261165251902,0.0044203103813554925,0.135127516136951,259,-0.03992013374611747,-0.008108990590586167,0.09255447317372986,0.10046965424007533,-1.0,0.0,1.5,2.0,-0.07216359672074171,-0.05531636656476857,0.06508062717543434,0.0896107331401404,-0.01515557379547385,0.027259983360346525,0.1327957435966125,0.14368974641455223
