method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,amplitude_bias,amplitude_sigma68,width50_bias_samples,width50_sigma68_samples,tail_fraction_bias,tail_fraction_sigma68,energy_bias,energy_sigma68,n_accepted_positive,amplitude_bias_ci_low,amplitude_bias_ci_high,amplitude_sigma68_ci_low,amplitude_sigma68_ci_high,width50_bias_samples_ci_low,width50_bias_samples_ci_high,width50_sigma68_samples_ci_low,width50_sigma68_samples_ci_high,tail_fraction_bias_ci_low,tail_fraction_bias_ci_high,tail_fraction_sigma68_ci_low,tail_fraction_sigma68_ci_high,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high,winner_score
ridge,0.8293473624272001,0.8201814058956916,-1.094487574119496,9.719335770519969,0.1396551724137931,0.30952380952380953,0.19285714285714287,0.004763281989580053,0.07166413882842947,840,420,0.8086623993324751,0.8509670204279434,0.7996713435374151,0.8466156462585035,-1.6149960637601657,-0.553811873966028,8.920417799752794,10.209070717771725,0.11775362318840579,0.16557377049180327,0.2451785714285714,0.364345238095238,0.1594642857142857,0.2263095238095237,-0.005590969744476986,0.017280730326074713,0.061328488242944325,0.08269097524711462,0.004763281989580053,0.07166413882842947,0.0,1.0,0.0018202397551150828,0.052389619513063646,-0.0016839451315261765,0.06667130409598927,290,-0.0060022270974523645,0.017280730326074713,0.0605734418076267,0.08269197707291741,0.0,0.0,1.0,1.0,-0.0028735919775825652,0.005326690888056626,0.04555440876628339,0.05858967167188516,-0.007765522675069522,0.007571332874849684,0.05428793732788065,0.07652726558891387,0.11526672999414883
saturation_residual_fusion_new,0.8464905531423945,0.8296768707482993,-0.94691911742673,8.213338705796188,0.09827586206896552,0.30952380952380953,0.16428571428571428,-0.004758535559230904,0.07762379657801108,840,420,0.8286497015197902,0.8658178688775292,0.8169710884353741,0.8423917233560091,-2.1156282344455946,-0.3664753142766486,7.800183258320086,8.591315070957148,0.08214285714285714,0.11333333333333333,0.2714285714285714,0.34767857142857134,0.14761904761904762,0.19047619047619047,-0.013296518616744055,-0.0021404728104153967,0.07167278056377013,0.0867746777495374,-0.004758535559230904,0.07762379657801108,0.0,1.0,-0.001522008366571903,0.04459140287271042,0.01075970349681762,0.0732206043412304,290,-0.015940155903169283,-0.0021404728104153967,0.07165210548481106,0.08698234200292035,0.0,0.0,1.0,1.0,-0.005932051114723918,0.0025536558050198166,0.04193540958125881,0.04597212384303671,-0.004931693286758346,0.017087579843295786,0.0696008103920638,0.0813965089976316,0.12152696160093515
gradient_boosted_trees,0.8381612140718026,0.8255272108843537,-0.9370108711554614,8.294996829971822,0.10801393728222997,0.31666666666666665,0.1738095238095238,-0.0011178510553438192,0.07453803035844725,840,420,0.8199877328333,0.856520185719927,0.8042006802721089,0.8412458900226756,-1.8079351593887605,-0.5124996418498373,8.032858605335731,9.095319041248286,0.09863945578231292,0.12091503267973856,0.2619047619047619,0.36904761904761907,0.15,0.20952380952380953,-0.01726510572512353,0.004738735328597662,0.06641528349755356,0.08000274825994748,-0.0011178510553438192,0.07453803035844725,0.0,1.0,-0.0005130291586602498,0.04686121849691044,0.010691807203989583,0.07637578032927253,287,-0.01726510572512353,0.0045209692893243445,0.06643957174075832,0.08034616566657685,0.0,0.0,1.0,1.0,-0.009774000830470834,0.0075624690442265274,0.042763484417416175,0.05034259899619822,0.0006583085948806228,0.017583903294154584,0.06918916334323637,0.08172331743091459,0.12474656959500052
1d_cnn,0.8016128351102118,0.7873809523809523,-2.6141709467541707,11.081736530975274,0.18840579710144928,0.34285714285714286,0.25,0.00746886206616843,0.09668169119653347,840,420,0.7724738104623209,0.8273140063256481,0.752766439909297,0.8167534013605442,-3.7625446390250903,-1.7684954033583544,10.3040898523401,11.588707191566579,0.16981132075471697,0.20670477815699656,0.29523809523809524,0.3904761904761905,0.22380952380952382,0.2833333333333333,-0.004501489654617422,0.01694564759555501,0.08640739303632855,0.10443425253654956,0.00746886206616843,0.09668169119653347,0.0,1.0,-0.005117299644053053,0.07060060702967846,0.00761207325216713,0.09704295743861793,276,-0.004522138451768815,0.017884621720341342,0.08640739303632855,0.10432039598869017,0.0,0.0,1.0,1.0,-0.008027526925491957,-0.0037115243406833365,0.06414256021831305,0.0767151358079201,-0.0007734820214328054,0.014896219866143234,0.08889567731962772,0.10582866206527944,0.15481305852601318
mlp,0.8081165321063113,0.8059297052154195,-0.9245781636793904,12.29557633956805,0.2388888888888889,0.35714285714285715,0.19523809523809524,0.014557422014591984,0.10477114107750565,840,420,0.7723282882436151,0.8352173353182963,0.7792308673469389,0.8335317460317461,-2.041091222936604,0.472291801248641,10.477548840161608,13.598299117837875,0.21586170107884284,0.26082362734347836,0.29523809523809524,0.41904761904761906,0.16428571428571428,0.2261904761904762,-0.012800627945633313,0.030033477112417488,0.09174466769288393,0.11245841608927601,0.014557422014591984,0.10477114107750565,0.0,1.5,0.0011653418178468322,0.07893737250963787,0.007999944237822982,0.09851006245902938,270,-0.012824300257330279,0.02908513566527049,0.09324705329744173,0.11262238776034633,0.0,0.0,1.0,1.5,-0.00860405304378209,0.0074764173282598585,0.06925586345474401,0.08628651003846666,-0.011126819186358298,0.024419821086845536,0.08622047172824823,0.12303988303338037,0.1648507090467301
analytic_clipped_template_sideband_traditional,0.6754202158295447,0.6339937641723354,0.6776926555776885,9.543044484330183,0.16573033707865167,0.5761904761904761,0.16666666666666666,0.06575913160669428,0.10473933987808898,840,420,0.6469423632405908,0.7079128888331068,0.5979365079365079,0.6779049036281178,-0.08814137037010727,1.7808802317449013,8.62105378223659,11.124259760168568,0.12032085561497326,0.21597633136094674,0.5476190476190477,0.6048809523809522,0.12380952380952381,0.20238095238095238,0.05577571667539016,0.10482222389184802,0.08641024476374973,0.12075733573266872,0.06575913160669428,0.10473933987808898,-1.0,1.3399999999999999,0.027711042823244103,0.045363796647203,0.037105769421394236,0.1024565081910642,178,0.05577571667539016,0.10495687681476606,0.08629000801246384,0.12075733573266872,-1.0,0.0,1.0,1.5,0.0237486669366046,0.03272839989172183,0.03814869858004566,0.052737484279278934,0.02069360884380931,0.06251020534311189,0.08330361408885169,0.11746936996477383,0.16941919418417253
tiny_sequence_transformer,0.7945813567376929,0.793452380952381,-13.174300218568895,14.590849647251037,0.47297297297297297,0.38333333333333336,0.17857142857142858,-0.024800797062381145,0.09475415134865203,840,420,0.7674326466479444,0.82857681711076,0.7600510204081632,0.828595379818594,-14.851141031931935,-11.832605666265987,13.80404196832175,16.304932940661594,0.4363957597173145,0.5150862068965517,0.32142857142857145,0.44761904761904764,0.1380952380952381,0.21666666666666667,-0.03992013374611747,-0.007874594610096404,0.09251622876308523,0.10039449523114169,-0.024800797062381145,0.09475415134865203,-1.0,1.8599999999999994,-0.06534769171670873,0.07458261165251902,0.0044203103813554925,0.135127516136951,259,-0.03992013374611747,-0.008108990590586167,0.09255447317372986,0.10046965424007533,-1.0,0.0,1.5,2.0,-0.07216359672074171,-0.05531636656476857,0.06508062717543434,0.0896107331401404,-0.01515557379547385,0.027259983360346525,0.1327957435966125,0.14368974641455223,0.2048020981960258
