pool,heldout_run,alpha,cv_rmse_ns_mean,cv_rmse_ns_std,note
sample_iii_only,62,0.01,2.632772187129249,1.1565948756007602,run-group CV inside calibration pool
sample_iii_only,63,100.0,2.625898023489924,1.1717209038903522,run-group CV inside calibration pool
sample_iii_only,63,10.0,2.6312953822974254,1.1589997376081884,run-group CV inside calibration pool
sample_iii_only,63,1000.0,2.6322658085840596,1.1864381017483916,run-group CV inside calibration pool
sample_iii_only,63,1.0,2.6326121063147334,1.1568473307381284,run-group CV inside calibration pool
sample_iii_only,63,0.1,2.6327575007221733,1.1566179620659176,run-group CV inside calibration pool
sample_iii_only,63,0.01,2.632772187129249,1.1565948756007602,run-group CV inside calibration pool
sample_iii_only,65,100.0,2.625898023489924,1.1717209038903522,run-group CV inside calibration pool
sample_iii_only,65,10.0,2.6312953822974254,1.1589997376081884,run-group CV inside calibration pool
sample_iii_only,65,1000.0,2.6322658085840596,1.1864381017483916,run-group CV inside calibration pool
sample_iii_only,65,1.0,2.6326121063147334,1.1568473307381284,run-group CV inside calibration pool
sample_iii_only,65,0.1,2.6327575007221733,1.1566179620659176,run-group CV inside calibration pool
sample_iii_only,65,0.01,2.632772187129249,1.1565948756007602,run-group CV inside calibration pool
mixed_period,58,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,58,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,58,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,58,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,58,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,58,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,59,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,59,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,59,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,59,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,59,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,59,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,60,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,60,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,60,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,60,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,60,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,60,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,61,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,61,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,61,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,61,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,61,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,61,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,62,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,62,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,62,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,62,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,62,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,62,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,63,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,63,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,63,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,63,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,63,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,63,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
mixed_period,65,100.0,2.7348749320798498,0.6441331617969294,run-group CV inside calibration pool
mixed_period,65,10.0,2.7385869923000885,0.6275030186607106,run-group CV inside calibration pool
mixed_period,65,1.0,2.739598742277633,0.6248459222476764,run-group CV inside calibration pool
mixed_period,65,0.1,2.7397113541767326,0.6245646798905442,run-group CV inside calibration pool
mixed_period,65,0.01,2.7397227379992244,0.6245363918234652,run-group CV inside calibration pool
mixed_period,65,1000.0,2.7433998617811306,0.6713617674940652,run-group CV inside calibration pool
sample_iv_leave_one,58,0.1,1.2500106924947816,0.1503691150111746,run-group CV inside calibration pool
sample_iv_leave_one,58,0.01,1.2598437423037496,0.1294866461932784,run-group CV inside calibration pool
sample_iv_leave_one,58,1.0,1.3158056079756368,0.24901304573131985,run-group CV inside calibration pool
sample_iv_leave_one,58,10.0,1.4073759550592504,0.2645428886274452,run-group CV inside calibration pool
sample_iv_leave_one,58,100.0,1.444179496351545,0.26187430955170893,run-group CV inside calibration pool
sample_iv_leave_one,58,1000.0,1.4698218653402053,0.265756314606593,run-group CV inside calibration pool
sample_iv_leave_one,59,0.1,1.2387746606121621,0.10585976666044095,run-group CV inside calibration pool
sample_iv_leave_one,59,0.01,1.2411442442894152,0.10295168291397322,run-group CV inside calibration pool
sample_iv_leave_one,59,1.0,1.3294343225592002,0.15030567112920135,run-group CV inside calibration pool
sample_iv_leave_one,59,10.0,1.437833863922917,0.18253625883596286,run-group CV inside calibration pool
sample_iv_leave_one,59,100.0,1.4815133024697804,0.18546033997130124,run-group CV inside calibration pool
sample_iv_leave_one,59,1000.0,1.5063675145274307,0.17874310715284403,run-group CV inside calibration pool
sample_iv_leave_one,60,0.01,1.2192410579324904,0.11995510774567444,run-group CV inside calibration pool
sample_iv_leave_one,60,0.1,1.2232931218533527,0.12969568467652476,run-group CV inside calibration pool
sample_iv_leave_one,60,1.0,1.3278118582995067,0.18379103602256697,run-group CV inside calibration pool
sample_iv_leave_one,60,10.0,1.4200396126298307,0.2452085193341791,run-group CV inside calibration pool
sample_iv_leave_one,60,100.0,1.440178806881438,0.2776972628387184,run-group CV inside calibration pool
sample_iv_leave_one,60,1000.0,1.452179837731754,0.28038516330456004,run-group CV inside calibration pool
sample_iv_leave_one,61,0.1,1.2272003517355108,0.1151963326132691,run-group CV inside calibration pool
sample_iv_leave_one,61,0.01,1.234964271665439,0.13218123785227442,run-group CV inside calibration pool
sample_iv_leave_one,61,1.0,1.2758061911530914,0.17829821451908237,run-group CV inside calibration pool
sample_iv_leave_one,61,10.0,1.3438717442548285,0.200332063852087,run-group CV inside calibration pool
sample_iv_leave_one,61,100.0,1.3769439942539508,0.19583009164121964,run-group CV inside calibration pool
sample_iv_leave_one,61,1000.0,1.392580817427833,0.20072497824287425,run-group CV inside calibration pool
sample_iv_leave_one,62,0.1,1.233605824155144,0.11555052678310207,run-group CV inside calibration pool
sample_iv_leave_one,62,0.01,1.2365889902979865,0.11203657927534978,run-group CV inside calibration pool
sample_iv_leave_one,62,1.0,1.3068196542295087,0.13314179988402516,run-group CV inside calibration pool
sample_iv_leave_one,62,10.0,1.3993482424571175,0.13619204584824668,run-group CV inside calibration pool
sample_iv_leave_one,62,100.0,1.4297033708982565,0.12917882809091197,run-group CV inside calibration pool
sample_iv_leave_one,62,1000.0,1.451403918505035,0.12235593325620626,run-group CV inside calibration pool
sample_iv_leave_one,63,0.1,1.2208436958165618,0.12281416925940505,run-group CV inside calibration pool
sample_iv_leave_one,63,0.01,1.2292623977808517,0.1240588927301048,run-group CV inside calibration pool
sample_iv_leave_one,63,1.0,1.2892021400311269,0.22925471428241817,run-group CV inside calibration pool
sample_iv_leave_one,63,10.0,1.375027268882786,0.2709295113392498,run-group CV inside calibration pool
sample_iv_leave_one,63,100.0,1.4147455858677747,0.2726764464407197,run-group CV inside calibration pool
sample_iv_leave_one,63,1000.0,1.435275226968343,0.27398050951334013,run-group CV inside calibration pool
sample_iv_leave_one,65,0.1,1.1860960673574428,0.09183169283926507,run-group CV inside calibration pool
sample_iv_leave_one,65,0.01,1.1932895470403824,0.05417606808810047,run-group CV inside calibration pool
sample_iv_leave_one,65,1.0,1.265594848447379,0.2323972324120519,run-group CV inside calibration pool
sample_iv_leave_one,65,10.0,1.365465189419604,0.2611297227960743,run-group CV inside calibration pool
sample_iv_leave_one,65,100.0,1.4055614205445048,0.25119518055524404,run-group CV inside calibration pool
sample_iv_leave_one,65,1000.0,1.4280763825660217,0.2470047024033105,run-group CV inside calibration pool
