pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_window_ns,robust_ci_low_ns,robust_ci_high_ns
run64_only,traditional,127,-0.5260384564236205,1.7936260637771233,1.7370391554518414,0.7086614173228346,0.0,1.9921764037756304,0.5288116611505606,-0.08294302013644377,1.5356428333968881,2.5,1.4107686183048416,2.0814770355569765
run64_only,ml,127,-0.2237034257979289,1.601856094997725,1.50089407738953,0.8267716535433071,0.0,2.1066489199689102,0.6180011917762165,-0.353852994358947,1.9548872895526928,2.5,1.2711124133932263,1.7090348620588274
sample_iii_only,traditional,127,0.03537955357746325,1.4921094019259362,1.476962066204104,0.8503937007874016,0.0,1.6829195033413586,0.33717264550895615,0.14586609243179358,1.046041471944056,2.5,1.2831649044194147,1.6601494368425556
sample_iii_only,ml,127,0.6883760791910012,1.8489252699130705,1.7766832265638743,0.7165354330708661,0.0,3.3212627568785864,2.600718287226429,-0.03939704173027194,2.0161664068116156,2.5,1.6124773197907623,2.276796728249465
mixed_period,traditional,127,-0.2411042050007315,1.492269551137199,1.4768743534019686,0.8503937007874016,0.0,1.682919514216681,0.337172656193084,0.1458661286178951,1.0460414844052985,2.5,1.2722918972231765,1.6397144376849184
mixed_period,ml,127,-0.020660686856761146,1.8293001898554575,1.76408636517468,0.7244094488188977,0.0,3.421385821766705,2.697631908268768,0.3151062944938963,1.7052357125354594,2.5,1.5357265587868878,2.2312080003673618
sample_iv_leave_one,traditional,127,-0.12622163087605998,1.6374830726053549,1.4988313958292745,0.8188976377952756,0.0,2.001853623864903,0.5707716341852875,-0.08803609738725564,1.3614390063302988,2.5,1.3087784602136758,1.7216416500179978
sample_iv_leave_one,ml,127,-0.059179965786557265,1.3836097234295437,1.2431520387643062,0.889763779527559,0.0,1.7341548111097178,0.35984138841310004,-0.14032276972296062,1.2302238507570096,2.5,1.0741865355030773,1.456939125632936
