pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf
fixed_adc_cut1000,gradient_boosted_trees,127,0.13566017050949863,1.034875246646683,1.403700662416079,0.8818897637795275,0.007874015748031496,0.7144439016149903,1.4205718446413271,0.914071820943923,0.11902481780660504,-0.2979473946475046,2.987076650191124
fixed_adc_cut1000,gated_residual_cnn_new,127,0.16175186527440566,1.1495238233888594,1.7880888182055794,0.8503937007874016,0.031496062992125984,0.9164941358081786,2.1163633118957477,0.8891494486002146,0.10592815823026305,-0.12542025384235633,1.4198160152892794
fixed_adc_cut1000,mlp,127,-0.01838828523750502,1.416267116380921,2.351218138729213,0.8267716535433071,0.047244094488188976,1.2076089100449698,1.9008018779290818,1.5869460702796268,0.31652040739004716,-0.09148040749586313,1.4838957657363112
fixed_adc_cut1000,constrained_monotone_timewalk,127,0.09140440352265511,1.5178248372481482,1.4745552393190424,0.8346456692913385,0.0,1.2507832576715459,1.7203435802942284,3.872301509883971,4.021550764477781,-0.014583004849277836,1.5850773081333158
fixed_adc_cut1000,ridge,127,-0.21716886991820283,1.6147287492345483,2.2754329666263735,0.7480314960629921,0.031496062992125984,1.2900289113700043,2.308897523687746,1.6229578703580916,0.3031328587980214,0.2055306944496969,0.6654122367367112
fixed_adc_cut1000,cnn_1d,127,0.10496848284036542,1.8020091184802807,1.8898422852610588,0.7401574803149606,0.015748031496062992,1.4727048961743285,2.0598959361267934,2.223364141964996,0.7294727872717077,-0.21988577501352366,1.53383024331787
fixed_efficiency,gradient_boosted_trees,1627,-0.13715723169006422,10.504583686686878,16.36997762677213,0.23601720958819913,0.5734480639213276,10.051666373365281,11.123041814065953,2.1194113827189933,0.2745815291440704,-0.17576021205116976,1.0520332652576474
fixed_efficiency,mlp,1627,0.6101616499054359,12.94778790859213,16.286427041512393,0.2169637369391518,0.592501536570375,11.672660525057795,14.479118578392884,2.958920689423895,0.747644647815532,-0.2373439834785384,1.8849435721342616
fixed_efficiency,ridge,1627,-0.18710130426882543,17.4008136901081,21.818262300646612,0.11923786109403811,0.7068223724646588,15.5257413768514,18.509731656950578,3.3134242373983875,1.528046663019556,-2.23277030800598,2.2744969738968277
fixed_efficiency,gated_residual_cnn_new,1627,-3.574955450597109,17.475421798742516,24.26999003102326,0.11985248924400738,0.7080516287645974,16.289988441052515,18.433994816202382,11.30348366552646,52.04342068823293,-0.6987518642319415,0.8146121154781508
fixed_efficiency,cnn_1d,1627,0.7960580285411885,32.26843208862079,34.92988203748798,0.11985248924400738,0.7670559311616472,29.64542944822215,34.500845574444256,2.3514706640917873,0.5278706557866938,-0.2647135229698104,1.41586620008875
fixed_efficiency,constrained_monotone_timewalk,1627,0.9371866805107327,38.69513913318458,41.17800277095457,0.1210817455439459,0.7719729563614014,35.15710708859394,42.0179593547382,1.7210221676761674,0.2632449935979983,-0.15846770476495553,3.422977133149784
