method,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high,delta_sigma68_vs_traditional_ns_ci_low,delta_sigma68_vs_traditional_ns_ci_high
uncorrected_cfd20,2.844134821404856,3.0456187563886563,0.9166472610709839,0.9293334551645631,-3.5609810204314774,-3.3042469760967426,1.5295040688677923,1.7509729832961836
traditional_matched_filter_template,1.2663882840659229,1.339553775239246,0.6915084617456321,0.7063829573685706,-0.4891802351171382,-0.3154830802807864,0.0,0.0
ridge,2.441958805663437,2.5367207370561817,0.8378672639314654,0.8547914625775893,-0.22327589760091038,0.1949689870656518,1.1203115247341224,1.2532730414788253
gradient_boosted_trees,0.6766785747553801,0.7329179262443398,0.4413158586099581,0.47527350913873634,-0.06192720063865441,0.08106911841517028,-0.628733484103966,-0.5627651256305527
mlp,0.5252263670735979,0.7518707520523699,0.33771892420417426,0.4789932531249405,-0.027389053514798492,0.06753561460237294,-0.7839437638118361,-0.5560932792530997
one_dimensional_cnn,1.0790404504308386,1.1460498488579856,0.6398621256644432,0.658589956706476,-0.39375699107139844,-0.17414529098735534,-0.22257288183512772,-0.15952826884944185
compact_pair_transformer,1.084364558208437,1.1449800338914842,0.6405371189581832,0.659099854391233,-0.428286990998649,-0.15118142950367822,-0.2183696042936834,-0.14166490601136883
rise_tail_gated_cnn_new,1.1193800573143553,1.1715164077141693,0.6486699862212687,0.6646656878141851,-0.3614781381007763,-0.18390927678477983,-0.18976675385079592,-0.11777218157571959
