sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,delta_ci_low,delta_ci_high,full_rms_ns,tail_abs_gt_2ns,tail_abs_gt_5ns,n_events,n_pair_residuals,heldout_run,atom,atom_count,control_gain_ns,control_gain_fraction_of_nominal
3.304723900556564,3.065357321673538,3.526503356248139,8.881784197001252e-16,0.0,1.7763568394002505e-15,3.9307744540837968,0.6666666666666666,0.28431372549019607,68,204,42,run_family,1,-8.881784197001252e-16,-5.276423534254432e-16
3.304723900556563,3.0764044138863698,3.5368386263959026,0.0,0.0,3.552713678800501e-15,3.9307744540837968,0.6666666666666666,0.28431372549019607,68,204,42,event_block,1,0.0,0.0
1.8073328596353528,1.5915505491513642,2.1953353608932877,-1.4973910409212103,-1.8859635859485548,-1.0560435266942627,2.5284354539769565,0.4264705882352941,0.058823529411764705,68,204,42,stave,1,1.4973910409212103,0.8895588040706931
3.9038367121940873,3.5015947794608744,4.186973179361705,0.5991128116375242,0.3053999368887931,0.8177708490009672,3.9776165892012547,0.696078431372549,0.2549019607843137,68,204,42,amplitude,1,-0.5991128116375242,-0.35591643175307935
3.3769531315565073,3.081888756512946,3.664284003288482,0.07222923099994416,-0.10026708192221523,0.2784313807235876,3.705681424263542,0.7205882352941176,0.20588235294117646,68,204,42,peak_phase,1,-0.07222923099994416,-0.042909398140733884
3.447179026780128,3.119898812346918,3.596825636818494,0.14245512622356493,-0.11161618754327268,0.2703665512502345,3.8993478854488512,0.6568627450980392,0.24019607843137256,68,204,42,q_template,1,-0.14245512622356493,-0.0846286696354302
3.3552296286821353,3.1275826997670224,3.645520755693311,0.05050572812557208,0.0007476421743632615,0.1895539522335821,3.941154379636966,0.6715686274509803,0.28431372549019607,68,204,42,baseline,1,-0.05050572812557208,-0.030004062988425128
3.8144330538138735,3.4677807765557107,4.102353177185592,0.5097091532573104,0.2588150974679568,0.7314932868737187,3.9808035195693305,0.696078431372549,0.2647058823529412,68,204,42,saturation,1,-0.5097091532573104,-0.30280417900491263
3.3286939436285197,3.108349300625544,3.664856952813744,0.023970043071956493,-0.03353385077416641,0.23568739175658074,3.9353670593635175,0.6862745098039216,0.27450980392156865,68,204,42,dropout,1,-0.023970043071956493,-0.01423994285119713
3.312848542918859,3.056445744633671,3.5884648476094014,0.00812464236229582,-0.16620154859793268,0.2204088445286917,3.8165533131998153,0.6666666666666666,0.25,68,204,42,anomaly,1,-0.00812464236229582,-0.00482662640939779
3.304723900556563,3.070278670012955,3.5336192294582687,0.0,0.0,0.0,3.9307744540837968,0.6666666666666666,0.28431372549019607,68,204,42,topology,1,0.0,0.0
1.8043662865734078,1.6257530088427095,2.143008866970771,-1.5003576139831554,-1.8212768425146615,-1.0029198555073449,2.5382392949108885,0.4264705882352941,0.058823529411764705,68,204,42,stave+amplitude,2,1.5003576139831554,0.8913211634765225
1.8073329454660414,1.5862378944531077,2.114452810516828,-1.4973909550905218,-1.8439357034259147,-1.032585316069779,2.528435563911427,0.4264705882352941,0.058823529411764705,68,204,42,stave+topology,2,1.4973909550905218,0.8895587530810434
3.8595323578914966,3.492980517472559,4.1766468897655695,0.5548084573349334,0.2989796386698111,0.8239589876594747,3.840352680367441,0.7058823529411765,0.23039215686274508,68,204,42,amplitude+peak_phase,2,-0.5548084573349334,-0.3295964342697963
3.4794572410160294,3.184637766903276,3.731549395331366,0.1747333404594662,-0.08135963344760481,0.412269227662208,3.881144690988479,0.6666666666666666,0.25,68,204,42,q_template+anomaly,2,-0.1747333404594662,-0.10380426830574226
3.3047239005565623,3.0731484554153887,3.548985172572971,-8.881784197001252e-16,-1.7763568394002505e-15,3.552713678800501e-15,3.9307744540837968,0.6666666666666666,0.28431372549019607,68,204,42,event_block+topology,2,8.881784197001252e-16,5.276423534254432e-16
1.8073329454660414,1.6106607335608638,2.1135739714966384,-1.4973909550905218,-1.8919451066436663,-1.0713861129710065,2.528435563911427,0.4264705882352941,0.058823529411764705,68,204,42,run_family+stave,2,1.4973909550905218,0.8895587530810434
3.264756936140058,2.7646932296901903,3.5781654531389457,-1.3322676295501878e-15,-3.552713678800501e-15,0.0,4.0134266569928805,0.6979166666666666,0.234375,64,192,57,run_family,1,1.3322676295501878e-15,9.83978150966643e-16
3.2647569361400595,2.8172112887799705,3.5776597782224413,0.0,0.0,0.0,4.01342665699288,0.6979166666666666,0.234375,64,192,57,event_block,1,0.0,0.0
2.0977671719717983,1.830314665528353,2.3656627011522198,-1.1669897641682612,-1.694389075241327,-0.47403242651630917,2.7032239107709786,0.5,0.052083333333333336,64,192,57,stave,1,1.1669897641682612,0.8619082269010627
3.6799675640094236,3.1622027755539417,4.029344691109048,0.41521062786936414,0.1854690237622562,0.6801423608798925,4.019508137203356,0.703125,0.203125,64,192,57,amplitude,1,-0.41521062786936414,-0.30666374894249804
3.2875584874001134,2.773753994397816,3.6456180906875066,0.0228015512600539,-0.2368637754203471,0.2767027169948437,3.993948937887176,0.71875,0.20833333333333334,64,192,57,peak_phase,1,-0.0228015512600539,-0.016840631529577946
3.470948584079743,2.9420425282811236,3.7445496013462543,0.2061916479396837,-0.08478007738507416,0.3667205283410845,3.9878600932008887,0.7083333333333334,0.22395833333333334,64,192,57,q_template,1,-0.2061916479396837,-0.15228777760888468
3.296490648202897,2.8104142285965636,3.6406428409575606,0.031733712062837593,-0.012937862604856819,0.14450636820125493,4.0267422586484525,0.703125,0.234375,64,192,57,baseline,1,-0.031733712062837593,-0.023437692717522038
3.768115895025428,3.2571267169811033,4.164451316721733,0.5033589588853684,0.23281964905176378,0.7609453629522435,4.044131290560529,0.71875,0.21354166666666666,64,192,57,saturation,1,-0.5033589588853684,-0.3717678089977649
