sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,delta_ci_low,delta_ci_high,full_rms_ns,tail_abs_gt_2ns,tail_abs_gt_5ns,n_events,n_pair_residuals,heldout_run,atom,atom_count,control_gain_ns,control_gain_fraction_of_nominal
3.2394723151326197,2.854998603187503,3.659170281687005,-0.025284621007439778,-0.07018320793056805,0.16323626176156256,3.992313133862969,0.6979166666666666,0.234375,64,192,57,dropout,1,0.025284621007439778,0.018674562133730574
3.37360352426767,2.8693720540902556,3.683576864723143,0.10884658812761039,-0.08566112643587494,0.271480634140439,3.9675299313668813,0.6927083333333334,0.21354166666666666,64,192,57,anomaly,1,-0.10884658812761039,-0.08039125334073814
3.2647569361400595,2.8425216414700745,3.6371925669535954,0.0,0.0,0.0,4.01342665699288,0.6979166666666666,0.234375,64,192,57,topology,1,0.0,0.0
2.061542828741817,1.820417575689447,2.3076016223765623,-1.2032141073982423,-1.7144922824634512,-0.5538902594192026,2.6822088045264274,0.5,0.046875,64,192,57,stave+amplitude,2,1.2032141073982423,0.8886625827683237
2.097767298333645,1.8477015345171117,2.376350173664098,-1.1669896378064144,-1.7440724252425144,-0.5644446431427964,2.7032240183976914,0.5,0.052083333333333336,64,192,57,stave+topology,2,1.1669896378064144,0.8619081335734958
3.6155331031608515,3.1783312863917526,4.113132567138249,0.35077616702079206,0.11530537098299293,0.7530791715625621,4.040707993822713,0.7083333333333334,0.19791666666666666,64,192,57,amplitude+peak_phase,2,-0.35077616702079206,-0.2590741353858609
3.565767373896841,2.9500950997583812,3.8111693924229137,0.3010104377567817,-0.05874402655945579,0.4330696174865159,3.97836926591243,0.71875,0.20833333333333334,64,192,57,q_template+anomaly,2,-0.3010104377567817,-0.22231846469585048
3.264756936140058,2.8018797917406553,3.6312039697125247,-1.3322676295501878e-15,-2.91988655476416e-15,0.0,4.01342665699288,0.6979166666666666,0.234375,64,192,57,event_block+topology,2,1.3322676295501878e-15,9.83978150966643e-16
2.097767298333645,1.8279572141235714,2.3017842520948673,-1.1669896378064144,-1.6928360298237022,-0.5403915471319505,2.7032240183976914,0.5,0.052083333333333336,64,192,57,run_family+stave,2,1.1669896378064144,0.8619081335734958
3.1468037098479296,2.975147246775029,3.3206579484033867,0.0,0.0,0.0,6.883883817243844,0.6460317460317461,0.2492063492063492,210,630,64,run_family,1,0.0,0.0
3.1468037098479296,2.9779271019983,3.3227452430402042,0.0,0.0,0.0,6.883883817243844,0.6460317460317461,0.2492063492063492,210,630,64,event_block,1,0.0,0.0
2.125584550946951,2.0025067218944437,2.2730288908556116,-1.0212191589009785,-1.2653258298518069,-0.7783879946018467,5.797482776109661,0.4380952380952381,0.06825396825396825,210,630,64,stave,1,1.0212191589009785,0.7277411313037473
3.55064513696909,3.399449193365394,3.7453124905787414,0.40384142712116056,0.2988410822085285,0.53870276401621,6.83508366183422,0.6714285714285714,0.22857142857142856,210,630,64,amplitude,1,-0.40384142712116056,-0.28778545180914505
3.118665703060107,2.9555182061488616,3.3273417406904624,-0.028138006787822523,-0.13073433901071532,0.13388725149355848,6.733556524440033,0.6841269841269841,0.21428571428571427,210,630,64,peak_phase,1,0.028138006787822523,0.020051704586545104
3.2891175284814844,3.056591515454754,3.488745371260494,0.14231381863355486,-0.024989847942313046,0.2551511737544368,6.937974601831832,0.6666666666666666,0.21587301587301588,210,630,64,q_template,1,-0.14231381863355486,-0.10141566427719347
3.236409685581923,3.065545284893454,3.4152551668778046,0.08960597573399331,0.0279744025276921,0.1747157325823091,6.868148642903629,0.6428571428571429,0.24761904761904763,210,630,64,baseline,1,-0.08960597573399331,-0.06385500466169323
3.473639053242207,3.298792786006999,3.716200556348265,0.32683534339427744,0.23123317517750425,0.4725748960039761,6.845267580456263,0.6714285714285714,0.23015873015873015,210,630,64,saturation,1,-0.32683534339427744,-0.23290938137879494
3.2182832113336017,2.9867246609699647,3.385575744164179,0.07147950148567217,-0.02263493806812281,0.13590446297525952,6.832664099956278,0.653968253968254,0.23333333333333334,210,630,64,dropout,1,-0.07147950148567217,-0.0509377177492367
3.1119822849333247,2.90878286460835,3.3103866313614554,-0.034821424914604826,-0.1385364296115051,0.09226509621763147,6.741654662818424,0.6396825396825396,0.2365079365079365,210,630,64,anomaly,1,0.034821424914604826,0.024814441581995594
3.1468037098479296,2.956427193507553,3.3340850142024463,0.0,0.0,0.0,6.883883817243844,0.6460317460317461,0.2492063492063492,210,630,64,topology,1,0.0,0.0
2.1283467066287995,1.989483181026578,2.2861467522239396,-1.01845700321913,-1.2457692713322517,-0.7716845947345073,5.795681402998113,0.43492063492063493,0.06825396825396825,210,630,64,stave+amplitude,2,1.01845700321913,0.7257727640994845
2.1255841337144377,1.9789138908560306,2.268788310631632,-1.021219576133492,-1.2852725139230503,-0.7406453350019451,5.79748263569481,0.4380952380952381,0.06825396825396825,210,630,64,stave+topology,2,1.021219576133492,0.7277414286319541
3.4834274787902837,3.2701057450851336,3.6937071605361997,0.33662376894235413,0.18784324610781516,0.5249178715227174,6.719252877104965,0.6841269841269841,0.20952380952380953,210,630,64,amplitude+peak_phase,2,-0.33662376894235413,-0.2398848085630107
3.318479725763203,3.1032641061186865,3.5505875605265507,0.17167601591527326,0.006024149839669693,0.32344405093355905,6.8330345521185265,0.6492063492063492,0.21904761904761905,210,630,64,q_template+anomaly,2,-0.17167601591527326,-0.1223397514147258
3.1468037098479296,2.96858972365904,3.340066839699587,0.0,0.0,1.3322676295501878e-15,6.883883817243844,0.6460317460317461,0.2492063492063492,210,630,64,event_block+topology,2,0.0,0.0
2.1255844913423063,1.991329268412283,2.288144615656971,-1.0212192185056232,-1.2730938532272293,-0.7635116991613808,5.797482783261688,0.4380952380952381,0.06825396825396825,210,630,64,run_family+stave,2,1.0212192185056232,0.7277411737792053
2.9933860619640313,2.722806010285376,3.3735654771149135,0.0,-1.7763568394002505e-15,0.0,4.11882377956662,0.696969696969697,0.2878787878787879,66,198,65,run_family,1,0.0,0.0
2.9933860619640313,2.6752789715477805,3.389185965430285,0.0,0.0,0.0,4.11882377956662,0.696969696969697,0.2878787878787879,66,198,65,event_block,1,0.0,0.0
1.9282145351171525,1.7680571467967183,2.2896481621816767,-1.0651715268468789,-1.574453420674131,-0.5165394238619593,2.287573207540626,0.398989898989899,0.020202020202020204,66,198,65,stave,1,1.0651715268468789,0.954040389188616
3.254164212214349,2.8103580580667797,3.8204572431596517,0.2607781502503177,-0.057869941629442104,0.5931825795203456,3.934891477240106,0.7171717171717171,0.22727272727272727,66,198,65,amplitude,1,-0.2607781502503177,-0.23357072704823165
2.8775656250417234,2.57056955144903,3.3690535349312247,-0.11582043692230792,-0.36118011084123497,0.08963972356219684,3.902671253617334,0.7171717171717171,0.22727272727272727,66,198,65,peak_phase,1,0.11582043692230792,0.10373669585822348
3.0990650541917395,2.753155776028631,3.724047058589995,0.10567899222770816,-0.11095695934766416,0.4721491071464863,4.086205194323213,0.7171717171717171,0.25757575757575757,66,198,65,q_template,1,-0.10567899222770816,-0.09465332515265107
3.060486890850064,2.73220140548404,3.5025238523467594,0.06710082888603264,-0.015009888465278232,0.28230547876209233,4.130704361965796,0.702020202020202,0.29292929292929293,66,198,65,baseline,1,-0.06710082888603264,-0.060100086504201025
3.2774034147137403,2.7866173852168,3.7965720263485014,0.28401735274970896,-0.05883930887119167,0.5888710020363292,3.943725648103629,0.7171717171717171,0.22727272727272727,66,198,65,saturation,1,-0.28401735274970896,-0.2543853444484764
3.055000634275378,2.727290151691993,3.4206631309268567,0.061614572311346816,-0.058757031416014835,0.21781534510269593,4.0640196868637,0.696969696969697,0.2727272727272727,66,198,65,dropout,1,-0.061614572311346816,-0.05518622030915178
3.0001595300138,2.679801757181768,3.413021189880263,0.006773468049768638,-0.1962816303712184,0.22690953260567154,4.027581539863183,0.7121212121212122,0.2676767676767677,66,198,65,anomaly,1,-0.006773468049768638,-0.0060667807310689405
2.9933860619640313,2.6817758488569368,3.3984451840639096,0.0,-1.7763568394002505e-15,0.0,4.11882377956662,0.696969696969697,0.2878787878787879,66,198,65,topology,1,0.0,0.0
1.960910665467387,1.7251385164680382,2.2130064992878467,-1.0324753964966444,-1.6762226932868367,-0.5695000975238655,2.2774528417400823,0.3838383838383838,0.020202020202020204,66,198,65,stave+amplitude,2,1.0324753964966444,0.9247555011324753
1.9282144755125077,1.7486936715350632,2.259308626071269,-1.0651715864515237,-1.5934419688356782,-0.5546048439352367,2.287573231317368,0.398989898989899,0.020202020202020204,66,198,65,stave+topology,2,1.0651715864515237,0.954040442574608
3.154798515588041,2.6665634958627207,3.7134197443569863,0.1614124536240098,-0.19201258141469724,0.6003828620972627,3.8336886110324033,0.696969696969697,0.21212121212121213,66,198,65,amplitude+peak_phase,2,-0.1614124536240098,-0.1445720207441076
3.072665343897933,2.659916372764852,3.784242788433734,0.07927928193390166,-0.17491149965998665,0.5736669374480977,4.023847795377632,0.702020202020202,0.22727272727272727,66,198,65,q_template+anomaly,2,-0.07927928193390166,-0.07100794105406684
2.9933860619640313,2.6680753065347678,3.3484621509031904,0.0,0.0,0.0,4.11882377956662,0.696969696969697,0.2878787878787879,66,198,65,event_block+topology,2,0.0,0.0
1.9282144755125077,1.7681511916073565,2.239669402057326,-1.0651715864515237,-1.526488015437612,-0.5753262547107897,2.287573231317368,0.398989898989899,0.020202020202020204,66,198,65,run_family+stave,2,1.0651715864515237,0.954040442574608
