event_id,pair,run,residual_ns,method,heldout_run
42:28878,B4-B8,42,-6.404123037040222,CFD20,42
42:29338,B4-B8,42,-7.107444322586062,CFD20,42
42:29582,B4-B8,42,-3.2789345746040226,CFD20,42
42:29588,B4-B8,42,0.22691734981536982,CFD20,42
42:30318,B4-B8,42,-2.64793573963642,CFD20,42
42:31268,B4-B8,42,-3.6237161521911645,CFD20,42
42:31748,B4-B8,42,-3.5366298918724084,CFD20,42
42:31887,B4-B8,42,-3.6539231156110787,CFD20,42
42:32112,B4-B8,42,-4.461735105991352,CFD20,42
42:32704,B4-B8,42,-5.262080124497402,CFD20,42
42:32936,B4-B8,42,-3.122823900461185,CFD20,42
42:33796,B4-B8,42,-5.8432146077156055,CFD20,42
42:4436,B4-B8,42,-3.2386954789161564,CFD20,42
42:4846,B4-B8,42,-4.395771241664875,CFD20,42
42:5183,B4-B8,42,-5.458265161991118,CFD20,42
42:557,B4-B8,42,-6.328163660049441,CFD20,42
42:5667,B4-B8,42,-3.2396989976167703,CFD20,42
42:6401,B4-B8,42,-3.6687176589965844,CFD20,42
42:6851,B4-B8,42,-4.573087311267855,CFD20,42
42:7002,B4-B8,42,-0.204154915094378,CFD20,42
42:873,B4-B8,42,-6.669020569801319,CFD20,42
42:9021,B4-B8,42,-2.03177980232239,CFD20,42
42:9921,B4-B8,42,0.5307103033065808,CFD20,42
42:9983,B4-B8,42,-5.202737367630007,CFD20,42
42:10191,B6-B8,42,0.4659399060010827,CFD20,42
42:1026,B6-B8,42,-0.7911318125724733,CFD20,42
42:10657,B6-B8,42,0.624049272894851,CFD20,42
42:10890,B6-B8,42,-0.812860983848573,CFD20,42
42:11263,B6-B8,42,1.7575726141631662,CFD20,42
42:1170,B6-B8,42,1.5071598110198963,CFD20,42
42:12097,B6-B8,42,0.5903593120574939,CFD20,42
42:12319,B6-B8,42,2.1179853794574797,CFD20,42
42:12816,B6-B8,42,0.3960440722703922,CFD20,42
42:13119,B6-B8,42,0.35574082708359,CFD20,42
42:13761,B6-B8,42,1.0798156676292336,CFD20,42
42:14001,B6-B8,42,-0.12980844402314062,CFD20,42
42:14021,B6-B8,42,0.933797102928164,CFD20,42
42:14905,B6-B8,42,1.7312623975276864,CFD20,42
42:1500,B6-B8,42,0.35580995915829305,CFD20,42
42:15033,B6-B8,42,0.7729298291206348,CFD20,42
42:15076,B6-B8,42,-2.528852480888368,CFD20,42
42:16086,B6-B8,42,1.4124277648925698,CFD20,42
42:16123,B6-B8,42,0.5352470693588174,CFD20,42
42:16305,B6-B8,42,0.7788989362716663,CFD20,42
42:1719,B6-B8,42,2.899862122297286,CFD20,42
42:17856,B6-B8,42,-2.1989360036849988,CFD20,42
42:1792,B6-B8,42,1.8128094491958606,CFD20,42
42:18142,B6-B8,42,1.6905467627048516,CFD20,42
42:1927,B6-B8,42,0.8355256724581146,CFD20,42
42:19411,B6-B8,42,-1.2236946778893483,CFD20,42
42:20372,B6-B8,42,2.287952643394462,CFD20,42
42:20511,B6-B8,42,-2.2656438829898846,CFD20,42
42:20658,B6-B8,42,0.4538998422622669,CFD20,42
42:20903,B6-B8,42,0.12092773294448023,CFD20,42
42:21012,B6-B8,42,1.7580831465721118,CFD20,42
42:21199,B6-B8,42,0.9884854075908649,CFD20,42
42:22230,B6-B8,42,0.7884493885040307,CFD20,42
42:22307,B6-B8,42,1.349253695964805,CFD20,42
42:22649,B6-B8,42,-1.5738254370689404,CFD20,42
42:22925,B6-B8,42,2.933737975120536,CFD20,42
42:2429,B6-B8,42,0.1477164444923318,CFD20,42
42:24344,B6-B8,42,-0.4124022605419242,CFD20,42
42:26038,B6-B8,42,1.3867355552911782,CFD20,42
42:26794,B6-B8,42,0.47886167144775627,CFD20,42
42:26929,B6-B8,42,1.491688531398779,CFD20,42
42:27290,B6-B8,42,2.4492058572769224,CFD20,42
42:28405,B6-B8,42,1.9695679140687048,CFD20,42
42:28810,B6-B8,42,0.27657721614836817,CFD20,42
42:28878,B6-B8,42,-0.10259671644865875,CFD20,42
42:29338,B6-B8,42,-0.9228097977638328,CFD20,42
42:29582,B6-B8,42,-0.901751476764673,CFD20,42
42:29588,B6-B8,42,1.746039134025576,CFD20,42
42:30318,B6-B8,42,0.2558076796531701,CFD20,42
42:31268,B6-B8,42,1.4244401869773782,CFD20,42
42:31748,B6-B8,42,0.8063012776374805,CFD20,42
42:31887,B6-B8,42,1.806642231106757,CFD20,42
42:32112,B6-B8,42,-0.6760492506027163,CFD20,42
42:32704,B6-B8,42,0.21997731602192516,CFD20,42
42:32936,B6-B8,42,1.517430287361151,CFD20,42
42:33796,B6-B8,42,0.33210386013984916,CFD20,42
42:4436,B6-B8,42,1.9072372136116087,CFD20,42
42:4846,B6-B8,42,0.8313703206777632,CFD20,42
42:5183,B6-B8,42,-2.8449537935256934,CFD20,42
42:557,B6-B8,42,-0.5081349196434104,CFD20,42
42:5667,B6-B8,42,0.7554290113449085,CFD20,42
42:6401,B6-B8,42,2.5246927556991565,CFD20,42
42:6851,B6-B8,42,2.6003832039833057,CFD20,42
42:7002,B6-B8,42,2.608086657285682,CFD20,42
42:873,B6-B8,42,-0.24145017886161213,CFD20,42
42:9021,B6-B8,42,2.970325615763663,CFD20,42
42:9921,B6-B8,42,1.6755280313491845,CFD20,42
42:9983,B6-B8,42,-1.4285865011215293,CFD20,42
42:10191,B4-B6,42,2.3855813262462675,traditional_hand_shape_ridge,42
42:1026,B4-B6,42,1.1134168920517027,traditional_hand_shape_ridge,42
42:10657,B4-B6,42,0.8721798477172911,traditional_hand_shape_ridge,42
42:10890,B4-B6,42,0.9271664736270893,traditional_hand_shape_ridge,42
42:11263,B4-B6,42,-1.3203472676277102,traditional_hand_shape_ridge,42
42:1170,B4-B6,42,0.18569282865524173,traditional_hand_shape_ridge,42
42:12097,B4-B6,42,4.056797307491301,traditional_hand_shape_ridge,42
42:12319,B4-B6,42,1.0221658763885557,traditional_hand_shape_ridge,42
42:12816,B4-B6,42,1.082822632551192,traditional_hand_shape_ridge,42
42:13119,B4-B6,42,3.3749613580703723,traditional_hand_shape_ridge,42
42:13761,B4-B6,42,3.457031768321997,traditional_hand_shape_ridge,42
42:14001,B4-B6,42,1.3540417370796263,traditional_hand_shape_ridge,42
42:14021,B4-B6,42,4.146008324384688,traditional_hand_shape_ridge,42
42:14905,B4-B6,42,1.2868658123016417,traditional_hand_shape_ridge,42
42:1500,B4-B6,42,0.7188200359642565,traditional_hand_shape_ridge,42
42:15033,B4-B6,42,2.62044797515869,traditional_hand_shape_ridge,42
42:15076,B4-B6,42,2.6047752616405475,traditional_hand_shape_ridge,42
42:16086,B4-B6,42,2.2276416239738523,traditional_hand_shape_ridge,42
42:16123,B4-B6,42,1.854116660118109,traditional_hand_shape_ridge,42
42:16305,B4-B6,42,3.509550374507903,traditional_hand_shape_ridge,42
42:1719,B4-B6,42,-0.16348265433311582,traditional_hand_shape_ridge,42
42:17856,B4-B6,42,3.9629263100624073,traditional_hand_shape_ridge,42
42:1792,B4-B6,42,2.9465582785606372,traditional_hand_shape_ridge,42
42:18142,B4-B6,42,2.4698070702552783,traditional_hand_shape_ridge,42
42:1927,B4-B6,42,2.453875226475297,traditional_hand_shape_ridge,42
42:19411,B4-B6,42,0.43162422305345416,traditional_hand_shape_ridge,42
42:20372,B4-B6,42,1.369827222585684,traditional_hand_shape_ridge,42
42:20511,B4-B6,42,0.8079258320331562,traditional_hand_shape_ridge,42
42:20658,B4-B6,42,2.669537228107451,traditional_hand_shape_ridge,42
42:20903,B4-B6,42,0.40526334619522686,traditional_hand_shape_ridge,42
42:21012,B4-B6,42,3.42692009782791,traditional_hand_shape_ridge,42
42:21199,B4-B6,42,2.966107946395873,traditional_hand_shape_ridge,42
42:22230,B4-B6,42,3.5298859891891468,traditional_hand_shape_ridge,42
42:22307,B4-B6,42,4.0603485444272,traditional_hand_shape_ridge,42
42:22649,B4-B6,42,2.139399689197539,traditional_hand_shape_ridge,42
42:22925,B4-B6,42,0.6544332025051176,traditional_hand_shape_ridge,42
42:2429,B4-B6,42,2.6042077732682287,traditional_hand_shape_ridge,42
42:24344,B4-B6,42,1.8913292405605375,traditional_hand_shape_ridge,42
42:26038,B4-B6,42,2.908016395330428,traditional_hand_shape_ridge,42
42:26794,B4-B6,42,5.792351227760314,traditional_hand_shape_ridge,42
42:26929,B4-B6,42,5.082625192165381,traditional_hand_shape_ridge,42
42:27290,B4-B6,42,3.014089357614523,traditional_hand_shape_ridge,42
42:28405,B4-B6,42,1.43042359924317,traditional_hand_shape_ridge,42
42:28810,B4-B6,42,2.3347426471710264,traditional_hand_shape_ridge,42
42:28878,B4-B6,42,1.2583837383836567,traditional_hand_shape_ridge,42
42:29338,B4-B6,42,0.5303935227394163,traditional_hand_shape_ridge,42
42:29582,B4-B6,42,5.165769201278692,traditional_hand_shape_ridge,42
42:29588,B4-B6,42,5.585009914398192,traditional_hand_shape_ridge,42
42:30318,B4-B6,42,3.599024620413779,traditional_hand_shape_ridge,42
42:31268,B4-B6,42,2.0517088589668333,traditional_hand_shape_ridge,42
42:31748,B4-B6,42,3.1961809215545642,traditional_hand_shape_ridge,42
42:31887,B4-B6,42,1.1933870134353626,traditional_hand_shape_ridge,42
42:32112,B4-B6,42,3.602975529193884,traditional_hand_shape_ridge,42
42:32704,B4-B6,42,1.970494639635092,traditional_hand_shape_ridge,42
42:32936,B4-B6,42,2.321750950574881,traditional_hand_shape_ridge,42
42:33796,B4-B6,42,1.439257633447646,traditional_hand_shape_ridge,42
42:4436,B4-B6,42,2.376528960227972,traditional_hand_shape_ridge,42
42:4846,B4-B6,42,1.699899968266493,traditional_hand_shape_ridge,42
42:5183,B4-B6,42,3.0856817779541004,traditional_hand_shape_ridge,42
42:557,B4-B6,42,2.010381740093237,traditional_hand_shape_ridge,42
42:5667,B4-B6,42,2.47833266532421,traditional_hand_shape_ridge,42
42:6401,B4-B6,42,0.10154173946380496,traditional_hand_shape_ridge,42
42:6851,B4-B6,42,0.23860571956634402,traditional_hand_shape_ridge,42
42:7002,B4-B6,42,3.5515453634262073,traditional_hand_shape_ridge,42
42:873,B4-B6,42,0.6913928506374418,traditional_hand_shape_ridge,42
42:9021,B4-B6,42,1.9764664736986148,traditional_hand_shape_ridge,42
42:9921,B4-B6,42,6.753072362899781,traditional_hand_shape_ridge,42
42:9983,B4-B6,42,3.201904040336615,traditional_hand_shape_ridge,42
42:10191,B4-B8,42,2.611134269356725,traditional_hand_shape_ridge,42
42:1026,B4-B8,42,0.7332805628776669,traditional_hand_shape_ridge,42
42:10657,B4-B8,42,1.4721595729589438,traditional_hand_shape_ridge,42
42:10890,B4-B8,42,1.4152069027423835,traditional_hand_shape_ridge,42
42:11263,B4-B8,42,2.676921610802424,traditional_hand_shape_ridge,42
42:1170,B4-B8,42,0.4472364420890784,traditional_hand_shape_ridge,42
42:12097,B4-B8,42,3.6709969277381873,traditional_hand_shape_ridge,42
42:12319,B4-B8,42,3.287963145494473,traditional_hand_shape_ridge,42
42:12816,B4-B8,42,0.8088115538358664,traditional_hand_shape_ridge,42
42:13119,B4-B8,42,2.9193063015937817,traditional_hand_shape_ridge,42
42:13761,B4-B8,42,4.556263052940366,traditional_hand_shape_ridge,42
42:14001,B4-B8,42,1.7057508463859534,traditional_hand_shape_ridge,42
42:14021,B4-B8,42,3.6131122643947613,traditional_hand_shape_ridge,42
42:14905,B4-B8,42,2.6016862924098945,traditional_hand_shape_ridge,42
42:1500,B4-B8,42,2.2255418031364655,traditional_hand_shape_ridge,42
42:15033,B4-B8,42,2.732643866062162,traditional_hand_shape_ridge,42
42:15076,B4-B8,42,-0.16366130757332087,traditional_hand_shape_ridge,42
42:16086,B4-B8,42,3.427223109722135,traditional_hand_shape_ridge,42
42:16123,B4-B8,42,2.4776985282897925,traditional_hand_shape_ridge,42
42:16305,B4-B8,42,3.5454344983100867,traditional_hand_shape_ridge,42
42:1719,B4-B8,42,1.8644733066558814,traditional_hand_shape_ridge,42
42:17856,B4-B8,42,1.7159341807365394,traditional_hand_shape_ridge,42
42:1792,B4-B8,42,3.0670575137138343,traditional_hand_shape_ridge,42
42:18142,B4-B8,42,1.4224558408260357,traditional_hand_shape_ridge,42
42:1927,B4-B8,42,0.5554539794921887,traditional_hand_shape_ridge,42
42:19411,B4-B8,42,-0.8725946609973931,traditional_hand_shape_ridge,42
42:20372,B4-B8,42,3.306092673063276,traditional_hand_shape_ridge,42
42:20511,B4-B8,42,0.061805092811582085,traditional_hand_shape_ridge,42
42:20658,B4-B8,42,2.1497478718757606,traditional_hand_shape_ridge,42
42:20903,B4-B8,42,1.0648256177902198,traditional_hand_shape_ridge,42
42:21012,B4-B8,42,4.045147144317625,traditional_hand_shape_ridge,42
42:21199,B4-B8,42,2.9063852365016913,traditional_hand_shape_ridge,42
42:22230,B4-B8,42,3.492407524108888,traditional_hand_shape_ridge,42
42:22307,B4-B8,42,5.445346907445227,traditional_hand_shape_ridge,42
42:22649,B4-B8,42,0.2288211221694958,traditional_hand_shape_ridge,42
42:22925,B4-B8,42,3.863125496625898,traditional_hand_shape_ridge,42
42:2429,B4-B8,42,2.8610426793694472,traditional_hand_shape_ridge,42
42:24344,B4-B8,42,1.3602305288314795,traditional_hand_shape_ridge,42
42:26038,B4-B8,42,4.124594518065454,traditional_hand_shape_ridge,42
42:26794,B4-B8,42,7.026884877204894,traditional_hand_shape_ridge,42
42:26929,B4-B8,42,6.103850447654736,traditional_hand_shape_ridge,42
42:27290,B4-B8,42,5.625645869493496,traditional_hand_shape_ridge,42
42:28405,B4-B8,42,4.805585385382187,traditional_hand_shape_ridge,42
42:28810,B4-B8,42,2.8752826089858985,traditional_hand_shape_ridge,42
42:28878,B4-B8,42,1.5949435542225956,traditional_hand_shape_ridge,42
42:29338,B4-B8,42,-0.7678194408416772,traditional_hand_shape_ridge,42
42:29582,B4-B8,42,4.058994912624371,traditional_hand_shape_ridge,42
42:29588,B4-B8,42,8.054135167121887,traditional_hand_shape_ridge,42
42:30318,B4-B8,42,4.095399268984796,traditional_hand_shape_ridge,42
42:31268,B4-B8,42,3.0671596164703345,traditional_hand_shape_ridge,42
42:31748,B4-B8,42,3.0474518771171546,traditional_hand_shape_ridge,42
42:31887,B4-B8,42,1.5537747527360892,traditional_hand_shape_ridge,42
42:32112,B4-B8,42,2.7868069643974422,traditional_hand_shape_ridge,42
42:32704,B4-B8,42,2.864895650267613,traditional_hand_shape_ridge,42
42:32936,B4-B8,42,3.967290216207516,traditional_hand_shape_ridge,42
42:33796,B4-B8,42,-0.08160922574996832,traditional_hand_shape_ridge,42
42:4436,B4-B8,42,3.7121762270927547,traditional_hand_shape_ridge,42
42:4846,B4-B8,42,2.7190501923561072,traditional_hand_shape_ridge,42
42:5183,B4-B8,42,2.510776423931123,traditional_hand_shape_ridge,42
42:557,B4-B8,42,2.0798499221801734,traditional_hand_shape_ridge,42
42:5667,B4-B8,42,3.8715671385526633,traditional_hand_shape_ridge,42
42:6401,B4-B8,42,2.025574886322019,traditional_hand_shape_ridge,42
42:6851,B4-B8,42,1.4107884402275062,traditional_hand_shape_ridge,42
42:7002,B4-B8,42,5.761149221181867,traditional_hand_shape_ridge,42
42:873,B4-B8,42,0.6111851568222164,traditional_hand_shape_ridge,42
42:9021,B4-B8,42,2.5400757427215552,traditional_hand_shape_ridge,42
42:9921,B4-B8,42,8.735984169960021,traditional_hand_shape_ridge,42
42:9983,B4-B8,42,2.0442616577148414,traditional_hand_shape_ridge,42
42:10191,B6-B8,42,0.2255529431104577,traditional_hand_shape_ridge,42
42:1026,B6-B8,42,-0.38013632917403584,traditional_hand_shape_ridge,42
42:10657,B6-B8,42,0.5999797252416528,traditional_hand_shape_ridge,42
42:10890,B6-B8,42,0.4880404291152942,traditional_hand_shape_ridge,42
42:11263,B6-B8,42,3.997268878430134,traditional_hand_shape_ridge,42
42:1170,B6-B8,42,0.2615436134338367,traditional_hand_shape_ridge,42
42:12097,B6-B8,42,-0.385800379753114,traditional_hand_shape_ridge,42
42:12319,B6-B8,42,2.265797269105917,traditional_hand_shape_ridge,42
42:12816,B6-B8,42,-0.2740110787153256,traditional_hand_shape_ridge,42
42:13119,B6-B8,42,-0.45565505647659066,traditional_hand_shape_ridge,42
42:13761,B6-B8,42,1.0992312846183694,traditional_hand_shape_ridge,42
42:14001,B6-B8,42,0.35170910930632715,traditional_hand_shape_ridge,42
42:14021,B6-B8,42,-0.5328960599899268,traditional_hand_shape_ridge,42
42:14905,B6-B8,42,1.3148204801082528,traditional_hand_shape_ridge,42
42:1500,B6-B8,42,1.506721767172209,traditional_hand_shape_ridge,42
42:15033,B6-B8,42,0.1121958909034717,traditional_hand_shape_ridge,42
42:15076,B6-B8,42,-2.7684365692138684,traditional_hand_shape_ridge,42
42:16086,B6-B8,42,1.1995814857482827,traditional_hand_shape_ridge,42
42:16123,B6-B8,42,0.6235818681716836,traditional_hand_shape_ridge,42
42:16305,B6-B8,42,0.035884123802183865,traditional_hand_shape_ridge,42
42:1719,B6-B8,42,2.027955960988997,traditional_hand_shape_ridge,42
42:17856,B6-B8,42,-2.246992129325868,traditional_hand_shape_ridge,42
42:1792,B6-B8,42,0.12049923515319705,traditional_hand_shape_ridge,42
42:18142,B6-B8,42,-1.0473512294292426,traditional_hand_shape_ridge,42
42:1927,B6-B8,42,-1.8984212469831085,traditional_hand_shape_ridge,42
42:19411,B6-B8,42,-1.3042188840508473,traditional_hand_shape_ridge,42
42:20372,B6-B8,42,1.9362654504775918,traditional_hand_shape_ridge,42
42:20511,B6-B8,42,-0.7461207392215741,traditional_hand_shape_ridge,42
42:20658,B6-B8,42,-0.5197893562316906,traditional_hand_shape_ridge,42
42:20903,B6-B8,42,0.6595622715949929,traditional_hand_shape_ridge,42
42:21012,B6-B8,42,0.6182270464897144,traditional_hand_shape_ridge,42
42:21199,B6-B8,42,-0.05972270989418149,traditional_hand_shape_ridge,42
42:22230,B6-B8,42,-0.03747846508025887,traditional_hand_shape_ridge,42
42:22307,B6-B8,42,1.3849983630180276,traditional_hand_shape_ridge,42
42:22649,B6-B8,42,-1.9105785670280433,traditional_hand_shape_ridge,42
42:22925,B6-B8,42,3.2086922941207803,traditional_hand_shape_ridge,42
42:2429,B6-B8,42,0.2568349061012185,traditional_hand_shape_ridge,42
42:24344,B6-B8,42,-0.531098711729058,traditional_hand_shape_ridge,42
42:26038,B6-B8,42,1.2165781227350259,traditional_hand_shape_ridge,42
42:26794,B6-B8,42,1.2345336494445807,traditional_hand_shape_ridge,42
42:26929,B6-B8,42,1.0212252554893553,traditional_hand_shape_ridge,42
42:27290,B6-B8,42,2.611556511878973,traditional_hand_shape_ridge,42
42:28405,B6-B8,42,3.3751617861390173,traditional_hand_shape_ridge,42
42:28810,B6-B8,42,0.5405399618148721,traditional_hand_shape_ridge,42
42:28878,B6-B8,42,0.3365598158389389,traditional_hand_shape_ridge,42
42:29338,B6-B8,42,-1.2982129635810935,traditional_hand_shape_ridge,42
42:29582,B6-B8,42,-1.1067742886543215,traditional_hand_shape_ridge,42
42:29588,B6-B8,42,2.4691252527236944,traditional_hand_shape_ridge,42
42:30318,B6-B8,42,0.49637464857101676,traditional_hand_shape_ridge,42
42:31268,B6-B8,42,1.0154507575035012,traditional_hand_shape_ridge,42
42:31748,B6-B8,42,-0.14872904443740964,traditional_hand_shape_ridge,42
42:31887,B6-B8,42,0.36038773930072665,traditional_hand_shape_ridge,42
42:32112,B6-B8,42,-0.8161685647964418,traditional_hand_shape_ridge,42
42:32704,B6-B8,42,0.8944010106325209,traditional_hand_shape_ridge,42
42:32936,B6-B8,42,1.6455392656326353,traditional_hand_shape_ridge,42
42:33796,B6-B8,42,-1.5208668591976142,traditional_hand_shape_ridge,42
42:4436,B6-B8,42,1.3356472668647825,traditional_hand_shape_ridge,42
42:4846,B6-B8,42,1.0191502240896142,traditional_hand_shape_ridge,42
42:5183,B6-B8,42,-0.5749053540229774,traditional_hand_shape_ridge,42
42:557,B6-B8,42,0.06946818208693628,traditional_hand_shape_ridge,42
42:5667,B6-B8,42,1.3932344732284534,traditional_hand_shape_ridge,42
42:6401,B6-B8,42,1.9240331468582141,traditional_hand_shape_ridge,42
42:6851,B6-B8,42,1.1721827206611621,traditional_hand_shape_ridge,42
42:7002,B6-B8,42,2.20960385775566,traditional_hand_shape_ridge,42
42:873,B6-B8,42,-0.08020769381522541,traditional_hand_shape_ridge,42
42:9021,B6-B8,42,0.5636092690229404,traditional_hand_shape_ridge,42
42:9921,B6-B8,42,1.9829118070602405,traditional_hand_shape_ridge,42
42:9983,B6-B8,42,-1.1576423826217734,traditional_hand_shape_ridge,42
42:10191,B4-B6,42,1.160501312971121,ridge_raw_waveform,42
42:1026,B4-B6,42,0.7109722909927427,ridge_raw_waveform,42
42:10657,B4-B6,42,0.9645944652557432,ridge_raw_waveform,42
42:10890,B4-B6,42,1.332817089319228,ridge_raw_waveform,42
42:11263,B4-B6,42,1.5233776984214842,ridge_raw_waveform,42
42:1170,B4-B6,42,0.35839800214767337,ridge_raw_waveform,42
42:12097,B4-B6,42,3.7617464480400074,ridge_raw_waveform,42
42:12319,B4-B6,42,0.9467180786132872,ridge_raw_waveform,42
