event_id,pair,run,residual_ns,method,heldout_run
42:7002,B4-B6,42,-2.81224157238006,atom_run_family,42
42:873,B4-B6,42,-6.427570390939707,atom_run_family,42
42:9021,B4-B6,42,-5.002105418086053,atom_run_family,42
42:9921,B4-B6,42,-1.1448177280426037,atom_run_family,42
42:9983,B4-B6,42,-3.774150866508478,atom_run_family,42
42:10191,B4-B8,42,-5.381807825446131,atom_run_family,42
42:1026,B4-B8,42,-6.897055721759784,atom_run_family,42
42:10657,B4-B8,42,-5.615794948220255,atom_run_family,42
42:10890,B4-B8,42,-5.958479410886767,atom_run_family,42
42:11263,B4-B8,42,-5.230502123862493,atom_run_family,42
42:1170,B4-B8,42,-5.31291446733475,atom_run_family,42
42:12097,B4-B8,42,-3.020573473453524,atom_run_family,42
42:12319,B4-B8,42,-4.109666115522373,atom_run_family,42
42:12816,B4-B8,42,-5.305148950695994,atom_run_family,42
42:13119,B4-B8,42,-2.0451082949638355,atom_run_family,42
42:13761,B4-B8,42,-2.5172483091354394,atom_run_family,42
42:14001,B4-B8,42,-5.806668615818026,atom_run_family,42
42:14021,B4-B8,42,-1.078879303216933,atom_run_family,42
42:14905,B4-B8,42,-4.874472088098528,atom_run_family,42
42:1500,B4-B8,42,-6.20671561072767,atom_run_family,42
42:15033,B4-B8,42,-3.4189870123863244,atom_run_family,42
42:15076,B4-B8,42,-6.656364864587786,atom_run_family,42
42:16086,B4-B8,42,-3.663961506366732,atom_run_family,42
42:16123,B4-B8,42,-4.098755634307864,atom_run_family,42
42:16305,B4-B8,42,-3.122897363185885,atom_run_family,42
42:1719,B4-B8,42,-4.33829299259186,atom_run_family,42
42:17856,B4-B8,42,-5.362058496952059,atom_run_family,42
42:1792,B4-B8,42,-2.885494447231295,atom_run_family,42
42:18142,B4-B8,42,-2.862801617860793,atom_run_family,42
42:1927,B4-B8,42,-3.4211575155258167,atom_run_family,42
42:19411,B4-B8,42,-7.177747554063799,atom_run_family,42
42:20372,B4-B8,42,-3.2458162968158746,atom_run_family,42
42:20511,B4-B8,42,-7.469339287757876,atom_run_family,42
42:20658,B4-B8,42,-3.404259300708773,atom_run_family,42
42:20903,B4-B8,42,-6.524592555046084,atom_run_family,42
42:21012,B4-B8,42,-2.1998041038513207,atom_run_family,42
42:21199,B4-B8,42,-3.6483658020496392,atom_run_family,42
42:22230,B4-B8,42,-2.535827076911925,atom_run_family,42
42:22307,B4-B8,42,-0.9841944419657835,atom_run_family,42
42:22649,B4-B8,42,-7.404534733772284,atom_run_family,42
42:22925,B4-B8,42,-3.5393906300067925,atom_run_family,42
42:2429,B4-B8,42,-3.9422376741766954,atom_run_family,42
42:24344,B4-B8,42,-5.69226256656647,atom_run_family,42
42:26038,B4-B8,42,-1.9104406152963627,atom_run_family,42
42:26794,B4-B8,42,-0.8607935075759876,atom_run_family,42
42:26929,B4-B8,42,-0.17137638378142128,atom_run_family,42
42:27290,B4-B8,42,-1.482734448194492,atom_run_family,42
42:28405,B4-B8,42,-3.890244244515884,atom_run_family,42
42:28810,B4-B8,42,-4.281574404716494,atom_run_family,42
42:28878,B4-B8,42,-6.404123037040222,atom_run_family,42
42:29338,B4-B8,42,-7.107444322586062,atom_run_family,42
42:29582,B4-B8,42,-3.2789345746040226,atom_run_family,42
42:29588,B4-B8,42,0.22691734981536982,atom_run_family,42
42:30318,B4-B8,42,-2.64793573963642,atom_run_family,42
42:31268,B4-B8,42,-3.6237161521911645,atom_run_family,42
42:31748,B4-B8,42,-3.5366298918724084,atom_run_family,42
42:31887,B4-B8,42,-3.6539231156110787,atom_run_family,42
42:32112,B4-B8,42,-4.461735105991352,atom_run_family,42
42:32704,B4-B8,42,-5.262080124497402,atom_run_family,42
42:32936,B4-B8,42,-3.122823900461185,atom_run_family,42
42:33796,B4-B8,42,-5.843214607715609,atom_run_family,42
42:4436,B4-B8,42,-3.2386954789161564,atom_run_family,42
42:4846,B4-B8,42,-4.395771241664875,atom_run_family,42
42:5183,B4-B8,42,-5.458265161991118,atom_run_family,42
42:557,B4-B8,42,-6.328163660049441,atom_run_family,42
42:5667,B4-B8,42,-3.2396989976167703,atom_run_family,42
42:6401,B4-B8,42,-3.6687176589965844,atom_run_family,42
42:6851,B4-B8,42,-4.573087311267855,atom_run_family,42
42:7002,B4-B8,42,-0.204154915094378,atom_run_family,42
42:873,B4-B8,42,-6.669020569801319,atom_run_family,42
42:9021,B4-B8,42,-2.03177980232239,atom_run_family,42
42:9921,B4-B8,42,0.5307103033065808,atom_run_family,42
42:9983,B4-B8,42,-5.202737367630007,atom_run_family,42
42:10191,B6-B8,42,0.4659399060010827,atom_run_family,42
42:1026,B6-B8,42,-0.7911318125724733,atom_run_family,42
42:10657,B6-B8,42,0.624049272894851,atom_run_family,42
42:10890,B6-B8,42,-0.812860983848573,atom_run_family,42
42:11263,B6-B8,42,1.7575726141631662,atom_run_family,42
42:1170,B6-B8,42,1.5071598110198963,atom_run_family,42
42:12097,B6-B8,42,0.5903593120574939,atom_run_family,42
42:12319,B6-B8,42,2.1179853794574797,atom_run_family,42
42:12816,B6-B8,42,0.3960440722703922,atom_run_family,42
42:13119,B6-B8,42,0.35574082708359,atom_run_family,42
42:13761,B6-B8,42,1.0798156676292336,atom_run_family,42
42:14001,B6-B8,42,-0.12980844402314062,atom_run_family,42
42:14021,B6-B8,42,0.933797102928164,atom_run_family,42
42:14905,B6-B8,42,1.7312623975276864,atom_run_family,42
42:1500,B6-B8,42,0.35580995915829305,atom_run_family,42
42:15033,B6-B8,42,0.7729298291206348,atom_run_family,42
42:15076,B6-B8,42,-2.528852480888368,atom_run_family,42
42:16086,B6-B8,42,1.4124277648925698,atom_run_family,42
42:16123,B6-B8,42,0.5352470693588174,atom_run_family,42
42:16305,B6-B8,42,0.7788989362716663,atom_run_family,42
42:1719,B6-B8,42,2.899862122297286,atom_run_family,42
42:17856,B6-B8,42,-2.1989360036849988,atom_run_family,42
42:1792,B6-B8,42,1.8128094491958606,atom_run_family,42
42:18142,B6-B8,42,1.6905467627048552,atom_run_family,42
42:1927,B6-B8,42,0.8355256724581146,atom_run_family,42
42:19411,B6-B8,42,-1.2236946778893483,atom_run_family,42
42:20372,B6-B8,42,2.287952643394462,atom_run_family,42
42:20511,B6-B8,42,-2.2656438829898846,atom_run_family,42
42:20658,B6-B8,42,0.4538998422622669,atom_run_family,42
42:20903,B6-B8,42,0.12092773294448023,atom_run_family,42
42:21012,B6-B8,42,1.7580831465721118,atom_run_family,42
42:21199,B6-B8,42,0.9884854075908649,atom_run_family,42
42:22230,B6-B8,42,0.7884493885040307,atom_run_family,42
42:22307,B6-B8,42,1.349253695964805,atom_run_family,42
42:22649,B6-B8,42,-1.5738254370689404,atom_run_family,42
42:22925,B6-B8,42,2.933737975120536,atom_run_family,42
42:2429,B6-B8,42,0.1477164444923318,atom_run_family,42
42:24344,B6-B8,42,-0.4124022605419242,atom_run_family,42
42:26038,B6-B8,42,1.3867355552911782,atom_run_family,42
42:26794,B6-B8,42,0.47886167144775627,atom_run_family,42
42:26929,B6-B8,42,1.491688531398779,atom_run_family,42
42:27290,B6-B8,42,2.4492058572769224,atom_run_family,42
42:28405,B6-B8,42,1.9695679140687048,atom_run_family,42
42:28810,B6-B8,42,0.27657721614836817,atom_run_family,42
42:28878,B6-B8,42,-0.10259671644865875,atom_run_family,42
42:29338,B6-B8,42,-0.9228097977638328,atom_run_family,42
42:29582,B6-B8,42,-0.901751476764673,atom_run_family,42
42:29588,B6-B8,42,1.746039134025576,atom_run_family,42
42:30318,B6-B8,42,0.2558076796531701,atom_run_family,42
42:31268,B6-B8,42,1.4244401869773782,atom_run_family,42
42:31748,B6-B8,42,0.8063012776374805,atom_run_family,42
42:31887,B6-B8,42,1.806642231106757,atom_run_family,42
42:32112,B6-B8,42,-0.6760492506027163,atom_run_family,42
42:32704,B6-B8,42,0.21997731602192516,atom_run_family,42
42:32936,B6-B8,42,1.517430287361151,atom_run_family,42
42:33796,B6-B8,42,0.33210386013984916,atom_run_family,42
42:4436,B6-B8,42,1.9072372136116087,atom_run_family,42
42:4846,B6-B8,42,0.8313703206777632,atom_run_family,42
42:5183,B6-B8,42,-2.8449537935256934,atom_run_family,42
42:557,B6-B8,42,-0.5081349196434104,atom_run_family,42
42:5667,B6-B8,42,0.7554290113449085,atom_run_family,42
42:6401,B6-B8,42,2.5246927556991565,atom_run_family,42
42:6851,B6-B8,42,2.6003832039833057,atom_run_family,42
42:7002,B6-B8,42,2.608086657285682,atom_run_family,42
42:873,B6-B8,42,-0.24145017886161213,atom_run_family,42
42:9021,B6-B8,42,2.970325615763663,atom_run_family,42
42:9921,B6-B8,42,1.6755280313491845,atom_run_family,42
42:9983,B6-B8,42,-1.4285865011215293,atom_run_family,42
42:10191,B4-B6,42,-5.847747731447214,atom_event_block,42
42:1026,B4-B6,42,-6.105923909187325,atom_event_block,42
42:10657,B4-B6,42,-6.239844221115106,atom_event_block,42
42:10890,B4-B6,42,-5.145618427038194,atom_event_block,42
42:11263,B4-B6,42,-6.988074738025659,atom_event_block,42
42:1170,B4-B6,42,-6.820074278354646,atom_event_block,42
42:12097,B4-B6,42,-3.610932785511018,atom_event_block,42
42:12319,B4-B6,42,-6.2276514949798525,atom_event_block,42
42:12816,B4-B6,42,-5.701193022966386,atom_event_block,42
42:13119,B4-B6,42,-2.4008491220474255,atom_event_block,42
42:13761,B4-B6,42,-3.597063976764673,atom_event_block,42
42:14001,B4-B6,42,-5.6768601717948854,atom_event_block,42
42:14021,B4-B6,42,-2.012676406145097,atom_event_block,42
42:14905,B4-B6,42,-6.605734485626215,atom_event_block,42
42:1500,B4-B6,42,-6.562525569885963,atom_event_block,42
42:15033,B4-B6,42,-4.191916841506959,atom_event_block,42
42:15076,B4-B6,42,-4.127512383699418,atom_event_block,42
42:16086,B4-B6,42,-5.076389271259302,atom_event_block,42
42:16123,B4-B6,42,-4.634002703666681,atom_event_block,42
42:16305,B4-B6,42,-3.9017962994575512,atom_event_block,42
42:1719,B4-B6,42,-7.238155114889146,atom_event_block,42
42:17856,B4-B6,42,-3.1631224932670605,atom_event_block,42
42:1792,B4-B6,42,-4.698303896427156,atom_event_block,42
42:18142,B4-B6,42,-4.5533483805656445,atom_event_block,42
42:1927,B4-B6,42,-4.256683187983931,atom_event_block,42
42:19411,B4-B6,42,-5.954052876174451,atom_event_block,42
42:20372,B4-B6,42,-5.5337689402103365,atom_event_block,42
42:20511,B4-B6,42,-5.203695404767991,atom_event_block,42
42:20658,B4-B6,42,-3.85815914297104,atom_event_block,42
42:20903,B4-B6,42,-6.645520287990564,atom_event_block,42
42:21012,B4-B6,42,-3.9578872504234326,atom_event_block,42
42:21199,B4-B6,42,-4.636851209640504,atom_event_block,42
42:22230,B4-B6,42,-3.324276465415956,atom_event_block,42
42:22307,B4-B6,42,-2.3334481379305885,atom_event_block,42
42:22649,B4-B6,42,-5.83070929670334,atom_event_block,42
42:22925,B4-B6,42,-6.473128605127322,atom_event_block,42
42:2429,B4-B6,42,-4.089954118669027,atom_event_block,42
42:24344,B4-B6,42,-5.2798603060245455,atom_event_block,42
42:26038,B4-B6,42,-3.297176170587541,atom_event_block,42
42:26794,B4-B6,42,-1.3396551790237439,atom_event_block,42
42:26929,B4-B6,42,-1.6630649151802004,atom_event_block,42
42:27290,B4-B6,42,-3.9319403054714144,atom_event_block,42
42:28405,B4-B6,42,-5.859812158584589,atom_event_block,42
42:28810,B4-B6,42,-4.558151620864862,atom_event_block,42
42:28878,B4-B6,42,-6.301526320591563,atom_event_block,42
42:29338,B4-B6,42,-6.184634524822229,atom_event_block,42
42:29582,B4-B6,42,-2.3771830978393496,atom_event_block,42
42:29588,B4-B6,42,-1.5191217842102063,atom_event_block,42
42:30318,B4-B6,42,-2.90374341928959,atom_event_block,42
42:31268,B4-B6,42,-5.048156339168543,atom_event_block,42
42:31748,B4-B6,42,-4.342931169509889,atom_event_block,42
42:31887,B4-B6,42,-5.460565346717836,atom_event_block,42
42:32112,B4-B6,42,-3.7856858553886354,atom_event_block,42
42:32704,B4-B6,42,-5.482057440519327,atom_event_block,42
42:32936,B4-B6,42,-4.640254187822336,atom_event_block,42
42:33796,B4-B6,42,-6.175318467855455,atom_event_block,42
42:4436,B4-B6,42,-5.145932692527765,atom_event_block,42
42:4846,B4-B6,42,-5.227141562342652,atom_event_block,42
42:5183,B4-B6,42,-2.6133113684654248,atom_event_block,42
42:557,B4-B6,42,-5.8200287404060305,atom_event_block,42
42:5667,B4-B6,42,-3.9951280089616787,atom_event_block,42
42:6401,B4-B6,42,-6.193410414695741,atom_event_block,42
42:6851,B4-B6,42,-7.173470515251161,atom_event_block,42
42:7002,B4-B6,42,-2.812241572380053,atom_event_block,42
42:873,B4-B6,42,-6.427570390939707,atom_event_block,42
42:9021,B4-B6,42,-5.002105418086053,atom_event_block,42
42:9921,B4-B6,42,-1.1448177280426037,atom_event_block,42
42:9983,B4-B6,42,-3.774150866508478,atom_event_block,42
42:10191,B4-B8,42,-5.381807825446131,atom_event_block,42
42:1026,B4-B8,42,-6.8970557217597985,atom_event_block,42
42:10657,B4-B8,42,-5.615794948220255,atom_event_block,42
42:10890,B4-B8,42,-5.958479410886767,atom_event_block,42
42:11263,B4-B8,42,-5.230502123862493,atom_event_block,42
42:1170,B4-B8,42,-5.31291446733475,atom_event_block,42
42:12097,B4-B8,42,-3.020573473453524,atom_event_block,42
42:12319,B4-B8,42,-4.109666115522373,atom_event_block,42
42:12816,B4-B8,42,-5.305148950695994,atom_event_block,42
42:13119,B4-B8,42,-2.0451082949638355,atom_event_block,42
42:13761,B4-B8,42,-2.5172483091354394,atom_event_block,42
42:14001,B4-B8,42,-5.806668615818026,atom_event_block,42
42:14021,B4-B8,42,-1.078879303216933,atom_event_block,42
42:14905,B4-B8,42,-4.874472088098528,atom_event_block,42
42:1500,B4-B8,42,-6.20671561072767,atom_event_block,42
42:15033,B4-B8,42,-3.4189870123863244,atom_event_block,42
42:15076,B4-B8,42,-6.656364864587786,atom_event_block,42
42:16086,B4-B8,42,-3.663961506366732,atom_event_block,42
42:16123,B4-B8,42,-4.098755634307864,atom_event_block,42
42:16305,B4-B8,42,-3.122897363185885,atom_event_block,42
42:1719,B4-B8,42,-4.33829299259186,atom_event_block,42
42:17856,B4-B8,42,-5.362058496952059,atom_event_block,42
42:1792,B4-B8,42,-2.885494447231295,atom_event_block,42
42:18142,B4-B8,42,-2.862801617860793,atom_event_block,42
42:1927,B4-B8,42,-3.4211575155258167,atom_event_block,42
42:19411,B4-B8,42,-7.177747554063799,atom_event_block,42
42:20372,B4-B8,42,-3.2458162968158746,atom_event_block,42
42:20511,B4-B8,42,-7.469339287757876,atom_event_block,42
42:20658,B4-B8,42,-3.404259300708773,atom_event_block,42
42:20903,B4-B8,42,-6.524592555046084,atom_event_block,42
42:21012,B4-B8,42,-2.1998041038513207,atom_event_block,42
42:21199,B4-B8,42,-3.6483658020496392,atom_event_block,42
42:22230,B4-B8,42,-2.535827076911925,atom_event_block,42
42:22307,B4-B8,42,-0.9841944419657835,atom_event_block,42
42:22649,B4-B8,42,-7.40453473377228,atom_event_block,42
42:22925,B4-B8,42,-3.5393906300067854,atom_event_block,42
42:2429,B4-B8,42,-3.9422376741766954,atom_event_block,42
42:24344,B4-B8,42,-5.69226256656647,atom_event_block,42
42:26038,B4-B8,42,-1.9104406152963627,atom_event_block,42
42:26794,B4-B8,42,-0.8607935075759876,atom_event_block,42
42:26929,B4-B8,42,-0.17137638378142128,atom_event_block,42
42:27290,B4-B8,42,-1.482734448194492,atom_event_block,42
42:28405,B4-B8,42,-3.890244244515884,atom_event_block,42
42:28810,B4-B8,42,-4.281574404716494,atom_event_block,42
42:28878,B4-B8,42,-6.404123037040222,atom_event_block,42
42:29338,B4-B8,42,-7.107444322586062,atom_event_block,42
42:29582,B4-B8,42,-3.2789345746040226,atom_event_block,42
42:29588,B4-B8,42,0.22691734981536982,atom_event_block,42
42:30318,B4-B8,42,-2.64793573963642,atom_event_block,42
42:31268,B4-B8,42,-3.6237161521911645,atom_event_block,42
42:31748,B4-B8,42,-3.5366298918724084,atom_event_block,42
42:31887,B4-B8,42,-3.6539231156110787,atom_event_block,42
42:32112,B4-B8,42,-4.461735105991352,atom_event_block,42
42:32704,B4-B8,42,-5.262080124497402,atom_event_block,42
42:32936,B4-B8,42,-3.122823900461185,atom_event_block,42
42:33796,B4-B8,42,-5.8432146077156055,atom_event_block,42
42:4436,B4-B8,42,-3.2386954789161564,atom_event_block,42
42:4846,B4-B8,42,-4.395771241664889,atom_event_block,42
42:5183,B4-B8,42,-5.458265161991118,atom_event_block,42
42:557,B4-B8,42,-6.328163660049441,atom_event_block,42
42:5667,B4-B8,42,-3.2396989976167703,atom_event_block,42
42:6401,B4-B8,42,-3.6687176589965844,atom_event_block,42
42:6851,B4-B8,42,-4.573087311267855,atom_event_block,42
42:7002,B4-B8,42,-0.204154915094378,atom_event_block,42
42:873,B4-B8,42,-6.669020569801319,atom_event_block,42
42:9021,B4-B8,42,-2.03177980232239,atom_event_block,42
42:9921,B4-B8,42,0.5307103033065808,atom_event_block,42
42:9983,B4-B8,42,-5.202737367630007,atom_event_block,42
42:10191,B6-B8,42,0.4659399060010827,atom_event_block,42
42:1026,B6-B8,42,-0.7911318125724733,atom_event_block,42
42:10657,B6-B8,42,0.624049272894851,atom_event_block,42
42:10890,B6-B8,42,-0.812860983848573,atom_event_block,42
42:11263,B6-B8,42,1.7575726141631662,atom_event_block,42
42:1170,B6-B8,42,1.5071598110198963,atom_event_block,42
42:12097,B6-B8,42,0.5903593120574939,atom_event_block,42
42:12319,B6-B8,42,2.1179853794574797,atom_event_block,42
42:12816,B6-B8,42,0.3960440722703922,atom_event_block,42
42:13119,B6-B8,42,0.35574082708359,atom_event_block,42
42:13761,B6-B8,42,1.0798156676292336,atom_event_block,42
42:14001,B6-B8,42,-0.12980844402314062,atom_event_block,42
42:14021,B6-B8,42,0.933797102928164,atom_event_block,42
42:14905,B6-B8,42,1.7312623975276864,atom_event_block,42
42:1500,B6-B8,42,0.35580995915829305,atom_event_block,42
42:15033,B6-B8,42,0.7729298291206348,atom_event_block,42
42:15076,B6-B8,42,-2.528852480888368,atom_event_block,42
42:16086,B6-B8,42,1.4124277648925698,atom_event_block,42
42:16123,B6-B8,42,0.5352470693588174,atom_event_block,42
42:16305,B6-B8,42,0.7788989362716663,atom_event_block,42
42:1719,B6-B8,42,2.899862122297286,atom_event_block,42
42:17856,B6-B8,42,-2.1989360036849988,atom_event_block,42
42:1792,B6-B8,42,1.8128094491958606,atom_event_block,42
42:18142,B6-B8,42,1.6905467627048516,atom_event_block,42
42:1927,B6-B8,42,0.8355256724581146,atom_event_block,42
42:19411,B6-B8,42,-1.2236946778893483,atom_event_block,42
42:20372,B6-B8,42,2.287952643394462,atom_event_block,42
42:20511,B6-B8,42,-2.2656438829898846,atom_event_block,42
42:20658,B6-B8,42,0.4538998422622669,atom_event_block,42
42:20903,B6-B8,42,0.12092773294448023,atom_event_block,42
42:21012,B6-B8,42,1.7580831465721118,atom_event_block,42
42:21199,B6-B8,42,0.9884854075908649,atom_event_block,42
42:22230,B6-B8,42,0.7884493885040307,atom_event_block,42
42:22307,B6-B8,42,1.349253695964805,atom_event_block,42
42:22649,B6-B8,42,-1.5738254370689404,atom_event_block,42
42:22925,B6-B8,42,2.933737975120536,atom_event_block,42
42:2429,B6-B8,42,0.1477164444923318,atom_event_block,42
42:24344,B6-B8,42,-0.4124022605419242,atom_event_block,42
42:26038,B6-B8,42,1.3867355552911782,atom_event_block,42
42:26794,B6-B8,42,0.47886167144775627,atom_event_block,42
42:26929,B6-B8,42,1.491688531398779,atom_event_block,42
42:27290,B6-B8,42,2.4492058572769224,atom_event_block,42
42:28405,B6-B8,42,1.9695679140687048,atom_event_block,42
42:28810,B6-B8,42,0.27657721614836817,atom_event_block,42
42:28878,B6-B8,42,-0.10259671644865875,atom_event_block,42
42:29338,B6-B8,42,-0.9228097977638328,atom_event_block,42
42:29582,B6-B8,42,-0.901751476764673,atom_event_block,42
42:29588,B6-B8,42,1.746039134025576,atom_event_block,42
42:30318,B6-B8,42,0.2558076796531701,atom_event_block,42
42:31268,B6-B8,42,1.4244401869773782,atom_event_block,42
42:31748,B6-B8,42,0.8063012776374805,atom_event_block,42
42:31887,B6-B8,42,1.806642231106757,atom_event_block,42
42:32112,B6-B8,42,-0.6760492506027163,atom_event_block,42
42:32704,B6-B8,42,0.21997731602192516,atom_event_block,42
42:32936,B6-B8,42,1.517430287361151,atom_event_block,42
42:33796,B6-B8,42,0.33210386013984916,atom_event_block,42
42:4436,B6-B8,42,1.9072372136116087,atom_event_block,42
42:4846,B6-B8,42,0.8313703206777632,atom_event_block,42
42:5183,B6-B8,42,-2.8449537935256934,atom_event_block,42
42:557,B6-B8,42,-0.5081349196434104,atom_event_block,42
42:5667,B6-B8,42,0.7554290113449085,atom_event_block,42
42:6401,B6-B8,42,2.5246927556991565,atom_event_block,42
42:6851,B6-B8,42,2.6003832039833057,atom_event_block,42
42:7002,B6-B8,42,2.608086657285675,atom_event_block,42
42:873,B6-B8,42,-0.24145017886161213,atom_event_block,42
42:9021,B6-B8,42,2.970325615763663,atom_event_block,42
42:9921,B6-B8,42,1.6755280313491845,atom_event_block,42
42:9983,B6-B8,42,-1.4285865011215293,atom_event_block,42
42:10191,B4-B6,42,1.1708153007030546,atom_stave,42
42:1026,B4-B6,42,0.9126391229629576,atom_stave,42
42:10657,B4-B6,42,0.7787188110351622,atom_stave,42
42:10890,B4-B6,42,1.8729446051120746,atom_stave,42
42:11263,B4-B6,42,0.030488294124609183,atom_stave,42
42:1170,B4-B6,42,0.19848875379562259,atom_stave,42
42:12097,B4-B6,42,3.4076302466392505,atom_stave,42
42:12319,B4-B6,42,0.7909115371704161,atom_stave,42
42:12816,B4-B6,42,1.3173700091838825,atom_stave,42
42:13119,B4-B6,42,4.617713910102843,atom_stave,42
42:13761,B4-B6,42,3.4214990553855955,atom_stave,42
42:14001,B4-B6,42,1.341702860355383,atom_stave,42
42:14021,B4-B6,42,5.0058866260051715,atom_stave,42
42:14905,B4-B6,42,0.41282854652405376,atom_stave,42
42:1500,B4-B6,42,0.4560374622643053,atom_stave,42
42:15033,B4-B6,42,2.8266461906433094,atom_stave,42
42:15076,B4-B6,42,2.8910506484508502,atom_stave,42
42:16086,B4-B6,42,1.9421737608909666,atom_stave,42
42:16123,B4-B6,42,2.3845603284835875,atom_stave,42
42:16305,B4-B6,42,3.1167667326927173,atom_stave,42
42:1719,B4-B6,42,-0.21959208273887754,atom_stave,42
42:17856,B4-B6,42,3.855440538883208,atom_stave,42
42:1792,B4-B6,42,2.320259135723113,atom_stave,42
42:18142,B4-B6,42,2.465214651584624,atom_stave,42
42:1927,B4-B6,42,2.7618798441663373,atom_stave,42
42:19411,B4-B6,42,1.0645101559758174,atom_stave,42
42:20372,B4-B6,42,1.484794091939932,atom_stave,42
42:20511,B4-B6,42,1.8148676273822772,atom_stave,42
42:20658,B4-B6,42,3.1604038891792285,atom_stave,42
42:20903,B4-B6,42,0.3730427441597044,atom_stave,42
42:21012,B4-B6,42,3.060675781726836,atom_stave,42
42:21199,B4-B6,42,2.3817118225097644,atom_stave,42
42:22230,B4-B6,42,3.6942865667343128,atom_stave,42
42:22307,B4-B6,42,4.68511489421968,atom_stave,42
42:22649,B4-B6,42,1.1878537354469287,atom_stave,42
42:22925,B4-B6,42,0.5454344270229399,atom_stave,42
42:2429,B4-B6,42,2.9286089134812414,atom_stave,42
42:24344,B4-B6,42,1.738702726125723,atom_stave,42
42:26038,B4-B6,42,3.7213868615627277,atom_stave,42
42:26794,B4-B6,42,5.678907853126525,atom_stave,42
42:26929,B4-B6,42,5.355498116970068,atom_stave,42
