model,param,fold,mae_ns,heldout_run
ridge_raw_waveform,alpha=1.0,2,1.432360690013449,57
ridge_raw_waveform,alpha=1.0,-1,1.5869683943938149,57
ridge_raw_waveform,alpha=10.0,0,1.6710526397019485,57
ridge_raw_waveform,alpha=10.0,1,1.6359660198919912,57
ridge_raw_waveform,alpha=10.0,2,1.4290278857023815,57
ridge_raw_waveform,alpha=10.0,-1,1.5786821817654404,57
ridge_raw_waveform,alpha=100.0,0,1.6557253298960484,57
ridge_raw_waveform,alpha=100.0,1,1.6119307516268775,57
ridge_raw_waveform,alpha=100.0,2,1.4193820535200576,57
ridge_raw_waveform,alpha=100.0,-1,1.5623460450143278,57
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",0,1.5451613532657191,57
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",1,1.598234489624053,57
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",2,1.3882336896734426,57
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",-1,1.5105431775210716,57
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",0,1.5698184068822811,57
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",1,1.619242257614481,57
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",2,1.3859478782582986,57
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",-1,1.5250028475850204,57
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",0,1.5663827928215726,57
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",1,1.6242141444306557,57
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",2,1.3763331960818737,57
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",-1,1.5223100444447006,57
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",0,1.901759795786218,57
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",1,1.6016126851497767,57
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",2,1.3963454653329943,57
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",-1,1.6332393154229965,57
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",0,1.7434088519029438,57
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",1,1.676399417654792,57
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",2,1.3362132837792104,57
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",-1,1.585340517778982,57
cnn_1d_waveform,channels=8,0,1.7023620497899843,57
cnn_1d_waveform,channels=8,1,1.6287209891275254,57
cnn_1d_waveform,channels=8,2,1.4461140965466652,57
cnn_1d_waveform,channels=8,-1,1.592399045154725,57
cnn_1d_waveform,channels=16,0,1.71260306638957,57
cnn_1d_waveform,channels=16,1,1.637302527713613,57
cnn_1d_waveform,channels=16,2,1.4668822043619703,57
cnn_1d_waveform,channels=16,-1,1.6055959328217178,57
atom_gated_cnn,channels=8,0,1.6635061682072025,57
atom_gated_cnn,channels=8,1,1.6397349100600567,57
atom_gated_cnn,channels=8,2,1.3608961129150412,57
atom_gated_cnn,channels=8,-1,1.5547123970607668,57
atom_gated_cnn,channels=16,0,1.6672728269013526,57
atom_gated_cnn,channels=16,1,1.5882719360988549,57
atom_gated_cnn,channels=16,2,1.4049863610494826,57
atom_gated_cnn,channels=16,-1,1.5535103746832302,57
traditional_hand_shape_ridge,alpha=0.1,0,1.8928516163264295,64
traditional_hand_shape_ridge,alpha=0.1,1,1.595029802135275,64
traditional_hand_shape_ridge,alpha=0.1,2,1.5568900187354795,64
traditional_hand_shape_ridge,alpha=0.1,-1,1.6815904790657281,64
traditional_hand_shape_ridge,alpha=1.0,0,1.892164113566281,64
traditional_hand_shape_ridge,alpha=1.0,1,1.5949096593231542,64
traditional_hand_shape_ridge,alpha=1.0,2,1.556775191342466,64
traditional_hand_shape_ridge,alpha=1.0,-1,1.6812829880773004,64
traditional_hand_shape_ridge,alpha=10.0,0,1.8859185529933795,64
traditional_hand_shape_ridge,alpha=10.0,1,1.5937346696179362,64
traditional_hand_shape_ridge,alpha=10.0,2,1.5556596442996218,64
traditional_hand_shape_ridge,alpha=10.0,-1,1.678437622303646,64
traditional_hand_shape_ridge,alpha=100.0,0,1.851946099351592,64
traditional_hand_shape_ridge,alpha=100.0,1,1.5839641247826641,64
traditional_hand_shape_ridge,alpha=100.0,2,1.5463849716315186,64
traditional_hand_shape_ridge,alpha=100.0,-1,1.660765065255258,64
ridge_raw_waveform,alpha=0.1,0,1.719042640218699,64
ridge_raw_waveform,alpha=0.1,1,1.51020117423354,64
ridge_raw_waveform,alpha=0.1,2,1.4964174663757963,64
ridge_raw_waveform,alpha=0.1,-1,1.5752204269426784,64
ridge_raw_waveform,alpha=1.0,0,1.7168913823579934,64
ridge_raw_waveform,alpha=1.0,1,1.5082054391721,64
ridge_raw_waveform,alpha=1.0,2,1.4960313159494718,64
ridge_raw_waveform,alpha=1.0,-1,1.5737093791598553,64
ridge_raw_waveform,alpha=10.0,0,1.7060953336053222,64
ridge_raw_waveform,alpha=10.0,1,1.49793527993951,64
ridge_raw_waveform,alpha=10.0,2,1.4933549655361082,64
ridge_raw_waveform,alpha=10.0,-1,1.56579519302698,64
ridge_raw_waveform,alpha=100.0,0,1.6912033215161995,64
ridge_raw_waveform,alpha=100.0,1,1.4833170486479834,64
ridge_raw_waveform,alpha=100.0,2,1.485469291591399,64
ridge_raw_waveform,alpha=100.0,-1,1.5533298872518608,64
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",0,1.570953902296494,64
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",1,1.4606757069264062,64
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",2,1.3867570922645842,64
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",-1,1.472795567162495,64
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",0,1.6145264120501166,64
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",1,1.5214455094236365,64
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",2,1.3985827942717663,64
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",-1,1.51151823858184,64
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",0,1.608027830122347,64
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",1,1.4988269964397227,64
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",2,1.4005270111426318,64
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",-1,1.5024606125682338,64
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",0,1.6852331868766663,64
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",1,1.4330954660810424,64
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",2,1.3993079568503801,64
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",-1,1.5058788699360297,64
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",0,1.611603902404796,64
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",1,1.443756750116042,64
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",2,1.4180015081714261,64
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",-1,1.4911207202307546,64
cnn_1d_waveform,channels=8,0,1.72029823945696,64
cnn_1d_waveform,channels=8,1,1.5210451412376633,64
cnn_1d_waveform,channels=8,2,1.5393823671692932,64
cnn_1d_waveform,channels=8,-1,1.593575249287972,64
cnn_1d_waveform,channels=16,0,1.7922785092418605,64
cnn_1d_waveform,channels=16,1,1.5589718447920864,64
cnn_1d_waveform,channels=16,2,1.4894491538693786,64
cnn_1d_waveform,channels=16,-1,1.613566502634442,64
atom_gated_cnn,channels=8,0,1.7115674380014698,64
atom_gated_cnn,channels=8,1,1.4918951068585053,64
atom_gated_cnn,channels=8,2,1.4343275332095338,64
atom_gated_cnn,channels=8,-1,1.5459300260231696,64
atom_gated_cnn,channels=16,0,1.7651374369322312,64
atom_gated_cnn,channels=16,1,1.4704560416111634,64
atom_gated_cnn,channels=16,2,1.4337284846352072,64
atom_gated_cnn,channels=16,-1,1.5564406543928673,64
traditional_hand_shape_ridge,alpha=0.1,0,1.7623708221731853,65
traditional_hand_shape_ridge,alpha=0.1,1,1.771694830993276,65
traditional_hand_shape_ridge,alpha=0.1,2,1.4960033011010718,65
traditional_hand_shape_ridge,alpha=0.1,-1,1.6766896514225111,65
traditional_hand_shape_ridge,alpha=1.0,0,1.762173937417091,65
traditional_hand_shape_ridge,alpha=1.0,1,1.771198311310677,65
traditional_hand_shape_ridge,alpha=1.0,2,1.4958719106714533,65
traditional_hand_shape_ridge,alpha=1.0,-1,1.6764147197997403,65
traditional_hand_shape_ridge,alpha=10.0,0,1.7603844903640933,65
traditional_hand_shape_ridge,alpha=10.0,1,1.7667108094018675,65
traditional_hand_shape_ridge,alpha=10.0,2,1.4946296345729029,65
traditional_hand_shape_ridge,alpha=10.0,-1,1.6739083114462876,65
traditional_hand_shape_ridge,alpha=100.0,0,1.7484888770299338,65
traditional_hand_shape_ridge,alpha=100.0,1,1.7446400976444407,65
traditional_hand_shape_ridge,alpha=100.0,2,1.4851910906024068,65
traditional_hand_shape_ridge,alpha=100.0,-1,1.6594400217589271,65
ridge_raw_waveform,alpha=0.1,0,1.6584175270828314,65
ridge_raw_waveform,alpha=0.1,1,1.6819820315688485,65
ridge_raw_waveform,alpha=0.1,2,1.4325025028182192,65
ridge_raw_waveform,alpha=0.1,-1,1.5909673538232998,65
ridge_raw_waveform,alpha=1.0,0,1.6564433360422715,65
ridge_raw_waveform,alpha=1.0,1,1.6802072877135752,65
ridge_raw_waveform,alpha=1.0,2,1.4319453105379594,65
ridge_raw_waveform,alpha=1.0,-1,1.5895319780979353,65
ridge_raw_waveform,alpha=10.0,0,1.6457616692700527,65
ridge_raw_waveform,alpha=10.0,1,1.6687462389824759,65
ridge_raw_waveform,alpha=10.0,2,1.4285711665792007,65
ridge_raw_waveform,alpha=10.0,-1,1.581026358277243,65
ridge_raw_waveform,alpha=100.0,0,1.6306266468368753,65
ridge_raw_waveform,alpha=100.0,1,1.6429825441925372,65
ridge_raw_waveform,alpha=100.0,2,1.4188931052909657,65
ridge_raw_waveform,alpha=100.0,-1,1.5641674321067927,65
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",0,1.5015563433305432,65
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",1,1.584870849839496,65
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",2,1.3409859193154332,65
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",-1,1.475804370828491,65
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",0,1.6438027408526619,65
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",1,1.6108808091406106,65
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",2,1.3645136922645174,65
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",-1,1.5397324140859299,65
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",0,1.5194535647334115,65
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",1,1.6051260344468867,65
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",2,1.3803985425193241,65
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",-1,1.5016593805665408,65
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",0,1.7015781017534217,65
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",1,1.6520597651112807,65
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",2,1.3000739148856508,65
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",-1,1.5512372605834512,65
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",0,1.790128915207978,65
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",1,1.6250226441342623,65
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",2,1.3227140365581331,65
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",-1,1.5792885319667913,65
cnn_1d_waveform,channels=8,0,1.69942281810625,65
cnn_1d_waveform,channels=8,1,1.6467902820954663,65
cnn_1d_waveform,channels=8,2,1.4447292437622221,65
cnn_1d_waveform,channels=8,-1,1.5969807813213128,65
cnn_1d_waveform,channels=16,0,1.6808436917856253,65
cnn_1d_waveform,channels=16,1,1.686653821881376,65
cnn_1d_waveform,channels=16,2,1.4521307097053593,65
cnn_1d_waveform,channels=16,-1,1.6065427411241202,65
atom_gated_cnn,channels=8,0,1.5984882630604536,65
atom_gated_cnn,channels=8,1,1.6091923981233818,65
atom_gated_cnn,channels=8,2,1.4417102921150435,65
atom_gated_cnn,channels=8,-1,1.5497969844329598,65
atom_gated_cnn,channels=16,0,1.6409154538838664,65
atom_gated_cnn,channels=16,1,1.5774016063273983,65
atom_gated_cnn,channels=16,2,1.3785825502835982,65
atom_gated_cnn,channels=16,-1,1.5322998701649544,65
