model,param,fold,mae_ns,heldout_run
traditional_hand_shape_ridge,alpha=0.1,0,1.7812568531119413,42
traditional_hand_shape_ridge,alpha=0.1,1,1.7533162516407614,42
traditional_hand_shape_ridge,alpha=0.1,2,1.499603359920478,42
traditional_hand_shape_ridge,alpha=0.1,-1,1.6780588215577268,42
traditional_hand_shape_ridge,alpha=1.0,0,1.7810742056428783,42
traditional_hand_shape_ridge,alpha=1.0,1,1.7527720294436178,42
traditional_hand_shape_ridge,alpha=1.0,2,1.4994663574094569,42
traditional_hand_shape_ridge,alpha=1.0,-1,1.6777708641653177,42
traditional_hand_shape_ridge,alpha=10.0,0,1.7793836718212315,42
traditional_hand_shape_ridge,alpha=10.0,1,1.7478436731269433,42
traditional_hand_shape_ridge,alpha=10.0,2,1.49815897733327,42
traditional_hand_shape_ridge,alpha=10.0,-1,1.675128774093815,42
traditional_hand_shape_ridge,alpha=100.0,0,1.7686065959809856,42
traditional_hand_shape_ridge,alpha=100.0,1,1.723908456181755,42
traditional_hand_shape_ridge,alpha=100.0,2,1.4885398436653137,42
traditional_hand_shape_ridge,alpha=100.0,-1,1.660351631942685,42
ridge_raw_waveform,alpha=0.1,0,1.6841933944652,42
ridge_raw_waveform,alpha=0.1,1,1.6518052615672745,42
ridge_raw_waveform,alpha=0.1,2,1.431560062899448,42
ridge_raw_waveform,alpha=0.1,-1,1.5891862396439744,42
ridge_raw_waveform,alpha=1.0,0,1.682156897506695,42
ridge_raw_waveform,alpha=1.0,1,1.6501398803517804,42
ridge_raw_waveform,alpha=1.0,2,1.4309621008031896,42
ridge_raw_waveform,alpha=1.0,-1,1.5877529595538882,42
ridge_raw_waveform,alpha=10.0,0,1.671297794580628,42
ridge_raw_waveform,alpha=10.0,1,1.6398098354566073,42
ridge_raw_waveform,alpha=10.0,2,1.4274092921487198,42
ridge_raw_waveform,alpha=10.0,-1,1.5795056407286516,42
ridge_raw_waveform,alpha=100.0,0,1.6571392497783324,42
ridge_raw_waveform,alpha=100.0,1,1.6154743264770186,42
ridge_raw_waveform,alpha=100.0,2,1.4171402998482,42
ridge_raw_waveform,alpha=100.0,-1,1.5632512920345167,42
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",0,1.5735842251123473,42
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",1,1.5833064492056443,42
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",2,1.3340393628345044,42
gradient_boosted_trees,"l2_regularization=0.0,learning_rate=0.04,max_iter=90,max_leaf_nodes=15",-1,1.4969766790508319,42
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",0,1.600037741509638,42
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",1,1.6049372142933833,42
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",2,1.332115277760285,42
gradient_boosted_trees,"l2_regularization=0.01,learning_rate=0.04,max_iter=140,max_leaf_nodes=31",-1,1.5123634111877688,42
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",0,1.5815215942848946,42
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",1,1.5953630789632527,42
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",2,1.3340193341315658,42
gradient_boosted_trees,"l2_regularization=0.1,learning_rate=0.02,max_iter=180,max_leaf_nodes=31",-1,1.503634669126571,42
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",0,1.7078767548935097,42
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",1,1.5969033897891693,42
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",2,1.3445583684996711,42
mlp_waveform,"alpha=0.0001,hidden_layer_sizes=[32]",-1,1.5497795043941167,42
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",0,1.6569838430076107,42
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",1,1.6282054365132606,42
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",2,1.3364847069814947,42
mlp_waveform,"alpha=0.0003,hidden_layer_sizes=[64, 32]",-1,1.5405579955007884,42
cnn_1d_waveform,channels=8,0,1.732920125642466,42
cnn_1d_waveform,channels=8,1,1.618035006274013,42
cnn_1d_waveform,channels=8,2,1.4741814837933962,42
cnn_1d_waveform,channels=8,-1,1.6083788719032917,42
cnn_1d_waveform,channels=16,0,1.721711693197244,42
cnn_1d_waveform,channels=16,1,1.633015851789168,42
cnn_1d_waveform,channels=16,2,1.4443914047382287,42
cnn_1d_waveform,channels=16,-1,1.5997063165748802,42
atom_gated_cnn,channels=8,0,1.6498156810378326,42
atom_gated_cnn,channels=8,1,1.54753022892011,42
atom_gated_cnn,channels=8,2,1.3945737968023018,42
atom_gated_cnn,channels=8,-1,1.5306399022534147,42
atom_gated_cnn,channels=16,0,1.6820597384734,42
atom_gated_cnn,channels=16,1,1.6457063179975224,42
atom_gated_cnn,channels=16,2,1.4166397524367278,42
atom_gated_cnn,channels=16,-1,1.5814686029692169,42
traditional_hand_shape_ridge,alpha=0.1,0,1.7841373226455073,57
traditional_hand_shape_ridge,alpha=0.1,1,1.7476217902648834,57
traditional_hand_shape_ridge,alpha=0.1,2,1.4969124971633705,57
traditional_hand_shape_ridge,alpha=0.1,-1,1.676223870024587,57
traditional_hand_shape_ridge,alpha=1.0,0,1.7839467156202908,57
traditional_hand_shape_ridge,alpha=1.0,1,1.7470879731190883,57
traditional_hand_shape_ridge,alpha=1.0,2,1.496784391115976,57
traditional_hand_shape_ridge,alpha=1.0,-1,1.6759396932851185,57
traditional_hand_shape_ridge,alpha=10.0,0,1.7821689678367618,57
traditional_hand_shape_ridge,alpha=10.0,1,1.7422640082640295,57
traditional_hand_shape_ridge,alpha=10.0,2,1.4955776656836088,57
traditional_hand_shape_ridge,alpha=10.0,-1,1.6733368805948,57
traditional_hand_shape_ridge,alpha=100.0,0,1.7712354857252686,57
traditional_hand_shape_ridge,alpha=100.0,1,1.718527637673372,57
traditional_hand_shape_ridge,alpha=100.0,2,1.4862125318930346,57
traditional_hand_shape_ridge,alpha=100.0,-1,1.6586585517638917,57
ridge_raw_waveform,alpha=0.1,0,1.684391228677279,57
ridge_raw_waveform,alpha=0.1,1,1.6478483756236855,57
ridge_raw_waveform,alpha=0.1,2,1.4329178087954721,57
ridge_raw_waveform,alpha=0.1,-1,1.5883858043654788,57
ridge_raw_waveform,alpha=1.0,0,1.6823109425670677,57
ridge_raw_waveform,alpha=1.0,1,1.6462335506009276,57
