method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_fft_template_cfd_timewalk,sample_i_analysis,1350,-0.23387162307363063,0.8724617843598987,0.8815988944432969,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,1.143051688341974,3.4527396831522505,8.691844139512906,0.3022222222222222,0.1674074074074074
mlp,sample_i_analysis,1350,1.2205434736883483,4.306058164234986,8.816568382476609,0.31037037037037035,0.19037037037037038
ridge,sample_i_analysis,1350,1.3134064332299147,5.385278895380299,9.293960163276688,0.35555555555555557,0.18666666666666668
1d_cnn,sample_i_analysis,1350,0.19411023082148793,7.1259157563937485,11.639571576201702,0.457037037037037,0.22666666666666666
spectrogram_patch_transformer_new,sample_i_analysis,1350,0.1638156168000764,7.774865769579565,10.93109181516358,0.482962962962963,0.23037037037037036
lightweight_transformer,sample_i_analysis,1350,1.63300814759925,7.968100833356591,10.346663991439284,0.49333333333333335,0.26
traditional_fft_template_cfd_timewalk,sample_i_calib,657,0.13569301451224192,1.3792321410671518,1.2722641256902911,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.499478922705419,4.7577741472611645,4.655743555435907,0.3181126331811263,0.0669710806697108
ridge,sample_i_calib,657,2.4916881181559845,5.227489771100068,5.215270441931118,0.4155251141552511,0.0837138508371385
mlp,sample_i_calib,657,1.8083334842981182,5.535048973407746,5.109836110500021,0.3150684931506849,0.1308980213089802
lightweight_transformer,sample_i_calib,657,2.698135996416738,7.06350265382745,6.993580744029903,0.4611872146118721,0.2222222222222222
1d_cnn,sample_i_calib,657,1.9311128314217,7.229710081410078,9.49182926740618,0.517503805175038,0.182648401826484
spectrogram_patch_transformer_new,sample_i_calib,657,1.8054831094100194,7.287913369664562,8.668310886835734,0.5114155251141552,0.1887366818873668
traditional_fft_template_cfd_timewalk,sample_ii_analysis,2739,0.6180820314427549,0.8638060495935866,0.8499542996839601,0.0,0.0
ridge,sample_ii_analysis,2739,-0.4983787994797062,3.9665883252493948,3.897372041930854,0.20700985761226726,0.012778386272362175
gradient_boosted_trees,sample_ii_analysis,2739,-1.1543354131639547,4.099844379037884,4.114505578592588,0.20372398685651696,0.007667031763417305
mlp,sample_ii_analysis,2739,-1.2979818314870393,4.54227718153623,4.292895502887468,0.2617743702081051,0.007667031763417305
1d_cnn,sample_ii_analysis,2739,-0.7375159962991571,5.294496498577503,6.906131226607141,0.34100036509675064,0.08762322015334063
spectrogram_patch_transformer_new,sample_ii_analysis,2739,-1.0885388523593083,5.595799718541469,6.73911785707577,0.3654618473895582,0.10332238043081417
lightweight_transformer,sample_ii_analysis,2739,1.177629724889826,6.594441685877267,6.914907168658955,0.4844833880978459,0.10733844468784227
traditional_fft_template_cfd_timewalk,sample_ii_calib,720,0.8248327126911796,0.78099967066079,0.8095156835831364,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-1.482163878978603,2.711831151093949,2.81977032747981,0.06527777777777778,0.004166666666666667
ridge,sample_ii_calib,720,-1.1763672153447464,2.9881111839657493,3.0008695954831213,0.10833333333333334,0.001388888888888889
mlp,sample_ii_calib,720,-1.5439348589926247,3.448163934572356,3.192326837376155,0.09305555555555556,0.0
1d_cnn,sample_ii_calib,720,-1.5332018468944568,4.255021420177044,5.821589252329078,0.2972222222222222,0.06111111111111111
spectrogram_patch_transformer_new,sample_ii_calib,720,-1.7753695956766808,4.600479491741444,5.994901838882904,0.3347222222222222,0.07361111111111111
lightweight_transformer,sample_ii_calib,720,1.0278551505974773,5.906751434927384,6.31121338684355,0.39305555555555555,0.06111111111111111
