axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
energy_bin,1d_cnn,4,q3,4.919901915570033,q1_low,7.259377226855913,2.33947531128588
energy_bin,spectrogram_patch_transformer_new,4,q3,4.979979791818043,q1_low,6.820383912897878,1.8404041210798345
energy_bin,lightweight_transformer,4,q2,5.559341087261104,q3,6.408101077359877,0.848759990098773
energy_bin,mlp,4,q4_high,4.094842430055673,q2,4.670173357217067,0.575330927161394
energy_bin,gradient_boosted_trees,4,q4_high,3.8791256041366156,q1_low,4.17080612863102,0.29168052449440474
energy_bin,ridge,4,q2,4.254182682727032,q3,4.486905848702914,0.23272316597588194
energy_bin,traditional_fft_template_cfd_timewalk,4,q2,0.8789858479673072,q1_low,1.0558238581114663,0.17683801014415912
pedestal_drift_bin,spectrogram_patch_transformer_new,3,mid,5.4321854713442095,high,7.85067257633836,2.41848710499415
pedestal_drift_bin,1d_cnn,3,low,5.185981357780024,high,7.163448024575724,1.9774666667957002
pedestal_drift_bin,lightweight_transformer,3,low,5.678504944964682,high,7.514169485096847,1.8356645401321652
pedestal_drift_bin,gradient_boosted_trees,3,low,3.817132809195787,high,4.456114960764292,0.6389821515685048
pedestal_drift_bin,mlp,3,low,4.059127334009704,high,4.670109075574411,0.6109817415647072
pedestal_drift_bin,ridge,3,low,4.190747461442071,high,4.538703526579539,0.3479560651374678
pedestal_drift_bin,traditional_fft_template_cfd_timewalk,3,mid,0.9518379071733918,high,1.0452618280148416,0.09342392084144979
phase_slope_bin,lightweight_transformer,3,negative,5.3661620624909885,positive,8.312584184467534,2.9464221219765454
phase_slope_bin,spectrogram_patch_transformer_new,3,negative,5.1214501027683585,positive,7.906083576821766,2.7846334740534076
phase_slope_bin,1d_cnn,3,negative,5.010548333394693,positive,7.151895965520941,2.141347632126248
phase_slope_bin,gradient_boosted_trees,3,negative,3.4761932220771494,positive,4.87783051885591,1.4016372967787603
phase_slope_bin,ridge,3,negative,3.8216112069099504,positive,4.806731812432476,0.9851206055225257
phase_slope_bin,mlp,3,negative,4.015637317534894,positive,4.952409675434012,0.9367723578991178
phase_slope_bin,traditional_fft_template_cfd_timewalk,3,negative,0.94516967664351,central,1.0466908276857032,0.10152115104219317
pid_sideband,spectrogram_patch_transformer_new,3,central,5.522209087699698,high_duplicate,10.163597869207567,4.641388781507869
pid_sideband,1d_cnn,3,central,5.336295080903555,high_duplicate,8.652495285775121,3.316200204871566
pid_sideband,ridge,3,low_duplicate,4.043666472540265,high_duplicate,5.060447986974556,1.0167815144342915
pid_sideband,lightweight_transformer,3,central,5.618307144926963,low_duplicate,6.255131049667777,0.6368239047408144
pid_sideband,gradient_boosted_trees,3,central,3.842568190715549,high_duplicate,4.456715383277861,0.6141471925623119
pid_sideband,mlp,3,central,4.291623277233439,high_duplicate,4.860895746305781,0.5692724690723416
pid_sideband,traditional_fft_template_cfd_timewalk,3,central,0.9682519004712706,high_duplicate,1.0804874012818289,0.11223550081055822
pileup_separation_bin,lightweight_transformer,3,none,5.464172515421602,mid,6.871041779171507,1.406869263749905
pileup_separation_bin,spectrogram_patch_transformer_new,3,close,5.6811124782676465,none,6.217053364743389,0.5359408864757427
pileup_separation_bin,1d_cnn,3,close,5.677746923776613,none,6.098061094968851,0.4203141711922376
pileup_separation_bin,ridge,3,none,4.011579830839584,mid,4.39763630525329,0.3860564744137056
pileup_separation_bin,gradient_boosted_trees,3,close,3.7655638225841797,none,4.120941345755502,0.3553775231713221
pileup_separation_bin,mlp,3,none,4.32732136138385,close,4.454040320794611,0.12671895941076095
pileup_separation_bin,traditional_fft_template_cfd_timewalk,3,none,0.975432384607634,close,1.0028825024149952,0.027450117807361174
pulse_shape_class,1d_cnn,3,nominal,4.608505592492383,compact,7.108753931852897,2.500248339360514
pulse_shape_class,spectrogram_patch_transformer_new,3,nominal,4.881572052069867,compact,7.333045944344785,2.451473892274918
pulse_shape_class,lightweight_transformer,3,nominal,5.831108487378163,compact,7.041048910650099,1.2099404232719362
pulse_shape_class,gradient_boosted_trees,3,nominal,3.4181732040508357,late_tail,4.362432403481521,0.9442591994306855
pulse_shape_class,ridge,3,nominal,3.9969798357958206,compact,4.896891759005278,0.8999119232094577
pulse_shape_class,mlp,3,nominal,3.988167017468938,compact,4.722607651472513,0.7344406340035752
pulse_shape_class,traditional_fft_template_cfd_timewalk,3,nominal,0.9232058235519527,compact,1.0357287064463483,0.1125228828943956
saturation_onset_bin,spectrogram_patch_transformer_new,2,near_saturation,5.445251645983385,linear,6.359550091518729,0.9142984455353442
saturation_onset_bin,1d_cnn,2,near_saturation,5.272640770673293,linear,6.179337766697884,0.906696996024591
saturation_onset_bin,lightweight_transformer,2,near_saturation,6.152839562522566,linear,6.8600865556596915,0.7072469931371259
saturation_onset_bin,gradient_boosted_trees,2,near_saturation,3.8068715396500776,linear,4.1228098154931745,0.31593827584309686
saturation_onset_bin,mlp,2,near_saturation,4.245944548850461,linear,4.468978964372447,0.22303441552198588
saturation_onset_bin,ridge,2,near_saturation,4.205343075282844,linear,4.37664398620736,0.17130091092451583
saturation_onset_bin,traditional_fft_template_cfd_timewalk,2,near_saturation,0.9767196988708423,linear,1.0007329783725663,0.02401327950172394
spectral_centroid_bin,1d_cnn,3,mid,5.233049191993696,high,7.55321860479566,2.320169412801964
spectral_centroid_bin,spectrogram_patch_transformer_new,3,mid,5.187971685213329,high,7.492433081201954,2.304461395988625
spectral_centroid_bin,lightweight_transformer,3,low,6.355730003162757,high,6.984640514984827,0.6289105118220704
spectral_centroid_bin,gradient_boosted_trees,3,mid,3.8358982169572835,high,4.433405099886717,0.5975068829294337
spectral_centroid_bin,mlp,3,high,4.2720820906693415,low,4.661830522647603,0.38974843197826115
spectral_centroid_bin,ridge,3,mid,4.273845469042948,low,4.341819177047679,0.06797370800473068
spectral_centroid_bin,traditional_fft_template_cfd_timewalk,3,low,0.9882315322842234,high,1.0267755434838086,0.03854401119958517
