ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
phase_randomized_spectra,49,3.9536892697349524,3.297733242565614,4.563900984374578,0.216794731064764,-0.013586321431011683
full_spectral_gradient_boosted_trees,59,3.967275591165964,3.2661788482578524,4.65409991369211,0.21441639224295647,0.0
time_domain_no_fft,33,3.9687831804418088,3.305230851561209,4.596814846582097,0.21203805342114893,0.0015075892758447118
amplitude_normalized_spectra_only,17,4.869737462079934,4.338992240266494,5.563976353323755,0.3079034028540066,0.90246187091397
pretrigger_only,6,17.734707487238264,15.049993238064017,25.80284548657346,0.6787413099158434,13.7674318960723
