method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
traditional_fft_template_cfd_timewalk,5466,0.3944833023575951,0.9945768301684093,0.9863095253783107,0.0,0.0,0.03702431912754307,0.7265184609754518,0.7667180217099978,1.1663587837418525,0.7729459172043538,1.1417467063858264,0.0,0.0,0.0,0.0
gradient_boosted_trees,5466,-0.2883217495279373,4.024193473695523,5.577904066556409,0.22356384924990852,0.05378704720087816,-1.4861958491811489,0.8038760864551696,3.319549738074926,4.667527311811857,3.9407749178171114,7.5746655644616725,0.15272857157171735,0.28566651626937944,0.007373387381226283,0.11736454942587278
ridge,5466,-0.030329557029515897,4.320871728600483,5.778172644393129,0.2557628979143798,0.06275155506769119,-0.9880990444591494,1.0114331334675417,3.705788593600849,5.13402693619988,3.7776657912772404,8.07602278981197,0.17861146429768243,0.3333188374671574,0.012419100058888636,0.13804682725415998
mlp,5466,-0.3712200218527766,4.428089820527807,5.735376393217265,0.2579582875960483,0.06659348701061105,-1.4979291026475847,0.8025150510987659,3.842604770712189,5.125755987752366,4.0784079212401965,7.554956798185955,0.19311716117905503,0.3064130691244467,0.007756188554381327,0.1325900901255805
1d_cnn,5466,-0.38414046544396996,5.811590233401101,8.603045615096185,0.38510793999268206,0.12989388949871936,-1.418649105099812,1.0652184099852127,5.115010576048742,6.88558378271843,6.951844976708431,10.183618667436717,0.3315439428793546,0.44469805116758687,0.08735594616151623,0.18775637968475406
spectrogram_patch_transformer_new,5466,-0.6788478776252846,6.094546265967367,8.198113866230447,0.4079765825100622,0.14105378704720087,-1.5620910276214688,0.5971996721915813,5.429100482875015,7.060627474299684,6.800631412447431,9.726560276644305,0.3599880770249442,0.4604247982906882,0.09989779421300453,0.19083004936330483
lightweight_transformer,5466,1.4229588888007694,6.670262741511738,7.8742563745587555,0.4718258324185876,0.15276253201609952,0.6177280450309551,2.303533668227407,6.231399903607189,7.355159924117651,6.733555073591935,9.440659066960933,0.4414692591641439,0.49550503803126006,0.099358708542476,0.21610380467685925
