max_leaf_nodes,learning_rate,l2_regularization,cv_mae_adc,cv_mae_std_adc
15,0.1,0.1,15.773845167519331,0.6421365313206161
15,0.1,0.0,15.800996997271241,0.6224100938033754
7,0.1,0.1,16.208117697799377,0.7066724492946103
7,0.1,0.0,16.26734451564779,0.6600690589579821
