path,bytes,forced_random_filename_tokens,is_root_or_archive
/home/billy/ccb-data/extracted/root/root/hrda_run_0035.root,6906038,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0036.root,5406671,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0037.root,12558688,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0039.root,7551093,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0040.root,8132296,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0041.root,8476807,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0042.root,8439631,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0043.root,9816,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0044.root,1072439,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0045.root,11978439,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0046.root,363504,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0047.root,2725102,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0048.root,7883395,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0049.root,8041307,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0050.root,10925423,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0051.root,5005769,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0052.root,2440882,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0053.root,9656826,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0054.root,9124046,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0055.root,5958441,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0056.root,12667291,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0057.root,7791169,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0058.root,8355851,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0059.root,10400361,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0060.root,8889565,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0061.root,8999644,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0062.root,9250458,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0063.root,9118926,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0064.root,8852963,,True
/home/billy/ccb-data/extracted/root/root/hrda_run_0065.root,9464668,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0012.root,4273035,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0013.root,14618059,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0014.root,1013221,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0015.root,30026478,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0016.root,3337504,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0017.root,1638803,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0018.root,21681973,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0019.root,21343485,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0020.root,16657460,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0021.root,5508,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0022.root,5508,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0023.root,1085562,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0024.root,7084801,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0025.root,758140,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0026.root,12367441,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0027.root,8098305,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0028.root,1507230,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0029.root,7398148,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0030.root,1524216,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0031.root,11638901,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0032.root,12157812,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0033.root,16781109,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0034.root,11697434,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0035.root,7793651,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0036.root,6167361,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0037.root,14369738,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0039.root,8625385,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0040.root,9266489,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0041.root,9691925,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0042.root,9767653,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0043.root,10181,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0044.root,1227977,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0045.root,13786671,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0046.root,412227,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0047.root,3098718,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0048.root,8995827,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0049.root,9203548,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0050.root,13217424,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0051.root,6036876,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0052.root,2941826,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0053.root,11713879,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0054.root,11056922,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0055.root,7153324,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0056.root,15273160,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0057.root,8881910,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0058.root,9623179,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0059.root,12032616,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0060.root,10174098,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0061.root,10362658,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0062.root,10634393,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0063.root,10494181,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0064.root,10006223,,True
/home/billy/ccb-data/extracted/root/root/hrdb_run_0065.root,10600278,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0012-sorted.root,25801710,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0013-sorted.root,82464565,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0014-sorted.root,6001886,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0015-sorted.root,164877109,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0016-sorted.root,20657093,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0017-sorted.root,9766059,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0018-sorted.root,120873411,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0019-sorted.root,118569477,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0020-sorted.root,93521112,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0021-sorted.root,6795,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0022-sorted.root,6795,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0023-sorted.root,6603848,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0024-sorted.root,42235235,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0025-sorted.root,5768659,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0026-sorted.root,88314988,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0027-sorted.root,58011722,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0028-sorted.root,9071168,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0029-sorted.root,43674830,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0030-sorted.root,9117933,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0031-sorted.root,65955980,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0032-sorted.root,68999370,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0033-sorted.root,92475690,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0034-sorted.root,65019593,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0035-sorted.root,46754225,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0036-sorted.root,37226919,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0037-sorted.root,82854608,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0039-sorted.root,50872738,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0040-sorted.root,54532162,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0041-sorted.root,56745351,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0042-sorted.root,56633658,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0043-sorted.root,31027,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0044-sorted.root,7496792,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0045-sorted.root,79303852,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0046-sorted.root,2520712,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0047-sorted.root,19113075,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0048-sorted.root,53036833,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0049-sorted.root,54061443,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0050-sorted.root,73323053,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0051-sorted.root,35098402,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0052-sorted.root,17314122,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0053-sorted.root,65120859,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0054-sorted.root,61683595,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0055-sorted.root,41228545,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0056-sorted.root,84522644,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0057-sorted.root,52584479,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0058-sorted.root,56657994,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0059-sorted.root,69459047,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0060-sorted.root,59705764,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0061-sorted.root,60421463,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0062-sorted.root,62060489,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0063-sorted.root,61228030,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0064-sorted.root,59537197,,True
/home/billy/ccb-data/extracted/sorted-a/hrda_run_0065-sorted.root,63398797,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0012-sorted.root,27709378,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0013-sorted.root,89641511,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0014-sorted.root,6523710,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0015-sorted.root,181287386,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0016-sorted.root,21615766,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0017-sorted.root,10598891,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0018-sorted.root,131636827,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0019-sorted.root,129698033,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0020-sorted.root,101954562,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0021-sorted.root,6795,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0022-sorted.root,6795,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0023-sorted.root,7048647,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0024-sorted.root,44948389,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0025-sorted.root,4988851,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0026-sorted.root,77124600,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0027-sorted.root,51179548,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0028-sorted.root,9709470,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0029-sorted.root,46514517,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0030-sorted.root,9802179,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0031-sorted.root,71297451,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0032-sorted.root,74522295,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0033-sorted.root,101173225,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0034-sorted.root,71345362,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0035-sorted.root,49348572,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0036-sorted.root,39412484,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0037-sorted.root,88499176,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0039-sorted.root,54129957,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0040-sorted.root,58089302,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0041-sorted.root,60575412,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0042-sorted.root,60890659,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0043-sorted.root,32226,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0044-sorted.root,7982639,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0045-sorted.root,85010101,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0046-sorted.root,2665214,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0047-sorted.root,20244544,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0048-sorted.root,56477347,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0049-sorted.root,57650642,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0050-sorted.root,80492682,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0051-sorted.root,38149478,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0052-sorted.root,18888569,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0053-sorted.root,71454883,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0054-sorted.root,67577850,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0055-sorted.root,44799586,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0056-sorted.root,92764111,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0057-sorted.root,55879611,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0058-sorted.root,60264244,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0059-sorted.root,74635423,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0060-sorted.root,63824621,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0061-sorted.root,64836585,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0062-sorted.root,66605992,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0063-sorted.root,65573978,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0064-sorted.root,63157492,,True
/home/billy/ccb-data/extracted/sorted-b/hrdb_run_0065-sorted.root,67037963,,True
