stave,bin,n_train_pulses,amp_low_adc,amp_high_adc,seed_cfd20_median_samples,seed_iqr_samples,aligned_cfd20_sigma68_samples,table,method,base_method,fold,heldout_runs,sigma68_ns,n_pair_residuals,heldout_run,n,pred_mean_ns,target_mean_ns,feature,coefficient,train_pulses,heldout_pulses,model,mask,n_features,feature_set_sha256,alpha,max_iter,hidden,channels
B8,2.0,753.0,3291.25,4028.125,5.396691729323308,1.694370478532921,0.08394846080818373,alignment,,,,,,,60,,,,,,,,,,,,,,,
B8,3.0,753.0,4028.125,,5.241661258922777,1.7379587175318285,0.07041841108621139,alignment,,,,,,,60,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,0.0,61,2.1340041308986883,2799.0,60,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,1.0,58 62 65,1.5760326037972803,2838.0,60,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,2.0,59 63,1.491698646169502,3399.0,60,,,,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,-5.31312407798002,-5.118768273916107,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,-2.760567367882529,-3.5746677108495053,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,0.4769322780889864,0.680855413365289,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,1.680662775037744,1.7263114140747056,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,2.3551697266758307,2.5361799579689985,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,404.0,3.4675469533829433,3.7500891993566303,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,-4.245879252027444,-4.223552771237291,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,-3.4162541167049616,-4.0775214982563135,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,0.7236582535133437,0.9685483208293247,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,1.836636746751684,1.9111151175945726,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,2.283196161413831,2.5868875004780287,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,404.0,2.6007148765194334,2.834523330591662,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,intercept,0.0,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_intercept,-11.456895487881736,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_log_amp,-56.53654346029179,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_log_amp2,19.18740868980966,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_inv_amp,-4.314581877171137,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_peak_sample,0.679932452742362,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_area_over_amp,2.8846263936613554,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B4_template_sse,0.6658318978637692,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_intercept,2.953313904286561,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_log_amp,-67.87667092454883,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_log_amp2,22.08075110319838,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_inv_amp,-2.067829095080187,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_peak_sample,-0.4353764713506102,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_area_over_amp,-0.7998958689574226,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B6_template_sse,0.07459833347475138,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_intercept,8.503581061622974,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_log_amp,-70.60312815675542,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_log_amp2,19.44531346938976,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_inv_amp,-2.7887452586250197,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_peak_sample,-0.4177760431954424,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_area_over_amp,-1.0216329987364643,9036.0,2424.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,60,,,,B8_template_sse,0.11660843804411669,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,intercept,0.0,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_intercept,70.96557383789877,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_log_amp,-234.60420224201403,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_log_amp2,120.28887501640433,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_inv_amp,0.1171135618668351,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_peak_sample,0.4538410045123929,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_area_over_amp,-0.46172370502258886,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B4_template_sse,-0.31915798408299745,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_intercept,-28.168440435022415,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_log_amp,-16.037102928238518,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_log_amp2,4.7095098652124765,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_inv_amp,-0.8283818199120514,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_peak_sample,0.22235984416732912,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_area_over_amp,-0.43438538007246397,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B6_template_sse,-0.13216888486508158,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_intercept,-42.797137655667164,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_log_amp,21.930722931867376,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_log_amp2,-20.846127740697323,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_inv_amp,-1.4732411326888246,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_peak_sample,0.7275417103977092,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_area_over_amp,1.2739879042982012,9036.0,2424.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,60,,,,B8_template_sse,0.29661445272551706,9036.0,2424.0,,,,,,,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,ridge,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,0.01,,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,hgb,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,80.0,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,mlp,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,32.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,cnn1d,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,,8.0
,,9036.0,,,,,,,,,,,,,60,,,,,,,,early_late_gated,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,24.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,ridge,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,0.01,,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,hgb,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,80.0,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,mlp,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,32.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,cnn1d,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,,8.0
,,9036.0,,,,,,,,,,,,,60,,,,,,,,early_late_gated,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,24.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,ridge,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,0.01,,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,hgb,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,80.0,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,mlp,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,32.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,cnn1d,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,,8.0
,,9036.0,,,,,,,,,,,,,60,,,,,,,,early_late_gated,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,24.0,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,ridge,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,0.01,,,
,,9036.0,,,,,,,,,,,,,60,,,,,,,,hgb,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,,80.0,,
B4,0.0,722.0,,1924.5,3.8775499074000432,3.3648017346961323,0.051234702448349455,alignment,,,,,,,61,,,,,,,,,,,,,,,
B4,1.0,721.0,1924.5,2352.5,5.0123831775700936,2.0582982061250936,0.004789561429641242,alignment,,,,,,,61,,,,,,,,,,,,,,,
B4,2.0,722.0,2352.5,2708.75,5.031758019785197,1.4827940087964997,0.007184835195650602,alignment,,,,,,,61,,,,,,,,,,,,,,,
B4,3.0,722.0,2708.75,,4.96328995208272,1.3910987124546887,0.01942099791094918,alignment,,,,,,,61,,,,,,,,,,,,,,,
B6,0.0,722.0,,2010.75,5.333700328751407,3.4102410148382933,0.057125328613087126,alignment,,,,,,,61,,,,,,,,,,,,,,,
B6,1.0,721.0,2010.75,2431.0,5.386565272496831,2.3765218062047793,0.06049396760038732,alignment,,,,,,,61,,,,,,,,,,,,,,,
B6,2.0,721.0,2431.0,2786.5,5.433003300330033,1.8482979759875011,0.06984119209495984,alignment,,,,,,,61,,,,,,,,,,,,,,,
B6,3.0,723.0,2786.5,,5.347819063004847,1.6905280151503943,0.06632488781436219,alignment,,,,,,,61,,,,,,,,,,,,,,,
B8,0.0,722.0,,2783.0,5.320178885750542,3.264526410640387,0.05285908936406063,alignment,,,,,,,61,,,,,,,,,,,,,,,
B8,1.0,721.0,2783.0,3334.0,5.381786339754816,2.206752444673186,0.07212832472836234,alignment,,,,,,,61,,,,,,,,,,,,,,,
B8,2.0,722.0,3334.0,4090.0,5.3521737958514,1.6189295390746312,0.07609639110866445,alignment,,,,,,,61,,,,,,,,,,,,,,,
B8,3.0,722.0,4090.0,,5.2189264519373335,1.7920722499989141,0.06491390157598427,alignment,,,,,,,61,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,0.0,60 65,1.629935599714853,2622.0,61,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,1.0,58 62,1.7454933797191943,2640.0,61,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,2.0,59 63,1.6856971126483604,3399.0,61,,,,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,467.0,-6.790816864456314,-6.209854282422257,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,466.0,-3.1704125946757706,-2.945392694801798,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,467.0,0.974295356049563,0.6619655522442224,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,466.0,2.0447508623950434,1.6940661747927548,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,466.0,2.8487292622371885,2.4010237048012604,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,467.0,4.435465817444645,4.400653423725839,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,467.0,-4.626029612608926,-3.555021327088996,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,466.0,-4.000145050143868,-3.1784929920132514,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,467.0,1.0906577920693057,0.6014505284737136,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,466.0,2.098962287241532,1.8151892114109651,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,466.0,2.53437874885625,2.1881212799597427,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,467.0,2.7336596428780453,2.1305195037532103,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,intercept,0.0,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_intercept,-52.52639052222761,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_log_amp,78.53629399899383,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_log_amp2,-47.46341149672062,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_inv_amp,-4.775835199568188,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_peak_sample,0.6324572814354291,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_area_over_amp,3.655759481497438,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B4_template_sse,0.9795155660993096,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_intercept,18.045925294246786,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_log_amp,-40.20592305434666,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_log_amp2,7.909732194403187,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_inv_amp,-1.7811311423213392,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_peak_sample,-0.7958373544738381,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_area_over_amp,-0.9735513432562896,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B6_template_sse,0.14880609067516043,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_intercept,34.480464766467804,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_log_amp,-62.419893426246,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_log_amp2,15.006649341344216,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_inv_amp,-2.948288170095697,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_peak_sample,-0.8336188441200176,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_area_over_amp,-1.8337445126098377,8661.0,2799.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,61,,,,B8_template_sse,0.058846351785989695,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,intercept,0.0,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_intercept,56.676829071283116,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_log_amp,-177.39566813898352,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_log_amp2,92.38976417782293,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_inv_amp,0.38257880570776326,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_peak_sample,0.5951769267894199,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_area_over_amp,-1.0431686492854484,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B4_template_sse,-0.5313710750968524,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_intercept,-30.990621771620685,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_log_amp,19.395963769818753,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_log_amp2,-13.415230758543554,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_inv_amp,-0.8369900469539434,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_peak_sample,0.17255735485045023,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_area_over_amp,0.15665128166009606,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B6_template_sse,0.04633796058519331,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_intercept,-25.686203596303276,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_log_amp,17.651634989050596,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_log_amp2,-18.365790760285087,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_inv_amp,-1.5235243052981164,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_peak_sample,0.6984172227932339,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_area_over_amp,1.146260992794192,8661.0,2799.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,61,,,,B8_template_sse,0.2244904831470627,8661.0,2799.0,,,,,,,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,ridge,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,0.01,,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,hgb,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,80.0,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,mlp,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,32.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,cnn1d,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,,8.0
,,8661.0,,,,,,,,,,,,,61,,,,,,,,early_late_gated,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,24.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,ridge,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,0.01,,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,hgb,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,80.0,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,mlp,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,32.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,cnn1d,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,,8.0
,,8661.0,,,,,,,,,,,,,61,,,,,,,,early_late_gated,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,24.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,ridge,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,0.01,,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,hgb,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,80.0,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,mlp,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,32.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,cnn1d,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,,8.0
,,8661.0,,,,,,,,,,,,,61,,,,,,,,early_late_gated,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,24.0,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,ridge,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,0.01,,,
,,8661.0,,,,,,,,,,,,,61,,,,,,,,hgb,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,,80.0,,
B4,0.0,753.0,,1934.0,3.916795865633075,3.335099466701542,0.03847588395916617,alignment,,,,,,,62,,,,,,,,,,,,,,,
B4,1.0,753.0,1934.0,2375.5,5.011725663716814,2.072800003869613,0.004626020424844253,alignment,,,,,,,62,,,,,,,,,,,,,,,
B4,2.0,753.0,2375.5,2723.0,5.059540636042403,1.3187138863000936,0.012132588524208997,alignment,,,,,,,62,,,,,,,,,,,,,,,
B4,3.0,754.0,2723.0,,4.959625488591946,1.3224250038772147,0.021913757233433306,alignment,,,,,,,62,,,,,,,,,,,,,,,
B6,0.0,753.0,,2058.0,5.336351531291611,3.3873213144099217,0.05548090205831025,alignment,,,,,,,62,,,,,,,,,,,,,,,
B6,1.0,752.0,2058.0,2484.0,5.358368514555094,2.398735113729681,0.05844547792646148,alignment,,,,,,,62,,,,,,,,,,,,,,,
B6,2.0,754.0,2484.0,2842.5,5.426484473415609,1.7905919738136469,0.06807833268667912,alignment,,,,,,,62,,,,,,,,,,,,,,,
B6,3.0,754.0,2842.5,,5.3493736233946665,1.6289640569634223,0.06903850953122857,alignment,,,,,,,62,,,,,,,,,,,,,,,
B8,0.0,753.0,,2798.0,5.30938123752495,3.4417603493552855,0.05179545168741398,alignment,,,,,,,62,,,,,,,,,,,,,,,
B8,1.0,752.0,2798.0,3348.5,5.392658897132813,1.9362775482200945,0.07362629288006993,alignment,,,,,,,62,,,,,,,,,,,,,,,
B8,2.0,754.0,3348.5,4108.5,5.3717564812734455,1.5687064076196968,0.08068260773998966,alignment,,,,,,,62,,,,,,,,,,,,,,,
B8,3.0,754.0,4108.5,,5.214670976540747,1.75743356668073,0.06457195861749193,alignment,,,,,,,62,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,0.0,61,2.1824845032803486,2799.0,62,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,1.0,58 60 65,1.486307405519341,2841.0,62,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,2.0,59 63,1.520125549496024,3399.0,62,,,,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,404.0,-7.082164078684509,-6.884834655226309,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,403.0,-3.68088470918249,-3.915784370150932,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,404.0,0.9823956133847564,1.2057442376582748,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,403.0,2.1723368640610627,2.2306756674733386,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,403.0,2.925784967458229,2.922264751607537,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,62,404.0,4.538231507048882,4.444996636085937,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,62,404.0,-4.449321986176679,-4.404247588877441,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,62,403.0,-3.8609716538348655,-4.290778932720824,,,,,,,,,,,,
