heldout_run,method,family,baseline,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
58,hgb_full,ml,s02b_global_template_timewalk,73,219,1.0671635318018124,2.5298087275371115,2.5985170392001233,0.0273972602739726,0.8776739148640398,1.256011563718073,-0.4556288003627633,-0.813189073474101,-0.13930101952018203
58,hgb_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.0695057633206713,2.5860127086690015,2.526072927170307,0.0319634703196347,0.9252366277013226,1.2265670152437984,-0.4532865688439045,-0.7973050747932833,-0.19773343835344753
58,hgb_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1486003985346653,2.6241716268718362,2.717742367476694,0.0273972602739726,0.953084118078492,1.3557344755576752,-0.37419193362991043,-0.7136357915600305,-0.10256748724289037
58,hgb_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1492930986466825,2.579888787162702,3.2418499119471527,0.0319634703196347,0.9559364260351817,1.38232475192769,-0.37349923351789327,-0.7320866615223836,-0.06517377828519486
58,mlp_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.2318540603894788,2.566496928264687,2.8498373776631425,0.0365296803652968,0.9941606751537481,1.5062370877999056,-0.290938271775097,-0.6196835179537021,0.010602546692322353
58,mlp_full,ml,s02b_global_template_timewalk,73,219,1.2361480663979225,2.572542543003717,3.1279997720770596,0.0410958904109589,1.0539108339271839,1.5101206932699642,-0.28664426576665325,-0.6442960739850573,-0.004094866220907716
58,cnn1d_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.305960832607932,2.733485237145295,3.3020975318655896,0.0410958904109589,1.1174456121868177,1.4718843321240875,-0.21683149955664383,-0.5657934132639075,0.040051532058096535
58,early_late_gated_full,ml,s02b_global_template_timewalk,73,219,1.3185559339084523,2.7642725613408587,3.2811342136004362,0.045662100456621,1.1723513322066934,1.586939156849962,-0.2042363982561235,-0.5454894124874141,0.11291890411492544
58,ridge_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.3485564776394068,2.779804016771524,3.4883300301458555,0.045662100456621,1.1874626681466518,1.5611299133841554,-0.174235854525169,-0.5061377645511052,0.0973414908218098
58,ridge_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3591869177485965,2.660977148844487,3.1602184302822494,0.0365296803652968,1.223345133736405,1.4968470207171944,-0.1636054144159793,-0.5150970036415327,0.09324809601230137
58,ridge_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3691296213710857,2.8952417669606456,3.509072147415837,0.0410958904109589,1.2100666673392555,1.604419028719502,-0.15366271079349003,-0.48848110492193725,0.10550620110295171
58,ridge_full,ml,s02b_global_template_timewalk,73,219,1.3752950452449455,2.766037348085892,3.139263751618598,0.0365296803652968,1.2481486329795903,1.5172925503526495,-0.14749728691963027,-0.47227162802594774,0.09220588833804469
58,mlp_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.4102001785369707,2.7966681896196612,3.2731403783041286,0.0365296803652968,1.2111976260261472,1.6860158330852082,-0.11259215362760511,-0.4924078026270381,0.15546461985207838
58,cnn1d_full,ml,s02b_global_template_timewalk,73,219,1.4359227948873574,2.822131578180319,3.6660447713758675,0.0502283105022831,1.3041224653725365,1.594818496855211,-0.08686953727721836,-0.43627599612105117,0.22105202738360105
58,early_late_gated_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.4634499351583128,2.808202876777782,3.51270507523437,0.045662100456621,1.242556530153611,1.6233898381420495,-0.05934239700626298,-0.44204327044374897,0.1908871974523445
