method,lowering_axis,n,tail_rate_abs_error_gt5ns,mean_tail_probability_gt5ns,tail_probability_brier,tail_probability_ece,tail_capture_at_95_acceptance,accepted_tail_rate_at_95_acceptance
gated_waveform_tabular_cnn,large,465,0.03225806451612903,0.052820865493328255,0.0343130295350463,0.028405907855856446,0.2,0.027210884353741496
gated_waveform_tabular_cnn,medium,706,0.0169971671388102,0.008735274516831105,0.01543887254821848,0.009849718623668945,0.5833333333333334,0.007462686567164179
gated_waveform_tabular_cnn,none,9240,0.01818181818181818,0.007015733011312433,0.016899482586505015,0.01116608517050575,0.2619047619047619,0.014126224652540442
gated_waveform_tabular_cnn,small,1049,0.02669208770257388,0.01735399708067381,0.026342584574126394,0.011019658678414824,0.21428571428571427,0.02208835341365462
gradient_boosted_trees_conformal,large,465,0.034408602150537634,0.007957720650649406,0.02921399886302487,0.026450881499888848,0.5625,0.015873015873015872
gradient_boosted_trees_conformal,medium,706,0.021246458923512748,0.008687261880233802,0.01155953348015816,0.012559197043278942,0.6666666666666666,0.007462686567164179
gradient_boosted_trees_conformal,none,9240,0.011796536796536796,0.0037709907376063927,0.010038509125750309,0.008025546058930404,0.43119266055045874,0.007063112326270221
gradient_boosted_trees_conformal,small,1049,0.02669208770257388,0.007600054407665055,0.019713046936095956,0.019092033294908824,0.6071428571428571,0.01104417670682731
mlp_heteroskedastic,large,465,0.03225806451612903,0.017349596341307217,0.025972038168746117,0.01639101744975188,0.6,0.013605442176870748
mlp_heteroskedastic,medium,706,0.0169971671388102,0.007359463841269363,0.015813082492450427,0.00977455079312593,0.5,0.008955223880597015
mlp_heteroskedastic,none,9240,0.015043290043290043,0.0053399866981907115,0.013557141155731055,0.009703303345099331,0.3597122302158273,0.01013898382319435
mlp_heteroskedastic,small,1049,0.02478551000953289,0.01608451618388578,0.024259480312977023,0.011760671729860143,0.2692307692307692,0.019076305220883535
ridge_conformal,large,465,0.03225806451612903,0.01648234233327544,0.020969821348839932,0.01577572223516953,0.7333333333333333,0.009070294784580499
ridge_conformal,medium,706,0.015580736543909348,0.007243312884231994,0.013615292993997942,0.008337423659677358,0.5454545454545454,0.007462686567164179
ridge_conformal,none,9240,0.011471861471861472,0.001089884147749627,0.010938209297611813,0.010381977324111846,0.3113207547169811,0.008316245158350421
ridge_conformal,small,1049,0.02478551000953289,0.00251230998810883,0.023238254270813462,0.022273200021424064,0.2692307692307692,0.019076305220883535
traditional_stratified_robust_width,large,465,0.03225806451612903,3.907205505153115e-62,0.03225806451612903,0.03225806451612903,0.06666666666666667,0.03125
traditional_stratified_robust_width,medium,706,0.0169971671388102,3.5034111804669168e-56,0.0169971671388102,0.0169971671388102,0.08333333333333333,0.016417910447761194
traditional_stratified_robust_width,none,9240,0.01277056277056277,0.004947732801563554,0.01173385845950775,0.009945561526331363,0.2966101694915254,0.009437180216031836
traditional_stratified_robust_width,small,1049,0.023832221163012392,4.377367140121668e-07,0.023832221263513635,0.02383178342629838,0.08,0.023046092184368736
