level,n,median_residual_ns,sigma68_ns,stave,lowering_axis,amp_bin,q_bin,phase_bin,heldout_run
stave_lowering,2558,-0.7349606330352607,1.1187433966713602,B8,none,,,,59
stave_lowering,204,-0.8606743563887207,0.29427030340575433,B8,small,,,,59
stave,3057,1.9548557785597893,1.0134378291383845,B4,,,,,59
stave,3057,-1.1650064894391363,0.9353733169963793,B6,,,,,59
stave,3057,-0.8008941482326932,0.9194429327754607,B8,,,,,59
stave_lowering_amp_q_phase,123,2.215760970506402,0.24879989511083367,B4,large,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,144,1.893680354893018,0.17539608648697724,B4,medium,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,58,1.7766493573924365,0.13859805700685845,B4,medium,1.0,2.0,0.0,60
stave_lowering_amp_q_phase,74,1.6590757318758023,1.3366115747638057,B4,none,0.0,0.0,2.0,60
stave_lowering_amp_q_phase,446,1.963967887386417,1.4918227425522448,B4,none,0.0,0.0,3.0,60
stave_lowering_amp_q_phase,45,1.814282798874899,0.10541193117969416,B4,none,0.0,2.0,3.0,60
stave_lowering_amp_q_phase,100,1.5535258459294994,1.0189835603025434,B4,none,1.0,0.0,2.0,60
stave_lowering_amp_q_phase,544,1.8712208728475659,1.3757266757484956,B4,none,1.0,0.0,3.0,60
stave_lowering_amp_q_phase,57,1.7874731591642359,0.15565793576061782,B4,none,1.0,1.0,1.0,60
stave_lowering_amp_q_phase,79,1.7879297570852657,0.13396457833740094,B4,none,1.0,2.0,3.0,60
stave_lowering_amp_q_phase,42,1.505269819995803,1.1795377114706986,B4,none,2.0,0.0,2.0,60
stave_lowering_amp_q_phase,188,1.7903965786878722,1.3419655554873198,B4,none,2.0,0.0,3.0,60
stave_lowering_amp_q_phase,54,1.7252861662112124,0.4811410221436534,B4,none,2.0,1.0,1.0,60
stave_lowering_amp_q_phase,47,1.6369360556852826,0.9273696769589741,B4,none,2.0,1.0,2.0,60
stave_lowering_amp_q_phase,298,2.1713869904131506,1.3306248893981112,B4,none,2.0,1.0,3.0,60
stave_lowering_amp_q_phase,67,1.811536072775425,0.15114583559275185,B4,none,2.0,2.0,3.0,60
stave_lowering_amp_q_phase,48,4.772198702044587,6.640112370091463,B4,none,3.0,2.0,3.0,60
stave_lowering_amp_q_phase,68,1.8111012898628616,0.11591118712991844,B4,small,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,49,1.8153332756597393,0.14777518974284265,B4,small,1.0,2.0,0.0,60
stave_lowering_amp_q_phase,45,-1.2676450735081346,0.08738874570749033,B6,large,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,91,-1.1530839663241466,0.14270160558973255,B6,medium,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,55,-1.135478044997214,0.1008695476468684,B6,medium,1.0,2.0,0.0,60
stave_lowering_amp_q_phase,46,-1.1618862516120032,1.177414045239297,B6,none,0.0,0.0,2.0,60
stave_lowering_amp_q_phase,452,-1.0116563907552028,1.4053898829647566,B6,none,0.0,0.0,3.0,60
stave_lowering_amp_q_phase,40,-1.1429444473539654,0.18517163127670294,B6,none,0.0,2.0,1.0,60
stave_lowering_amp_q_phase,42,-1.1532507113630999,0.15571095871573903,B6,none,0.0,2.0,3.0,60
stave_lowering_amp_q_phase,75,-1.121339652390077,1.1301599636713688,B6,none,1.0,0.0,2.0,60
stave_lowering_amp_q_phase,541,-1.1462305303181424,1.4023732667601556,B6,none,1.0,0.0,3.0,60
stave_lowering_amp_q_phase,44,-1.1526493646167744,0.11091449246683815,B6,none,1.0,2.0,1.0,60
stave_lowering_amp_q_phase,51,-1.189952365790731,0.12765628112175875,B6,none,1.0,2.0,3.0,60
stave_lowering_amp_q_phase,65,-1.3735945952483775,1.0255315238297387,B6,none,2.0,0.0,2.0,60
stave_lowering_amp_q_phase,323,-1.2084705612984692,1.222980058043148,B6,none,2.0,0.0,3.0,60
stave_lowering_amp_q_phase,52,-1.109955854112652,0.18073119384560365,B6,none,2.0,1.0,1.0,60
stave_lowering_amp_q_phase,188,-1.1795312412992587,1.0868804349180348,B6,none,2.0,1.0,3.0,60
stave_lowering_amp_q_phase,75,-1.1478562250324416,0.15034200399526665,B6,none,2.0,2.0,3.0,60
stave_lowering_amp_q_phase,94,-1.2270271182059425,1.0876974010817735,B6,none,3.0,1.0,3.0,60
stave_lowering_amp_q_phase,58,-0.9938426405188281,0.8520893630363049,B6,none,3.0,2.0,3.0,60
stave_lowering_amp_q_phase,62,-1.1479973487283068,0.15542191532613514,B6,small,0.0,2.0,0.0,60
stave_lowering_amp_q_phase,73,-1.1379626071864593,0.12546729601358042,B6,small,1.0,2.0,0.0,60
stave_lowering_amp_q_phase,49,-1.132789491108916,0.11787128492204568,B6,small,2.0,2.0,0.0,60
stave_lowering_amp_q_phase,49,-0.5445564176262891,0.17012865397474883,B8,medium,3.0,2.0,0.0,60
stave_lowering_amp_q_phase,125,-0.5393256990514814,1.2869560228337815,B8,none,0.0,1.0,3.0,60
stave_lowering_amp_q_phase,138,-0.2132789096460499,1.4130852896337167,B8,none,1.0,1.0,3.0,60
stave_lowering_amp_q_phase,50,-0.8544461141577315,1.1466636578619045,B8,none,2.0,1.0,2.0,60
stave_lowering_amp_q_phase,369,-0.37331783142360564,1.124173633504299,B8,none,2.0,1.0,3.0,60
stave_lowering_amp_q_phase,56,-0.8209759986600389,0.08999552128334615,B8,none,2.0,2.0,3.0,60
stave_lowering_amp_q_phase,116,-0.715012838226702,0.7803308896585092,B8,none,3.0,1.0,1.0,60
stave_lowering_amp_q_phase,254,-0.8470753783131109,1.3425752783607576,B8,none,3.0,1.0,2.0,60
stave_lowering_amp_q_phase,686,-0.637381432154168,1.315465638085701,B8,none,3.0,1.0,3.0,60
stave_lowering_amp_q_phase,127,-0.4761562856089512,0.24455008210476847,B8,none,3.0,2.0,0.0,60
stave_lowering_amp_q_phase,82,-0.9828375946083057,1.3126168413926085,B8,none,3.0,2.0,1.0,60
stave_lowering_amp_q_phase,139,-1.8276406647377854,1.6401586154062966,B8,none,3.0,2.0,2.0,60
stave_lowering_amp_q_phase,246,-0.6104696920753341,0.6189104230574827,B8,none,3.0,2.0,3.0,60
stave_lowering_amp_q_phase,91,-0.5729704493817138,0.21709710750977887,B8,small,3.0,2.0,0.0,60
stave_lowering_amp_q,144,2.1529957393068635,0.2618963001764235,B4,large,0.0,2.0,,60
stave_lowering_amp_q,149,1.887495532760063,0.1750990288350055,B4,medium,0.0,2.0,,60
stave_lowering_amp_q,70,1.7814520388616124,0.13005561711668034,B4,medium,1.0,2.0,,60
stave_lowering_amp_q,525,1.925673890318997,1.4821464848630959,B4,none,0.0,0.0,,60
stave_lowering_amp_q,75,1.8314187559781558,1.5220418585913573,B4,none,0.0,1.0,,60
stave_lowering_amp_q,50,1.8122973406119023,0.11089849101382698,B4,none,0.0,2.0,,60
stave_lowering_amp_q,657,1.8321527426609947,1.3144442301046444,B4,none,1.0,0.0,,60
stave_lowering_amp_q,97,1.8079792435279387,0.7599099212690179,B4,none,1.0,1.0,,60
stave_lowering_amp_q,84,1.7857398596576068,0.13450930129437488,B4,none,1.0,2.0,,60
stave_lowering_amp_q,235,1.7279907885505423,1.3444109590446054,B4,none,2.0,0.0,,60
stave_lowering_amp_q,400,1.91726626968385,1.247165662792838,B4,none,2.0,1.0,,60
stave_lowering_amp_q,72,1.8321470384561493,0.15770351244474423,B4,none,2.0,2.0,,60
stave_lowering_amp_q,53,1.873506681735229,1.2858077566587136,B4,none,3.0,1.0,,60
stave_lowering_amp_q,84,2.9253092248218806,4.445955471888905,B4,none,3.0,2.0,,60
stave_lowering_amp_q,103,1.8089398328374173,0.13119149164494204,B4,small,0.0,2.0,,60
stave_lowering_amp_q,79,1.8014607654197334,0.14646921392358225,B4,small,1.0,2.0,,60
stave_lowering_amp_q,56,-1.2606848681740424,0.09806744936542267,B6,large,0.0,2.0,,60
stave_lowering_amp_q,92,-1.1546626832505567,0.14294086631151826,B6,medium,0.0,2.0,,60
stave_lowering_amp_q,56,-1.1374768571544784,0.10504852521123731,B6,medium,1.0,2.0,,60
stave_lowering_amp_q,498,-1.0496862294058857,1.3971685268705423,B6,none,0.0,0.0,,60
stave_lowering_amp_q,52,-1.1064335587169865,0.555206060008502,B6,none,0.0,1.0,,60
stave_lowering_amp_q,84,-1.1521546159820417,0.1684650086078106,B6,none,0.0,2.0,,60
stave_lowering_amp_q,616,-1.1288880302006454,1.3466272677271178,B6,none,1.0,0.0,,60
stave_lowering_amp_q,62,-1.1779217969249665,0.18384124266472035,B6,none,1.0,1.0,,60
stave_lowering_amp_q,100,-1.1760728139628398,0.12397229854392722,B6,none,1.0,2.0,,60
stave_lowering_amp_q,388,-1.244882781967327,1.1862473024024685,B6,none,2.0,0.0,,60
stave_lowering_amp_q,272,-1.1437391989262302,0.9439167528105661,B6,none,2.0,1.0,,60
stave_lowering_amp_q,126,-1.141663187995995,0.16304999792190955,B6,none,2.0,2.0,,60
stave_lowering_amp_q,145,-1.2576529052655303,1.0708677242002391,B6,none,3.0,1.0,,60
stave_lowering_amp_q,112,-1.0816321878651287,0.9877869081139972,B6,none,3.0,2.0,,60
stave_lowering_amp_q,94,-1.1468762118073066,0.18466738325847615,B6,small,0.0,2.0,,60
stave_lowering_amp_q,88,-1.1416551887848456,0.14557800052790548,B6,small,1.0,2.0,,60
stave_lowering_amp_q,62,-1.1138666103211783,0.12495210685315083,B6,small,2.0,2.0,,60
stave_lowering_amp_q,49,-0.5445564176262891,0.17012865397474883,B8,medium,3.0,2.0,,60
stave_lowering_amp_q,130,-0.5869142556068425,1.2400452017416486,B8,none,0.0,1.0,,60
stave_lowering_amp_q,166,-0.43248978474492006,1.2874487916911113,B8,none,1.0,1.0,,60
stave_lowering_amp_q,434,-0.5406596867647657,1.1295231156159606,B8,none,2.0,1.0,,60
stave_lowering_amp_q,83,-0.825080399908785,0.08557769886950911,B8,none,2.0,2.0,,60
stave_lowering_amp_q,1057,-0.7241088226731094,1.2586610203640154,B8,none,3.0,1.0,,60
stave_lowering_amp_q,594,-0.6544801366456028,1.1682514340774182,B8,none,3.0,2.0,,60
stave_lowering_amp_q,43,-0.8008460724328472,0.07533531740456878,B8,small,2.0,2.0,,60
stave_lowering_amp_q,94,-0.5650734093619469,0.22325072750621883,B8,small,3.0,2.0,,60
stave_lowering_amp,144,2.1529957393068635,0.2618963001764235,B4,large,0.0,,,60
stave_lowering_amp,149,1.887495532760063,0.1750990288350055,B4,medium,0.0,,,60
stave_lowering_amp,70,1.7814520388616124,0.13005561711668034,B4,medium,1.0,,,60
stave_lowering_amp,650,1.8407631542796778,1.3998639429098467,B4,none,0.0,,,60
stave_lowering_amp,838,1.8062556478351652,1.1655634268384625,B4,none,1.0,,,60
stave_lowering_amp,707,1.8503132671923694,1.189018673482347,B4,none,2.0,,,60
stave_lowering_amp,137,2.300073031350685,2.4273335027839122,B4,none,3.0,,,60
stave_lowering_amp,147,1.8029755835023025,0.22574431282390228,B4,small,0.0,,,60
stave_lowering_amp,96,1.7990867341196086,0.16922940753178828,B4,small,1.0,,,60
stave_lowering_amp,43,1.9080181724645868,0.24380350687446295,B4,small,2.0,,,60
stave_lowering_amp,56,-1.2606848681740424,0.09806744936542267,B6,large,0.0,,,60
stave_lowering_amp,92,-1.1546626832505567,0.14294086631151826,B6,medium,0.0,,,60
stave_lowering_amp,56,-1.1374768571544784,0.10504852521123731,B6,medium,1.0,,,60
stave_lowering_amp,634,-1.1051028061168537,1.2483337200129334,B6,none,0.0,,,60
stave_lowering_amp,778,-1.1645699425417746,1.1698036338410585,B6,none,1.0,,,60
stave_lowering_amp,786,-1.1620556550420957,0.9498451103220019,B6,none,2.0,,,60
stave_lowering_amp,257,-1.1440914508881121,1.0519169356293134,B6,none,3.0,,,60
stave_lowering_amp,126,-1.1478839191460892,0.30661166327124434,B6,small,0.0,,,60
stave_lowering_amp,108,-1.1335091846926737,0.19398959216271294,B6,small,1.0,,,60
stave_lowering_amp,75,-1.1153014114024202,0.17305550883853382,B6,small,2.0,,,60
stave_lowering_amp,50,-0.5485170512203403,0.1695011690612139,B8,medium,3.0,,,60
stave_lowering_amp,166,-0.7902721421121583,0.9998805366033394,B8,none,0.0,,,60
stave_lowering_amp,198,-0.8159925012457663,1.1236549039626973,B8,none,1.0,,,60
stave_lowering_amp,518,-0.7690954209697658,0.9922416445564913,B8,none,2.0,,,60
stave_lowering_amp,1651,-0.6872101523998992,1.1672661161196025,B8,none,3.0,,,60
stave_lowering_amp,50,-0.7964806601981778,0.08104801614782631,B8,small,2.0,,,60
stave_lowering_amp,96,-0.5650734093619469,0.22670747676241165,B8,small,3.0,,,60
stave_lowering,157,2.1421966171315034,0.2764751125114149,B4,large,,,,60
stave_lowering,230,1.8568299466337237,0.16705939731694364,B4,medium,,,,60
stave_lowering,2332,1.8454061531802353,1.2881954482812137,B4,none,,,,60
stave_lowering,293,1.8147037784477362,0.20211890404844035,B4,small,,,,60
stave_lowering,66,-1.2535888140599205,0.10300319409013092,B6,large,,,,60
stave_lowering,165,-1.135478044997214,0.13083239709373273,B6,medium,,,,60
stave_lowering,2455,-1.1482777077027535,1.0917518981305232,B6,none,,,,60
stave_lowering,326,-1.133971896349589,0.2430879288467125,B6,small,,,,60
stave_lowering,126,-0.9998192150106711,0.24539021204879674,B8,large,,,,60
stave_lowering,146,-0.8535209718107701,0.2507321649605444,B8,medium,,,,60
stave_lowering,2533,-0.7191630710140231,1.1235113839968944,B8,none,,,,60
stave_lowering,207,-0.731744272015348,0.2949333400143571,B8,small,,,,60
stave,3012,1.8577911959769082,1.0421842940580304,B4,,,,,60
stave,3012,-1.1482334286578357,0.9415139759458329,B6,,,,,60
stave,3012,-0.7513887640452452,0.9614890640762233,B8,,,,,60
stave_lowering_amp_q_phase,119,2.4684198114179523,0.25640445673631085,B4,large,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,145,2.1808404954148557,0.1565035126116232,B4,medium,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,49,2.059893403256744,0.12051843777862181,B4,medium,1.0,2.0,0.0,61
stave_lowering_amp_q_phase,65,1.585656838929573,1.0940516627659866,B4,none,0.0,0.0,2.0,61
stave_lowering_amp_q_phase,425,2.2438447639100474,1.4262944705862948,B4,none,0.0,0.0,3.0,61
stave_lowering_amp_q_phase,40,2.1099579861634794,0.11957252243886929,B4,none,0.0,2.0,3.0,61
stave_lowering_amp_q_phase,98,1.6666985395644645,1.007177134391549,B4,none,1.0,0.0,2.0,61
stave_lowering_amp_q_phase,533,2.0164777300591936,1.216310588624094,B4,none,1.0,0.0,3.0,61
stave_lowering_amp_q_phase,52,2.077809985925459,0.17207891084740679,B4,none,1.0,1.0,1.0,61
stave_lowering_amp_q_phase,79,2.1109496337350464,0.11867642513166177,B4,none,1.0,2.0,3.0,61
stave_lowering_amp_q_phase,174,1.9889396125159244,1.195738404134172,B4,none,2.0,0.0,3.0,61
stave_lowering_amp_q_phase,49,2.030135428606819,0.5887321020143327,B4,none,2.0,1.0,1.0,61
stave_lowering_amp_q_phase,52,1.8653561390434454,0.9769752057630463,B4,none,2.0,1.0,2.0,61
stave_lowering_amp_q_phase,275,2.1129732312996836,1.1256371983648972,B4,none,2.0,1.0,3.0,61
stave_lowering_amp_q_phase,73,2.142885655499441,0.14644669422210121,B4,none,2.0,2.0,3.0,61
stave_lowering_amp_q_phase,41,4.090930297555609,6.807520678358025,B4,none,3.0,2.0,3.0,61
stave_lowering_amp_q_phase,65,2.1207602507783747,0.11036437726574688,B4,small,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,56,2.118962855577248,0.13557553220827223,B4,small,1.0,2.0,0.0,61
stave_lowering_amp_q_phase,44,-1.2611969657981916,0.0862678078263559,B6,large,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,91,-1.1761076909927795,0.1382301299420141,B6,medium,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,49,-1.1396271474987003,0.08377330305526698,B6,medium,1.0,2.0,0.0,61
stave_lowering_amp_q_phase,48,-1.257914384456548,1.16810129436961,B6,none,0.0,0.0,2.0,61
stave_lowering_amp_q_phase,438,-1.3182657647361324,1.4091727462982773,B6,none,0.0,0.0,3.0,61
stave_lowering_amp_q_phase,41,-1.1634293497858224,0.17557304298895604,B6,none,0.0,2.0,1.0,61
stave_lowering_amp_q_phase,44,-1.1158362219341953,0.16757084575343906,B6,none,0.0,2.0,3.0,61
stave_lowering_amp_q_phase,75,-1.233926642670049,1.0181194660425863,B6,none,1.0,0.0,2.0,61
stave_lowering_amp_q_phase,518,-1.278202826513116,1.2508715264489436,B6,none,1.0,0.0,3.0,61
stave_lowering_amp_q_phase,55,-1.1863614649363257,0.12838419611371032,B6,none,1.0,2.0,3.0,61
stave_lowering_amp_q_phase,50,-1.326193363306583,1.0443336535387757,B6,none,2.0,0.0,2.0,61
stave_lowering_amp_q_phase,294,-1.294875229873341,1.0673130666665949,B6,none,2.0,0.0,3.0,61
stave_lowering_amp_q_phase,50,-1.2035536672151714,0.234719411243399,B6,none,2.0,1.0,1.0,61
stave_lowering_amp_q_phase,189,-1.1493109043480416,1.0747681948543433,B6,none,2.0,1.0,3.0,61
stave_lowering_amp_q_phase,64,-1.1348089392769296,0.14129549102238476,B6,none,2.0,2.0,3.0,61
stave_lowering_amp_q_phase,85,-1.1626321867313294,1.1167880392042902,B6,none,3.0,1.0,3.0,61
stave_lowering_amp_q_phase,49,-1.0716065867918587,0.6355083692842837,B6,none,3.0,2.0,3.0,61
stave_lowering_amp_q_phase,55,-1.160113750642445,0.12976029582451143,B6,small,0.0,2.0,0.0,61
stave_lowering_amp_q_phase,70,-1.158638537440293,0.11713001371371445,B6,small,1.0,2.0,0.0,61
stave_lowering_amp_q_phase,54,-1.136314031987066,0.10872443000305265,B6,small,2.0,2.0,0.0,61
stave_lowering_amp_q_phase,58,-0.7736025613945152,0.18685817674451272,B8,medium,3.0,2.0,0.0,61
stave_lowering_amp_q_phase,139,-0.5304728502371177,1.375239376509391,B8,none,0.0,1.0,3.0,61
stave_lowering_amp_q_phase,123,-0.2606182206424279,1.1930982729538173,B8,none,1.0,1.0,3.0,61
stave_lowering_amp_q_phase,42,-0.7105115888787239,0.9749593951212588,B8,none,2.0,1.0,2.0,61
stave_lowering_amp_q_phase,355,-0.5320319367595516,1.1282966865773947,B8,none,2.0,1.0,3.0,61
stave_lowering_amp_q_phase,56,-1.0996970895415998,0.0861202327385634,B8,none,2.0,2.0,3.0,61
stave_lowering_amp_q_phase,119,-0.9318974570881835,0.6284449340257935,B8,none,3.0,1.0,1.0,61
stave_lowering_amp_q_phase,283,-0.9537446973687764,1.213598067595017,B8,none,3.0,1.0,2.0,61
stave_lowering_amp_q_phase,624,-0.6695992380790265,1.215859028439725,B8,none,3.0,1.0,3.0,61
stave_lowering_amp_q_phase,136,-0.730439099453136,0.23721816285024452,B8,none,3.0,2.0,0.0,61
stave_lowering_amp_q_phase,61,-1.0766225823053261,1.0579893398945217,B8,none,3.0,2.0,1.0,61
stave_lowering_amp_q_phase,115,-1.9835139010910154,1.456886126495163,B8,none,3.0,2.0,2.0,61
stave_lowering_amp_q_phase,212,-0.8879671241596441,0.31983597048405754,B8,none,3.0,2.0,3.0,61
stave_lowering_amp_q_phase,83,-0.8467247865326044,0.21369390568230434,B8,small,3.0,2.0,0.0,61
stave_lowering_amp_q,139,2.4148162800720883,0.2633207284455621,B4,large,0.0,2.0,,61
stave_lowering_amp_q,148,2.1744639154359646,0.15447371069563598,B4,medium,0.0,2.0,,61
stave_lowering_amp_q,61,2.075966838215116,0.12420737906003931,B4,medium,1.0,2.0,,61
stave_lowering_amp_q,497,2.150561237836726,1.3604003584400874,B4,none,0.0,0.0,,61
stave_lowering_amp_q,45,2.1179653439462456,0.28725080302799666,B4,none,0.0,1.0,,61
stave_lowering_amp_q,44,2.1099579861634794,0.13215117989179515,B4,none,0.0,2.0,,61
stave_lowering_amp_q,651,1.9313474779985214,1.1670618900949457,B4,none,1.0,0.0,,61
stave_lowering_amp_q,66,2.081902299080191,0.2054337322317168,B4,none,1.0,1.0,,61
stave_lowering_amp_q,83,2.099204895126036,0.12629786981536506,B4,none,1.0,2.0,,61
stave_lowering_amp_q,221,2.017260199961953,1.1622809203855176,B4,none,2.0,0.0,,61
stave_lowering_amp_q,379,2.0793887117406555,1.0362646656505698,B4,none,2.0,1.0,,61
stave_lowering_amp_q,80,2.143366527903339,0.14597467338103265,B4,none,2.0,2.0,,61
stave_lowering_amp_q,65,2.1751877379027107,1.2403902214943312,B4,none,3.0,1.0,,61
stave_lowering_amp_q,86,2.3968758123607437,4.292593649841946,B4,none,3.0,2.0,,61
stave_lowering_amp_q,89,2.1035826890554006,0.14570406384528722,B4,small,0.0,2.0,,61
stave_lowering_amp_q,82,2.1130563821357953,0.13017370230101433,B4,small,1.0,2.0,,61
stave_lowering_amp_q,49,-1.2626196141583392,0.09314116717875764,B6,large,0.0,2.0,,61
stave_lowering_amp_q,93,-1.1786811144106935,0.13782917569056397,B6,medium,0.0,2.0,,61
stave_lowering_amp_q,51,-1.1432659057813837,0.09047329926507075,B6,medium,1.0,2.0,,61
stave_lowering_amp_q,486,-1.299000167884774,1.3909556165050667,B6,none,0.0,0.0,,61
stave_lowering_amp_q,51,-1.1842238022312799,0.5652053691973578,B6,none,0.0,1.0,,61
stave_lowering_amp_q,87,-1.1492679599894586,0.17255476802754488,B6,none,0.0,2.0,,61
stave_lowering_amp_q,593,-1.2747875287138513,1.221980082348013,B6,none,1.0,0.0,,61
stave_lowering_amp_q,64,-1.2008600202143533,0.18820899692170368,B6,none,1.0,1.0,,61
stave_lowering_amp_q,100,-1.173941678887104,0.11711727637400027,B6,none,1.0,2.0,,61
stave_lowering_amp_q,344,-1.2980642711570383,1.0672644072770776,B6,none,2.0,0.0,,61
stave_lowering_amp_q,276,-1.1607686390156147,1.015235478933075,B6,none,2.0,1.0,,61
stave_lowering_amp_q,109,-1.154243331485688,0.1389067895008158,B6,none,2.0,2.0,,61
stave_lowering_amp_q,134,-1.2210489495165184,1.075262827297339,B6,none,3.0,1.0,,61
stave_lowering_amp_q,109,-1.052515264027079,0.7731223389256945,B6,none,3.0,2.0,,61
stave_lowering_amp_q,84,-1.1570432803818669,0.14963148231650159,B6,small,0.0,2.0,,61
stave_lowering_amp_q,81,-1.1577524430585768,0.12338104101717917,B6,small,1.0,2.0,,61
stave_lowering_amp_q,69,-1.125534186559797,0.11716487006954701,B6,small,2.0,2.0,,61
stave_lowering_amp_q,59,-0.7771042159986834,0.1873632793469986,B8,medium,3.0,2.0,,61
stave_lowering_amp_q,152,-0.700687282048456,1.3566711642444167,B8,none,0.0,1.0,,61
stave_lowering_amp_q,158,-0.4904526901051227,1.1059786151616313,B8,none,1.0,1.0,,61
stave_lowering_amp_q,409,-0.5748447990998358,1.1100757303448359,B8,none,2.0,1.0,,61
stave_lowering_amp_q,82,-1.099612349649874,0.07888651989833162,B8,none,2.0,2.0,,61
stave_lowering_amp_q,1029,-0.7811328904621604,1.1649226906963035,B8,none,3.0,1.0,,61
stave_lowering_amp_q,524,-0.8990553755603088,0.8279515586987127,B8,none,3.0,2.0,,61
stave_lowering_amp_q,48,-1.0807266106776439,0.07517379761570453,B8,small,2.0,2.0,,61
stave_lowering_amp_q,85,-0.8467247865326044,0.22154029554884386,B8,small,3.0,2.0,,61
stave_lowering_amp,139,2.4148162800720883,0.2633207284455621,B4,large,0.0,,,61
stave_lowering_amp,148,2.1744639154359646,0.15447371069563598,B4,medium,0.0,,,61
stave_lowering_amp,61,2.075966838215116,0.12420737906003931,B4,medium,1.0,,,61
stave_lowering_amp,586,2.1203210313427228,1.2715442940438335,B4,none,0.0,,,61
stave_lowering_amp,800,2.0347985274806497,1.0102403638370112,B4,none,1.0,,,61
stave_lowering_amp,680,2.0775130452478656,1.022140351592203,B4,none,2.0,,,61
stave_lowering_amp,151,2.277652424676205,2.0671956789315367,B4,none,3.0,,,61
stave_lowering_amp,132,2.1009968819031997,0.196990578440575,B4,small,0.0,,,61
stave_lowering_amp,100,2.106740629353304,0.153100386418338,B4,small,1.0,,,61
stave_lowering_amp,42,2.1754329715449963,0.3516410680017369,B4,small,2.0,,,61
stave_lowering_amp,49,-1.2626196141583392,0.09314116717875764,B6,large,0.0,,,61
stave_lowering_amp,93,-1.1786811144106935,0.13782917569056397,B6,medium,0.0,,,61
stave_lowering_amp,51,-1.1432659057813837,0.09047329926507075,B6,medium,1.0,,,61
stave_lowering_amp,624,-1.1891261854577166,1.245684776574257,B6,none,0.0,,,61
stave_lowering_amp,757,-1.2071201412317265,1.031910899217242,B6,none,1.0,,,61
stave_lowering_amp,729,-1.1890436021609858,0.9363109943073792,B6,none,2.0,,,61
stave_lowering_amp,243,-1.1454642793492695,0.9066109923143717,B6,none,3.0,,,61
stave_lowering_amp,115,-1.1572466355790425,0.2736084038696038,B6,small,0.0,,,61
stave_lowering_amp,101,-1.1479583666251472,0.17835834084181812,B6,small,1.0,,,61
stave_lowering_amp,79,-1.125534186559797,0.14244933005560867,B6,small,2.0,,,61
stave_lowering_amp,60,-0.7838956710720737,0.1886872691993463,B8,medium,3.0,,,61
stave_lowering_amp,188,-0.9791080831351664,1.1611184987448893,B8,none,0.0,,,61
stave_lowering_amp,190,-0.7954381016755079,0.9915852584488367,B8,none,1.0,,,61
stave_lowering_amp,491,-0.8358531645473164,0.9542102909377571,B8,none,2.0,,,61
stave_lowering_amp,1553,-0.8596523886298115,1.0535789521256398,B8,none,3.0,,,61
stave_lowering_amp,54,-1.0757119440968914,0.08109340872165727,B8,small,2.0,,,61
stave_lowering_amp,88,-0.8554288269545616,0.22083666880208414,B8,small,3.0,,,61
stave_lowering,159,2.405086185715895,0.27686286298565044,B4,large,,,,61
stave_lowering,228,2.1488429429899547,0.14915438941033976,B4,medium,,,,61
stave_lowering,2217,2.087052985616168,1.1158129673021069,B4,none,,,,61
stave_lowering,283,2.1129130462203634,0.187398836740843,B4,small,,,,61
stave_lowering,59,-1.2565094057591253,0.09251993846615825,B6,large,,,,61
stave_lowering,163,-1.1589252686453406,0.12199243254909153,B6,medium,,,,61
stave_lowering,2353,-1.1892163373037121,1.055172546074159,B6,none,,,,61
stave_lowering,312,-1.1479735665261472,0.23592629304129992,B6,small,,,,61
stave_lowering,121,-1.2526129807509605,0.22510327236044037,B8,large,,,,61
stave_lowering,145,-1.0901479126056586,0.278873085682228,B8,medium,,,,61
stave_lowering,2422,-0.8601861588876538,1.037669856699438,B8,none,,,,61
stave_lowering,199,-1.0162233775480303,0.2756464091790005,B8,small,,,,61
stave,2887,2.1282628283048624,0.9201715781900732,B4,,,,,61
stave,2887,-1.178317448548981,0.8872849779670895,B6,,,,,61
stave,2887,-0.9344188168122969,0.86203059728475,B8,,,,,61
stave_lowering_amp_q_phase,123,2.274178037576796,0.26231787909822357,B4,large,0.0,2.0,0.0,62
stave_lowering_amp_q_phase,150,1.9861559453922872,0.18567577386716838,B4,medium,0.0,2.0,0.0,62
stave_lowering_amp_q_phase,42,1.8562506727013286,0.13768970743061926,B4,medium,1.0,2.0,0.0,62
stave_lowering_amp_q_phase,79,1.734536612274951,1.4640886191833244,B4,none,0.0,0.0,2.0,62
stave_lowering_amp_q_phase,441,2.118716609472976,1.4910597848549596,B4,none,0.0,0.0,3.0,62
stave_lowering_amp_q_phase,51,1.9032371690320957,0.14096544871086536,B4,none,0.0,2.0,3.0,62
stave_lowering_amp_q_phase,91,1.7161885863815272,1.1320740177250015,B4,none,1.0,0.0,2.0,62
stave_lowering_amp_q_phase,564,1.9674393881506056,1.34576038324334,B4,none,1.0,0.0,3.0,62
