candidate,alpha,fold,sigma68_ns,n_pair_residuals,n_features,heldout_run,model,method,median_abs_residual_ns,learning_rate,max_leaf_nodes
amp_rise_shape_by_stave,0.0,0,2.222483532252665,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,1,1.4782798528588263,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,2,1.5443191924484445,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,-1,1.7483608591866453,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,0,2.2255974254942275,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,1,1.4794199721571752,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,2,1.5613542356027583,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,-1,1.7554572110847204,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,0,2.2283920615511352,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,1,1.476348270641125,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,2,1.5694214963861177,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,-1,1.7580539428594595,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,0,2.2208195202826415,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,1,1.4407521307399709,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,2,1.5351435711146668,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,-1,1.7322384073790928,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,0,2.187784830327932,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,1,1.4384078647064396,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,2,1.5162347032883428,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,-1,1.7141424661075713,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,0,2.156685960065407,2997.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,1,1.4395567332409602,3534.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,2,1.522802152830528,4710.0,47.0,58,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,-1,1.7063482820456317,0.0,47.0,58,traditional_analytic_timewalk_mean,,,,
,0.01,0,,,,58,ridge,ridge,0.752561947278295,,
,0.01,1,,,,58,ridge,ridge,0.6673574323507196,,
,0.01,2,,,,58,ridge,ridge,0.6760393747318751,,
,0.01,-1,,,,58,ridge,ridge,0.6986529181202966,,
,0.1,0,,,,58,ridge,ridge,0.7573298076669559,,
,0.1,1,,,,58,ridge,ridge,0.6663987374320293,,
,0.1,2,,,,58,ridge,ridge,0.6758419615436253,,
,0.1,-1,,,,58,ridge,ridge,0.6998568355475369,,
,1.0,0,,,,58,ridge,ridge,0.7583780890128935,,
,1.0,1,,,,58,ridge,ridge,0.6675955842564321,,
,1.0,2,,,,58,ridge,ridge,0.673471236876086,,
,1.0,-1,,,,58,ridge,ridge,0.6998149700484705,,
,10.0,0,,,,58,ridge,ridge,0.7556451734349849,,
,10.0,1,,,,58,ridge,ridge,0.6627223963698299,,
,10.0,2,,,,58,ridge,ridge,0.66636206307939,,
,10.0,-1,,,,58,ridge,ridge,0.6949098776280683,,
,100.0,0,,,,58,ridge,ridge,0.7395002507675272,,
,100.0,1,,,,58,ridge,ridge,0.6391551095469552,,
,100.0,2,,,,58,ridge,ridge,0.635943643711812,,
,100.0,-1,,,,58,ridge,ridge,0.6715330013420981,,
,,0,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.6425524724147502,0.03,15.0
,,1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5122081105948896,0.03,15.0
,,2,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5016317728003847,0.03,15.0
,,-1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5521307852700081,0.03,15.0
,,0,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.6190718471737555,0.03,31.0
,,1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5085912383676606,0.03,31.0
,,2,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.48343718010367004,0.03,31.0
,,-1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5370334218816954,0.03,31.0
,,0,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.6319130136116804,0.06,15.0
,,1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5370645251030166,0.06,15.0
,,2,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5094457292872692,0.06,15.0
,,-1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5594744226673221,0.06,15.0
,,0,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.6148078232796458,0.06,31.0
,,1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5397030151672417,0.06,31.0
,,2,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5149705877727346,0.06,31.0
,,-1,,,,58,gradient_boosted_trees,gradient_boosted_trees,0.5564938087398741,0.06,31.0
,0.01,0,,,,58,control_amplitude_only_ridge,ridge,1.5700392284790041,,
,0.01,1,,,,58,control_amplitude_only_ridge,ridge,1.25258713489848,,
,0.01,2,,,,58,control_amplitude_only_ridge,ridge,1.3216530615385835,,
,0.01,-1,,,,58,control_amplitude_only_ridge,ridge,1.3814264749720226,,
,0.1,0,,,,58,control_amplitude_only_ridge,ridge,1.5736997674188018,,
,0.1,1,,,,58,control_amplitude_only_ridge,ridge,1.2505654292618011,,
,0.1,2,,,,58,control_amplitude_only_ridge,ridge,1.3262205350237082,,
,0.1,-1,,,,58,control_amplitude_only_ridge,ridge,1.383495243901437,,
,1.0,0,,,,58,control_amplitude_only_ridge,ridge,1.582049748647698,,
,1.0,1,,,,58,control_amplitude_only_ridge,ridge,1.2495088754107044,,
,1.0,2,,,,58,control_amplitude_only_ridge,ridge,1.3277680096091018,,
,1.0,-1,,,,58,control_amplitude_only_ridge,ridge,1.3864422112225014,,
,10.0,0,,,,58,control_amplitude_only_ridge,ridge,1.5830739132865688,,
,10.0,1,,,,58,control_amplitude_only_ridge,ridge,1.2472787128679954,,
,10.0,2,,,,58,control_amplitude_only_ridge,ridge,1.3222061271311745,,
,10.0,-1,,,,58,control_amplitude_only_ridge,ridge,1.3841862510952463,,
,100.0,0,,,,58,control_amplitude_only_ridge,ridge,1.5811590315158952,,
,100.0,1,,,,58,control_amplitude_only_ridge,ridge,1.2350608297844339,,
,100.0,2,,,,58,control_amplitude_only_ridge,ridge,1.3140169938108848,,
,100.0,-1,,,,58,control_amplitude_only_ridge,ridge,1.3767456183704045,,
,0.01,0,,,,58,control_shuffled_target_ridge,ridge,1.274541407974752,,
,0.01,1,,,,58,control_shuffled_target_ridge,ridge,1.3162847330343723,,
,0.01,2,,,,58,control_shuffled_target_ridge,ridge,1.3265879166511034,,
,0.01,-1,,,,58,control_shuffled_target_ridge,ridge,1.3058046858867425,,
,0.1,0,,,,58,control_shuffled_target_ridge,ridge,1.2739440703024982,,
,0.1,1,,,,58,control_shuffled_target_ridge,ridge,1.3163998144662195,,
,0.1,2,,,,58,control_shuffled_target_ridge,ridge,1.3262878269731928,,
,0.1,-1,,,,58,control_shuffled_target_ridge,ridge,1.3055439039139702,,
,1.0,0,,,,58,control_shuffled_target_ridge,ridge,1.2739760163919343,,
,1.0,1,,,,58,control_shuffled_target_ridge,ridge,1.3150830620611451,,
,1.0,2,,,,58,control_shuffled_target_ridge,ridge,1.3250289714027659,,
,1.0,-1,,,,58,control_shuffled_target_ridge,ridge,1.304696016618615,,
,10.0,0,,,,58,control_shuffled_target_ridge,ridge,1.2620049250713095,,
,10.0,1,,,,58,control_shuffled_target_ridge,ridge,1.3174996255174385,,
,10.0,2,,,,58,control_shuffled_target_ridge,ridge,1.3247326767465175,,
,10.0,-1,,,,58,control_shuffled_target_ridge,ridge,1.3014124091117552,,
,100.0,0,,,,58,control_shuffled_target_ridge,ridge,1.2481868225829018,,
,100.0,1,,,,58,control_shuffled_target_ridge,ridge,1.306152276315661,,
,100.0,2,,,,58,control_shuffled_target_ridge,ridge,1.3113914674062386,,
,100.0,-1,,,,58,control_shuffled_target_ridge,ridge,1.2885768554349337,,
amp_only,0.0,0,2.145891561717144,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.0,1,1.3007275131755591,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.0,2,1.3682426836910095,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.0,-1,1.6049539195279043,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.01,0,2.1462650052560135,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.01,1,1.3002476530223939,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.01,2,1.3678350489945588,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.01,-1,1.6047825690909887,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.1,0,2.150344235358775,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.1,1,1.2996153293911568,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.1,2,1.3815909529798012,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,0.1,-1,1.6105168392432443,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,1.0,0,2.150517458336965,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,1.0,1,1.3238059394372128,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,1.0,2,1.4197220462000242,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,1.0,-1,1.631348481324734,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,10.0,0,2.147532134040907,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,10.0,1,1.3254012267218507,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,10.0,2,1.4197120465813609,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,10.0,-1,1.6308818024480394,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,100.0,0,2.1124370044005767,2799.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,100.0,1,1.2530616536658077,2841.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,100.0,2,1.355672399301863,3531.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_only,100.0,-1,1.5737236857894157,0.0,6.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.0,0,2.0983931732624233,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.0,1,1.3177070222957816,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.0,2,1.4024803342371532,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.0,-1,1.6061935099317861,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.01,0,2.0967029773777,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.01,1,1.3170483096606715,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.01,2,1.3995803683853367,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.01,-1,1.604443885141236,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.1,0,2.088846177970161,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.1,1,1.3111531922730164,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.1,2,1.4038413668730958,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,0.1,-1,1.6012802457054243,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,1.0,0,2.073623460601375,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,1.0,1,1.3186329221226214,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,1.0,2,1.4391059388971348,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,1.0,-1,1.6104541072070437,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,10.0,0,2.0850290234538726,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,10.0,1,1.3254893307237139,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,10.0,2,1.452324963816352,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,10.0,-1,1.6209477726646462,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,100.0,0,2.0490392646630724,2799.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,100.0,1,1.2899155095733066,2841.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,100.0,2,1.4269084938077081,3531.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape,100.0,-1,1.5886210893480293,0.0,14.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,0,2.252970120464809,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,1,1.486318139972866,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,2,1.4786578714276768,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.0,-1,1.7393153772884506,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,0,2.271048545908698,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,1,1.5213966147486593,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,2,1.5082157346647327,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.01,-1,1.7668869651073633,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,0,2.2611251012882674,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,1,1.5136671854011259,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,2,1.5138510067508584,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,0.1,-1,1.7628810978134173,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,0,2.256653349450478,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,1,1.4593099924625754,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,2,1.4942706227414781,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,1.0,-1,1.7367446548848438,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,0,2.2416346616280323,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,1,1.395222460251371,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,2,1.476900485970932,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,10.0,-1,1.704585869283445,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,0,2.201303256593606,2799.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,1,1.376946890807074,2841.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,2,1.4982470120872953,3531.0,47.0,59,traditional_analytic_timewalk_mean,,,,
amp_rise_shape_by_stave,100.0,-1,1.6921657198293252,0.0,47.0,59,traditional_analytic_timewalk_mean,,,,
,0.01,0,,,,59,ridge,ridge,0.7428850054470075,,
,0.01,1,,,,59,ridge,ridge,0.6746957918662346,,
,0.01,2,,,,59,ridge,ridge,0.6758579473786313,,
,0.01,-1,,,,59,ridge,ridge,0.6978129148972911,,
,0.1,0,,,,59,ridge,ridge,0.7502156183082036,,
,0.1,1,,,,59,ridge,ridge,0.670228154765752,,
,0.1,2,,,,59,ridge,ridge,0.6765180685944259,,
,0.1,-1,,,,59,ridge,ridge,0.6989872805561271,,
,1.0,0,,,,59,ridge,ridge,0.7545423533731892,,
,1.0,1,,,,59,ridge,ridge,0.6703213269750847,,
,1.0,2,,,,59,ridge,ridge,0.672951005346853,,
,1.0,-1,,,,59,ridge,ridge,0.6992715618983757,,
,10.0,0,,,,59,ridge,ridge,0.7553096991356014,,
,10.0,1,,,,59,ridge,ridge,0.6666935586306408,,
,10.0,2,,,,59,ridge,ridge,0.6706503384675386,,
,10.0,-1,,,,59,ridge,ridge,0.6975511987445936,,
,100.0,0,,,,59,ridge,ridge,0.7403411899916961,,
,100.0,1,,,,59,ridge,ridge,0.6349854672791224,,
,100.0,2,,,,59,ridge,ridge,0.6354836639594055,,
,100.0,-1,,,,59,ridge,ridge,0.6702701070767413,,
,,0,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.6248919864125866,0.03,15.0
,,1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.49605963339617354,0.03,15.0
,,2,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.517534740707457,0.03,15.0
,,-1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5461621201720724,0.03,15.0
,,0,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.6119926081912073,0.03,31.0
,,1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.4885209435671163,0.03,31.0
,,2,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5090038368055254,0.03,31.0
,,-1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5365057961879497,0.03,31.0
,,0,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.6107790049986906,0.06,15.0
,,1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5124133229100858,0.06,15.0
,,2,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5377593086063139,0.06,15.0
,,-1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5536505455050301,0.06,15.0
,,0,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.587980098284969,0.06,31.0
,,1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5319470258618448,0.06,31.0
,,2,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5448031061681584,0.06,31.0
,,-1,,,,59,gradient_boosted_trees,gradient_boosted_trees,0.5549100767716574,0.06,31.0
,0.01,0,,,,59,control_amplitude_only_ridge,ridge,1.5580789719922592,,
,0.01,1,,,,59,control_amplitude_only_ridge,ridge,1.256838824366369,,
,0.01,2,,,,59,control_amplitude_only_ridge,ridge,1.2881384626909878,,
,0.01,-1,,,,59,control_amplitude_only_ridge,ridge,1.3676854196832053,,
,0.1,0,,,,59,control_amplitude_only_ridge,ridge,1.5596921981870082,,
,0.1,1,,,,59,control_amplitude_only_ridge,ridge,1.255469079986348,,
,0.1,2,,,,59,control_amplitude_only_ridge,ridge,1.287035685447691,,
,0.1,-1,,,,59,control_amplitude_only_ridge,ridge,1.3673989878736823,,
,1.0,0,,,,59,control_amplitude_only_ridge,ridge,1.565497520907364,,
,1.0,1,,,,59,control_amplitude_only_ridge,ridge,1.2502692621335711,,
,1.0,2,,,,59,control_amplitude_only_ridge,ridge,1.2802525814381482,,
,1.0,-1,,,,59,control_amplitude_only_ridge,ridge,1.3653397881596945,,
,10.0,0,,,,59,control_amplitude_only_ridge,ridge,1.5652977348616801,,
,10.0,1,,,,59,control_amplitude_only_ridge,ridge,1.2468589143163058,,
,10.0,2,,,,59,control_amplitude_only_ridge,ridge,1.276655264346573,,
,10.0,-1,,,,59,control_amplitude_only_ridge,ridge,1.3629373045081863,,
,100.0,0,,,,59,control_amplitude_only_ridge,ridge,1.5597562998135786,,
,100.0,1,,,,59,control_amplitude_only_ridge,ridge,1.2417152214040286,,
,100.0,2,,,,59,control_amplitude_only_ridge,ridge,1.2617062224765263,,
,100.0,-1,,,,59,control_amplitude_only_ridge,ridge,1.3543925812313777,,
,0.01,0,,,,59,control_shuffled_target_ridge,ridge,1.263236911319055,,
,0.01,1,,,,59,control_shuffled_target_ridge,ridge,1.3281252996455777,,
,0.01,2,,,,59,control_shuffled_target_ridge,ridge,1.3057740635893396,,
,0.01,-1,,,,59,control_shuffled_target_ridge,ridge,1.2990454248513241,,
,0.1,0,,,,59,control_shuffled_target_ridge,ridge,1.2591690724781586,,
,0.1,1,,,,59,control_shuffled_target_ridge,ridge,1.3316900407500967,,
,0.1,2,,,,59,control_shuffled_target_ridge,ridge,1.303759809766504,,
,0.1,-1,,,,59,control_shuffled_target_ridge,ridge,1.2982063076649197,,
,1.0,0,,,,59,control_shuffled_target_ridge,ridge,1.2598531337899814,,
,1.0,1,,,,59,control_shuffled_target_ridge,ridge,1.336712753433794,,
,1.0,2,,,,59,control_shuffled_target_ridge,ridge,1.3018913665191718,,
,1.0,-1,,,,59,control_shuffled_target_ridge,ridge,1.299485751247649,,
,10.0,0,,,,59,control_shuffled_target_ridge,ridge,1.2573007929794358,,
,10.0,1,,,,59,control_shuffled_target_ridge,ridge,1.3317014643959766,,
,10.0,2,,,,59,control_shuffled_target_ridge,ridge,1.2985145622269698,,
,10.0,-1,,,,59,control_shuffled_target_ridge,ridge,1.2958389398674608,,
,100.0,0,,,,59,control_shuffled_target_ridge,ridge,1.2437598213706451,,
,100.0,1,,,,59,control_shuffled_target_ridge,ridge,1.3220675103142483,,
