run,n_pulses,median_s6,median_d56,median_d67,median_leading_edge_slope_5_7,median_curvature_5_6_7,median_ampbin_template_curvature,median_sample6_minus_template_curvature,median_ml_abs_error,median_ml_shuffle_abs_error,control_stratum_mean_cfd20_pooled_delta_ns,control_stratum_mean_template_phase_pooled_delta_ns,control_stratum_mean_of_5_13_pooled_delta_ns,local_linear_bridge_cfd20_pooled_delta_ns,local_linear_bridge_template_phase_pooled_delta_ns,local_linear_bridge_of_5_13_pooled_delta_ns,ampbin_template_curvature_cfd20_pooled_delta_ns,ampbin_template_curvature_template_phase_pooled_delta_ns,ampbin_template_curvature_of_5_13_pooled_delta_ns,ml_ridge_impute_cfd20_pooled_delta_ns,ml_ridge_impute_template_phase_pooled_delta_ns,ml_ridge_impute_of_5_13_pooled_delta_ns
42,18112,0.9507040977478027,0.1766228973865509,-0.05980229377746582,0.04106071591377258,-0.22732144594192505,-0.21124184131622314,-0.04713839292526245,0.05017408763302483,0.17863190574950577,-0.9299347512936595,-0.26393484163283887,-0.3602377548980691,-0.16276686948537789,-0.24999999999999645,-0.15191551597595288,-0.16529083412885726,-0.013934841632841088,-0.08591355613708629,-0.16981627202868488,-0.013934841632838868,0.09606738090515288
57,13833,0.9269657135009766,0.2562413215637207,-0.012555480003356934,0.10700029134750366,-0.22306057810783386,-0.21124184131622314,-0.042188555002212524,0.052334955491690316,0.17765770616401722,-0.9299347512936595,-0.26393484163283887,-0.3602377548980691,-0.16276686948537789,-0.24999999999999645,-0.15191551597595288,-0.16529083412885726,-0.013934841632841088,-0.08591355613708629,-0.16981627202868488,-0.013934841632838868,0.09606738090515288
64,14630,0.7826693058013916,0.4014022648334503,0.13903853297233582,0.3117936849594116,-0.17359469830989838,-0.15172356367111206,-0.02613607794046402,0.07432151145658727,0.1722123592900502,-0.9299347512936595,-0.26393484163283887,-0.3602377548980691,-0.16276686948537789,-0.24999999999999645,-0.15191551597595288,-0.16529083412885726,-0.013934841632841088,-0.08591355613708629,-0.16981627202868488,-0.013934841632838868,0.09606738090515288
65,13038,0.7690232396125793,0.4115757644176483,0.1655084192752838,0.3206365704536438,-0.1824280321598053,-0.15172356367111206,-0.033037230372428894,0.07000421939639634,0.16116422630281013,-0.9299347512936595,-0.26393484163283887,-0.3602377548980691,-0.16276686948537789,-0.24999999999999645,-0.15191551597595288,-0.16529083412885726,-0.013934841632841088,-0.08591355613708629,-0.16981627202868488,-0.013934841632838868,0.09606738090515288
