run,model,mse,mae,r2,n
42,ridge_sample6_imputer,0.1122271040083963,0.1217451569912506,0.5614863154809534,18112
42,ridge_target_shuffle,0.2605261656538251,0.27498710547283645,-0.017974132219709782,18112
57,ridge_sample6_imputer,0.0593645398878368,0.09398686432103139,0.7576354658489041,13833
57,ridge_target_shuffle,0.25152258783611825,0.2679521171229806,-0.02687824995454946,13833
64,ridge_sample6_imputer,0.02150372441441191,0.08791652050400868,0.7946133905761481,14630
64,ridge_target_shuffle,0.11846517717863127,0.2253057864580438,-0.131485904795547,14630
65,ridge_sample6_imputer,0.01573078347745779,0.08036774167043682,0.8287353409374758,13038
65,ridge_target_shuffle,0.1047190699003102,0.20921625503218236,-0.14010060780009215,13038
