method,heldout_run,n_events,n_valid,energy_bias,energy_sigma68,saturated_energy_sigma68,saturation_knee_accuracy,saturation_knee_calibration_abs,pedestal_high_minus_low_bias,pid_auc,pid_calibration_ece,timing_residual_bias_ns,timing_residual_sigma68_ns,pileup_merge_rate,false_split_rate,coverage90,coverage90_abs_error
1d_cnn,58,172.0,90.0,0.010232782172875713,0.11292403827280753,0.03248733677392524,0.9767441860465116,0.0,0.010905135465717117,0.9918625678119349,0.4635227065262271,-3.0746718709656307,9.859834548701688,0.27906976744186046,0.32558139534883723,0.9,0.0
1d_cnn,60,172.0,86.0,0.036729512893303104,0.11024687149620518,,1.0,0.0,0.07861452309334639,0.9901380670611439,0.4908445255194424,-0.18053922516664045,9.779102585278132,0.32558139534883723,0.32558139534883723,0.8953488372093024,0.0046511627906976605
1d_cnn,62,172.0,86.0,0.009693032296344741,0.10044544586767506,0.05888573010238691,0.9941860465116279,0.005813953488372093,0.0012267091704360224,0.9913419913419914,0.4545112325033643,-2.1317818608158046,9.147141780947067,0.313953488372093,0.313953488372093,0.9651162790697675,0.06511627906976747
1d_cnn,64,172.0,72.0,-0.0016927718609656196,0.08548637214140886,0.03885743874735141,1.0,0.0,0.037373858842842875,0.9910714285714285,0.4475238361572604,0.36928125437500015,10.531054946168481,0.3488372093023256,0.18604651162790697,0.9305555555555556,0.030555555555555558
1d_cnn,65,172.0,83.0,0.01424712849673033,0.1275336675873331,0.014020769509136152,1.0,0.0,0.03363600992743834,1.0,0.4668060798550664,-1.4489754499917495,9.877366073525724,0.32558139534883723,0.29069767441860467,0.8313253012048193,0.06867469879518073
analytic_clipped_template_sideband_traditional,58,172.0,50.0,0.08532737297201012,0.09643078983257668,0.06130604100338287,0.9709302325581395,0.005813953488372096,0.051109361860185894,0.48960216998191686,0.6424418604651163,-2.2300088085992664,6.748284492344462,0.6046511627906976,0.18604651162790697,0.94,0.039999999999999925
analytic_clipped_template_sideband_traditional,60,172.0,47.0,0.06187767604909063,0.14809204252390434,,0.9941860465116279,0.005813953488372093,-0.06035443489305921,0.2751479289940828,0.7034883720930233,0.6526161661440621,7.621654885805041,0.6162790697674418,0.16279069767441862,0.8085106382978723,0.09148936170212774
analytic_clipped_template_sideband_traditional,62,172.0,58.0,0.08435272767157848,0.1085707102455265,0.04527293551429057,1.0,0.0,-0.017763523610371132,0.7134199134199134,0.6831395348837209,-2.202273446964238,7.191402920263972,0.5697674418604651,0.2441860465116279,0.896551724137931,0.0034482758620689724
analytic_clipped_template_sideband_traditional,64,172.0,57.0,0.05797283121918009,0.08733205104297453,0.024247271174045945,1.0,0.0,0.007029886788410843,0.6398809523809523,0.7151162790697674,-0.01960446651097847,8.281021541889144,0.5116279069767442,0.1744186046511628,0.9473684210526315,0.047368421052631504
analytic_clipped_template_sideband_traditional,65,172.0,55.0,0.057881447226050015,0.13767107415096663,0.030143012512867058,0.9941860465116279,0.005813953488372093,0.016209744572738674,0.7631578947368421,0.7325581395348837,-0.7884448671968691,7.954233736163528,0.5697674418604651,0.20930232558139536,0.8363636363636363,0.06363636363636371
gradient_boosted_trees,58,172.0,82.0,0.014696437569647763,0.07136699368082788,0.023792566898497906,0.9825581395348837,0.017441860465116282,0.006510434825755824,0.9968354430379747,0.46146173288399245,-2.189519376022435,5.632351061416298,0.29069767441860467,0.2441860465116279,0.5975609756097561,0.30243902439024395
gradient_boosted_trees,60,172.0,88.0,0.011478438661850304,0.0956079989026874,,0.9883720930232558,0.011627906976744186,0.00014564598337139974,0.9960552268244576,0.4855411673635239,-0.01483820102240685,5.10248257918486,0.2441860465116279,0.26744186046511625,0.5681818181818182,0.3318181818181818
gradient_boosted_trees,62,172.0,87.0,0.0023902777680028567,0.07396342354811578,0.08688833901017229,1.0,0.0,-0.02309362792389303,0.9965367965367965,0.4521970040867121,-0.024965853127820736,4.4872022729419925,0.3023255813953488,0.313953488372093,0.6091954022988506,0.2908045977011494
gradient_boosted_trees,64,172.0,62.0,-0.010137431194474716,0.05924007215955793,0.010311927302558786,0.9941860465116279,0.005813953488372093,-0.01057423987922589,0.994047619047619,0.44793992351101347,-1.0070766511896334,4.9178215850682205,0.3953488372093023,0.11627906976744186,0.6774193548387096,0.2225806451612904
gradient_boosted_trees,65,172.0,71.0,0.012133217406403999,0.08138616013825936,0.03689462769587118,1.0,0.0,-0.010295867911671249,0.9883040935672515,0.4651671785825318,0.18501301335437148,5.149929693394004,0.37209302325581395,0.19767441860465115,0.647887323943662,0.252112676056338
mlp,58,172.0,78.0,0.009564151090835693,0.15214764883355447,0.05597178069264678,0.9651162790697675,0.011627906976744186,0.05025343730041357,0.9805605786618445,0.4599573271768508,-1.4779689139752783,8.325873576154988,0.37209302325581395,0.27906976744186046,0.8461538461538461,0.05384615384615388
mlp,60,172.0,78.0,-0.02693746922557448,0.15913097393106307,,0.9941860465116279,0.005813953488372093,-0.028672160940081237,0.9980276134122288,0.4868070918282026,-3.717628196447227,10.324342348565969,0.38372093023255816,0.29069767441860467,0.7307692307692307,0.1692307692307693
