method,stratum,value,n_events,n_valid,energy_bias,energy_sigma68,saturated_energy_sigma68,saturation_knee_accuracy,saturation_knee_calibration_abs,pedestal_high_minus_low_bias,pid_auc,pid_calibration_ece,timing_residual_bias_ns,timing_residual_sigma68_ns,pileup_merge_rate,false_split_rate,coverage90,coverage90_abs_error
saturation_residual_fusion_new,stave,B2,215.0,91.0,-0.010143519898772815,0.12125367876031792,0.05393094940365706,0.986046511627907,0.013953488372093023,0.031180900797119607,0.991899852724595,0.4807560710276517,-1.6518227751861314,7.456990985958949,0.3786407766990291,0.24107142857142858,0.45054945054945056,0.44945054945054946
saturation_residual_fusion_new,stave,B4,233.0,120.0,0.02503248334631611,0.07310380396539118,0.0,0.9914163090128756,0.008583690987124463,0.007504391216584114,1.0,0.4503735211687325,-1.3310920761252998,6.795075136851946,0.2682926829268293,0.2727272727272727,0.5333333333333333,0.3666666666666667
saturation_residual_fusion_new,stave,B6,208.0,79.0,-0.015726838452941833,0.06110899574229868,0.0014178880860248044,1.0,0.0,-0.021460262574574947,,0.43986948921198726,0.2111896365171262,4.135795370661219,0.4074074074074074,0.15,0.620253164556962,0.279746835443038
saturation_residual_fusion_new,stave,B8,204.0,100.0,0.010309047886576217,0.07473361908174608,,1.0,0.0,0.00539305615130377,,0.4757496143241018,0.10407031418972146,3.5709531490536897,0.2916666666666667,0.2962962962962963,0.56,0.33999999999999997
saturation_residual_fusion_new,pid_proxy_class,inner_high_charge,29.0,26.0,0.01102226295838894,0.061906530954868866,0.05959792938877638,0.8275862068965517,0.03448275862068967,-0.003288663322283624,,0.0640525008559243,-2.740254484053599,5.066133044051617,0.07407407407407407,0.5,0.5769230769230769,0.32307692307692315
saturation_residual_fusion_new,pid_proxy_class,other,831.0,364.0,0.008902350158451172,0.08047817210890139,0.0014178880860248044,1.0,0.0,0.002323569294680454,,0.4797868631844666,-0.376962850143836,5.844054205679608,0.3523573200992556,0.24065420560747663,0.5357142857142857,0.3642857142857143
tiny_sequence_transformer,pedestal_state,nominal,308.0,139.0,-0.0050398317182868925,0.10713742328849463,0.004106802460218564,0.9935064935064936,0.006493506493506494,,0.9955849889624724,0.4394355755804802,-1.1817596611881775,15.516864530527153,0.35947712418300654,0.2645161290322581,0.9856115107913669,0.08561151079136686
tiny_sequence_transformer,pedestal_state,shifted,552.0,265.0,0.03741946136126287,0.12092568343250346,0.08710161654761463,0.9891304347826086,0.0036231884057971037,,0.9867674858223062,0.4689515068191796,-5.115782714166599,13.854666398042113,0.3249097472924188,0.28363636363636363,0.9132075471698113,0.013207547169811318
tiny_sequence_transformer,pileup_bin,clean,430.0,119.0,0.07323853812061651,0.11598469244837027,,1.0,0.0,0.05283958941931776,0.9918224299065421,0.4119676092068171,-10.538915705463019,15.681479220903777,,0.27674418604651163,0.8739495798319328,0.026050420168067245
tiny_sequence_transformer,pileup_bin,pileup,430.0,285.0,0.002395072362755902,0.11686627394958433,0.08035838219002128,0.9813953488372092,0.009302325581395349,0.03273779233834582,0.983641209447661,0.5047937606605667,-0.811115721361606,12.792400585494565,0.3372093023255814,,0.9649122807017544,0.06491228070175437
tiny_sequence_transformer,clip_bin,hard_clip,2.0,2.0,-0.1651302432671678,0.02180111196305952,0.02180111196305952,1.0,0.0,-0.06412091753841034,,0.043231525757744915,-5.327998210883473,0.7949418199374563,0.0,,1.0,0.09999999999999998
tiny_sequence_transformer,clip_bin,mild_clip,7.0,7.0,-0.015255578849594121,0.06774435282391755,0.06774435282391755,1.0,0.0,0.1126879732640988,0.1,0.24549074334248666,-3.038086921742753,3.3639649988410714,0.0,,1.0,0.09999999999999998
tiny_sequence_transformer,clip_bin,unclipped,851.0,395.0,0.025091285601854082,0.11817819655433501,0.0639468415466719,0.9905992949471211,0.004700352526439484,0.0453682788741961,0.9897466827503016,0.4613107131505207,-3.6559182963743453,14.964179329056734,0.34441805225653205,0.27674418604651163,0.9367088607594937,0.036708860759493644
tiny_sequence_transformer,morphology_state,late_tail_high,436.0,149.0,0.041854289252435325,0.10359037761930641,0.022972950464137016,0.9908256880733946,0.009174311926605505,0.0007156445804314265,0.995035046728972,0.4531909135027163,-8.7594775898115,19.68488988828755,0.4385026737967914,0.17670682730923695,0.9731543624161074,0.0731543624161074
tiny_sequence_transformer,morphology_state,late_tail_low,424.0,255.0,0.003911628770499043,0.12618579205659886,0.07742063390136046,0.9905660377358491,0.0,0.06964422137845871,0.9862932766158573,0.46371733668818577,-1.9428102442880313,11.071405489073666,0.25925925925925924,0.4143646408839779,0.9176470588235294,0.01764705882352935
tiny_sequence_transformer,stave,B2,215.0,85.0,0.015885072816598518,0.16165542314482453,0.07557471131105514,0.9813953488372092,0.0,0.1165625612775323,0.9818360333824252,0.48143511261433347,-4.158966122740155,11.706553411560332,0.4077669902912621,0.21428571428571427,0.8470588235294118,0.05294117647058827
tiny_sequence_transformer,stave,B4,233.0,98.0,0.006600836422458276,0.10858347996375882,0.0,0.9871244635193133,0.012875536480686695,0.02565756160188135,0.9988888888888888,0.4404901515664816,-7.11888985591381,14.518275735025718,0.4065040650406504,0.22727272727272727,0.9387755102040817,0.038775510204081653
tiny_sequence_transformer,stave,B6,208.0,101.0,0.0298666369759512,0.10010410813121609,0.016548540061680404,1.0,0.0,0.06357157129255749,,0.44169124625063316,-3.5101914177813143,14.779891754616553,0.3333333333333333,0.29,0.9801980198019802,0.08019801980198016
tiny_sequence_transformer,stave,B8,204.0,120.0,0.032070267658681866,0.10478493953375229,,0.9950980392156863,0.004901960784313725,0.025998904791283927,,0.4715336043910365,-2.030181955227701,16.965773372520854,0.17708333333333334,0.37962962962962965,0.9666666666666667,0.06666666666666665
tiny_sequence_transformer,pid_proxy_class,inner_high_charge,29.0,26.0,-0.012851193018454301,0.09602672968869892,0.07842870838612015,0.7586206896551724,0.103448275862069,0.09163372841893135,,0.08559109749937169,-3.6561088245561946,7.820257035037779,0.07407407407407407,0.5,0.9615384615384616,0.06153846153846154
tiny_sequence_transformer,pid_proxy_class,other,831.0,378.0,0.027499999059223183,0.11759396982799299,0.016548540061680404,0.9987966305655837,0.0012033694344163659,0.04764925988299076,,0.4773640564024751,-3.7699743888386283,15.07877160287535,0.3548387096774194,0.2757009345794392,0.9365079365079365,0.03650793650793649
