alpha,cv_rmse_ns,cv_rmse_std_ns,method,selected,pool,cfd_fraction,amplitude_cut_adc
0.1,1.7758137718044673,0.2657336912872009,ridge,True,cfd0.10_cut800,0.1,800.0
0.01,1.7761309779986139,0.2571227351473308,ridge,False,cfd0.10_cut800,0.1,800.0
1.0,1.7857992789515627,0.3325644254279261,ridge,False,cfd0.10_cut800,0.1,800.0
10.0,1.9694759228629928,0.5241079403185979,ridge,False,cfd0.10_cut800,0.1,800.0
100.0,2.237269277849492,0.6854670704218246,ridge,False,cfd0.10_cut800,0.1,800.0
1000.0,2.406256715662397,0.8652195493261465,ridge,False,cfd0.10_cut800,0.1,800.0
0.1,1.7252948720214651,0.3894161571911045,ridge,True,cfd0.10_cut1000,0.1,1000.0
0.01,1.7269604388210928,0.3809728458905787,ridge,False,cfd0.10_cut1000,0.1,1000.0
1.0,1.7279540248744543,0.45550367279175913,ridge,False,cfd0.10_cut1000,0.1,1000.0
10.0,1.9365322919356676,0.6653484279059998,ridge,False,cfd0.10_cut1000,0.1,1000.0
100.0,2.2310584390709702,0.8892779769849674,ridge,False,cfd0.10_cut1000,0.1,1000.0
1000.0,2.3686880586100827,1.0805230587456451,ridge,False,cfd0.10_cut1000,0.1,1000.0
0.1,1.7107241005823304,0.9951729389022134,ridge,True,cfd0.10_cut1500,0.1,1500.0
0.01,1.7143531789284119,0.9980876448493604,ridge,False,cfd0.10_cut1500,0.1,1500.0
1.0,1.7197507782135824,1.0133517050913368,ridge,False,cfd0.10_cut1500,0.1,1500.0
10.0,1.7757662194410273,1.0397327084518075,ridge,False,cfd0.10_cut1500,0.1,1500.0
100.0,1.7862445059373147,1.1358590044390422,ridge,False,cfd0.10_cut1500,0.1,1500.0
1000.0,1.8365789588015269,1.2515311687328807,ridge,False,cfd0.10_cut1500,0.1,1500.0
0.1,1.6127387787037093,0.4480095921256253,ridge,True,cfd0.20_cut800,0.2,800.0
0.01,1.6135730074011836,0.4416753175106146,ridge,False,cfd0.20_cut800,0.2,800.0
1.0,1.6169457465057337,0.49824493160555877,ridge,False,cfd0.20_cut800,0.2,800.0
10.0,1.7539216023095592,0.6394364280686519,ridge,False,cfd0.20_cut800,0.2,800.0
100.0,1.9536754618631176,0.780978516039389,ridge,False,cfd0.20_cut800,0.2,800.0
1000.0,2.080037668128694,0.9806837079579781,ridge,False,cfd0.20_cut800,0.2,800.0
0.1,1.4961081764255035,0.4387413213305513,ridge,True,cfd0.20_cut1000,0.2,1000.0
0.01,1.4973564777586457,0.4308063319325507,ridge,False,cfd0.20_cut1000,0.2,1000.0
1.0,1.499897416484837,0.49958477324203027,ridge,False,cfd0.20_cut1000,0.2,1000.0
10.0,1.6751782713298293,0.7010578787441685,ridge,False,cfd0.20_cut1000,0.2,1000.0
100.0,1.9059354448103236,0.9262011308213142,ridge,False,cfd0.20_cut1000,0.2,1000.0
1000.0,2.0000407822163386,1.1332061390296773,ridge,False,cfd0.20_cut1000,0.2,1000.0
1000.0,1.4131254318964928,1.3507260426301049,ridge,True,cfd0.20_cut1500,0.2,1500.0
100.0,1.4514972144350433,1.201550661795343,ridge,False,cfd0.20_cut1500,0.2,1500.0
1.0,1.4617048503427443,1.1147867353509222,ridge,False,cfd0.20_cut1500,0.2,1500.0
0.1,1.4659259125052018,1.1226918907696506,ridge,False,cfd0.20_cut1500,0.2,1500.0
0.01,1.4684339426558568,1.1216913579673877,ridge,False,cfd0.20_cut1500,0.2,1500.0
10.0,1.4948228772912233,1.1123834761534581,ridge,False,cfd0.20_cut1500,0.2,1500.0
1000.0,1.3460964776884574,1.0251601896812992,ridge,True,cfd0.40_cut800,0.4,800.0
100.0,1.3831589644275648,0.9958753055844376,ridge,False,cfd0.40_cut800,0.4,800.0
10.0,1.4490485258068007,1.0365750480643403,ridge,False,cfd0.40_cut800,0.4,800.0
1.0,1.4997409185842483,1.0418362999393442,ridge,False,cfd0.40_cut800,0.4,800.0
0.1,1.5191312040359732,1.0304808869002942,ridge,False,cfd0.40_cut800,0.4,800.0
0.01,1.5219151095660557,1.028402576597526,ridge,False,cfd0.40_cut800,0.4,800.0
1000.0,1.2748765021906754,0.8538943208087039,ridge,True,cfd0.40_cut1000,0.4,1000.0
100.0,1.2830964783691419,0.791718066670321,ridge,False,cfd0.40_cut1000,0.4,1000.0
10.0,1.3541985079909005,0.8063371049593565,ridge,False,cfd0.40_cut1000,0.4,1000.0
1.0,1.5005059509072558,0.84095978220855,ridge,False,cfd0.40_cut1000,0.4,1000.0
0.1,1.5499136197395358,0.8473732322876417,ridge,False,cfd0.40_cut1000,0.4,1000.0
0.01,1.556644830010147,0.8473051306605066,ridge,False,cfd0.40_cut1000,0.4,1000.0
0.1,1.2688753481334931,1.080996886342989,ridge,True,cfd0.40_cut1500,0.4,1500.0
1.0,1.274272366201093,1.1052836019471224,ridge,False,cfd0.40_cut1500,0.4,1500.0
0.01,1.2744168808391736,1.0754774919407544,ridge,False,cfd0.40_cut1500,0.4,1500.0
1000.0,1.2814270414666693,1.325648859179205,ridge,False,cfd0.40_cut1500,0.4,1500.0
100.0,1.3091671478868105,1.2032684292832303,ridge,False,cfd0.40_cut1500,0.4,1500.0
10.0,1.3484213673607937,1.1160989464100248,ridge,False,cfd0.40_cut1500,0.4,1500.0
