pool,method,run,n_pairs,robust_width_ns,full_rms_ns,cfd_fraction,amplitude_cut_adc
cfd0.10_cut800,constrained_monotone_timewalk,58,29,1.9097460753247422,1.788519672852684,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,59,13,1.727395691983716,1.6059452149380422,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,60,14,1.4607649250083279,1.610211892390559,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,61,18,1.5463100482618966,2.3476945652264183,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,62,9,2.004563941934564,2.2597266218534804,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,63,31,1.8936836883882568,1.75673040940983,0.1,800.0
cfd0.10_cut800,constrained_monotone_timewalk,65,28,1.4618105033313429,1.4230152110032148,0.1,800.0
cfd0.10_cut800,ridge,58,29,2.004799658508567,2.639664839690622,0.1,800.0
cfd0.10_cut800,ridge,59,13,4.016702914863906,3.4115998303379,0.1,800.0
cfd0.10_cut800,ridge,60,14,1.1676160933758073,1.101047261351194,0.1,800.0
cfd0.10_cut800,ridge,61,18,2.354330517065798,2.632336301117696,0.1,800.0
cfd0.10_cut800,ridge,62,9,3.4888363138643346,4.5244907484137045,0.1,800.0
cfd0.10_cut800,ridge,63,31,1.9750529741295693,3.313210547888536,0.1,800.0
cfd0.10_cut800,ridge,65,28,1.9807418122872642,2.4413252647701262,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,58,29,0.7183893308006568,2.203413939587337,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,59,13,1.5851412409358216,1.9597886228947414,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,60,14,0.5709441724540527,1.0654597121914064,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,61,18,1.9233791483508855,2.5139689309546402,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,62,9,1.588012770035233,2.2746314414025846,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,63,31,0.9285137539552506,1.9865126978814154,0.1,800.0
cfd0.10_cut800,gradient_boosted_trees,65,28,0.7228126861023472,1.774231657393973,0.1,800.0
cfd0.10_cut800,mlp,58,29,2.0206945408307524,1.914579226642077,0.1,800.0
cfd0.10_cut800,mlp,59,13,2.342725338434264,2.850930635186774,0.1,800.0
cfd0.10_cut800,mlp,60,14,1.4051872198578457,1.7895537878978798,0.1,800.0
cfd0.10_cut800,mlp,61,18,1.9494409918560298,2.2958832125055406,0.1,800.0
cfd0.10_cut800,mlp,62,9,2.0604786550616287,2.4839961265116726,0.1,800.0
cfd0.10_cut800,mlp,63,31,2.5723884738145566,2.846462180048091,0.1,800.0
cfd0.10_cut800,mlp,65,28,1.459076086843153,2.162477921887837,0.1,800.0
cfd0.10_cut800,cnn_1d,58,29,2.203715894902347,2.5954192724600147,0.1,800.0
cfd0.10_cut800,cnn_1d,59,13,3.021035920215781,3.040617025847732,0.1,800.0
cfd0.10_cut800,cnn_1d,60,14,1.4721728516185768,2.285020759148602,0.1,800.0
cfd0.10_cut800,cnn_1d,61,18,2.5334973105208314,3.3084270020715545,0.1,800.0
cfd0.10_cut800,cnn_1d,62,9,4.728440148516298,4.168754471947562,0.1,800.0
cfd0.10_cut800,cnn_1d,63,31,2.2458349363752106,2.9096945712434152,0.1,800.0
cfd0.10_cut800,cnn_1d,65,28,1.703971432938316,2.872942819931346,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,58,29,1.0455399170110617,1.0099383212913364,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,59,13,1.1796974812781593,1.3188064582920112,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,60,14,0.7984023633941488,1.0826049672012639,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,61,18,1.316364049456965,1.1484997525596374,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,62,9,1.1196035241936393,2.685246930721586,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,63,31,1.3179014170170036,3.2623540669369575,0.1,800.0
cfd0.10_cut800,gated_residual_cnn_new,65,28,0.8417060677510426,2.11244361868314,0.1,800.0
cfd0.10_cut1000,constrained_monotone_timewalk,58,25,2.0456780836450124,1.979033982903886,0.1,1000.0
cfd0.10_cut1000,constrained_monotone_timewalk,59,11,1.5174306708703944,1.4607965439147341,0.1,1000.0
