method,family,n,pid_auc,pid_balanced_error,energy_bias_frac,energy_sigma68_frac,energy_mae_mev,timing_bias_ns,timing_sigma68_ns,pid_auc_ci95,energy_sigma68_ci95,energy_bias_ci95,timing_sigma68_ns_ci95,winner_score
mlp,neural_tabular,248783,0.9999450632772584,0.0005347827752841816,0.00026157040475586606,0.014959612351406654,0.07040748079192909,0.019604810304478804,0.08178777512121141,"[0.9999136740721002, 0.9999748771361836]","[0.011907618728352427, 0.021660685540616474]","[-0.000859375178432624, 0.0022525377465336476]","[0.06618026230451429, 0.12284357253174848]",0.015938801282128576
gradient_boosted_trees,tree_ml,248783,0.9998412875135522,0.0017874674187032813,-0.010578478673424827,0.04927344739077548,0.18183360558211734,0.04715944656140891,0.8461096170099625,"[0.9997904955120605, 0.9998809411975247]","[0.04170583588607109, 0.0626284451607204]","[-0.016616051348797792, 0.004319407397244134]","[0.572173740948223, 0.8960575915750812]",0.05921922402747091
pedestal_tail_fusion_new,new_hybrid,248783,0.9998496713601485,0.001764143942269314,-0.014874719042223965,0.13191431714731577,0.33118251260153997,-0.011241863060194035,0.3349010575572473,"[0.9998012575097677, 0.9998957288250563]","[0.0996972787081166, 0.1836014702409718]","[-0.024215474378684054, 0.007700695050468696]","[0.2208294524415529, 0.518249789225142]",0.13716574985830257
ridge,linear_ml,248783,0.9948779670107643,0.046665495444849436,-0.024978668757720812,0.1324137168406483,0.3350649867819058,0.08205486830997089,0.925347084061495,"[0.9940448551373819, 0.9955244882438424]","[0.09739809356047598, 0.17067659466681362]","[-0.04008076174973269, -0.0006589536531448986]","[0.827240577138111, 1.1259645251707817]",0.15628691186299848
traditional_charge_ratio_template,traditional,248783,0.9968660277793356,0.007566100613294324,-0.01885218324492089,0.03276027493272526,0.2572269039590429,0.0,15.0,"[0.9962663921191097, 0.9976077820967422]","[0.026451624592941255, 0.05638610237412213]","[-0.02445501241774715, -0.01465950458435804]","[10.0, 15.0]",0.18891438056987586
1d_cnn,neural_waveform,248783,0.9925696931567146,0.13754262342139378,-0.047012237161657464,0.15710625613560147,0.45638424133156846,0.44775962829589844,9.007149887084962,"[0.9894651824716941, 0.9936218785091839]","[0.14784541100863172, 0.17361477945510945]","[-0.1306377694646629, -0.011985836328326626]","[8.152234053611755, 9.953798136711123]",0.27994067907911135
tiny_transformer_multitask,sequence_nn_new,248783,0.9945948600142556,0.027326926400143003,0.015113675170674237,0.20878317132216548,0.5062870144902601,0.3894948959350586,6.050729751586914,"[0.99249762761032, 0.9956673392977268]","[0.13088392968255655, 0.32036159659388624]","[0.005913550985972256, 0.021801439316261186]","[5.396811184883117, 7.787100405693052]",0.28030601530086796
