heldout_run,consumer,method,variant,train_rows,epochs,target_center,target_scale
63,pileup,gradient_boosted_trees,plus_score,10350.0,,,
63,pileup,gradient_boosted_trees,score_residualized,10350.0,,,
63,pileup,gradient_boosted_trees,shuffled_score_control,10350.0,,,
63,pileup,extra_trees,no_score,10350.0,,,
63,pileup,extra_trees,plus_score,10350.0,,,
63,pileup,extra_trees,score_residualized,10350.0,,,
63,pileup,extra_trees,shuffled_score_control,10350.0,,,
63,pid,traditional,no_score,10350.0,,,
63,pid,traditional,plus_score,10350.0,,,
63,pid,traditional,score_residualized,10350.0,,,
63,pid,traditional,shuffled_score_control,10350.0,,,
63,pid,ridge,no_score,10350.0,,,
63,pid,ridge,plus_score,10350.0,,,
63,pid,ridge,score_residualized,10350.0,,,
63,pid,ridge,shuffled_score_control,10350.0,,,
63,pid,gradient_boosted_trees,no_score,10350.0,,,
63,pid,gradient_boosted_trees,plus_score,10350.0,,,
63,pid,gradient_boosted_trees,score_residualized,10350.0,,,
63,pid,gradient_boosted_trees,shuffled_score_control,10350.0,,,
63,pid,extra_trees,no_score,10350.0,,,
63,pid,extra_trees,plus_score,10350.0,,,
63,pid,extra_trees,score_residualized,10350.0,,,
63,pid,extra_trees,shuffled_score_control,10350.0,,,
63,energy,traditional,no_score,10350.0,,,
63,energy,traditional,plus_score,10350.0,,,
63,energy,traditional,score_residualized,10350.0,,,
63,energy,traditional,shuffled_score_control,10350.0,,,
63,energy,ridge,no_score,10350.0,,,
63,energy,ridge,plus_score,10350.0,,,
63,energy,ridge,score_residualized,10350.0,,,
63,energy,ridge,shuffled_score_control,10350.0,,,
63,energy,gradient_boosted_trees,no_score,10350.0,,,
63,energy,gradient_boosted_trees,plus_score,10350.0,,,
63,energy,gradient_boosted_trees,score_residualized,10350.0,,,
63,energy,gradient_boosted_trees,shuffled_score_control,10350.0,,,
63,energy,extra_trees,no_score,10350.0,,,
63,energy,extra_trees,plus_score,10350.0,,,
63,energy,extra_trees,score_residualized,10350.0,,,
63,energy,extra_trees,shuffled_score_control,10350.0,,,
65,timing,traditional,no_score,11262.0,,,
65,timing,traditional,plus_score,11262.0,,,
65,timing,traditional,score_residualized,11262.0,,,
65,timing,traditional,shuffled_score_control,11262.0,,,
65,timing,ridge,no_score,11262.0,,,
65,timing,ridge,plus_score,11262.0,,,
65,timing,ridge,score_residualized,11262.0,,,
65,timing,ridge,shuffled_score_control,11262.0,,,
65,timing,gradient_boosted_trees,no_score,11262.0,,,
65,timing,gradient_boosted_trees,plus_score,11262.0,,,
65,timing,gradient_boosted_trees,score_residualized,11262.0,,,
65,timing,gradient_boosted_trees,shuffled_score_control,11262.0,,,
65,timing,extra_trees,no_score,11262.0,,,
65,timing,extra_trees,plus_score,11262.0,,,
65,timing,extra_trees,score_residualized,11262.0,,,
65,timing,extra_trees,shuffled_score_control,11262.0,,,
65,timing,mlp,no_score,11262.0,,,
65,timing,mlp,plus_score,11262.0,,,
65,timing,mlp,score_residualized,11262.0,,,
65,timing,mlp,shuffled_score_control,11262.0,,,
65,timing,cnn1d,no_score,,5.0,1.0514694004615066,3.6632823853410326
65,timing,cnn1d,plus_score,,5.0,1.0514694004615066,3.6632823853410326
65,timing,cnn1d,score_residualized,,5.0,1.0514694004615066,3.6632823853410326
65,timing,cnn1d,shuffled_score_control,,5.0,1.0514694004615066,3.6632823853410326
65,timing,score_gated_cnn,no_score,,5.0,1.0514694004615066,3.6632823853410326
65,timing,score_gated_cnn,plus_score,,5.0,1.0514694004615066,3.6632823853410326
65,timing,score_gated_cnn,score_residualized,,5.0,1.0514694004615066,3.6632823853410326
65,timing,score_gated_cnn,shuffled_score_control,,5.0,1.0514694004615066,3.6632823853410326
65,charge,traditional,no_score,11262.0,,,
65,charge,traditional,plus_score,11262.0,,,
65,charge,traditional,score_residualized,11262.0,,,
65,charge,traditional,shuffled_score_control,11262.0,,,
65,charge,ridge,no_score,11262.0,,,
65,charge,ridge,plus_score,11262.0,,,
65,charge,ridge,score_residualized,11262.0,,,
65,charge,ridge,shuffled_score_control,11262.0,,,
65,charge,gradient_boosted_trees,no_score,11262.0,,,
65,charge,gradient_boosted_trees,plus_score,11262.0,,,
65,charge,gradient_boosted_trees,score_residualized,11262.0,,,
65,charge,gradient_boosted_trees,shuffled_score_control,11262.0,,,
65,charge,extra_trees,no_score,11262.0,,,
65,charge,extra_trees,plus_score,11262.0,,,
65,charge,extra_trees,score_residualized,11262.0,,,
65,charge,extra_trees,shuffled_score_control,11262.0,,,
65,pileup,traditional,no_score,11262.0,,,
65,pileup,traditional,plus_score,11262.0,,,
65,pileup,traditional,score_residualized,11262.0,,,
65,pileup,traditional,shuffled_score_control,11262.0,,,
65,pileup,ridge,no_score,11262.0,,,
65,pileup,ridge,plus_score,11262.0,,,
65,pileup,ridge,score_residualized,11262.0,,,
65,pileup,ridge,shuffled_score_control,11262.0,,,
65,pileup,gradient_boosted_trees,no_score,11262.0,,,
65,pileup,gradient_boosted_trees,plus_score,11262.0,,,
65,pileup,gradient_boosted_trees,score_residualized,11262.0,,,
65,pileup,gradient_boosted_trees,shuffled_score_control,11262.0,,,
65,pileup,extra_trees,no_score,11262.0,,,
65,pileup,extra_trees,plus_score,11262.0,,,
65,pileup,extra_trees,score_residualized,11262.0,,,
65,pileup,extra_trees,shuffled_score_control,11262.0,,,
65,pid,traditional,no_score,11262.0,,,
65,pid,traditional,plus_score,11262.0,,,
65,pid,traditional,score_residualized,11262.0,,,
65,pid,traditional,shuffled_score_control,11262.0,,,
65,pid,ridge,no_score,11262.0,,,
65,pid,ridge,plus_score,11262.0,,,
65,pid,ridge,score_residualized,11262.0,,,
65,pid,ridge,shuffled_score_control,11262.0,,,
65,pid,gradient_boosted_trees,no_score,11262.0,,,
65,pid,gradient_boosted_trees,plus_score,11262.0,,,
65,pid,gradient_boosted_trees,score_residualized,11262.0,,,
65,pid,gradient_boosted_trees,shuffled_score_control,11262.0,,,
65,pid,extra_trees,no_score,11262.0,,,
65,pid,extra_trees,plus_score,11262.0,,,
65,pid,extra_trees,score_residualized,11262.0,,,
65,pid,extra_trees,shuffled_score_control,11262.0,,,
65,energy,traditional,no_score,11262.0,,,
65,energy,traditional,plus_score,11262.0,,,
65,energy,traditional,score_residualized,11262.0,,,
65,energy,traditional,shuffled_score_control,11262.0,,,
65,energy,ridge,no_score,11262.0,,,
65,energy,ridge,plus_score,11262.0,,,
65,energy,ridge,score_residualized,11262.0,,,
65,energy,ridge,shuffled_score_control,11262.0,,,
65,energy,gradient_boosted_trees,no_score,11262.0,,,
65,energy,gradient_boosted_trees,plus_score,11262.0,,,
65,energy,gradient_boosted_trees,score_residualized,11262.0,,,
65,energy,gradient_boosted_trees,shuffled_score_control,11262.0,,,
65,energy,extra_trees,no_score,11262.0,,,
65,energy,extra_trees,plus_score,11262.0,,,
65,energy,extra_trees,score_residualized,11262.0,,,
65,energy,extra_trees,shuffled_score_control,11262.0,,,
